# File: A44.india_state_HDDCDD_scen.csv
# Title: HDD and CDD for all states
# Units: NA
# Comments:  Yearwise HDD and CDD
# Source: None (GCAM assumptions)
# Column types: ccccnn
# ----------
state,scen,GCM,variable,year,value
AN,A2,GFDL,CDD,1971,36.378777
AN,A2,GFDL,CDD,1972,36.378777
AN,A2,GFDL,CDD,1973,36.378777
AN,A2,GFDL,CDD,1974,36.378777
AN,A2,GFDL,CDD,1975,36.378777
AN,A2,GFDL,CDD,1976,31.2845812
AN,A2,GFDL,CDD,1977,26.1903854
AN,A2,GFDL,CDD,1978,21.0961896
AN,A2,GFDL,CDD,1979,16.0019938
AN,A2,GFDL,CDD,1980,10.907798
AN,A2,GFDL,CDD,1981,12.2174378
AN,A2,GFDL,CDD,1982,13.5270776
AN,A2,GFDL,CDD,1983,14.8367174
AN,A2,GFDL,CDD,1984,16.1463572
AN,A2,GFDL,CDD,1985,17.455997
AN,A2,GFDL,CDD,1986,22.392149
AN,A2,GFDL,CDD,1987,27.328301
AN,A2,GFDL,CDD,1988,32.264453
AN,A2,GFDL,CDD,1989,37.200605
AN,A2,GFDL,CDD,1990,42.136757
AN,A2,GFDL,CDD,1991,36.9484056
AN,A2,GFDL,CDD,1992,31.7600542
AN,A2,GFDL,CDD,1993,26.5717028
AN,A2,GFDL,CDD,1994,21.3833514
AN,A2,GFDL,CDD,1995,16.195
AN,A2,GFDL,CDD,1996,33.8054232
AN,A2,GFDL,CDD,1997,51.4158464
AN,A2,GFDL,CDD,1998,69.0262696
AN,A2,GFDL,CDD,1999,86.6366928
AN,A2,GFDL,CDD,2000,104.247116
AN,A2,GFDL,CDD,2001,108.9160156
AN,A2,GFDL,CDD,2002,113.5849152
AN,A2,GFDL,CDD,2003,118.2538148
AN,A2,GFDL,CDD,2004,122.9227144
AN,A2,GFDL,CDD,2005,127.591614
AN,A2,GFDL,CDD,2006,132.2605133
AN,A2,GFDL,CDD,2007,136.9294127
AN,A2,GFDL,CDD,2008,141.598312
AN,A2,GFDL,CDD,2009,141.598312
AN,A2,GFDL,CDD,2010,823
AN,A2,GFDL,CDD,2011,137.5863598
AN,A2,GFDL,CDD,2012,133.5744077
AN,A2,GFDL,CDD,2013,129.5624555
AN,A2,GFDL,CDD,2014,125.5505033
AN,A2,GFDL,CDD,2015,121.5385511
AN,A2,GFDL,CDD,2016,117.526599
AN,A2,GFDL,CDD,2017,113.5146468
AN,A2,GFDL,CDD,2018,109.5026946
AN,A2,GFDL,CDD,2019,105.4907424
AN,A2,GFDL,CDD,2020,101.4787903
AN,A2,GFDL,CDD,2021,106.6707284
AN,A2,GFDL,CDD,2022,111.8626665
AN,A2,GFDL,CDD,2023,117.0546046
AN,A2,GFDL,CDD,2024,122.2465427
AN,A2,GFDL,CDD,2025,127.4384808
AN,A2,GFDL,CDD,2026,132.6304189
AN,A2,GFDL,CDD,2027,137.822357
AN,A2,GFDL,CDD,2028,143.0142951
AN,A2,GFDL,CDD,2029,148.2062332
AN,A2,GFDL,CDD,2030,153.3981713
AN,A2,GFDL,CDD,2031,158.5901094
AN,A2,GFDL,CDD,2032,163.7820475
AN,A2,GFDL,CDD,2033,168.9739857
AN,A2,GFDL,CDD,2034,174.1659238
AN,A2,GFDL,CDD,2035,179.3578619
AN,A2,GFDL,CDD,2036,175.7392383
AN,A2,GFDL,CDD,2037,172.1206148
AN,A2,GFDL,CDD,2038,168.5019913
AN,A2,GFDL,CDD,2039,164.8833678
AN,A2,GFDL,CDD,2040,161.2647442
AN,A2,GFDL,CDD,2041,157.6461207
AN,A2,GFDL,CDD,2042,154.0274972
AN,A2,GFDL,CDD,2043,150.4088736
AN,A2,GFDL,CDD,2044,146.7902501
AN,A2,GFDL,CDD,2045,143.1716266
AN,A2,GFDL,CDD,2046,139.553003
AN,A2,GFDL,CDD,2047,135.9343795
AN,A2,GFDL,CDD,2048,132.315756
AN,A2,GFDL,CDD,2049,128.6971325
AN,A2,GFDL,CDD,2050,125.0785089
AN,A2,GFDL,CDD,2051,131.0571043
AN,A2,GFDL,CDD,2052,137.0356997
AN,A2,GFDL,CDD,2053,143.0142951
AN,A2,GFDL,CDD,2054,148.9928905
AN,A2,GFDL,CDD,2055,154.9714859
AN,A2,GFDL,CDD,2056,160.9500813
AN,A2,GFDL,CDD,2057,166.9286767
AN,A2,GFDL,CDD,2058,172.9072721
AN,A2,GFDL,CDD,2059,178.8858675
AN,A2,GFDL,CDD,2060,184.8644629
AN,A2,GFDL,CDD,2061,190.8430583
AN,A2,GFDL,CDD,2062,196.8216537
AN,A2,GFDL,CDD,2063,202.8002491
AN,A2,GFDL,CDD,2064,208.7788445
AN,A2,GFDL,CDD,2065,214.7574399
AN,A2,GFDL,CDD,2066,213.7347854
AN,A2,GFDL,CDD,2067,212.7121309
AN,A2,GFDL,CDD,2068,211.6894764
AN,A2,GFDL,CDD,2069,210.666822
AN,A2,GFDL,CDD,2070,209.6441675
AN,A2,GFDL,CDD,2071,208.621513
AN,A2,GFDL,CDD,2072,207.5988585
AN,A2,GFDL,CDD,2073,206.5762041
AN,A2,GFDL,CDD,2074,205.5535496
AN,A2,GFDL,CDD,2075,204.5308951
AN,A2,GFDL,CDD,2076,203.5082406
AN,A2,GFDL,CDD,2077,202.4855862
AN,A2,GFDL,CDD,2078,201.4629317
AN,A2,GFDL,CDD,2079,200.4402772
AN,A2,GFDL,CDD,2080,199.4176227
AN,A2,GFDL,CDD,2081,213.9707826
AN,A2,GFDL,CDD,2082,228.5239424
AN,A2,GFDL,CDD,2083,243.0771023
AN,A2,GFDL,CDD,2084,257.6302621
AN,A2,GFDL,CDD,2085,272.183422
AN,A2,GFDL,CDD,2086,286.7365818
AN,A2,GFDL,CDD,2087,301.2897416
AN,A2,GFDL,CDD,2088,315.8429015
AN,A2,GFDL,CDD,2089,330.3960613
AN,A2,GFDL,CDD,2090,344.9492212
AN,A2,GFDL,CDD,2091,359.502381
AN,A2,GFDL,CDD,2092,374.0555409
AN,A2,GFDL,CDD,2093,388.6087007
AN,A2,GFDL,CDD,2094,403.1618606
AN,A2,GFDL,CDD,2095,417.7150204
AN,A2,GFDL,CDD,2096,417.7150204
AN,A2,GFDL,CDD,2097,417.7150204
AN,A2,GFDL,CDD,2098,417.7150204
AN,A2,GFDL,CDD,2099,417.7150204
AN,A2,GFDL,CDD,2100,417.7150204
AN,constdds,hist,CDD,1971,36.378777
AN,constdds,hist,CDD,1972,36.378777
AN,constdds,hist,CDD,1973,36.378777
AN,constdds,hist,CDD,1974,36.378777
AN,constdds,hist,CDD,1975,36.378777
AN,constdds,hist,CDD,1976,31.2845812
AN,constdds,hist,CDD,1977,26.1903854
AN,constdds,hist,CDD,1978,21.0961896
AN,constdds,hist,CDD,1979,16.0019938
AN,constdds,hist,CDD,1980,10.907798
AN,constdds,hist,CDD,1981,12.2174378
AN,constdds,hist,CDD,1982,13.5270776
AN,constdds,hist,CDD,1983,14.8367174
AN,constdds,hist,CDD,1984,16.1463572
AN,constdds,hist,CDD,1985,17.455997
AN,constdds,hist,CDD,1986,22.392149
AN,constdds,hist,CDD,1987,27.328301
AN,constdds,hist,CDD,1988,32.264453
AN,constdds,hist,CDD,1989,37.200605
AN,constdds,hist,CDD,1990,42.136757
AN,constdds,hist,CDD,1991,36.9484056
AN,constdds,hist,CDD,1992,31.7600542
AN,constdds,hist,CDD,1993,26.5717028
AN,constdds,hist,CDD,1994,21.3833514
AN,constdds,hist,CDD,1995,16.195
AN,constdds,hist,CDD,1996,33.8054232
AN,constdds,hist,CDD,1997,51.4158464
AN,constdds,hist,CDD,1998,69.0262696
AN,constdds,hist,CDD,1999,86.6366928
AN,constdds,hist,CDD,2000,104.247116
AN,constdds,hist,CDD,2001,108.9160156
AN,constdds,hist,CDD,2002,113.5849152
AN,constdds,hist,CDD,2003,118.2538148
AN,constdds,hist,CDD,2004,122.9227144
AN,constdds,hist,CDD,2005,127.591614
AN,constdds,hist,CDD,2006,132.2605133
AN,constdds,hist,CDD,2007,136.9294127
AN,constdds,hist,CDD,2008,141.598312
AN,constdds,hist,CDD,2009,141.598312
AN,constdds,hist,CDD,2010,823
AN,constdds,hist,CDD,2011,141.598312
AN,constdds,hist,CDD,2012,141.598312
AN,constdds,hist,CDD,2013,141.598312
AN,constdds,hist,CDD,2014,141.598312
AN,constdds,hist,CDD,2015,141.598312
AN,constdds,hist,CDD,2016,141.598312
AN,constdds,hist,CDD,2017,141.598312
AN,constdds,hist,CDD,2018,141.598312
AN,constdds,hist,CDD,2019,141.598312
AN,constdds,hist,CDD,2020,141.598312
AN,constdds,hist,CDD,2021,141.598312
AN,constdds,hist,CDD,2022,141.598312
AN,constdds,hist,CDD,2023,141.598312
AN,constdds,hist,CDD,2024,141.598312
AN,constdds,hist,CDD,2025,141.598312
AN,constdds,hist,CDD,2026,141.598312
AN,constdds,hist,CDD,2027,141.598312
AN,constdds,hist,CDD,2028,141.598312
AN,constdds,hist,CDD,2029,141.598312
AN,constdds,hist,CDD,2030,141.598312
AN,constdds,hist,CDD,2031,141.598312
AN,constdds,hist,CDD,2032,141.598312
AN,constdds,hist,CDD,2033,141.598312
AN,constdds,hist,CDD,2034,141.598312
AN,constdds,hist,CDD,2035,141.598312
AN,constdds,hist,CDD,2036,141.598312
AN,constdds,hist,CDD,2037,141.598312
AN,constdds,hist,CDD,2038,141.598312
AN,constdds,hist,CDD,2039,141.598312
AN,constdds,hist,CDD,2040,141.598312
AN,constdds,hist,CDD,2041,141.598312
AN,constdds,hist,CDD,2042,141.598312
AN,constdds,hist,CDD,2043,141.598312
AN,constdds,hist,CDD,2044,141.598312
AN,constdds,hist,CDD,2045,141.598312
AN,constdds,hist,CDD,2046,141.598312
AN,constdds,hist,CDD,2047,141.598312
AN,constdds,hist,CDD,2048,141.598312
AN,constdds,hist,CDD,2049,141.598312
AN,constdds,hist,CDD,2050,141.598312
AN,constdds,hist,CDD,2051,141.598312
AN,constdds,hist,CDD,2052,141.598312
AN,constdds,hist,CDD,2053,141.598312
AN,constdds,hist,CDD,2054,141.598312
AN,constdds,hist,CDD,2055,141.598312
AN,constdds,hist,CDD,2056,141.598312
AN,constdds,hist,CDD,2057,141.598312
AN,constdds,hist,CDD,2058,141.598312
AN,constdds,hist,CDD,2059,141.598312
AN,constdds,hist,CDD,2060,141.598312
AN,constdds,hist,CDD,2061,141.598312
AN,constdds,hist,CDD,2062,141.598312
AN,constdds,hist,CDD,2063,141.598312
AN,constdds,hist,CDD,2064,141.598312
AN,constdds,hist,CDD,2065,141.598312
AN,constdds,hist,CDD,2066,141.598312
AN,constdds,hist,CDD,2067,141.598312
AN,constdds,hist,CDD,2068,141.598312
AN,constdds,hist,CDD,2069,141.598312
AN,constdds,hist,CDD,2070,141.598312
AN,constdds,hist,CDD,2071,141.598312
AN,constdds,hist,CDD,2072,141.598312
AN,constdds,hist,CDD,2073,141.598312
AN,constdds,hist,CDD,2074,141.598312
AN,constdds,hist,CDD,2075,141.598312
AN,constdds,hist,CDD,2076,141.598312
AN,constdds,hist,CDD,2077,141.598312
AN,constdds,hist,CDD,2078,141.598312
AN,constdds,hist,CDD,2079,141.598312
AN,constdds,hist,CDD,2080,141.598312
AN,constdds,hist,CDD,2081,141.598312
AN,constdds,hist,CDD,2082,141.598312
AN,constdds,hist,CDD,2083,141.598312
AN,constdds,hist,CDD,2084,141.598312
AN,constdds,hist,CDD,2085,141.598312
AN,constdds,hist,CDD,2086,141.598312
AN,constdds,hist,CDD,2087,141.598312
AN,constdds,hist,CDD,2088,141.598312
AN,constdds,hist,CDD,2089,141.598312
AN,constdds,hist,CDD,2090,141.598312
AN,constdds,hist,CDD,2091,141.598312
AN,constdds,hist,CDD,2092,141.598312
AN,constdds,hist,CDD,2093,141.598312
AN,constdds,hist,CDD,2094,141.598312
AN,constdds,hist,CDD,2095,141.598312
AN,constdds,hist,CDD,2096,141.598312
AN,constdds,hist,CDD,2097,141.598312
AN,constdds,hist,CDD,2098,141.598312
AN,constdds,hist,CDD,2099,141.598312
AN,constdds,hist,CDD,2100,141.598312
AN,A2,GFDL,HDD,1971,11708.34473
AN,A2,GFDL,HDD,1972,11708.34473
AN,A2,GFDL,HDD,1973,11708.34473
AN,A2,GFDL,HDD,1974,11708.34473
AN,A2,GFDL,HDD,1975,11708.34473
AN,A2,GFDL,HDD,1976,11506.24082
AN,A2,GFDL,HDD,1977,11304.13692
AN,A2,GFDL,HDD,1978,11102.03301
AN,A2,GFDL,HDD,1979,10899.92911
AN,A2,GFDL,HDD,1980,10697.8252
AN,A2,GFDL,HDD,1981,10729.03536
AN,A2,GFDL,HDD,1982,10760.24551
AN,A2,GFDL,HDD,1983,10791.45567
AN,A2,GFDL,HDD,1984,10822.66582
AN,A2,GFDL,HDD,1985,10853.87598
AN,A2,GFDL,HDD,1986,10883.5295
AN,A2,GFDL,HDD,1987,10913.18301
AN,A2,GFDL,HDD,1988,10942.83653
AN,A2,GFDL,HDD,1989,10972.49004
AN,A2,GFDL,HDD,1990,11002.14356
AN,A2,GFDL,HDD,1991,10863.10118
AN,A2,GFDL,HDD,1992,10724.05879
AN,A2,GFDL,HDD,1993,10585.01641
AN,A2,GFDL,HDD,1994,10445.97402
AN,A2,GFDL,HDD,1995,10306.93164
AN,A2,GFDL,HDD,1996,10290.51074
AN,A2,GFDL,HDD,1997,10274.08984
AN,A2,GFDL,HDD,1998,10257.66895
AN,A2,GFDL,HDD,1999,10241.24805
AN,A2,GFDL,HDD,2000,10224.82715
AN,A2,GFDL,HDD,2001,10157.71953
AN,A2,GFDL,HDD,2002,10090.61192
AN,A2,GFDL,HDD,2003,10023.5043
AN,A2,GFDL,HDD,2004,9956.39668
AN,A2,GFDL,HDD,2005,9889.289063
AN,A2,GFDL,HDD,2006,9822.181315
AN,A2,GFDL,HDD,2007,9755.073568
AN,A2,GFDL,HDD,2008,9687.96582
AN,A2,GFDL,HDD,2009,9687.96582
AN,A2,GFDL,HDD,2010,15.324
AN,A2,GFDL,HDD,2011,9641.34462
AN,A2,GFDL,HDD,2012,9594.723419
AN,A2,GFDL,HDD,2013,9548.102219
AN,A2,GFDL,HDD,2014,9501.481018
AN,A2,GFDL,HDD,2015,9454.859818
AN,A2,GFDL,HDD,2016,9408.238618
AN,A2,GFDL,HDD,2017,9361.617417
AN,A2,GFDL,HDD,2018,9314.996217
AN,A2,GFDL,HDD,2019,9268.375017
AN,A2,GFDL,HDD,2020,9221.753816
AN,A2,GFDL,HDD,2021,9188.998404
AN,A2,GFDL,HDD,2022,9156.242992
AN,A2,GFDL,HDD,2023,9123.487579
AN,A2,GFDL,HDD,2024,9090.732167
AN,A2,GFDL,HDD,2025,9057.976755
AN,A2,GFDL,HDD,2026,9025.221342
AN,A2,GFDL,HDD,2027,8992.46593
AN,A2,GFDL,HDD,2028,8959.710518
AN,A2,GFDL,HDD,2029,8926.955105
AN,A2,GFDL,HDD,2030,8894.199693
AN,A2,GFDL,HDD,2031,8861.444281
AN,A2,GFDL,HDD,2032,8828.688868
AN,A2,GFDL,HDD,2033,8795.933456
AN,A2,GFDL,HDD,2034,8763.178044
AN,A2,GFDL,HDD,2035,8730.422631
AN,A2,GFDL,HDD,2036,8663.304179
AN,A2,GFDL,HDD,2037,8596.185727
AN,A2,GFDL,HDD,2038,8529.067274
AN,A2,GFDL,HDD,2039,8461.948822
AN,A2,GFDL,HDD,2040,8394.83037
AN,A2,GFDL,HDD,2041,8327.711918
AN,A2,GFDL,HDD,2042,8260.593465
AN,A2,GFDL,HDD,2043,8193.475013
AN,A2,GFDL,HDD,2044,8126.356561
AN,A2,GFDL,HDD,2045,8059.238109
AN,A2,GFDL,HDD,2046,7992.119656
AN,A2,GFDL,HDD,2047,7925.001204
AN,A2,GFDL,HDD,2048,7857.882752
AN,A2,GFDL,HDD,2049,7790.764299
AN,A2,GFDL,HDD,2050,7723.645847
AN,A2,GFDL,HDD,2051,7752.449175
AN,A2,GFDL,HDD,2052,7781.252503
AN,A2,GFDL,HDD,2053,7810.055831
AN,A2,GFDL,HDD,2054,7838.859158
AN,A2,GFDL,HDD,2055,7867.662486
AN,A2,GFDL,HDD,2056,7896.465814
AN,A2,GFDL,HDD,2057,7925.269142
AN,A2,GFDL,HDD,2058,7954.07247
AN,A2,GFDL,HDD,2059,7982.875798
AN,A2,GFDL,HDD,2060,8011.679125
AN,A2,GFDL,HDD,2061,8040.482453
AN,A2,GFDL,HDD,2062,8069.285781
AN,A2,GFDL,HDD,2063,8098.089109
AN,A2,GFDL,HDD,2064,8126.892437
AN,A2,GFDL,HDD,2065,8155.695764
AN,A2,GFDL,HDD,2066,8105.926293
AN,A2,GFDL,HDD,2067,8056.156822
AN,A2,GFDL,HDD,2068,8006.387351
AN,A2,GFDL,HDD,2069,7956.61788
AN,A2,GFDL,HDD,2070,7906.848409
AN,A2,GFDL,HDD,2071,7857.078938
AN,A2,GFDL,HDD,2072,7807.309467
AN,A2,GFDL,HDD,2073,7757.539996
AN,A2,GFDL,HDD,2074,7707.770525
AN,A2,GFDL,HDD,2075,7658.001054
AN,A2,GFDL,HDD,2076,7608.231582
AN,A2,GFDL,HDD,2077,7558.462111
AN,A2,GFDL,HDD,2078,7508.69264
AN,A2,GFDL,HDD,2079,7458.923169
AN,A2,GFDL,HDD,2080,7409.153698
AN,A2,GFDL,HDD,2081,7343.709858
AN,A2,GFDL,HDD,2082,7278.266018
AN,A2,GFDL,HDD,2083,7212.822177
AN,A2,GFDL,HDD,2084,7147.378337
AN,A2,GFDL,HDD,2085,7081.934497
AN,A2,GFDL,HDD,2086,7016.490657
AN,A2,GFDL,HDD,2087,6951.046817
AN,A2,GFDL,HDD,2088,6885.602977
AN,A2,GFDL,HDD,2089,6820.159136
AN,A2,GFDL,HDD,2090,6754.715296
AN,A2,GFDL,HDD,2091,6689.271456
AN,A2,GFDL,HDD,2092,6623.827616
AN,A2,GFDL,HDD,2093,6558.383776
AN,A2,GFDL,HDD,2094,6492.939935
AN,A2,GFDL,HDD,2095,6427.496095
AN,A2,GFDL,HDD,2096,6427.496095
AN,A2,GFDL,HDD,2097,6427.496095
AN,A2,GFDL,HDD,2098,6427.496095
AN,A2,GFDL,HDD,2099,6427.496095
AN,A2,GFDL,HDD,2100,6427.496095
AN,constdds,hist,HDD,1971,11708.34473
AN,constdds,hist,HDD,1972,11708.34473
AN,constdds,hist,HDD,1973,11708.34473
AN,constdds,hist,HDD,1974,11708.34473
AN,constdds,hist,HDD,1975,11708.34473
AN,constdds,hist,HDD,1976,11506.24082
AN,constdds,hist,HDD,1977,11304.13692
AN,constdds,hist,HDD,1978,11102.03301
AN,constdds,hist,HDD,1979,10899.92911
AN,constdds,hist,HDD,1980,10697.8252
AN,constdds,hist,HDD,1981,10729.03536
AN,constdds,hist,HDD,1982,10760.24551
AN,constdds,hist,HDD,1983,10791.45567
AN,constdds,hist,HDD,1984,10822.66582
AN,constdds,hist,HDD,1985,10853.87598
AN,constdds,hist,HDD,1986,10883.5295
AN,constdds,hist,HDD,1987,10913.18301
AN,constdds,hist,HDD,1988,10942.83653
AN,constdds,hist,HDD,1989,10972.49004
AN,constdds,hist,HDD,1990,11002.14356
AN,constdds,hist,HDD,1991,10863.10118
AN,constdds,hist,HDD,1992,10724.05879
AN,constdds,hist,HDD,1993,10585.01641
AN,constdds,hist,HDD,1994,10445.97402
AN,constdds,hist,HDD,1995,10306.93164
AN,constdds,hist,HDD,1996,10290.51074
AN,constdds,hist,HDD,1997,10274.08984
AN,constdds,hist,HDD,1998,10257.66895
AN,constdds,hist,HDD,1999,10241.24805
AN,constdds,hist,HDD,2000,10224.82715
AN,constdds,hist,HDD,2001,10157.71953
AN,constdds,hist,HDD,2002,10090.61192
AN,constdds,hist,HDD,2003,10023.5043
AN,constdds,hist,HDD,2004,9956.39668
AN,constdds,hist,HDD,2005,9889.289063
AN,constdds,hist,HDD,2006,9822.181315
AN,constdds,hist,HDD,2007,9755.073568
AN,constdds,hist,HDD,2008,9687.96582
AN,constdds,hist,HDD,2009,9687.96582
AN,constdds,hist,HDD,2010,15.324
AN,constdds,hist,HDD,2011,9687.96582
AN,constdds,hist,HDD,2012,9687.96582
AN,constdds,hist,HDD,2013,9687.96582
AN,constdds,hist,HDD,2014,9687.96582
AN,constdds,hist,HDD,2015,9687.96582
AN,constdds,hist,HDD,2016,9687.96582
AN,constdds,hist,HDD,2017,9687.96582
AN,constdds,hist,HDD,2018,9687.96582
AN,constdds,hist,HDD,2019,9687.96582
AN,constdds,hist,HDD,2020,9687.96582
AN,constdds,hist,HDD,2021,9687.96582
AN,constdds,hist,HDD,2022,9687.96582
AN,constdds,hist,HDD,2023,9687.96582
AN,constdds,hist,HDD,2024,9687.96582
AN,constdds,hist,HDD,2025,9687.96582
AN,constdds,hist,HDD,2026,9687.96582
AN,constdds,hist,HDD,2027,9687.96582
AN,constdds,hist,HDD,2028,9687.96582
AN,constdds,hist,HDD,2029,9687.96582
AN,constdds,hist,HDD,2030,9687.96582
AN,constdds,hist,HDD,2031,9687.96582
AN,constdds,hist,HDD,2032,9687.96582
AN,constdds,hist,HDD,2033,9687.96582
AN,constdds,hist,HDD,2034,9687.96582
AN,constdds,hist,HDD,2035,9687.96582
AN,constdds,hist,HDD,2036,9687.96582
AN,constdds,hist,HDD,2037,9687.96582
AN,constdds,hist,HDD,2038,9687.96582
AN,constdds,hist,HDD,2039,9687.96582
AN,constdds,hist,HDD,2040,9687.96582
AN,constdds,hist,HDD,2041,9687.96582
AN,constdds,hist,HDD,2042,9687.96582
AN,constdds,hist,HDD,2043,9687.96582
AN,constdds,hist,HDD,2044,9687.96582
AN,constdds,hist,HDD,2045,9687.96582
AN,constdds,hist,HDD,2046,9687.96582
AN,constdds,hist,HDD,2047,9687.96582
AN,constdds,hist,HDD,2048,9687.96582
AN,constdds,hist,HDD,2049,9687.96582
AN,constdds,hist,HDD,2050,9687.96582
AN,constdds,hist,HDD,2051,9687.96582
AN,constdds,hist,HDD,2052,9687.96582
AN,constdds,hist,HDD,2053,9687.96582
AN,constdds,hist,HDD,2054,9687.96582
AN,constdds,hist,HDD,2055,9687.96582
AN,constdds,hist,HDD,2056,9687.96582
AN,constdds,hist,HDD,2057,9687.96582
AN,constdds,hist,HDD,2058,9687.96582
AN,constdds,hist,HDD,2059,9687.96582
AN,constdds,hist,HDD,2060,9687.96582
AN,constdds,hist,HDD,2061,9687.96582
AN,constdds,hist,HDD,2062,9687.96582
AN,constdds,hist,HDD,2063,9687.96582
AN,constdds,hist,HDD,2064,9687.96582
AN,constdds,hist,HDD,2065,9687.96582
AN,constdds,hist,HDD,2066,9687.96582
AN,constdds,hist,HDD,2067,9687.96582
AN,constdds,hist,HDD,2068,9687.96582
AN,constdds,hist,HDD,2069,9687.96582
AN,constdds,hist,HDD,2070,9687.96582
AN,constdds,hist,HDD,2071,9687.96582
AN,constdds,hist,HDD,2072,9687.96582
AN,constdds,hist,HDD,2073,9687.96582
AN,constdds,hist,HDD,2074,9687.96582
AN,constdds,hist,HDD,2075,9687.96582
AN,constdds,hist,HDD,2076,9687.96582
AN,constdds,hist,HDD,2077,9687.96582
AN,constdds,hist,HDD,2078,9687.96582
AN,constdds,hist,HDD,2079,9687.96582
AN,constdds,hist,HDD,2080,9687.96582
AN,constdds,hist,HDD,2081,9687.96582
AN,constdds,hist,HDD,2082,9687.96582
AN,constdds,hist,HDD,2083,9687.96582
AN,constdds,hist,HDD,2084,9687.96582
AN,constdds,hist,HDD,2085,9687.96582
AN,constdds,hist,HDD,2086,9687.96582
AN,constdds,hist,HDD,2087,9687.96582
AN,constdds,hist,HDD,2088,9687.96582
AN,constdds,hist,HDD,2089,9687.96582
AN,constdds,hist,HDD,2090,9687.96582
AN,constdds,hist,HDD,2091,9687.96582
AN,constdds,hist,HDD,2092,9687.96582
AN,constdds,hist,HDD,2093,9687.96582
AN,constdds,hist,HDD,2094,9687.96582
AN,constdds,hist,HDD,2095,9687.96582
AN,constdds,hist,HDD,2096,9687.96582
AN,constdds,hist,HDD,2097,9687.96582
AN,constdds,hist,HDD,2098,9687.96582
AN,constdds,hist,HDD,2099,9687.96582
AN,constdds,hist,HDD,2100,9687.96582
AP,A2,GFDL,CDD,1971,36.378777
AP,A2,GFDL,CDD,1972,36.378777
AP,A2,GFDL,CDD,1973,36.378777
AP,A2,GFDL,CDD,1974,36.378777
AP,A2,GFDL,CDD,1975,36.378777
AP,A2,GFDL,CDD,1976,31.2845812
AP,A2,GFDL,CDD,1977,26.1903854
AP,A2,GFDL,CDD,1978,21.0961896
AP,A2,GFDL,CDD,1979,16.0019938
AP,A2,GFDL,CDD,1980,10.907798
AP,A2,GFDL,CDD,1981,12.2174378
AP,A2,GFDL,CDD,1982,13.5270776
AP,A2,GFDL,CDD,1983,14.8367174
AP,A2,GFDL,CDD,1984,16.1463572
AP,A2,GFDL,CDD,1985,17.455997
AP,A2,GFDL,CDD,1986,22.392149
AP,A2,GFDL,CDD,1987,27.328301
AP,A2,GFDL,CDD,1988,32.264453
AP,A2,GFDL,CDD,1989,37.200605
AP,A2,GFDL,CDD,1990,42.136757
AP,A2,GFDL,CDD,1991,36.9484056
AP,A2,GFDL,CDD,1992,31.7600542
AP,A2,GFDL,CDD,1993,26.5717028
AP,A2,GFDL,CDD,1994,21.3833514
AP,A2,GFDL,CDD,1995,16.195
AP,A2,GFDL,CDD,1996,33.8054232
AP,A2,GFDL,CDD,1997,51.4158464
AP,A2,GFDL,CDD,1998,69.0262696
AP,A2,GFDL,CDD,1999,86.6366928
AP,A2,GFDL,CDD,2000,104.247116
AP,A2,GFDL,CDD,2001,108.9160156
AP,A2,GFDL,CDD,2002,113.5849152
AP,A2,GFDL,CDD,2003,118.2538148
AP,A2,GFDL,CDD,2004,122.9227144
AP,A2,GFDL,CDD,2005,127.591614
AP,A2,GFDL,CDD,2006,132.2605133
AP,A2,GFDL,CDD,2007,136.9294127
AP,A2,GFDL,CDD,2008,141.598312
AP,A2,GFDL,CDD,2009,141.598312
AP,A2,GFDL,CDD,2010,907.4053333
AP,A2,GFDL,CDD,2011,137.5863598
AP,A2,GFDL,CDD,2012,133.5744077
AP,A2,GFDL,CDD,2013,129.5624555
AP,A2,GFDL,CDD,2014,125.5505033
AP,A2,GFDL,CDD,2015,121.5385511
AP,A2,GFDL,CDD,2016,117.526599
AP,A2,GFDL,CDD,2017,113.5146468
AP,A2,GFDL,CDD,2018,109.5026946
AP,A2,GFDL,CDD,2019,105.4907424
AP,A2,GFDL,CDD,2020,101.4787903
AP,A2,GFDL,CDD,2021,106.6707284
AP,A2,GFDL,CDD,2022,111.8626665
AP,A2,GFDL,CDD,2023,117.0546046
AP,A2,GFDL,CDD,2024,122.2465427
AP,A2,GFDL,CDD,2025,127.4384808
AP,A2,GFDL,CDD,2026,132.6304189
AP,A2,GFDL,CDD,2027,137.822357
AP,A2,GFDL,CDD,2028,143.0142951
AP,A2,GFDL,CDD,2029,148.2062332
AP,A2,GFDL,CDD,2030,153.3981713
AP,A2,GFDL,CDD,2031,158.5901094
AP,A2,GFDL,CDD,2032,163.7820475
AP,A2,GFDL,CDD,2033,168.9739857
AP,A2,GFDL,CDD,2034,174.1659238
AP,A2,GFDL,CDD,2035,179.3578619
AP,A2,GFDL,CDD,2036,175.7392383
AP,A2,GFDL,CDD,2037,172.1206148
AP,A2,GFDL,CDD,2038,168.5019913
AP,A2,GFDL,CDD,2039,164.8833678
AP,A2,GFDL,CDD,2040,161.2647442
AP,A2,GFDL,CDD,2041,157.6461207
AP,A2,GFDL,CDD,2042,154.0274972
AP,A2,GFDL,CDD,2043,150.4088736
AP,A2,GFDL,CDD,2044,146.7902501
AP,A2,GFDL,CDD,2045,143.1716266
AP,A2,GFDL,CDD,2046,139.553003
