# File: A10.EB_trn_SecFuel_mtoe.csv
# Title: Database of fuel consumption across transport sector
# Units: Energy units in mtoe
# Source:  GHG platform
# Column types: cccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
State,GHG_Platform_sectors,GHG_Platform_fuels,sector,fuel,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
AR,trn_pass_rail,oil,trn_pass,refined liquids,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,0.000172316,7.64E-05,0.000180866,0.000191271,0.000201735,0.000209476,0.000120498
AS,trn_pass_rail,oil,trn_pass,refined liquids,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.022864955,0.010137768,0.023999549,0.025380206,0.02676868,0.027795847,0.015989182
BR,trn_pass_rail,oil,trn_pass,refined liquids,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.052273649,0.073533837,0.054264425,0.056758378,0.059211727,0.060817697,0.079317611
CG,trn_pass_rail,oil,trn_pass,refined liquids,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.016573979,0.006080303,0.017244492,0.01807729,0.018899748,0.019453594,0.008620466
CH,trn_pass_rail,oil,trn_pass,refined liquids,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000669619,0.000957477,0.000708848,0.000756027,0.000804196,0.000842185,0.001283403
DD,trn_pass_rail,oil,trn_pass,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DL,trn_pass_rail,oil,trn_pass,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002396213,0,0,0,0,0.003211884
DN,trn_pass_rail,oil,trn_pass,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,trn_pass_rail,oil,trn_pass,refined liquids,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.00108524,0.000757602,0.001131877,0.001189412,0.001246536,0.001286171,0.000984279
GJ,trn_pass_rail,oil,trn_pass,refined liquids,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.119434996,0.124032872,0.124292154,0.130321222,0.136278186,0.140300327,0.151738697
HP,trn_pass_rail,oil,trn_pass,refined liquids,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.007109818,0.004774465,0.007397451,0.0077547,0.008107514,0.0083451,0.006399695
HR,trn_pass_rail,oil,trn_pass,refined liquids,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.05005073,0.027038925,0.052075569,0.054590485,0.057074176,0.058746701,0.035425929
JH,trn_pass_rail,oil,trn_pass,refined liquids,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.025269658,0.019063494,0.026291961,0.027561694,0.028815662,0.029660088,0.021096065
JK,trn_pass_rail,oil,trn_pass,refined liquids,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007241062,0.007123049,0.007509644,0.007846982,0.00817773,0.00839056,0.009547738
KA,trn_pass_rail,oil,trn_pass,refined liquids,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.05677787,0.053476491,0.059217857,0.062227965,0.065216619,0.067290243,0.061334196
KL,trn_pass_rail,oil,trn_pass,refined liquids,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.020341161,0.014906002,0.02121342,0.022289738,0.02335818,0.024098732,0.01839257
LA,trn_pass_rail,oil,trn_pass,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD,trn_pass_rail,oil,trn_pass,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH,trn_pass_rail,oil,trn_pass,refined liquids,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.046810093,0.207647875,0.049132882,0.051959419,0.054801963,0.056904822,0.25973051
ML,trn_pass_rail,oil,trn_pass,refined liquids,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,0.000279204,3.82E-05,0.000293815,0.000311534,0.000329456,0.000343029,6.02E-05
MN,trn_pass_rail,oil,trn_pass,refined liquids,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,0.000119295,5.29E-05,0.000125215,0.000132418,0.000139663,0.000145022,8.34E-05
MP,trn_pass_rail,oil,trn_pass,refined liquids,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.136804463,0.114932579,0.135009364,0.134733679,0.134573176,0.132778016,0.14797233
MZ,trn_pass_rail,oil,trn_pass,refined liquids,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,0.0000398,1.76E-05,0.0000417,0.0000441,0.0000466,0.0000483,2.78E-05
NL,trn_pass_rail,oil,trn_pass,refined liquids,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,0.0000795,3.53E-05,0.0000835,0.0000883,0.0000931,0.0000967,5.56E-05
OD,trn_pass_rail,oil,trn_pass,refined liquids,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.023284407,0.015062706,0.024800673,0.026614669,0.028485145,0.030014902,0.021284102
PB,trn_pass_rail,oil,trn_pass,refined liquids,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.054777276,0.038454448,0.057126207,0.060024654,0.062901892,0.064896143,0.051484814
PC,trn_pass_rail,oil,trn_pass,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RJ,trn_pass_rail,oil,trn_pass,refined liquids,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.116519842,0.066419342,0.123832899,0.13261045,0.141646574,0.148971429,0.0822488
SK,trn_pass_rail,oil,trn_pass,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,trn_pass_rail,oil,trn_pass,refined liquids,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.093269332,0.06690272,0.097268859,0.102204047,0.107103123,0.110498738,0.082527896
TR,trn_pass_rail,oil,trn_pass,refined liquids,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.009379746,0.000752252,0.00852898,0.007813802,0.007139495,0.006422347,0.001186444
TS,trn_pass_rail,oil,trn_pass,refined liquids,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.020850188,0.088209991,0.021884806,0.023143805,0.024409933,0.02534659,0.060120167
UK,trn_pass_rail,oil,trn_pass,refined liquids,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.008121867,0.00572926,0.008404332,0.008762361,0.009111505,0.009328066,0.007679502
UP,trn_pass_rail,oil,trn_pass,refined liquids,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.254044777,0.197377982,0.264322347,0.277087419,0.289694003,0.298183316,0.233694824
WB,trn_pass_rail,oil,trn_pass,refined liquids,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.079257341,0.081738893,0.081662627,0.084788809,0.087814391,0.08955428,0.094536934
AN,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CG,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DD,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DL,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DN,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GJ,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JH,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JK,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KA,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MZ,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OD,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PB,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RJ,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UK,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WB,trn_pass_road_bus,electricity,trn_pass_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
