# File: A10.EB_trn_SecFuel_mtoe.csv
# Title: Database of fuel consumption across transport sector
# Units: Energy units in mtoe
# Source:  GHG platform
# Column types: cccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
State,GHG_Platform_sectors,GHG_Platform_fuels,sector,fuel,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
TS,trn_freight_road_truck,gas,trn_freight,gas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
UK,trn_freight_road_truck,gas,trn_freight,gas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
UP,trn_freight_road_truck,gas,trn_freight,gas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
WB,trn_freight_road_truck,gas,trn_freight,gas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
AN,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CG,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DD,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DL,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DN,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GJ,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JH,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JK,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KA,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MZ,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OD,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PB,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RJ,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UK,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WB,trn_freight_road_truck,hydrogen,trn_freight,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP,trn_freight_dom_ship,oil,trn_freight,refined liquids,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.040326689,0.025860803,0.013261343,0.016459273,0.016894892,0.02681223
AR,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CG,trn_freight_dom_ship,oil,trn_freight,refined liquids,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000958,0.0000672,0.0000317,0.00000507,0.0000383,0.0000696
CH,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DD,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DL,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DN,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,trn_freight_dom_ship,oil,trn_freight,refined liquids,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.001038637,0.000356155,0.000508021,0.000570171,0.00803763,0.008341989
GJ,trn_freight_dom_ship,oil,trn_freight,refined liquids,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.385088489,0.230177152,0.059351228,0.031474677,0.019991815,0.006898406
HP,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JH,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JK,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KA,trn_freight_dom_ship,oil,trn_freight,refined liquids,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.006439475,0.002752691,0.000499406,0,0,0
KL,trn_freight_dom_ship,oil,trn_freight,refined liquids,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.005596062,0.021528296,0.03375427,0.035869317,0.073238305,0.116986419
LA,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD,trn_freight_dom_ship,oil,trn_freight,refined liquids,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0.000559408,0,0,0,0,0
MH,trn_freight_dom_ship,oil,trn_freight,refined liquids,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.08183214,0.095895967,0.142091317,0.170592642,0.156566073,0.109862747
ML,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MZ,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OD,trn_freight_dom_ship,oil,trn_freight,refined liquids,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.006996029,0.00057792,0,0,0,0.0000577
PB,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC,trn_freight_dom_ship,oil,trn_freight,refined liquids,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.001132166,0.000359485,0.001540278,0.000506576,0,0
RJ,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,trn_freight_dom_ship,oil,trn_freight,refined liquids,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.08795545,0.030993894,0.008465729,0.005515485,0.012027354,0.024634114
TR,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UK,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP,trn_freight_dom_ship,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WB,trn_freight_dom_ship,oil,trn_freight,refined liquids,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.022494791,0.007166343,0.003578414,0.004133033,0.003996811,0.002540836
AN,trn_freight_rail,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP,trn_freight_rail,oil,trn_freight,refined liquids,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.148627063,0.101231977,0.146197718,0.145475074,0.144933833,0.14269167,0.078191015
AR,trn_freight_rail,oil,trn_freight,refined liquids,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,0.000131706,9.97E-05,0.000134669,0.000138665,0.000142329,0.000143754,0.00011336
AS,trn_freight_rail,oil,trn_freight,refined liquids,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.017476433,0.013224149,0.017869512,0.018399831,0.018885901,0.019075113,0.015041991
BR,trn_freight_rail,oil,trn_freight,refined liquids,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.052085712,0.0520916,0.055554846,0.059702042,0.063987482,0.067517364,0.071322511
CG,trn_freight_rail,oil,trn_freight,refined liquids,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.008245183,0.021712609,0.00849128,0.008806174,0.009103829,0.009261183,0.030262173
CH,trn_freight_rail,oil,trn_freight,refined liquids,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.002185394,0.000641211,0.002369051,0.002586189,0.00281429,0.003013581,0.00073779
DD,trn_freight_rail,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DL,trn_freight_rail,oil,trn_freight,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001604716,0,0,0,0,0.001846418
