# File: A44.india_state_pcflsp_m2_res_rural.csv
# Title: This file contains per capita flsp in all historical years
# Source:Website
# Units: NA
# Column types:ccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# -----------------------------------------
state,state_name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
MN,Manipur,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212,13.778212
MP,Madhya Pradesh,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028,10.55911028
MZ,Mizoram,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252,9.839949252
NL,Nagaland,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032,9.919856032
OD,Odisha,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081,8.082000081
PB,Punjab,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623,13.07046623
PC,Puducherry,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806,9.33767806
RJ,Rajasthan,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506,9.851364506
SK,Sikkim,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995,11.66638995
TN,Tamil Nadu,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956,9.063711956
TR,Tripura,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691,9.680135691
TS,Telangana,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688,7.705296688
UK,Uttarakhand,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807,10.01117807
UP,Uttar Pradesh,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395,8.903898395
WB,West Bengal,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942,7.716711942
