# File: A44.india_state_Floorspace.csv
# Title:Flrspc
# Units: billion m2
# Column types: ccccnn
# ----------
region,gcam.consumer,nodeInput,building.node.input,year,base.building.size
DN,resid urban,resid urban,resid urban_building,2020,0.218273226
DN,resid urban,resid urban,resid urban_building,2025,0.272133871
DN,resid urban,resid urban,resid urban_building,2030,0.338141935
DN,resid urban,resid urban,resid urban_building,2035,0.418203226
DN,resid urban,resid urban,resid urban_building,2040,0.50976129
DN,resid urban,resid urban,resid urban_building,2045,0.61436129
DN,resid urban,resid urban,resid urban_building,2050,0.724883871
DN,resid urban,resid urban,resid urban_building,2055,0.844070968
DN,resid urban,resid urban,resid urban_building,2060,0.969683871
DN,resid urban,resid urban,resid urban_building,2065,1.072616129
DN,resid urban,resid urban,resid urban_building,2070,1.163229032
DN,resid urban,resid urban,resid urban_building,2075,1.2296
DN,resid urban,resid urban,resid urban_building,2080,1.2786
DN,resid urban,resid urban,resid urban_building,2085,1.31913871
DN,resid urban,resid urban,resid urban_building,2090,1.353267742
DN,resid urban,resid urban,resid urban_building,2095,1.377764516
DN,resid urban,resid urban,resid urban_building,2100,1.396648387
DN,comm,comm,comm_building,2015,0.027809581
DN,comm,comm,comm_building,2020,0.038195161
DN,comm,comm,comm_building,2025,0.052202258
DN,comm,comm,comm_building,2030,0.071305161
DN,comm,comm,comm_building,2035,0.095486129
DN,comm,comm,comm_building,2040,0.126773548
DN,comm,comm,comm_building,2045,0.163755161
DN,comm,comm,comm_building,2050,0.206638065
DN,comm,comm,comm_building,2055,0.250244516
DN,comm,comm,comm_building,2060,0.300224516
DN,comm,comm,comm_building,2065,0.352758065
DN,comm,comm,comm_building,2070,0.403906452
DN,comm,comm,comm_building,2075,0.443496774
DN,comm,comm,comm_building,2080,0.471303226
DN,comm,comm,comm_building,2085,0.498319355
DN,comm,comm,comm_building,2090,0.522551613
DN,comm,comm,comm_building,2095,0.543041935
DN,comm,comm,comm_building,2100,0.559835484
GA,resid rural,resid rural,resid rural_building,2015,0.307122903
GA,resid rural,resid rural,resid rural_building,2020,0.341870968
GA,resid rural,resid rural,resid rural_building,2025,0.363151613
GA,resid rural,resid rural,resid rural_building,2030,0.386648387
GA,resid rural,resid rural,resid rural_building,2035,0.409619355
GA,resid rural,resid rural,resid rural_building,2040,0.438270968
GA,resid rural,resid rural,resid rural_building,2045,0.463454839
GA,resid rural,resid rural,resid rural_building,2050,0.488470968
GA,resid rural,resid rural,resid rural_building,2055,0.494483871
GA,resid rural,resid rural,resid rural_building,2060,0.49623871
GA,resid rural,resid rural,resid rural_building,2065,0.509696774
GA,resid rural,resid rural,resid rural_building,2070,0.516206452
GA,resid rural,resid rural,resid rural_building,2075,0.511277419
GA,resid rural,resid rural,resid rural_building,2080,0.496309677
GA,resid rural,resid rural,resid rural_building,2085,0.480258065
GA,resid rural,resid rural,resid rural_building,2090,0.460496774
GA,resid rural,resid rural,resid rural_building,2095,0.438625806
GA,resid rural,resid rural,resid rural_building,2100,0.415854839
GA,resid urban,resid urban,resid urban_building,2015,0.175582258
GA,resid urban,resid urban,resid urban_building,2020,0.218273226
GA,resid urban,resid urban,resid urban_building,2025,0.272133871
GA,resid urban,resid urban,resid urban_building,2030,0.338141935
GA,resid urban,resid urban,resid urban_building,2035,0.418203226
GA,resid urban,resid urban,resid urban_building,2040,0.50976129
GA,resid urban,resid urban,resid urban_building,2045,0.61436129
GA,resid urban,resid urban,resid urban_building,2050,0.724883871
GA,resid urban,resid urban,resid urban_building,2055,0.844070968
GA,resid urban,resid urban,resid urban_building,2060,0.969683871
GA,resid urban,resid urban,resid urban_building,2065,1.072616129
GA,resid urban,resid urban,resid urban_building,2070,1.163229032
GA,resid urban,resid urban,resid urban_building,2075,1.2296
GA,resid urban,resid urban,resid urban_building,2080,1.2786
GA,resid urban,resid urban,resid urban_building,2085,1.31913871
GA,resid urban,resid urban,resid urban_building,2090,1.353267742
GA,resid urban,resid urban,resid urban_building,2095,1.377764516
GA,resid urban,resid urban,resid urban_building,2100,1.396648387
GA,comm,comm,comm_building,2015,0.027809581
GA,comm,comm,comm_building,2020,0.038195161
GA,comm,comm,comm_building,2025,0.052202258
GA,comm,comm,comm_building,2030,0.071305161
GA,comm,comm,comm_building,2035,0.095486129
GA,comm,comm,comm_building,2040,0.126773548
GA,comm,comm,comm_building,2045,0.163755161
GA,comm,comm,comm_building,2050,0.206638065
GA,comm,comm,comm_building,2055,0.250244516
GA,comm,comm,comm_building,2060,0.300224516
GA,comm,comm,comm_building,2065,0.352758065
GA,comm,comm,comm_building,2070,0.403906452
GA,comm,comm,comm_building,2075,0.443496774
GA,comm,comm,comm_building,2080,0.471303226
GA,comm,comm,comm_building,2085,0.498319355
GA,comm,comm,comm_building,2090,0.522551613
GA,comm,comm,comm_building,2095,0.543041935
GA,comm,comm,comm_building,2100,0.559835484
GJ,resid rural,resid rural,resid rural_building,2015,0.307122903
GJ,resid rural,resid rural,resid rural_building,2020,0.341870968
GJ,resid rural,resid rural,resid rural_building,2025,0.363151613
GJ,resid rural,resid rural,resid rural_building,2030,0.386648387
GJ,resid rural,resid rural,resid rural_building,2035,0.409619355
GJ,resid rural,resid rural,resid rural_building,2040,0.438270968
GJ,resid rural,resid rural,resid rural_building,2045,0.463454839
GJ,resid rural,resid rural,resid rural_building,2050,0.488470968
GJ,resid rural,resid rural,resid rural_building,2055,0.494483871
GJ,resid rural,resid rural,resid rural_building,2060,0.49623871
GJ,resid rural,resid rural,resid rural_building,2065,0.509696774
GJ,resid rural,resid rural,resid rural_building,2070,0.516206452
GJ,resid rural,resid rural,resid rural_building,2075,0.511277419
GJ,resid rural,resid rural,resid rural_building,2080,0.496309677
GJ,resid rural,resid rural,resid rural_building,2085,0.480258065
GJ,resid rural,resid rural,resid rural_building,2090,0.460496774
GJ,resid rural,resid rural,resid rural_building,2095,0.438625806
GJ,resid rural,resid rural,resid rural_building,2100,0.415854839
GJ,resid urban,resid urban,resid urban_building,2015,0.175582258
GJ,resid urban,resid urban,resid urban_building,2020,0.218273226
GJ,resid urban,resid urban,resid urban_building,2025,0.272133871
GJ,resid urban,resid urban,resid urban_building,2030,0.338141935
GJ,resid urban,resid urban,resid urban_building,2035,0.418203226
GJ,resid urban,resid urban,resid urban_building,2040,0.50976129
GJ,resid urban,resid urban,resid urban_building,2045,0.61436129
GJ,resid urban,resid urban,resid urban_building,2050,0.724883871
GJ,resid urban,resid urban,resid urban_building,2055,0.844070968
GJ,resid urban,resid urban,resid urban_building,2060,0.969683871
GJ,resid urban,resid urban,resid urban_building,2065,1.072616129
GJ,resid urban,resid urban,resid urban_building,2070,1.163229032
GJ,resid urban,resid urban,resid urban_building,2075,1.2296
GJ,resid urban,resid urban,resid urban_building,2080,1.2786
GJ,resid urban,resid urban,resid urban_building,2085,1.31913871
GJ,resid urban,resid urban,resid urban_building,2090,1.353267742
GJ,resid urban,resid urban,resid urban_building,2095,1.377764516
GJ,resid urban,resid urban,resid urban_building,2100,1.396648387
GJ,comm,comm,comm_building,2015,0.027809581
GJ,comm,comm,comm_building,2020,0.038195161
GJ,comm,comm,comm_building,2025,0.052202258
GJ,comm,comm,comm_building,2030,0.071305161
GJ,comm,comm,comm_building,2035,0.095486129
GJ,comm,comm,comm_building,2040,0.126773548
GJ,comm,comm,comm_building,2045,0.163755161
GJ,comm,comm,comm_building,2050,0.206638065
GJ,comm,comm,comm_building,2055,0.250244516
GJ,comm,comm,comm_building,2060,0.300224516
GJ,comm,comm,comm_building,2065,0.352758065
GJ,comm,comm,comm_building,2070,0.403906452
GJ,comm,comm,comm_building,2075,0.443496774
GJ,comm,comm,comm_building,2080,0.471303226
GJ,comm,comm,comm_building,2085,0.498319355
GJ,comm,comm,comm_building,2090,0.522551613
GJ,comm,comm,comm_building,2095,0.543041935
GJ,comm,comm,comm_building,2100,0.559835484
HR,resid rural,resid rural,resid rural_building,2015,0.307122903
HR,resid rural,resid rural,resid rural_building,2020,0.341870968
HR,resid rural,resid rural,resid rural_building,2025,0.363151613
HR,resid rural,resid rural,resid rural_building,2030,0.386648387
HR,resid rural,resid rural,resid rural_building,2035,0.409619355
HR,resid rural,resid rural,resid rural_building,2040,0.438270968
HR,resid rural,resid rural,resid rural_building,2045,0.463454839
HR,resid rural,resid rural,resid rural_building,2050,0.488470968
HR,resid rural,resid rural,resid rural_building,2055,0.494483871
HR,resid rural,resid rural,resid rural_building,2060,0.49623871
HR,resid rural,resid rural,resid rural_building,2065,0.509696774
HR,resid rural,resid rural,resid rural_building,2070,0.516206452
HR,resid rural,resid rural,resid rural_building,2075,0.511277419
HR,resid rural,resid rural,resid rural_building,2080,0.496309677
HR,resid rural,resid rural,resid rural_building,2085,0.480258065
HR,resid rural,resid rural,resid rural_building,2090,0.460496774
HR,resid rural,resid rural,resid rural_building,2095,0.438625806
HR,resid rural,resid rural,resid rural_building,2100,0.415854839
HR,resid urban,resid urban,resid urban_building,2015,0.175582258
HR,resid urban,resid urban,resid urban_building,2020,0.218273226
HR,resid urban,resid urban,resid urban_building,2025,0.272133871
HR,resid urban,resid urban,resid urban_building,2030,0.338141935
HR,resid urban,resid urban,resid urban_building,2035,0.418203226
HR,resid urban,resid urban,resid urban_building,2040,0.50976129
HR,resid urban,resid urban,resid urban_building,2045,0.61436129
HR,resid urban,resid urban,resid urban_building,2050,0.724883871
HR,resid urban,resid urban,resid urban_building,2055,0.844070968
HR,resid urban,resid urban,resid urban_building,2060,0.969683871
HR,resid urban,resid urban,resid urban_building,2065,1.072616129
HR,resid urban,resid urban,resid urban_building,2070,1.163229032
HR,resid urban,resid urban,resid urban_building,2075,1.2296
HR,resid urban,resid urban,resid urban_building,2080,1.2786
HR,resid urban,resid urban,resid urban_building,2085,1.31913871
HR,resid urban,resid urban,resid urban_building,2090,1.353267742
HR,resid urban,resid urban,resid urban_building,2095,1.377764516
HR,resid urban,resid urban,resid urban_building,2100,1.396648387
HR,comm,comm,comm_building,2015,0.027809581
HR,comm,comm,comm_building,2020,0.038195161
HR,comm,comm,comm_building,2025,0.052202258
HR,comm,comm,comm_building,2030,0.071305161
HR,comm,comm,comm_building,2035,0.095486129
HR,comm,comm,comm_building,2040,0.126773548
HR,comm,comm,comm_building,2045,0.163755161
HR,comm,comm,comm_building,2050,0.206638065
HR,comm,comm,comm_building,2055,0.250244516
HR,comm,comm,comm_building,2060,0.300224516
HR,comm,comm,comm_building,2065,0.352758065
HR,comm,comm,comm_building,2070,0.403906452
HR,comm,comm,comm_building,2075,0.443496774
HR,comm,comm,comm_building,2080,0.471303226
HR,comm,comm,comm_building,2085,0.498319355
HR,comm,comm,comm_building,2090,0.522551613
HR,comm,comm,comm_building,2095,0.543041935
HR,comm,comm,comm_building,2100,0.559835484
HP,resid rural,resid rural,resid rural_building,2015,0.307122903
HP,resid rural,resid rural,resid rural_building,2020,0.341870968
HP,resid rural,resid rural,resid rural_building,2025,0.363151613
HP,resid rural,resid rural,resid rural_building,2030,0.386648387
HP,resid rural,resid rural,resid rural_building,2035,0.409619355
HP,resid rural,resid rural,resid rural_building,2040,0.438270968
HP,resid rural,resid rural,resid rural_building,2045,0.463454839
HP,resid rural,resid rural,resid rural_building,2050,0.488470968
HP,resid rural,resid rural,resid rural_building,2055,0.494483871
HP,resid rural,resid rural,resid rural_building,2060,0.49623871
HP,resid rural,resid rural,resid rural_building,2065,0.509696774
HP,resid rural,resid rural,resid rural_building,2070,0.516206452
HP,resid rural,resid rural,resid rural_building,2075,0.511277419
HP,resid rural,resid rural,resid rural_building,2080,0.496309677
HP,resid rural,resid rural,resid rural_building,2085,0.480258065
HP,resid rural,resid rural,resid rural_building,2090,0.460496774
HP,resid rural,resid rural,resid rural_building,2095,0.438625806
HP,resid rural,resid rural,resid rural_building,2100,0.415854839
HP,resid urban,resid urban,resid urban_building,2015,0.175582258
HP,resid urban,resid urban,resid urban_building,2020,0.218273226
HP,resid urban,resid urban,resid urban_building,2025,0.272133871
HP,resid urban,resid urban,resid urban_building,2030,0.338141935
HP,resid urban,resid urban,resid urban_building,2035,0.418203226
HP,resid urban,resid urban,resid urban_building,2040,0.50976129
HP,resid urban,resid urban,resid urban_building,2045,0.61436129
HP,resid urban,resid urban,resid urban_building,2050,0.724883871
HP,resid urban,resid urban,resid urban_building,2055,0.844070968
HP,resid urban,resid urban,resid urban_building,2060,0.969683871
HP,resid urban,resid urban,resid urban_building,2065,1.072616129
HP,resid urban,resid urban,resid urban_building,2070,1.163229032
HP,resid urban,resid urban,resid urban_building,2075,1.2296
HP,resid urban,resid urban,resid urban_building,2080,1.2786
HP,resid urban,resid urban,resid urban_building,2085,1.31913871
HP,resid urban,resid urban,resid urban_building,2090,1.353267742
HP,resid urban,resid urban,resid urban_building,2095,1.377764516
HP,resid urban,resid urban,resid urban_building,2100,1.396648387
HP,comm,comm,comm_building,2015,0.027809581
HP,comm,comm,comm_building,2020,0.038195161
HP,comm,comm,comm_building,2025,0.052202258
HP,comm,comm,comm_building,2030,0.071305161
HP,comm,comm,comm_building,2035,0.095486129
HP,comm,comm,comm_building,2040,0.126773548
HP,comm,comm,comm_building,2045,0.163755161
HP,comm,comm,comm_building,2050,0.206638065
HP,comm,comm,comm_building,2055,0.250244516
HP,comm,comm,comm_building,2060,0.300224516
HP,comm,comm,comm_building,2065,0.352758065
HP,comm,comm,comm_building,2070,0.403906452
HP,comm,comm,comm_building,2075,0.443496774
HP,comm,comm,comm_building,2080,0.471303226
HP,comm,comm,comm_building,2085,0.498319355
HP,comm,comm,comm_building,2090,0.522551613
HP,comm,comm,comm_building,2095,0.543041935
HP,comm,comm,comm_building,2100,0.559835484
JH,resid rural,resid rural,resid rural_building,2015,0.307122903
JH,resid rural,resid rural,resid rural_building,2020,0.341870968
JH,resid rural,resid rural,resid rural_building,2025,0.363151613
JH,resid rural,resid rural,resid rural_building,2030,0.386648387
JH,resid rural,resid rural,resid rural_building,2035,0.409619355
JH,resid rural,resid rural,resid rural_building,2040,0.438270968
JH,resid rural,resid rural,resid rural_building,2045,0.463454839
JH,resid rural,resid rural,resid rural_building,2050,0.488470968
JH,resid rural,resid rural,resid rural_building,2055,0.494483871
JH,resid rural,resid rural,resid rural_building,2060,0.49623871
JH,resid rural,resid rural,resid rural_building,2065,0.509696774
JH,resid rural,resid rural,resid rural_building,2070,0.516206452
JH,resid rural,resid rural,resid rural_building,2075,0.511277419
JH,resid rural,resid rural,resid rural_building,2080,0.496309677
JH,resid rural,resid rural,resid rural_building,2085,0.480258065
JH,resid rural,resid rural,resid rural_building,2090,0.460496774
JH,resid rural,resid rural,resid rural_building,2095,0.438625806
JH,resid rural,resid rural,resid rural_building,2100,0.415854839
JH,resid urban,resid urban,resid urban_building,2015,0.175582258
JH,resid urban,resid urban,resid urban_building,2020,0.218273226
JH,resid urban,resid urban,resid urban_building,2025,0.272133871
JH,resid urban,resid urban,resid urban_building,2030,0.338141935
JH,resid urban,resid urban,resid urban_building,2035,0.418203226
JH,resid urban,resid urban,resid urban_building,2040,0.50976129
JH,resid urban,resid urban,resid urban_building,2045,0.61436129
JH,resid urban,resid urban,resid urban_building,2050,0.724883871
JH,resid urban,resid urban,resid urban_building,2055,0.844070968
JH,resid urban,resid urban,resid urban_building,2060,0.969683871
JH,resid urban,resid urban,resid urban_building,2065,1.072616129
JH,resid urban,resid urban,resid urban_building,2070,1.163229032
JH,resid urban,resid urban,resid urban_building,2075,1.2296
JH,resid urban,resid urban,resid urban_building,2080,1.2786
JH,resid urban,resid urban,resid urban_building,2085,1.31913871
JH,resid urban,resid urban,resid urban_building,2090,1.353267742
JH,resid urban,resid urban,resid urban_building,2095,1.377764516
JH,resid urban,resid urban,resid urban_building,2100,1.396648387
JH,comm,comm,comm_building,2015,0.027809581
JH,comm,comm,comm_building,2020,0.038195161
JH,comm,comm,comm_building,2025,0.052202258
JH,comm,comm,comm_building,2030,0.071305161
JH,comm,comm,comm_building,2035,0.095486129
JH,comm,comm,comm_building,2040,0.126773548
JH,comm,comm,comm_building,2045,0.163755161
JH,comm,comm,comm_building,2050,0.206638065
JH,comm,comm,comm_building,2055,0.250244516
JH,comm,comm,comm_building,2060,0.300224516
JH,comm,comm,comm_building,2065,0.352758065
JH,comm,comm,comm_building,2070,0.403906452
JH,comm,comm,comm_building,2075,0.443496774
JH,comm,comm,comm_building,2080,0.471303226
JH,comm,comm,comm_building,2085,0.498319355
JH,comm,comm,comm_building,2090,0.522551613
JH,comm,comm,comm_building,2095,0.543041935
JH,comm,comm,comm_building,2100,0.559835484
JK,resid rural,resid rural,resid rural_building,2015,0.307122903
JK,resid rural,resid rural,resid rural_building,2020,0.341870968
JK,resid rural,resid rural,resid rural_building,2025,0.363151613
JK,resid rural,resid rural,resid rural_building,2030,0.386648387
JK,resid rural,resid rural,resid rural_building,2035,0.409619355
JK,resid rural,resid rural,resid rural_building,2040,0.438270968
JK,resid rural,resid rural,resid rural_building,2045,0.463454839
JK,resid rural,resid rural,resid rural_building,2050,0.488470968
JK,resid rural,resid rural,resid rural_building,2055,0.494483871
JK,resid rural,resid rural,resid rural_building,2060,0.49623871
JK,resid rural,resid rural,resid rural_building,2065,0.509696774
JK,resid rural,resid rural,resid rural_building,2070,0.516206452
JK,resid rural,resid rural,resid rural_building,2075,0.511277419
JK,resid rural,resid rural,resid rural_building,2080,0.496309677
JK,resid rural,resid rural,resid rural_building,2085,0.480258065
JK,resid rural,resid rural,resid rural_building,2090,0.460496774
JK,resid rural,resid rural,resid rural_building,2095,0.438625806
JK,resid rural,resid rural,resid rural_building,2100,0.415854839
JK,resid urban,resid urban,resid urban_building,2015,0.175582258
JK,resid urban,resid urban,resid urban_building,2020,0.218273226
JK,resid urban,resid urban,resid urban_building,2025,0.272133871
JK,resid urban,resid urban,resid urban_building,2030,0.338141935
JK,resid urban,resid urban,resid urban_building,2035,0.418203226
JK,resid urban,resid urban,resid urban_building,2040,0.50976129
JK,resid urban,resid urban,resid urban_building,2045,0.61436129
JK,resid urban,resid urban,resid urban_building,2050,0.724883871
JK,resid urban,resid urban,resid urban_building,2055,0.844070968
JK,resid urban,resid urban,resid urban_building,2060,0.969683871
JK,resid urban,resid urban,resid urban_building,2065,1.072616129
JK,resid urban,resid urban,resid urban_building,2070,1.163229032
JK,resid urban,resid urban,resid urban_building,2075,1.2296
JK,resid urban,resid urban,resid urban_building,2080,1.2786
JK,resid urban,resid urban,resid urban_building,2085,1.31913871
JK,resid urban,resid urban,resid urban_building,2090,1.353267742
JK,resid urban,resid urban,resid urban_building,2095,1.377764516
JK,resid urban,resid urban,resid urban_building,2100,1.396648387
JK,comm,comm,comm_building,2015,0.027809581
JK,comm,comm,comm_building,2020,0.038195161
JK,comm,comm,comm_building,2025,0.052202258
JK,comm,comm,comm_building,2030,0.071305161
JK,comm,comm,comm_building,2035,0.095486129
JK,comm,comm,comm_building,2040,0.126773548
JK,comm,comm,comm_building,2045,0.163755161
JK,comm,comm,comm_building,2050,0.206638065
JK,comm,comm,comm_building,2055,0.250244516
JK,comm,comm,comm_building,2060,0.300224516
JK,comm,comm,comm_building,2065,0.352758065
JK,comm,comm,comm_building,2070,0.403906452
JK,comm,comm,comm_building,2075,0.443496774
JK,comm,comm,comm_building,2080,0.471303226
JK,comm,comm,comm_building,2085,0.498319355
JK,comm,comm,comm_building,2090,0.522551613
JK,comm,comm,comm_building,2095,0.543041935
JK,comm,comm,comm_building,2100,0.559835484
KA,resid rural,resid rural,resid rural_building,2015,0.307122903
KA,resid rural,resid rural,resid rural_building,2020,0.341870968
KA,resid rural,resid rural,resid rural_building,2025,0.363151613
KA,resid rural,resid rural,resid rural_building,2030,0.386648387
KA,resid rural,resid rural,resid rural_building,2035,0.409619355
KA,resid rural,resid rural,resid rural_building,2040,0.438270968
KA,resid rural,resid rural,resid rural_building,2045,0.463454839
KA,resid rural,resid rural,resid rural_building,2050,0.488470968
KA,resid rural,resid rural,resid rural_building,2055,0.494483871
KA,resid rural,resid rural,resid rural_building,2060,0.49623871
KA,resid rural,resid rural,resid rural_building,2065,0.509696774
KA,resid rural,resid rural,resid rural_building,2070,0.516206452
KA,resid rural,resid rural,resid rural_building,2075,0.511277419
KA,resid rural,resid rural,resid rural_building,2080,0.496309677
KA,resid rural,resid rural,resid rural_building,2085,0.480258065
KA,resid rural,resid rural,resid rural_building,2090,0.460496774
KA,resid rural,resid rural,resid rural_building,2095,0.438625806
KA,resid rural,resid rural,resid rural_building,2100,0.415854839
KA,resid urban,resid urban,resid urban_building,2015,0.175582258
KA,resid urban,resid urban,resid urban_building,2020,0.218273226
KA,resid urban,resid urban,resid urban_building,2025,0.272133871
KA,resid urban,resid urban,resid urban_building,2030,0.338141935
KA,resid urban,resid urban,resid urban_building,2035,0.418203226
KA,resid urban,resid urban,resid urban_building,2040,0.50976129
KA,resid urban,resid urban,resid urban_building,2045,0.61436129
KA,resid urban,resid urban,resid urban_building,2050,0.724883871
KA,resid urban,resid urban,resid urban_building,2055,0.844070968
KA,resid urban,resid urban,resid urban_building,2060,0.969683871
KA,resid urban,resid urban,resid urban_building,2065,1.072616129
KA,resid urban,resid urban,resid urban_building,2070,1.163229032
KA,resid urban,resid urban,resid urban_building,2075,1.2296
KA,resid urban,resid urban,resid urban_building,2080,1.2786
KA,resid urban,resid urban,resid urban_building,2085,1.31913871
KA,resid urban,resid urban,resid urban_building,2090,1.353267742
KA,resid urban,resid urban,resid urban_building,2095,1.377764516
KA,resid urban,resid urban,resid urban_building,2100,1.396648387
KA,comm,comm,comm_building,2015,0.027809581
KA,comm,comm,comm_building,2020,0.038195161
KA,comm,comm,comm_building,2025,0.052202258
KA,comm,comm,comm_building,2030,0.071305161
KA,comm,comm,comm_building,2035,0.095486129
KA,comm,comm,comm_building,2040,0.126773548
KA,comm,comm,comm_building,2045,0.163755161
KA,comm,comm,comm_building,2050,0.206638065
KA,comm,comm,comm_building,2055,0.250244516
KA,comm,comm,comm_building,2060,0.300224516
KA,comm,comm,comm_building,2065,0.352758065
KA,comm,comm,comm_building,2070,0.403906452
KA,comm,comm,comm_building,2075,0.443496774
KA,comm,comm,comm_building,2080,0.471303226
KA,comm,comm,comm_building,2085,0.498319355
KA,comm,comm,comm_building,2090,0.522551613
KA,comm,comm,comm_building,2095,0.543041935
KA,comm,comm,comm_building,2100,0.559835484
KL,resid rural,resid rural,resid rural_building,2015,0.307122903
KL,resid rural,resid rural,resid rural_building,2020,0.341870968
KL,resid rural,resid rural,resid rural_building,2025,0.363151613
KL,resid rural,resid rural,resid rural_building,2030,0.386648387
KL,resid rural,resid rural,resid rural_building,2035,0.409619355
KL,resid rural,resid rural,resid rural_building,2040,0.438270968
KL,resid rural,resid rural,resid rural_building,2045,0.463454839
KL,resid rural,resid rural,resid rural_building,2050,0.488470968
KL,resid rural,resid rural,resid rural_building,2055,0.494483871
KL,resid rural,resid rural,resid rural_building,2060,0.49623871
KL,resid rural,resid rural,resid rural_building,2065,0.509696774
KL,resid rural,resid rural,resid rural_building,2070,0.516206452
KL,resid rural,resid rural,resid rural_building,2075,0.511277419
KL,resid rural,resid rural,resid rural_building,2080,0.496309677
KL,resid rural,resid rural,resid rural_building,2085,0.480258065
KL,resid rural,resid rural,resid rural_building,2090,0.460496774
KL,resid rural,resid rural,resid rural_building,2095,0.438625806
KL,resid rural,resid rural,resid rural_building,2100,0.415854839
KL,resid urban,resid urban,resid urban_building,2015,0.175582258
KL,resid urban,resid urban,resid urban_building,2020,0.218273226
KL,resid urban,resid urban,resid urban_building,2025,0.272133871
KL,resid urban,resid urban,resid urban_building,2030,0.338141935
KL,resid urban,resid urban,resid urban_building,2035,0.418203226
KL,resid urban,resid urban,resid urban_building,2040,0.50976129
KL,resid urban,resid urban,resid urban_building,2045,0.61436129
KL,resid urban,resid urban,resid urban_building,2050,0.724883871
KL,resid urban,resid urban,resid urban_building,2055,0.844070968
KL,resid urban,resid urban,resid urban_building,2060,0.969683871
KL,resid urban,resid urban,resid urban_building,2065,1.072616129
KL,resid urban,resid urban,resid urban_building,2070,1.163229032
KL,resid urban,resid urban,resid urban_building,2075,1.2296
KL,resid urban,resid urban,resid urban_building,2080,1.2786
KL,resid urban,resid urban,resid urban_building,2085,1.31913871
KL,resid urban,resid urban,resid urban_building,2090,1.353267742
KL,resid urban,resid urban,resid urban_building,2095,1.377764516
KL,resid urban,resid urban,resid urban_building,2100,1.396648387
KL,comm,comm,comm_building,2015,0.027809581
KL,comm,comm,comm_building,2020,0.038195161
KL,comm,comm,comm_building,2025,0.052202258
KL,comm,comm,comm_building,2030,0.071305161
KL,comm,comm,comm_building,2035,0.095486129
KL,comm,comm,comm_building,2040,0.126773548
KL,comm,comm,comm_building,2045,0.163755161
KL,comm,comm,comm_building,2050,0.206638065
KL,comm,comm,comm_building,2055,0.250244516
KL,comm,comm,comm_building,2060,0.300224516
KL,comm,comm,comm_building,2065,0.352758065
KL,comm,comm,comm_building,2070,0.403906452
KL,comm,comm,comm_building,2075,0.443496774
KL,comm,comm,comm_building,2080,0.471303226
KL,comm,comm,comm_building,2085,0.498319355
KL,comm,comm,comm_building,2090,0.522551613
KL,comm,comm,comm_building,2095,0.543041935
KL,comm,comm,comm_building,2100,0.559835484
MP,resid rural,resid rural,resid rural_building,2015,0.307122903
MP,resid rural,resid rural,resid rural_building,2020,0.341870968
MP,resid rural,resid rural,resid rural_building,2025,0.363151613
MP,resid rural,resid rural,resid rural_building,2030,0.386648387
MP,resid rural,resid rural,resid rural_building,2035,0.409619355
MP,resid rural,resid rural,resid rural_building,2040,0.438270968
MP,resid rural,resid rural,resid rural_building,2045,0.463454839
MP,resid rural,resid rural,resid rural_building,2050,0.488470968
MP,resid rural,resid rural,resid rural_building,2055,0.494483871
MP,resid rural,resid rural,resid rural_building,2060,0.49623871
MP,resid rural,resid rural,resid rural_building,2065,0.509696774
MP,resid rural,resid rural,resid rural_building,2070,0.516206452
MP,resid rural,resid rural,resid rural_building,2075,0.511277419
MP,resid rural,resid rural,resid rural_building,2080,0.496309677
MP,resid rural,resid rural,resid rural_building,2085,0.480258065
MP,resid rural,resid rural,resid rural_building,2090,0.460496774
MP,resid rural,resid rural,resid rural_building,2095,0.438625806
MP,resid rural,resid rural,resid rural_building,2100,0.415854839
MP,resid urban,resid urban,resid urban_building,2015,0.175582258
MP,resid urban,resid urban,resid urban_building,2020,0.218273226
MP,resid urban,resid urban,resid urban_building,2025,0.272133871
MP,resid urban,resid urban,resid urban_building,2030,0.338141935
MP,resid urban,resid urban,resid urban_building,2035,0.418203226
MP,resid urban,resid urban,resid urban_building,2040,0.50976129
MP,resid urban,resid urban,resid urban_building,2045,0.61436129
MP,resid urban,resid urban,resid urban_building,2050,0.724883871
MP,resid urban,resid urban,resid urban_building,2055,0.844070968
MP,resid urban,resid urban,resid urban_building,2060,0.969683871
MP,resid urban,resid urban,resid urban_building,2065,1.072616129
MP,resid urban,resid urban,resid urban_building,2070,1.163229032
MP,resid urban,resid urban,resid urban_building,2075,1.2296
MP,resid urban,resid urban,resid urban_building,2080,1.2786
MP,resid urban,resid urban,resid urban_building,2085,1.31913871
MP,resid urban,resid urban,resid urban_building,2090,1.353267742
MP,resid urban,resid urban,resid urban_building,2095,1.377764516
MP,resid urban,resid urban,resid urban_building,2100,1.396648387
MP,comm,comm,comm_building,2015,0.027809581
MP,comm,comm,comm_building,2020,0.038195161
MP,comm,comm,comm_building,2025,0.052202258
MP,comm,comm,comm_building,2030,0.071305161
MP,comm,comm,comm_building,2035,0.095486129
MP,comm,comm,comm_building,2040,0.126773548
MP,comm,comm,comm_building,2045,0.163755161
MP,comm,comm,comm_building,2050,0.206638065
MP,comm,comm,comm_building,2055,0.250244516
MP,comm,comm,comm_building,2060,0.300224516
MP,comm,comm,comm_building,2065,0.352758065
