# File: A23.india_state_sector_agg_elect_td_ind.csv
# Title: Freight transportation sector default supplysector information (units and logit exponents)
# Units: Unitless
# Column types: ccccncc
# -------
supplysector,output.unit,input.unit,price.unit,logit.exponent,final.energy,logit.type
elect_td_ind,EJ,EJ,1975$/GJ,-1.5,elect_td_ind,
