# File: A54.india_state_StubTranTechCost.csv
# Title: Non-energy sub technology transport cost at state level
# Units: 1990$/vkm
# Column types: ccccnnnnnnnnnnnnnnnnnnn
# ----------
region,supplysector,tranSubsector,stub.technology,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
KA,trn_pass_road,Bus,NG,0.083208907,0.084678101,0.086173237,0.087694771,0.089262365,0.090877412,0.09254135,0.094255659,0.096021862,0.096021862,0.096021862,0.096021862,0.096021862,0.096021862,0.096021862,0.096021862,0.096021862,0.096021862,0.096021862
KL,trn_pass_road,Bus,NG,0.080274129,0.081741526,0.083235746,0.08475728,0.086324874,0.087939922,0.08960386,0.091318168,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371
LA,trn_pass_road,Bus,NG,0.080274129,0.081741526,0.083235746,0.08475728,0.086324874,0.087939922,0.08960386,0.091318168,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371
LD,trn_pass_road,Bus,NG,0.077339544,0.078805016,0.080298255,0.081819789,0.083387383,0.085002431,0.086666369,0.088380677,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881
MH,trn_pass_road,Bus,NG,0.106692268,0.108172448,0.109673162,0.111194696,0.11276229,0.114377338,0.116041276,0.117755584,0.119521788,0.119521788,0.119521788,0.119521788,0.119521788,0.119521788,0.119521788,0.119521788,0.119521788,0.119521788,0.119521788
ML,trn_pass_road,Bus,NG,0.076253801,0.077718525,0.079211384,0.080732918,0.082300512,0.083915559,0.085579497,0.087293806,0.089060009,0.089060009,0.089060009,0.089060009,0.089060009,0.089060009,0.089060009,0.089060009,0.089060009,0.089060009,0.089060009
MN,trn_pass_road,Bus,NG,0.080274129,0.081741526,0.083235746,0.08475728,0.086324874,0.087939922,0.08960386,0.091318168,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371
MP,trn_pass_road,Bus,NG,0.083208907,0.084678101,0.086173237,0.087694771,0.089262365,0.090877412,0.09254135,0.094255659,0.096021862,0.096021862,0.096021862,0.096021862,0.096021862,0.096021862,0.096021862,0.096021862,0.096021862,0.096021862,0.096021862
MZ,trn_pass_road,Bus,NG,0.080274129,0.081741526,0.083235746,0.08475728,0.086324874,0.087939922,0.08960386,0.091318168,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371
NL,trn_pass_road,Bus,NG,0.080274129,0.081741526,0.083235746,0.08475728,0.086324874,0.087939922,0.08960386,0.091318168,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371
OD,trn_pass_road,Bus,NG,0.085556857,0.087027405,0.088523229,0.090044763,0.091612357,0.093227405,0.094891343,0.096605651,0.098371855,0.098371855,0.098371855,0.098371855,0.098371855,0.098371855,0.098371855,0.098371855,0.098371855,0.098371855,0.098371855
PB,trn_pass_road,Bus,NG,0.103756457,0.105235522,0.106735671,0.108257206,0.109824799,0.111439847,0.113103785,0.114818093,0.116584297,0.116584297,0.116584297,0.116584297,0.116584297,0.116584297,0.116584297,0.116584297,0.116584297,0.116584297,0.116584297
PC,trn_pass_road,Bus,NG,0.077339544,0.078805016,0.080298255,0.081819789,0.083387383,0.085002431,0.086666369,0.088380677,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881
RJ,trn_pass_road,Bus,NG,0.079599157,0.081066122,0.082560123,0.084081657,0.085649251,0.087264299,0.088928237,0.090642545,0.092408749,0.092408749,0.092408749,0.092408749,0.092408749,0.092408749,0.092408749,0.092408749,0.092408749,0.092408749,0.092408749
SK,trn_pass_road,Bus,NG,0.080274129,0.081741526,0.083235746,0.08475728,0.086324874,0.087939922,0.08960386,0.091318168,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371
TN,trn_pass_road,Bus,NG,0.092014227,0.093488163,0.094985709,0.096507243,0.098074837,0.099689884,0.101353822,0.103068131,0.104834334,0.104834334,0.104834334,0.104834334,0.104834334,0.104834334,0.104834334,0.104834334,0.104834334,0.104834334,0.104834334
TR,trn_pass_road,Bus,NG,0.080274129,0.081741526,0.083235746,0.08475728,0.086324874,0.087939922,0.08960386,0.091318168,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371
TS,trn_pass_road,Bus,NG,0.080274129,0.081741526,0.083235746,0.08475728,0.086324874,0.087939922,0.08960386,0.091318168,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371
UK,trn_pass_road,Bus,NG,0.082034974,0.083503464,0.08499824,0.086519775,0.088087368,0.089702416,0.091366354,0.093080662,0.094846866,0.094846866,0.094846866,0.094846866,0.094846866,0.094846866,0.094846866,0.094846866,0.094846866,0.094846866,0.094846866
UP,trn_pass_road,Bus,NG,0.083179559,0.084648735,0.086143862,0.087665396,0.08923299,0.090848037,0.092511975,0.094226284,0.095992487,0.095992487,0.095992487,0.095992487,0.095992487,0.095992487,0.095992487,0.095992487,0.095992487,0.095992487,0.095992487
WB,trn_pass_road,Bus,NG,0.080274129,0.081741526,0.083235746,0.08475728,0.086324874,0.087939922,0.08960386,0.091318168,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371
AN,trn_pass_road,Bus,Electric,0.155417236,0.132726596,0.113348748,0.096800032,0.085920736,0.083208595,0.08205799,0.08137275,0.080687509,0.080396896,0.080177283,0.080027738,0.079947599,0.079936474,0.079994231,0.080121003,0.080317186,0.08058344,0.08058344
AP,trn_pass_road,Bus,Electric,0.158076684,0.135580762,0.116286239,0.099737523,0.088858227,0.086146086,0.084995481,0.08431024,0.083625,0.083334386,0.083114774,0.082965229,0.08288509,0.082873965,0.082931722,0.083058494,0.083254677,0.083520931,0.083520931
AR,trn_pass_road,Bus,Electric,0.158076684,0.135580762,0.116286239,0.099737523,0.088858227,0.086146086,0.084995481,0.08431024,0.083625,0.083334386,0.083114774,0.082965229,0.08288509,0.082873965,0.082931722,0.083058494,0.083254677,0.083520931,0.083520931
AS,trn_pass_road,Bus,Electric,0.158076684,0.135580762,0.116286239,0.099737523,0.088858227,0.086146086,0.084995481,0.08431024,0.083625,0.083334386,0.083114774,0.082965229,0.08288509,0.082873965,0.082931722,0.083058494,0.083254677,0.083520931,0.083520931
BR,trn_pass_road,Bus,Electric,0.158210107,0.135723599,0.116433114,0.099884398,0.089005101,0.08629296,0.085142356,0.084457115,0.083771874,0.083481261,0.083261648,0.083112103,0.083031965,0.083020839,0.083078596,0.083205369,0.083401552,0.083667806,0.083667806
CG,trn_pass_road,Bus,Electric,0.158076684,0.135580762,0.116286239,0.099737523,0.088858227,0.086146086,0.084995481,0.08431024,0.083625,0.083334386,0.083114774,0.082965229,0.08288509,0.082873965,0.082931722,0.083058494,0.083254677,0.083520931,0.083520931
CH,trn_pass_road,Bus,Electric,0.153830248,0.131016568,0.111586254,0.095037538,0.084158242,0.081446101,0.080295496,0.079610255,0.078925015,0.078634401,0.078414788,0.078265243,0.078185105,0.078173979,0.078231737,0.078358509,0.078554692,0.078820946,0.078820946
DD,trn_pass_road,Bus,Electric,0.154295059,0.131517975,0.112103252,0.095554536,0.08467524,0.081963099,0.080812494,0.080127254,0.079442013,0.0791514,0.078931787,0.078782242,0.078702103,0.078690978,0.078748735,0.078875507,0.07907169,0.079337944,0.079337944
DL,trn_pass_road,Bus,Electric,0.154495955,0.131734544,0.112326502,0.095777786,0.084898489,0.082186349,0.081035744,0.080350503,0.079665262,0.079374649,0.079155036,0.079005491,0.078925353,0.078914227,0.078971984,0.079098757,0.07929494,0.079561194,0.079561194
DN,trn_pass_road,Bus,Electric,0.154295059,0.131517975,0.112103252,0.095554536,0.08467524,0.081963099,0.080812494,0.080127254,0.079442013,0.0791514,0.078931787,0.078782242,0.078702103,0.078690978,0.078748735,0.078875507,0.07907169,0.079337944,0.079337944
GA,trn_pass_road,Bus,Electric,0.158076684,0.135580762,0.116286239,0.099737523,0.088858227,0.086146086,0.084995481,0.08431024,0.083625,0.083334386,0.083114774,0.082965229,0.08288509,0.082873965,0.082931722,0.083058494,0.083254677,0.083520931,0.083520931
GJ,trn_pass_road,Bus,Electric,0.177088691,0.155673866,0.136848674,0.120299958,0.109420662,0.106708521,0.105557916,0.104872675,0.104187434,0.103896821,0.103677208,0.103527663,0.103447525,0.103436399,0.103494157,0.103620929,0.103817112,0.104083366,0.104083366
HP,trn_pass_road,Bus,Electric,0.158076684,0.135580762,0.116286239,0.099737523,0.088858227,0.086146086,0.084995481,0.08431024,0.083625,0.083334386,0.083114774,0.082965229,0.08288509,0.082873965,0.082931722,0.083058494,0.083254677,0.083520931,0.083520931
HR,trn_pass_road,Bus,Electric,0.175162197,0.15365721,0.13479243,0.118243714,0.107364418,0.104652277,0.103501672,0.102816432,0.102131191,0.101840578,0.101620965,0.10147142,0.101391282,0.101380156,0.101437913,0.101564685,0.101760868,0.102027122,0.102027122
JH,trn_pass_road,Bus,Electric,0.158076684,0.135580762,0.116286239,0.099737523,0.088858227,0.086146086,0.084995481,0.08431024,0.083625,0.083334386,0.083114774,0.082965229,0.08288509,0.082873965,0.082931722,0.083058494,0.083254677,0.083520931,0.083520931
JK,trn_pass_road,Bus,Electric,0.158076684,0.135580762,0.116286239,0.099737523,0.088858227,0.086146086,0.084995481,0.08431024,0.083625,0.083334386,0.083114774,0.082965229,0.08288509,0.082873965,0.082931722,0.083058494,0.083254677,0.083520931,0.083520931
KA,trn_pass_road,Bus,Electric,0.160752809,0.138439696,0.11922373,0.102675014,0.091795717,0.089083577,0.087932972,0.087247731,0.08656249,0.086271877,0.086052264,0.085902719,0.085822581,0.085811455,0.085869212,0.085995985,0.086192168,0.086458422,0.086458422
KL,trn_pass_road,Bus,Electric,0.158076684,0.135580762,0.116286239,0.099737523,0.088858227,0.086146086,0.084995481,0.08431024,0.083625,0.083334386,0.083114774,0.082965229,0.08288509,0.082873965,0.082931722,0.083058494,0.083254677,0.083520931,0.083520931
LA,trn_pass_road,Bus,Electric,0.158076684,0.135580762,0.116286239,0.099737523,0.088858227,0.086146086,0.084995481,0.08431024,0.083625,0.083334386,0.083114774,0.082965229,0.08288509,0.082873965,0.082931722,0.083058494,0.083254677,0.083520931,0.083520931
LD,trn_pass_road,Bus,Electric,0.155417236,0.132726596,0.113348748,0.096800032,0.085920736,0.083208595,0.08205799,0.08137275,0.080687509,0.080396896,0.080177283,0.080027738,0.079947599,0.079936474,0.079994231,0.080121003,0.080317186,0.08058344,0.08058344
MH,trn_pass_road,Bus,Electric,0.182617196,0.16144285,0.142723655,0.126174939,0.115295643,0.112583502,0.111432897,0.110747657,0.110062416,0.109771803,0.10955219,0.109402645,0.109322506,0.109311381,0.109369138,0.10949591,0.109692093,0.109958347,0.109958347
ML,trn_pass_road,Bus,Electric,0.15443779,0.13167185,0.112261877,0.095713161,0.084833865,0.082121724,0.080971119,0.080285878,0.079600637,0.079310024,0.079090411,0.078940866,0.078860728,0.078849602,0.078907359,0.079034132,0.079230315,0.079496569,0.079496569
MN,trn_pass_road,Bus,Electric,0.158076684,0.135580762,0.116286239,0.099737523,0.088858227,0.086146086,0.084995481,0.08431024,0.083625,0.083334386,0.083114774,0.082965229,0.08288509,0.082873965,0.082931722,0.083058494,0.083254677,0.083520931,0.083520931
MP,trn_pass_road,Bus,Electric,0.160752809,0.138439696,0.11922373,0.102675014,0.091795717,0.089083577,0.087932972,0.087247731,0.08656249,0.086271877,0.086052264,0.085902719,0.085822581,0.085811455,0.085869212,0.085995985,0.086192168,0.086458422,0.086458422
MZ,trn_pass_road,Bus,Electric,0.158076684,0.135580762,0.116286239,0.099737523,0.088858227,0.086146086,0.084995481,0.08431024,0.083625,0.083334386,0.083114774,0.082965229,0.08288509,0.082873965,0.082931722,0.083058494,0.083254677,0.083520931,0.083520931
NL,trn_pass_road,Bus,Electric,0.158076684,0.135580762,0.116286239,0.099737523,0.088858227,0.086146086,0.084995481,0.08431024,0.083625,0.083334386,0.083114774,0.082965229,0.08288509,0.082873965,0.082931722,0.083058494,0.083254677,0.083520931,0.083520931
OD,trn_pass_road,Bus,Electric,0.162904735,0.140730008,0.121573722,0.105025006,0.09414571,0.091433569,0.090282964,0.089597724,0.088912483,0.08862187,0.088402257,0.088252712,0.088172573,0.088161448,0.088219205,0.088345977,0.08854216,0.088808414,0.088808414
PB,trn_pass_road,Bus,Electric,0.179848645,0.158557095,0.139786165,0.123237449,0.112358152,0.109646011,0.108495407,0.107810166,0.107124925,0.106834312,0.106614699,0.106465154,0.106385016,0.10637389,0.106431647,0.10655842,0.106754603,0.107020856,0.107020856
PC,trn_pass_road,Bus,Electric,0.155417236,0.132726596,0.113348748,0.096800032,0.085920736,0.083208595,0.08205799,0.08137275,0.080687509,0.080396896,0.080177283,0.080027738,0.079947599,0.079936474,0.079994231,0.080121003,0.080317186,0.08058344,0.08058344
RJ,trn_pass_road,Bus,Electric,0.157463478,0.134923866,0.115610616,0.0990619,0.088182604,0.085470463,0.084319858,0.083634617,0.082949377,0.082658763,0.082439151,0.082289606,0.082209467,0.082198342,0.082256099,0.082382871,0.082579054,0.082845308,0.082845308
SK,trn_pass_road,Bus,Electric,0.158076684,0.135580762,0.116286239,0.099737523,0.088858227,0.086146086,0.084995481,0.08431024,0.083625,0.083334386,0.083114774,0.082965229,0.08288509,0.082873965,0.082931722,0.083058494,0.083254677,0.083520931,0.083520931
TN,trn_pass_road,Bus,Electric,0.168867511,0.147041337,0.128036202,0.111487486,0.10060819,0.097896049,0.096745444,0.096060203,0.095374962,0.095084349,0.094864736,0.094715191,0.094635053,0.094623927,0.094681684,0.094808457,0.09500464,0.095270894,0.095270894
TR,trn_pass_road,Bus,Electric,0.158076684,0.135580762,0.116286239,0.099737523,0.088858227,0.086146086,0.084995481,0.08431024,0.083625,0.083334386,0.083114774,0.082965229,0.08288509,0.082873965,0.082931722,0.083058494,0.083254677,0.083520931,0.083520931
TS,trn_pass_road,Bus,Electric,0.158076684,0.135580762,0.116286239,0.099737523,0.088858227,0.086146086,0.084995481,0.08431024,0.083625,0.083334386,0.083114774,0.082965229,0.08288509,0.082873965,0.082931722,0.083058494,0.083254677,0.083520931,0.083520931
UK,trn_pass_road,Bus,Electric,0.159680455,0.137295577,0.118048733,0.101500018,0.090620721,0.08790858,0.086757975,0.086072735,0.085387494,0.085096881,0.084877268,0.084727723,0.084647585,0.084636459,0.084694216,0.084820988,0.085017172,0.085283425,0.085283425
UP,trn_pass_road,Bus,Electric,0.160725971,0.138411085,0.119194355,0.102645639,0.091766343,0.089054202,0.087903597,0.087218356,0.086533115,0.086242502,0.086022889,0.085873344,0.085793206,0.08578208,0.085839837,0.08596661,0.086162793,0.086429047,0.086429047
WB,trn_pass_road,Bus,Electric,0.158076684,0.135580762,0.116286239,0.099737523,0.088858227,0.086146086,0.084995481,0.08431024,0.083625,0.083334386,0.083114774,0.082965229,0.08288509,0.082873965,0.082931722,0.083058494,0.083254677,0.083520931,0.083520931
AN,trn_freight_road,Truck,Liquids,0.00701626,0.007226748,0.007443551,0.007666857,0.007896863,0.008133769,0.008377782,0.008629115,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989
AP,trn_freight_road,Truck,Liquids,0.00701626,0.007226748,0.007443551,0.007666857,0.007896863,0.008133769,0.008377782,0.008629115,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989
AR,trn_freight_road,Truck,Liquids,0.009432427,0.0097154,0.010006862,0.010307068,0.01061628,0.010934769,0.011262812,0.011600696,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717
AS,trn_freight_road,Truck,Liquids,0.009432427,0.0097154,0.010006862,0.010307068,0.01061628,0.010934769,0.011262812,0.011600696,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717
BR,trn_freight_road,Truck,Liquids,0.009432427,0.0097154,0.010006862,0.010307068,0.01061628,0.010934769,0.011262812,0.011600696,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717
CG,trn_freight_road,Truck,Liquids,0.01262354,0.013002246,0.013392313,0.013794082,0.014207905,0.014634142,0.015073166,0.015525361,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122
CH,trn_freight_road,Truck,Liquids,0.006535712,0.006731783,0.006933737,0.007141749,0.007356002,0.007576682,0.007803982,0.008038101,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245
DD,trn_freight_road,Truck,Liquids,0.01262354,0.013002246,0.013392313,0.013794082,0.014207905,0.014634142,0.015073166,0.015525361,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122
DL,trn_freight_road,Truck,Liquids,0.006535712,0.006731783,0.006933737,0.007141749,0.007356002,0.007576682,0.007803982,0.008038101,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245
DN,trn_freight_road,Truck,Liquids,0.01262354,0.013002246,0.013392313,0.013794082,0.014207905,0.014634142,0.015073166,0.015525361,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122
GA,trn_freight_road,Truck,Liquids,0.01262354,0.013002246,0.013392313,0.013794082,0.014207905,0.014634142,0.015073166,0.015525361,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122
GJ,trn_freight_road,Truck,Liquids,0.01262354,0.013002246,0.013392313,0.013794082,0.014207905,0.014634142,0.015073166,0.015525361,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122
HP,trn_freight_road,Truck,Liquids,0.006535712,0.006731783,0.006933737,0.007141749,0.007356002,0.007576682,0.007803982,0.008038101,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245
HR,trn_freight_road,Truck,Liquids,0.006535712,0.006731783,0.006933737,0.007141749,0.007356002,0.007576682,0.007803982,0.008038101,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245
JH,trn_freight_road,Truck,Liquids,0.009432427,0.0097154,0.010006862,0.010307068,0.01061628,0.010934769,0.011262812,0.011600696,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717
JK,trn_freight_road,Truck,Liquids,0.006535712,0.006731783,0.006933737,0.007141749,0.007356002,0.007576682,0.007803982,0.008038101,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245
KA,trn_freight_road,Truck,Liquids,0.00701626,0.007226748,0.007443551,0.007666857,0.007896863,0.008133769,0.008377782,0.008629115,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989
KL,trn_freight_road,Truck,Liquids,0.00701626,0.007226748,0.007443551,0.007666857,0.007896863,0.008133769,0.008377782,0.008629115,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989
LA,trn_freight_road,Truck,Liquids,0.006535712,0.006731783,0.006933737,0.007141749,0.007356002,0.007576682,0.007803982,0.008038101,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245
LD,trn_freight_road,Truck,Liquids,0.00701626,0.007226748,0.007443551,0.007666857,0.007896863,0.008133769,0.008377782,0.008629115,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989
MH,trn_freight_road,Truck,Liquids,0.01262354,0.013002246,0.013392313,0.013794082,0.014207905,0.014634142,0.015073166,0.015525361,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122
ML,trn_freight_road,Truck,Liquids,0.009432427,0.0097154,0.010006862,0.010307068,0.01061628,0.010934769,0.011262812,0.011600696,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717
MN,trn_freight_road,Truck,Liquids,0.009432427,0.0097154,0.010006862,0.010307068,0.01061628,0.010934769,0.011262812,0.011600696,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717
MP,trn_freight_road,Truck,Liquids,0.01262354,0.013002246,0.013392313,0.013794082,0.014207905,0.014634142,0.015073166,0.015525361,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122,0.015991122
MZ,trn_freight_road,Truck,Liquids,0.009432427,0.0097154,0.010006862,0.010307068,0.01061628,0.010934769,0.011262812,0.011600696,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717
NL,trn_freight_road,Truck,Liquids,0.009432427,0.0097154,0.010006862,0.010307068,0.01061628,0.010934769,0.011262812,0.011600696,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717
OD,trn_freight_road,Truck,Liquids,0.009432427,0.0097154,0.010006862,0.010307068,0.01061628,0.010934769,0.011262812,0.011600696,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717
PB,trn_freight_road,Truck,Liquids,0.006535712,0.006731783,0.006933737,0.007141749,0.007356002,0.007576682,0.007803982,0.008038101,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245
PC,trn_freight_road,Truck,Liquids,0.00701626,0.007226748,0.007443551,0.007666857,0.007896863,0.008133769,0.008377782,0.008629115,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989
RJ,trn_freight_road,Truck,Liquids,0.006535712,0.006731783,0.006933737,0.007141749,0.007356002,0.007576682,0.007803982,0.008038101,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245
SK,trn_freight_road,Truck,Liquids,0.009432427,0.0097154,0.010006862,0.010307068,0.01061628,0.010934769,0.011262812,0.011600696,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717
TN,trn_freight_road,Truck,Liquids,0.00701626,0.007226748,0.007443551,0.007666857,0.007896863,0.008133769,0.008377782,0.008629115,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989
TR,trn_freight_road,Truck,Liquids,0.009432427,0.0097154,0.010006862,0.010307068,0.01061628,0.010934769,0.011262812,0.011600696,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717
TS,trn_freight_road,Truck,Liquids,0.00701626,0.007226748,0.007443551,0.007666857,0.007896863,0.008133769,0.008377782,0.008629115,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989,0.008887989
UK,trn_freight_road,Truck,Liquids,0.006535712,0.006731783,0.006933737,0.007141749,0.007356002,0.007576682,0.007803982,0.008038101,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245
UP,trn_freight_road,Truck,Liquids,0.006535712,0.006731783,0.006933737,0.007141749,0.007356002,0.007576682,0.007803982,0.008038101,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245,0.008279245
WB,trn_freight_road,Truck,Liquids,0.009432427,0.0097154,0.010006862,0.010307068,0.01061628,0.010934769,0.011262812,0.011600696,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717,0.011948717
AN,trn_freight_road,Truck,Electric,0.022122862,0.018147873,0.014887102,0.012212219,0.010385973,0.00961032,0.009323951,0.009139069,0.009024501,0.008921696,0.008831359,0.008753117,0.008686648,0.00863168,0.008587984,0.008555379,0.008533724,0.008522925,0.008522925
AP,trn_freight_road,Truck,Electric,0.022122862,0.018147873,0.014887102,0.012212219,0.010385973,0.00961032,0.009323951,0.009139069,0.009024501,0.008921696,0.008831359,0.008753117,0.008686648,0.00863168,0.008587984,0.008555379,0.008533724,0.008522925,0.008522925
AR,trn_freight_road,Truck,Electric,0.02974124,0.024397397,0.020013725,0.016417701,0.013962557,0.012919795,0.01253481,0.01228626,0.012132239,0.011994032,0.011872586,0.0117674,0.011678041,0.011604143,0.0115454,0.011501567,0.011472456,0.011457937,0.011457937
AS,trn_freight_road,Truck,Electric,0.02974124,0.024397397,0.020013725,0.016417701,0.013962557,0.012919795,0.01253481,0.01228626,0.012132239,0.011994032,0.011872586,0.0117674,0.011678041,0.011604143,0.0115454,0.011501567,0.011472456,0.011457937,0.011457937
BR,trn_freight_road,Truck,Electric,0.02974124,0.024397397,0.020013725,0.016417701,0.013962557,0.012919795,0.01253481,0.01228626,0.012132239,0.011994032,0.011872586,0.0117674,0.011678041,0.011604143,0.0115454,0.011501567,0.011472456,0.011457937,0.011457937
CG,trn_freight_road,Truck,Electric,0.039803086,0.032651352,0.026784626,0.021972021,0.01868627,0.017290728,0.016775498,0.016442861,0.016236732,0.016051768,0.015889235,0.015748463,0.015628873,0.015529975,0.015451358,0.015392695,0.015353735,0.015334305,0.015334305
CH,trn_freight_road,Truck,Electric,0.020607652,0.016904913,0.013867474,0.011375796,0.00967463,0.008952103,0.008685347,0.008513128,0.008406406,0.008310643,0.008226493,0.00815361,0.008091694,0.00804049,0.007999787,0.007969415,0.007949244,0.007939184,0.007939184
DD,trn_freight_road,Truck,Electric,0.039803086,0.032651352,0.026784626,0.021972021,0.01868627,0.017290728,0.016775498,0.016442861,0.016236732,0.016051768,0.015889235,0.015748463,0.015628873,0.015529975,0.015451358,0.015392695,0.015353735,0.015334305,0.015334305
