# File: A23.india_state_tech_shrwt_agg_elect_td_ind.csv
# Title: elect_td default shareweights
# Units: Unitless
# Column types: ccciii
# ----------
supplysector,subsector,technology,1971,2010,2100
elect_td_ind,elect_td_ind,elect_td_ind,1,1,1
