# File: A10.EB_SecFuel_mtoe.csv
# Title: Database of fuel consumption across sectors
# Units: Energy units in mtoe
# Source:  GHG platform
# Column types: cccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
State,GHG_Platform_sectors,GHG_Platform_fuels,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
LA,Commercial,coal,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721,0.002036721
LD,Commercial,coal,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05,1.61E-05
MH,Commercial,coal,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352,0.096570352
ML,Commercial,coal,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456,0.031636456
MN,Commercial,coal,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246,0.029099246
MP,Commercial,coal,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569,0.15840569
MZ,Commercial,coal,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604,0.004305604
NL,Commercial,coal,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808,0.003768808
OD,Commercial,coal,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207,0.547790207
PB,Commercial,coal,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199,0.014195199
PC,Commercial,coal,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632,0.000267632
RJ,Commercial,coal,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768,0.133510768
SK,Commercial,coal,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736,0.000172736
TN,Commercial,coal,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186,0.011689186
TR,Commercial,coal,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272,0.021660272
TS,Commercial,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UK,Commercial,coal,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053,0.009209053
UP,Commercial,coal,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717,0.345867717
WB,Commercial,coal,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241,3.793624241
AN,Commercial,electricity,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742,0.007006999,0.039916742,0.039916742,0.039916742,0.039916742,0.039916742
AP,Commercial,electricity,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722,0.404303545,0.637184722,0.637184722,0.637184722,0.637184722,0.637184722
AR,Commercial,electricity,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785,0.00990198,0.00961785,0.00961785,0.00961785,0.00961785,0.00961785
AS,Commercial,electricity,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645,0.075813479,0.073782645,0.073782645,0.073782645,0.073782645,0.073782645
BR,Commercial,electricity,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488,0.100381844,0.097938488,0.097938488,0.097938488,0.097938488,0.097938488
CG,Commercial,electricity,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521,0.096469413,0.095214521,0.095214521,0.095214521,0.095214521,0.095214521
CH,Commercial,electricity,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039,0.040805957,0.00280039,0.00280039,0.00280039,0.00280039,0.00280039
DD,Commercial,electricity,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804,0.002840378,0.017406804,0.017406804,0.017406804,0.017406804,0.017406804
DL,Commercial,electricity,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535,0.587799833,0.576955535,0.576955535,0.576955535,0.576955535,0.576955535
DN,Commercial,electricity,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769,0.01246591,0.012250769,0.012250769,0.012250769,0.012250769,0.012250769
GA,Commercial,electricity,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815,0.02911279,0.029029815,0.029029815,0.029029815,0.029029815,0.029029815
GJ,Commercial,electricity,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013,0.453361448,0.449144013,0.449144013,0.449144013,0.449144013,0.449144013
HP,Commercial,electricity,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288,0.089709292,0.088935288,0.088935288,0.088935288,0.088935288,0.088935288
HR,Commercial,electricity,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291,0.246606937,0.242457291,0.242457291,0.242457291,0.242457291,0.242457291
JH,Commercial,electricity,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678,0.04030336,0.040071678,0.040071678,0.040071678,0.040071678,0.040071678
JK,Commercial,electricity,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155,0.103877002,0.099812155,0.099812155,0.099812155,0.099812155,0.099812155
