# File: A44.india_state_pcflsp_m2_res_urban.csv
# Title: This file contains per capita flsp in all historical years
# Source:Website
# Units: NA
# Column types:ccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# -----------------------------------------
state,state_name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
NL,Nagaland,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688,8.023346688
OD,Odisha,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613,7.430960613
PB,Punjab,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354,9.574004354
PC,Puducherry,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998,9.086156998
RJ,Rajasthan,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567,10.41902567
SK,Sikkim,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063,10.55841063
TN,Tamil Nadu,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081,8.807387081
TR,Tripura,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956,8.87707956
TS,Telangana,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655,7.291575655
UK,Uttarakhand,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163,8.528617163
UP,Uttar Pradesh,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173,7.439672173
WB,West Bengal,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237,7.83169237
