INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
IndiaIndTechInterp_new,,,,,,,,
,,,,,,,,
region,supplysector,subsector,apply.to,from.year,to.year,from.value,to-value,interpolation.function
TR,Chem_Fert_enuse,refined liquids,share-weight,2030,2050,0.06,0.0001,linear
TS,Chem_Fert_enuse,refined liquids,share-weight,2030,2050,0.06,0.0001,linear
UK,Chem_Fert_enuse,refined liquids,share-weight,2030,2050,0.06,0.0001,linear
UP,Chem_Fert_enuse,refined liquids,share-weight,2030,2050,0.06,0.0001,linear
WB,Chem_Fert_enuse,refined liquids,share-weight,2030,2050,0.06,0.0001,linear
AN,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
AP,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
AR,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
AS,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
BR,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
CG,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
CH,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
DD,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
DL,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
DN,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
GA,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
GJ,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
HP,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
HR,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
JH,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
JK,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
KA,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
KL,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
LA,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
LD,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
MH,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
ML,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
MN,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
MP,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
MZ,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
NL,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
OD,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
PB,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
PC,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
RJ,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
SK,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
TN,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
TR,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
TS,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
UK,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
UP,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
WB,Chem_Fert_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
AN,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
AP,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
AR,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
AS,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
BR,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
CG,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
CH,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
DD,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
DL,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
DN,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
GA,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
GJ,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
HP,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
HR,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
JH,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
JK,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
KA,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
KL,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
LA,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
LD,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
MH,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
ML,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
MN,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
MP,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
MZ,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
NL,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
OD,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
PB,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
PC,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
RJ,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
SK,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
TN,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
TR,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
TS,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
UK,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
UP,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
WB,Iron and Steel_enuse,coal,share-weight,2030,2050,1,0.0001,linear
AN,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
AP,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
AR,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
AS,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
BR,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
CG,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
CH,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
DD,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
DL,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
DN,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
GA,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
GJ,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
HP,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
HR,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
JH,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
JK,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
KA,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
KL,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
LA,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
LD,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
MH,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
ML,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
MN,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
MP,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
MZ,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
NL,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
OD,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
PB,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
PC,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
RJ,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
SK,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
TN,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
TR,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
TS,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
UK,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
UP,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
WB,Iron and Steel_enuse,coal,share-weight,2045,2100,0,0,fixed
AN,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
AP,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
AR,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
AS,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
BR,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
CG,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
CH,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
DD,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
DL,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
DN,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
GA,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
GJ,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
HP,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
HR,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
JH,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
JK,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
KA,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
KL,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
LA,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
LD,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
MH,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
ML,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
MN,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
MP,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
MZ,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
NL,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
OD,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
PB,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
PC,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
RJ,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
SK,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
TN,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
TR,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
TS,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
UK,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
UP,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
WB,Iron and Steel_enuse,gas,share-weight,2030,2050,0.214,0.0001,linear
AN,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
AP,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
AR,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
AS,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
BR,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
CG,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
CH,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
DD,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
DL,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
DN,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
GA,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
