INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
IndiaIndTechInterp_new,,,,,,,,
,,,,,,,,
region,supplysector,subsector,apply.to,from.year,to.year,from.value,to-value,interpolation.function
GJ,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
HP,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
HR,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
JH,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
JK,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
KA,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
KL,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
LA,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
LD,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
MH,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
ML,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
MN,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
MP,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
MZ,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
NL,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
OD,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
PB,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
PC,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
RJ,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
SK,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
TN,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
TR,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
TS,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
UK,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
UP,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
WB,Iron and Steel_enuse,gas,share-weight,2045,2100,0,0,fixed
AN,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
AP,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
AR,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
AS,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
BR,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
CG,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
CH,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
DD,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
DL,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
DN,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
GA,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
GJ,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
HP,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
HR,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
JH,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
JK,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
KA,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
KL,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
LA,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
LD,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
MH,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
ML,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
MN,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
MP,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
MZ,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
NL,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
OD,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
PB,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
PC,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
RJ,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
SK,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
TN,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
TR,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
TS,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
UK,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
UP,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
WB,Iron and Steel_enuse,refined liquids,share-weight,2030,2050,0.026,0.0001,linear
AN,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
AP,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
AR,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
AS,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
BR,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
CG,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
CH,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
DD,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
DL,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
DN,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
GA,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
GJ,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
HP,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
HR,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
JH,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
JK,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
KA,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
KL,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
LA,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
LD,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
MH,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
ML,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
MN,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
MP,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
MZ,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
NL,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
OD,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
PB,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
PC,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
RJ,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
SK,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
TN,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
TR,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
TS,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
UK,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
UP,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
WB,Iron and Steel_enuse,refined liquids,share-weight,2045,2100,0,0,fixed
AN,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
AP,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
AR,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
AS,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
BR,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
CG,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
CH,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
DD,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
DL,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
DN,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
GA,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
GJ,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
HP,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
HR,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
JH,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
JK,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
KA,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
KL,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
LA,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
LD,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
MH,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
ML,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
MN,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
MP,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
MZ,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
NL,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
OD,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
PB,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
PC,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
RJ,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
SK,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
TN,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
TR,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
TS,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
UK,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
UP,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
WB,Iron and Steel_fsuse,coal,share-weight,2030,2050,1,0.0001,linear
AN,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
AP,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
AR,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
AS,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
BR,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
CG,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
CH,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
DD,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
DL,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
DN,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
GA,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
GJ,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
HP,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
HR,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
JH,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
JK,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
KA,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
KL,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
LA,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
LD,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
MH,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
ML,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
MN,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
MP,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
MZ,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
NL,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
OD,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
PB,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
PC,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
RJ,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
SK,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
TN,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
TR,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
TS,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
UK,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
UP,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
WB,Iron and Steel_fsuse,coal,share-weight,2045,2100,0,0,fixed
AN,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
AP,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
AR,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
AS,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
BR,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
CG,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
CH,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
DD,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
DL,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
DN,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
GA,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
GJ,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
HP,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
HR,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
JH,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
JK,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
KA,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
KL,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
LA,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
LD,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
MH,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
ML,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
MN,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
MP,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
MZ,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
NL,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
OD,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
PB,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
PC,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
RJ,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
SK,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
TN,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
TR,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
TS,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
UK,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
UP,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
WB,Iron and Steel_fsuse,gas,share-weight,2030,2050,0.053,0.0001,linear
AN,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
AP,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
AR,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
AS,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
BR,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
CG,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
CH,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
DD,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
DL,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
DN,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
GA,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
GJ,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
HP,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
HR,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
JH,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
JK,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
KA,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
KL,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
LA,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
LD,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
MH,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
ML,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
MN,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
MP,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
MZ,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
NL,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
OD,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
PB,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
PC,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
RJ,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
SK,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
TN,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
TR,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
TS,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
UK,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
UP,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
WB,Iron and Steel_fsuse,gas,share-weight,2045,2100,0,0,fixed
AN,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
AP,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
AR,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
AS,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
BR,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
CG,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
CH,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
DD,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
DL,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
DN,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
GA,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
GJ,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
HP,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
HR,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
JH,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
JK,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
KA,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
KL,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
LA,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
LD,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
MH,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
ML,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
MN,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
MP,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
MZ,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
NL,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
OD,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
PB,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
PC,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
RJ,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
SK,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
TN,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
TR,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
TS,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
UK,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
UP,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
WB,Iron and Steel_fsuse,refined liquids,share-weight,2030,2050,0,0,linear
AN,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
AP,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
AR,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
AS,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
BR,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
CG,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
CH,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
DD,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
DL,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
DN,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
GA,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
GJ,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
HP,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
HR,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
JH,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
JK,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
KA,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
KL,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
LA,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
LD,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
MH,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
ML,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
MN,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
MP,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
MZ,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
NL,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
OD,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
PB,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
PC,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
RJ,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
SK,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
TN,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
TR,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
TS,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
UK,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
UP,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
WB,Iron and Steel_fsuse,refined liquids,share-weight,2045,2100,0,0,fixed
AN,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
AP,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
AR,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
AS,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
BR,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
CG,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
CH,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
DD,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
DL,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
DN,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
GA,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
GJ,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
HP,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
HR,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
JH,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
JK,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
KA,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
KL,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
LA,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
LD,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
MH,Non-Ferrous Metals_enuse,coal,share-weight,2030,2050,0.112,0.0001,linear
