INPUT_TABLE,,,,,,
Variable ID,,,,,,
RegionTechCost,,,,,,
,,,,,,
Region,sector.name,subsector.name,technology,year,minicam.non.energy.input,input.cost
ML,Other Industries,Other Industries,Other Industries,2035,non-energy,12375.87082
MN,Other Industries,Other Industries,Other Industries,2035,non-energy,12375.87082
MP,Other Industries,Other Industries,Other Industries,2035,non-energy,12375.87082
MZ,Other Industries,Other Industries,Other Industries,2035,non-energy,12375.87082
NL,Other Industries,Other Industries,Other Industries,2035,non-energy,12375.87082
OD,Other Industries,Other Industries,Other Industries,2035,non-energy,14630.06458
PB,Other Industries,Other Industries,Other Industries,2035,non-energy,12375.87082
PC,Other Industries,Other Industries,Other Industries,2035,non-energy,12375.87082
RJ,Other Industries,Other Industries,Other Industries,2035,non-energy,12375.87082
SK,Other Industries,Other Industries,Other Industries,2035,non-energy,12375.87082
TN,Other Industries,Other Industries,Other Industries,2035,non-energy,12024.38352
TR,Other Industries,Other Industries,Other Industries,2035,non-energy,12375.87082
TS,Other Industries,Other Industries,Other Industries,2035,non-energy,12375.87082
UK,Other Industries,Other Industries,Other Industries,2035,non-energy,11306.98857
UP,Other Industries,Other Industries,Other Industries,2035,non-energy,13134.85446
WB,Other Industries,Other Industries,Other Industries,2035,non-energy,12375.87082
AN,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
AP,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
AR,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
AS,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
BR,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
CG,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
CH,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
DD,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
DL,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
DN,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
GA,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
GJ,Other Industries_enuse,biomass,biomass,2035,non-energy,1445.275762
HP,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
HR,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
JH,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
JK,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
KA,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
KL,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
LA,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
LD,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
MH,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
ML,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
MN,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
MP,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
MZ,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
NL,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
OD,Other Industries_enuse,biomass,biomass,2035,non-energy,1718.417359
PB,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
PC,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
RJ,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
SK,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
TN,Other Industries_enuse,biomass,biomass,2035,non-energy,1391.222926
TR,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
TS,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
UK,Other Industries_enuse,biomass,biomass,2035,non-energy,1316.37668
UP,Other Industries_enuse,biomass,biomass,2035,non-energy,1531.834206
WB,Other Industries_enuse,biomass,biomass,2035,non-energy,1448.436253
AN,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
AP,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
AR,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
AS,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
BR,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
CG,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
CH,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
DD,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
DL,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
DN,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
GA,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
GJ,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3617.13616
HP,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
HR,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
JH,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
JK,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
KA,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
KL,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
LA,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
LD,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
MH,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
ML,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
MN,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
MP,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
MZ,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
NL,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
OD,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,4299.990152
PB,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
PC,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
RJ,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
SK,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
TN,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3482.004071
TR,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
TS,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
UK,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3294.888455
UP,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3833.532271
WB,Other Industries_enuse,biomass,biomass cogen,2035,non-energy,3625.037387
AN,Other Industries_enuse,coal,coal,2035,non-energy,1459.220303
AP,Other Industries_enuse,coal,coal,2035,non-energy,1459.220303
AR,Other Industries_enuse,coal,coal,2035,non-energy,1458.682443
AS,Other Industries_enuse,coal,coal,2035,non-energy,1458.682443
BR,Other Industries_enuse,coal,coal,2035,non-energy,1458.999213
CG,Other Industries_enuse,coal,coal,2035,non-energy,1459.209723
CH,Other Industries_enuse,coal,coal,2035,non-energy,1458.821883
DD,Other Industries_enuse,coal,coal,2035,non-energy,1459.209723
DL,Other Industries_enuse,coal,coal,2035,non-energy,1458.821883
DN,Other Industries_enuse,coal,coal,2035,non-energy,1459.209723
GA,Other Industries_enuse,coal,coal,2035,non-energy,1459.209723
GJ,Other Industries_enuse,coal,coal,2035,non-energy,1450.484719
HP,Other Industries_enuse,coal,coal,2035,non-energy,1458.821883
HR,Other Industries_enuse,coal,coal,2035,non-energy,1458.821883
JH,Other Industries_enuse,coal,coal,2035,non-energy,1458.999213
JK,Other Industries_enuse,coal,coal,2035,non-energy,1458.821883
KA,Other Industries_enuse,coal,coal,2035,non-energy,1459.220303
KL,Other Industries_enuse,coal,coal,2035,non-energy,1459.220303
LA,Other Industries_enuse,coal,coal,2035,non-energy,1458.821883
LD,Other Industries_enuse,coal,coal,2035,non-energy,1459.220303
MH,Other Industries_enuse,coal,coal,2035,non-energy,1459.209723
ML,Other Industries_enuse,coal,coal,2035,non-energy,1458.682443
MN,Other Industries_enuse,coal,coal,2035,non-energy,1458.682443
MP,Other Industries_enuse,coal,coal,2035,non-energy,1459.209723
MZ,Other Industries_enuse,coal,coal,2035,non-energy,1458.682443
NL,Other Industries_enuse,coal,coal,2035,non-energy,1458.682443
OD,Other Industries_enuse,coal,coal,2035,non-energy,1722.037983
PB,Other Industries_enuse,coal,coal,2035,non-energy,1458.821883
PC,Other Industries_enuse,coal,coal,2035,non-energy,1459.220303
RJ,Other Industries_enuse,coal,coal,2035,non-energy,1458.821883
SK,Other Industries_enuse,coal,coal,2035,non-energy,1458.999213
TN,Other Industries_enuse,coal,coal,2035,non-energy,1399.369992
TR,Other Industries_enuse,coal,coal,2035,non-energy,1458.682443
TS,Other Industries_enuse,coal,coal,2035,non-energy,1459.220303
UK,Other Industries_enuse,coal,coal,2035,non-energy,1327.942133
UP,Other Industries_enuse,coal,coal,2035,non-energy,1544.373024
WB,Other Industries_enuse,coal,coal,2035,non-energy,1458.999213
AN,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.690962
AP,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.690962
AR,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.153102
AS,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.153102
BR,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.469872
CG,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.680382
CH,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.292542
DD,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.680382
DL,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.292542
DN,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.680382
GA,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.680382
GJ,Other Industries_enuse,coal,coal cogen,2035,non-energy,3627.867873
HP,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.292542
HR,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.292542
JH,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.469872
JK,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.292542
KA,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.690962
KL,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.690962
LA,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.292542
LD,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.690962
MH,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.680382
ML,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.153102
MN,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.153102
MP,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.680382
MZ,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.153102
NL,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.153102
OD,Other Industries_enuse,coal,coal cogen,2035,non-energy,4307.066797
PB,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.292542
PC,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.690962
RJ,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.292542
SK,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.469872
TN,Other Industries_enuse,coal,coal cogen,2035,non-energy,3500.065185
TR,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.153102
TS,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.690962
UK,Other Industries_enuse,coal,coal cogen,2035,non-energy,3322.093168
UP,Other Industries_enuse,coal,coal cogen,2035,non-energy,3863.170395
WB,Other Industries_enuse,coal,coal cogen,2035,non-energy,3649.469872
AN,Other Industries_enuse,electricity,electricity,2035,non-energy,1524.271048
AP,Other Industries_enuse,electricity,electricity,2035,non-energy,1524.511048
AR,Other Industries_enuse,electricity,electricity,2035,non-energy,1528.417548
AS,Other Industries_enuse,electricity,electricity,2035,non-energy,1521.797548
BR,Other Industries_enuse,electricity,electricity,2035,non-energy,1521.806148
CG,Other Industries_enuse,electricity,electricity,2035,non-energy,1524.631048
CH,Other Industries_enuse,electricity,electricity,2035,non-energy,1524.268348
DD,Other Industries_enuse,electricity,electricity,2035,non-energy,1524.251048
DL,Other Industries_enuse,electricity,electricity,2035,non-energy,1520.808348
DN,Other Industries_enuse,electricity,electricity,2035,non-energy,1524.251048
GA,Other Industries_enuse,electricity,electricity,2035,non-energy,1525.591048
GJ,Other Industries_enuse,electricity,electricity,2035,non-energy,1532.838388
HP,Other Industries_enuse,electricity,electricity,2035,non-energy,1525.398348
HR,Other Industries_enuse,electricity,electricity,2035,non-energy,1523.738348
JH,Other Industries_enuse,electricity,electricity,2035,non-energy,1524.666148
JK,Other Industries_enuse,electricity,electricity,2035,non-energy,1528.308348
KA,Other Industries_enuse,electricity,electricity,2035,non-energy,1522.651048
KL,Other Industries_enuse,electricity,electricity,2035,non-energy,1523.911048
LA,Other Industries_enuse,electricity,electricity,2035,non-energy,1524.268348
LD,Other Industries_enuse,electricity,electricity,2035,non-energy,1524.271048
MH,Other Industries_enuse,electricity,electricity,2035,non-energy,1524.941048
ML,Other Industries_enuse,electricity,electricity,2035,non-energy,1524.577548
MN,Other Industries_enuse,electricity,electricity,2035,non-energy,1526.147548
MP,Other Industries_enuse,electricity,electricity,2035,non-energy,1522.691048
MZ,Other Industries_enuse,electricity,electricity,2035,non-energy,1527.137548
NL,Other Industries_enuse,electricity,electricity,2035,non-energy,1529.527548
OD,Other Industries_enuse,electricity,electricity,2035,non-energy,1796.360328
PB,Other Industries_enuse,electricity,electricity,2035,non-energy,1524.718348
PC,Other Industries_enuse,electricity,electricity,2035,non-energy,1525.501048
RJ,Other Industries_enuse,electricity,electricity,2035,non-energy,1523.168348
SK,Other Industries_enuse,electricity,electricity,2035,non-energy,1524.086148
TN,Other Industries_enuse,electricity,electricity,2035,non-energy,1539.510354
TR,Other Industries_enuse,electricity,electricity,2035,non-energy,1524.027548
TS,Other Industries_enuse,electricity,electricity,2035,non-energy,1523.141048
UK,Other Industries_enuse,electricity,electricity,2035,non-energy,1397.664536
UP,Other Industries_enuse,electricity,electricity,2035,non-energy,1644.645976
WB,Other Industries_enuse,electricity,electricity,2035,non-energy,1523.826148
AN,Other Industries_enuse,gas,gas,2035,non-energy,1484.978834
AP,Other Industries_enuse,gas,gas,2035,non-energy,1484.978834
AR,Other Industries_enuse,gas,gas,2035,non-energy,1484.954714
AS,Other Industries_enuse,gas,gas,2035,non-energy,1484.954714
BR,Other Industries_enuse,gas,gas,2035,non-energy,1484.664574
CG,Other Industries_enuse,gas,gas,2035,non-energy,1484.913924
CH,Other Industries_enuse,gas,gas,2035,non-energy,1484.754904
DD,Other Industries_enuse,gas,gas,2035,non-energy,1484.913924
DL,Other Industries_enuse,gas,gas,2035,non-energy,1484.754904
DN,Other Industries_enuse,gas,gas,2035,non-energy,1484.913924
GA,Other Industries_enuse,gas,gas,2035,non-energy,1484.913924
GJ,Other Industries_enuse,gas,gas,2035,non-energy,1484.18419
HP,Other Industries_enuse,gas,gas,2035,non-energy,1484.754904
HR,Other Industries_enuse,gas,gas,2035,non-energy,1484.754904
JH,Other Industries_enuse,gas,gas,2035,non-energy,1484.664574
JK,Other Industries_enuse,gas,gas,2035,non-energy,1484.754904
KA,Other Industries_enuse,gas,gas,2035,non-energy,1484.978834
KL,Other Industries_enuse,gas,gas,2035,non-energy,1484.978834
LA,Other Industries_enuse,gas,gas,2035,non-energy,1484.754904
LD,Other Industries_enuse,gas,gas,2035,non-energy,1484.978834
MH,Other Industries_enuse,gas,gas,2035,non-energy,1484.913924
ML,Other Industries_enuse,gas,gas,2035,non-energy,1484.954714
MN,Other Industries_enuse,gas,gas,2035,non-energy,1484.954714
MP,Other Industries_enuse,gas,gas,2035,non-energy,1484.913924
MZ,Other Industries_enuse,gas,gas,2035,non-energy,1484.954714
NL,Other Industries_enuse,gas,gas,2035,non-energy,1484.954714
OD,Other Industries_enuse,gas,gas,2035,non-energy,1762.286384
PB,Other Industries_enuse,gas,gas,2035,non-energy,1484.754904
PC,Other Industries_enuse,gas,gas,2035,non-energy,1484.978834
RJ,Other Industries_enuse,gas,gas,2035,non-energy,1484.754904
SK,Other Industries_enuse,gas,gas,2035,non-energy,1484.664574
TN,Other Industries_enuse,gas,gas,2035,non-energy,1432.039388
TR,Other Industries_enuse,gas,gas,2035,non-energy,1484.954714
TS,Other Industries_enuse,gas,gas,2035,non-energy,1484.978834
UK,Other Industries_enuse,gas,gas,2035,non-energy,1359.270168
UP,Other Industries_enuse,gas,gas,2035,non-energy,1572.701222
WB,Other Industries_enuse,gas,gas,2035,non-energy,1484.664574
AN,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.254268
AP,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.254268
AR,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.230148
AS,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.230148
BR,Other Industries_enuse,gas,gas cogen,2035,non-energy,3717.940008
CG,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.189358
CH,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.030338
DD,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.189358
DL,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.030338
DN,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.189358
GA,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.189358
GJ,Other Industries_enuse,gas,gas cogen,2035,non-energy,3716.35219
HP,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.030338
HR,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.030338
JH,Other Industries_enuse,gas,gas cogen,2035,non-energy,3717.940008
JK,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.030338
KA,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.254268
KL,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.254268
LA,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.030338
LD,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.254268
MH,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.189358
ML,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.230148
MN,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.230148
MP,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.189358
MZ,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.230148
NL,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.230148
OD,Other Industries_enuse,gas,gas cogen,2035,non-energy,4411.979769
PB,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.030338
PC,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.254268
RJ,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.030338
SK,Other Industries_enuse,gas,gas cogen,2035,non-energy,3717.940008
TN,Other Industries_enuse,gas,gas cogen,2035,non-energy,3585.90496
TR,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.230148
TS,Other Industries_enuse,gas,gas cogen,2035,non-energy,3718.254268
UK,Other Industries_enuse,gas,gas cogen,2035,non-energy,3404.311918
UP,Other Industries_enuse,gas,gas cogen,2035,non-energy,3937.888235
WB,Other Industries_enuse,gas,gas cogen,2035,non-energy,3717.940008
AN,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
AP,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
AR,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
AS,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
BR,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
CG,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
CH,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
DD,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
DL,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
DN,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
GA,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
GJ,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.156
HP,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
HR,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
JH,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
JK,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
KA,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
KL,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
LA,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
LD,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
MH,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
ML,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
MN,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
MP,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
MZ,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
NL,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
OD,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1786.506772
PB,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
PC,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
RJ,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
SK,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
TN,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1455.951144
TR,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
TS,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
UK,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1383.403499
UP,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1596.834026
WB,Other Industries_enuse,hydrogen,hydrogen,2035,non-energy,1508.890867
AN,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
AP,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
AR,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
AS,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
BR,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
CG,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
CH,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
DD,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
DL,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
DN,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
GA,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
GJ,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3770.39
HP,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
HR,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
JH,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
JK,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
KA,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
KL,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
LA,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
LD,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
MH,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
ML,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
MN,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
MP,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
MZ,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
NL,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
OD,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,4466.266929
PB,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
PC,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
RJ,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
SK,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
TN,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3639.87786
TR,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
TS,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
UK,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3458.508748
UP,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3992.085065
WB,Other Industries_enuse,hydrogen,hydrogen cogen,2035,non-energy,3772.227168
AN,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
AP,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
AR,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
AS,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
BR,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
CG,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
CH,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
DD,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
DL,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
DN,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
GA,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
GJ,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1471.999568
HP,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
HR,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
JH,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
JK,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
KA,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
KL,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
LA,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
LD,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
MH,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
ML,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
MN,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
MP,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
MZ,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
NL,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
OD,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1734.828926
PB,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
PC,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
RJ,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
SK,Other Industries_enuse,refined liquids,refined liquids,2035,non-energy,1470.978721
