INPUT_TABLE,,,,,,
Variable ID,,,,,,
RegionTechCost,,,,,,
,,,,,,
Region,sector.name,subsector.name,technology,year,minicam.non.energy.input,input.cost
PB,Paper and Pulp_enuse,gas,gas cogen,2045,non-energy,1558.184633
PC,Paper and Pulp_enuse,gas,gas cogen,2045,non-energy,1558.408563
RJ,Paper and Pulp_enuse,gas,gas cogen,2045,non-energy,1558.184633
SK,Paper and Pulp_enuse,gas,gas cogen,2045,non-energy,1558.094303
TN,Paper and Pulp_enuse,gas,gas cogen,2045,non-energy,1558.526132
TR,Paper and Pulp_enuse,gas,gas cogen,2045,non-energy,1558.384443
TS,Paper and Pulp_enuse,gas,gas cogen,2045,non-energy,1558.408563
UK,Paper and Pulp_enuse,gas,gas cogen,2045,non-energy,1539.557409
UP,Paper and Pulp_enuse,gas,gas cogen,2045,non-energy,1577.399172
WB,Paper and Pulp_enuse,gas,gas cogen,2045,non-energy,1558.094303
AN,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
AP,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
AR,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
AS,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
BR,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
CG,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
CH,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
DD,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
DL,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
DN,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
GA,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
GJ,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,632.9619816
HP,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
HR,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
JH,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
JK,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
KA,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
KL,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
LA,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
LD,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
MH,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
ML,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
MN,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
MP,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
MZ,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
NL,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
OD,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,639.3611304
PB,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
PC,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
RJ,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
SK,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
TN,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9996129
TR,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
TS,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
UK,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,637.5016957
UP,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,652.6384009
WB,Paper and Pulp_enuse,hydrogen,hydrogen,2045,non-energy,644.9525852
AN,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
AP,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
AR,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
AS,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
BR,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
CG,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
CH,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
DD,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
DL,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
DN,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
GA,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
GJ,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1582.404954
HP,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
HR,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
JH,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
JK,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
KA,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
KL,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
LA,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
LD,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
MH,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
ML,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
MN,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
MP,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
MZ,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
NL,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
OD,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1598.402826
PB,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
PC,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
RJ,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
SK,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
TN,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.499032
TR,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
TS,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
UK,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1593.754239
UP,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1631.596002
WB,Paper and Pulp_enuse,hydrogen,hydrogen cogen,2045,non-energy,1612.381463
AN,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
AP,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
AR,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
AS,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
BR,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
CG,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
CH,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
DD,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
DL,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
DN,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
GA,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
GJ,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,596.8055492
HP,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
HR,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
JH,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
JK,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
KA,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
KL,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
LA,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
LD,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
MH,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
ML,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
MN,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
MP,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
MZ,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
NL,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
OD,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,587.6832847
PB,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
PC,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
RJ,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
SK,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
TN,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,606.2234975
TR,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
TS,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
UK,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,597.534706
UP,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,605.2157655
WB,Paper and Pulp_enuse,refined liquids,refined liquids,2045,non-energy,607.0404389
AN,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
AP,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
AR,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
AS,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
BR,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
CG,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
CH,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
DD,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
DL,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
DN,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
GA,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
GJ,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1495.572083
HP,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
HR,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
JH,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
JK,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
KA,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
KL,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
LA,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
LD,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
MH,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
ML,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
MN,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
MP,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
MZ,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
NL,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
OD,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1472.766422
PB,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
PC,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
RJ,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
SK,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
TN,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1519.116954
TR,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
TS,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
UK,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1497.394975
UP,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1516.597624
WB,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2045,non-energy,1521.159307
AN,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
AP,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
AR,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
AS,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
BR,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
CG,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
CH,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
DD,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
DL,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
DN,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
GA,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
GJ,Agriculture,Agriculture,Agriculture,2050,non-energy,39.40800374
HP,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
HR,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
JH,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
JK,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
KA,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
KL,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
LA,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
LD,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
MH,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
ML,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
MN,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
MP,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
MZ,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
NL,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
OD,Agriculture,Agriculture,Agriculture,2050,non-energy,41.96082959
PB,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
PC,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
RJ,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
SK,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
TN,Agriculture,Agriculture,Agriculture,2050,non-energy,35.85461288
TR,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
TS,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
UK,Agriculture,Agriculture,Agriculture,2050,non-energy,64.77535207
UP,Agriculture,Agriculture,Agriculture,2050,non-energy,43.43887449
WB,Agriculture,Agriculture,Agriculture,2050,non-energy,45.26159516
AN,Agriculture_enuse,electricity,electricity,2050,non-energy,-1.67696
AP,Agriculture_enuse,electricity,electricity,2050,non-energy,-1.43535
AR,Agriculture_enuse,electricity,electricity,2050,non-energy,2.40614
AS,Agriculture_enuse,electricity,electricity,2050,non-energy,-4.2220078
BR,Agriculture_enuse,electricity,electricity,2050,non-energy,-4.2245
CG,Agriculture_enuse,electricity,electricity,2050,non-energy,-1.70668
CH,Agriculture_enuse,electricity,electricity,2050,non-energy,-1.99759
DD,Agriculture_enuse,electricity,electricity,2050,non-energy,-2.09002
DL,Agriculture_enuse,electricity,electricity,2050,non-energy,-5.45164
DN,Agriculture_enuse,electricity,electricity,2050,non-energy,-2.09002
GA,Agriculture_enuse,electricity,electricity,2050,non-energy,-0.74735
GJ,Agriculture_enuse,electricity,electricity,2050,non-energy,-3.974731317
HP,Agriculture_enuse,electricity,electricity,2050,non-energy,-0.86205
HR,Agriculture_enuse,electricity,electricity,2050,non-energy,-2.51909
JH,Agriculture_enuse,electricity,electricity,2050,non-energy,-1.36828
JK,Agriculture_enuse,electricity,electricity,2050,non-energy,2.04867
KA,Agriculture_enuse,electricity,electricity,2050,non-energy,-3.29951
KL,Agriculture_enuse,electricity,electricity,2050,non-energy,-2.03492
LA,Agriculture_enuse,electricity,electricity,2050,non-energy,-1.99759
LD,Agriculture_enuse,electricity,electricity,2050,non-energy,-1.67696
MH,Agriculture_enuse,electricity,electricity,2050,non-energy,-1.40144
ML,Agriculture_enuse,electricity,electricity,2050,non-energy,-1.44211
MN,Agriculture_enuse,electricity,electricity,2050,non-energy,0.12771
MP,Agriculture_enuse,electricity,electricity,2050,non-energy,-3.64717
MZ,Agriculture_enuse,electricity,electricity,2050,non-energy,1.11975
NL,Agriculture_enuse,electricity,electricity,2050,non-energy,3.50719
OD,Agriculture_enuse,electricity,electricity,2050,non-energy,-1.563623232
PB,Agriculture_enuse,electricity,electricity,2050,non-energy,-1.53795
PC,Agriculture_enuse,electricity,electricity,2050,non-energy,-0.4433
RJ,Agriculture_enuse,electricity,electricity,2050,non-energy,-3.096874
SK,Agriculture_enuse,electricity,electricity,2050,non-energy,-1.94606
TN,Agriculture_enuse,electricity,electricity,2050,non-energy,-12.52496
TR,Agriculture_enuse,electricity,electricity,2050,non-energy,-1.98719
TS,Agriculture_enuse,electricity,electricity,2050,non-energy,-2.80894
UK,Agriculture_enuse,electricity,electricity,2050,non-energy,4.143615414
UP,Agriculture_enuse,electricity,electricity,2050,non-energy,-5.073133152
WB,Agriculture_enuse,electricity,electricity,2050,non-energy,-2.207703
AN,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
AP,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
AR,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
AS,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
BR,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
CG,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
CH,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
DD,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
DL,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
DN,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
GA,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
GJ,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,3.346131238
HP,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
HR,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
JH,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
JK,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
KA,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
KL,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
LA,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
LD,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
MH,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
ML,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
MN,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
MP,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
MZ,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
NL,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
OD,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.518650569
PB,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
PC,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
RJ,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
SK,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
TN,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,3.236410512
TR,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
TS,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
UK,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,3.373094713
UP,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.583119254
WB,Agriculture_enuse,refined liquids,refined liquids,2050,non-energy,2.984989691
AN,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
AP,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
AR,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
AS,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
BR,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
CG,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
CH,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
DD,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
DL,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
DN,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
GA,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
GJ,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.92353809
HP,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
HR,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
JH,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
JK,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
KA,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
KL,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
LA,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
LD,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
MH,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
ML,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
MN,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
MP,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
MZ,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
NL,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
OD,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,9.85483642
PB,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
PC,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
RJ,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
SK,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
TN,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.64923628
TR,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
TS,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
UK,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.99094678
UP,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,10.01600814
WB,Agriculture_enuse,refined liquids,refined liquids cogen,2050,non-energy,11.02068423
AN,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
AP,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
AR,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
AS,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
BR,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
CG,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
CH,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
DD,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
DL,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
DN,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
GA,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
GJ,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2073.835538
HP,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
HR,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
JH,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
JK,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
KA,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
KL,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
LA,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
LD,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
MH,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
ML,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
MN,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
MP,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
MZ,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
NL,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
OD,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,3122.114526
PB,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
PC,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
RJ,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
SK,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
TN,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2506.510909
TR,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
TS,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2045.593287
UK,Chem_Fert,Chem_Fert,Chem_Fert,2050,non-energy,2028.518245
