INPUT_TABLE,,,,,,,,,
Variable ID,,,,,,,,,
IndiaBldTechInterp_new,,,,,,,,,
,,,,,,,,,
region,supplysector,subsector,technology,apply.to,from.year,to.year,from.value,to-value,interpolation.function
KA,resid urban apploth,coal,Coal-based app,share-weight,2010,2100,1,1,fixed
KL,resid urban apploth,coal,Coal-based app,share-weight,2010,2100,1,1,fixed
LA,resid urban apploth,coal,Coal-based app,share-weight,2010,2100,1,1,fixed
LD,resid urban apploth,coal,Coal-based app,share-weight,2010,2100,1,1,fixed
MH,resid urban apploth,coal,Coal-based app,share-weight,2010,2100,1,1,fixed
ML,resid urban apploth,coal,Coal-based app,share-weight,2010,2100,1,1,fixed
MN,resid urban apploth,coal,Coal-based app,share-weight,2010,2100,1,1,fixed
MP,resid urban apploth,coal,Coal-based app,share-weight,2010,2100,1,1,fixed
MZ,resid urban apploth,coal,Coal-based app,share-weight,2010,2100,1,1,fixed
NL,resid urban apploth,coal,Coal-based app,share-weight,2010,2100,1,1,fixed
OD,resid urban apploth,coal,Coal-based app,share-weight,2010,2100,1,1,fixed
PB,resid urban apploth,coal,Coal-based app,share-weight,2010,2100,1,1,fixed
RJ,resid urban apploth,coal,Coal-based app,share-weight,2010,2100,1,1,fixed
SK,resid urban apploth,coal,Coal-based app,share-weight,2010,2100,1,1,fixed
TN,resid urban apploth,coal,Coal-based app,share-weight,2010,2100,1,1,fixed
TR,resid urban apploth,coal,Coal-based app,share-weight,2010,2100,1,1,fixed
TS,resid urban apploth,coal,Coal-based app,share-weight,2010,2100,1,1,fixed
UK,resid urban apploth,coal,Coal-based app,share-weight,2010,2100,1,1,fixed
UP,resid urban apploth,coal,Coal-based app,share-weight,2010,2100,1,1,fixed
WB,resid urban apploth,coal,Coal-based app,share-weight,2010,2100,1,1,fixed
AN,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
AP,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
AR,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
AS,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
BR,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
CG,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
CH,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
DD,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
DL,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
DN,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
GA,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
GJ,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
HP,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
HR,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
JH,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
JK,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
KA,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
KL,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
LA,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
LD,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
MH,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
ML,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
MN,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
MP,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
MZ,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
NL,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
OD,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
PB,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
RJ,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
SK,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
TN,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
TR,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
TS,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
UK,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
UP,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
WB,resid rural coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
AN,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
AP,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
AR,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
AS,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
BR,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
CG,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
CH,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
DD,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
DL,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
DN,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
GA,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
GJ,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
HP,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
HR,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
JH,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
JK,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
KA,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
KL,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
LA,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
LD,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
MH,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
ML,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
MN,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
MP,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
MZ,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
NL,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
OD,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
PB,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
RJ,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
SK,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
TN,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
TR,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
TS,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
UK,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
UP,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
WB,resid urban coolers,electricity,desert coolers,share-weight,2010,2100,1,1,fixed
AN,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
AP,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
AR,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
AS,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
BR,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
CG,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
CH,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
DD,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
DL,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
DN,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
GA,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
GJ,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
HP,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
HR,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
JH,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
JK,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
KA,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
KL,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
LA,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
LD,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
MH,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
ML,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
MN,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
MP,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
MZ,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
NL,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
OD,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
PB,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
RJ,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
SK,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
TN,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
TR,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
TS,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
UK,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
UP,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
WB,resid rural apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
AN,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
AP,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
AR,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
AS,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
BR,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
CG,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
CH,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
DD,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
DL,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
DN,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
GA,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
GJ,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
HP,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
HR,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
JH,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
JK,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
KA,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
KL,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
LA,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
LD,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
MH,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
ML,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
MN,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
MP,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
MZ,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
NL,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
OD,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
PB,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
RJ,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
SK,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
TN,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
TR,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
TS,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
UK,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
UP,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
WB,resid urban apploth,electricity,Elec-based app,share-weight,2010,2100,1,1,fixed
AN,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
AP,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
AR,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
AS,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
BR,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
CG,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
CH,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
DD,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
DL,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
DN,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
GA,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
GJ,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
HP,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
HR,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
JH,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
JK,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
KA,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
KL,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
LA,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
LD,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
MH,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
ML,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
MN,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
MP,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
MZ,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
NL,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
OD,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
PB,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
RJ,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
SK,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
TN,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
TR,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
TS,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
UK,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
UP,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
WB,comm cooking,electricity,electric cooking,share-weight,2010,2100,1,1,fixed
AN,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
AP,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
AR,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
AS,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
BR,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
CG,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
CH,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
DD,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
DL,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
DN,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
GA,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
GJ,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
HP,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
HR,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
JH,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
JK,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
KA,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
KL,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
LA,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
LD,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
MH,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
ML,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
MN,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
MP,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
MZ,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
NL,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
OD,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
PB,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
RJ,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
SK,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
TN,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
TR,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
TS,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
UK,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
UP,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
WB,resid rural cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
AN,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
AP,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
AR,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
AS,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
BR,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
CG,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
CH,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
DD,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
DL,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
DN,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
GA,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
GJ,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
HP,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
HR,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
JH,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
JK,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
KA,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
KL,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
LA,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
LD,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
MH,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
ML,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
MN,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
MP,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
MZ,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
NL,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
OD,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
PB,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
RJ,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
SK,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
TN,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
TR,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
TS,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
UK,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
UP,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
WB,resid urban cooking,electricity,electricity,share-weight,2010,2100,1,1,fixed
AN,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
AP,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
AR,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
AS,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
BR,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
CG,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
CH,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
DD,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
DL,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
DN,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
GA,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
GJ,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
HP,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
HR,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
JH,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
JK,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
KA,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
KL,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
LA,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
LD,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
MH,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
ML,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
MN,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
MP,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
MZ,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
NL,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
OD,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
PB,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
RJ,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
SK,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
TN,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
TR,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
TS,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
UK,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
UP,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
WB,comm lighting,electricity,electricity based lighting,share-weight,2010,2100,1,1,fixed
AN,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
AP,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
AR,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
AS,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
BR,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
CG,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
CH,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
DD,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
DL,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
DN,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
GA,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
GJ,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
HP,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
HR,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
JH,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
JK,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
KA,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
KL,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
LA,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
LD,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
MH,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
ML,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
MN,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
MP,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
MZ,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
NL,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
OD,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
PB,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
RJ,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
SK,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
TN,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
TR,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
TS,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
UK,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
UP,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
WB,comm others,electricity,electricity based others,share-weight,2010,2100,1,1,fixed
AN,comm ref,electricity,electricity based ref,share-weight,2010,2100,1,1,fixed
AP,comm ref,electricity,electricity based ref,share-weight,2010,2100,1,1,fixed
AR,comm ref,electricity,electricity based ref,share-weight,2010,2100,1,1,fixed
AS,comm ref,electricity,electricity based ref,share-weight,2010,2100,1,1,fixed
BR,comm ref,electricity,electricity based ref,share-weight,2010,2100,1,1,fixed
CG,comm ref,electricity,electricity based ref,share-weight,2010,2100,1,1,fixed
CH,comm ref,electricity,electricity based ref,share-weight,2010,2100,1,1,fixed
DD,comm ref,electricity,electricity based ref,share-weight,2010,2100,1,1,fixed
DL,comm ref,electricity,electricity based ref,share-weight,2010,2100,1,1,fixed
DN,comm ref,electricity,electricity based ref,share-weight,2010,2100,1,1,fixed
