INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
IndiaIndusSharewt,,,,,,,,
,,,,,,,,
region,supplysector,subsector,apply.to,from.year,to.year,from.value,to-value,interpolation.function
MH,resid urban space heating,biomass,share-weight,2045,2100,0,0,fixed
ML,resid urban space heating,biomass,share-weight,2045,2100,0,0,fixed
MN,resid urban space heating,biomass,share-weight,2045,2100,0,0,fixed
MP,resid urban space heating,biomass,share-weight,2045,2100,0,0,fixed
MZ,resid urban space heating,biomass,share-weight,2045,2100,0,0,fixed
NL,resid urban space heating,biomass,share-weight,2045,2100,0,0,fixed
OD,resid urban space heating,biomass,share-weight,2045,2100,0,0,fixed
PB,resid urban space heating,biomass,share-weight,2045,2100,0,0,fixed
PC,resid urban space heating,biomass,share-weight,2045,2100,0,0,fixed
RJ,resid urban space heating,biomass,share-weight,2045,2100,0,0,fixed
SK,resid urban space heating,biomass,share-weight,2045,2100,0,0,fixed
TN,resid urban space heating,biomass,share-weight,2045,2100,0,0,fixed
TR,resid urban space heating,biomass,share-weight,2045,2100,0,0,fixed
TS,resid urban space heating,biomass,share-weight,2045,2100,0,0,fixed
UK,resid urban space heating,biomass,share-weight,2045,2100,0,0,fixed
UP,resid urban space heating,biomass,share-weight,2045,2100,0,0,fixed
WB,resid urban space heating,biomass,share-weight,2045,2100,0,0,fixed
AN,comm others,coal,share-weight,2010,2015,3.00E-04,3.00E-04,fixed
AP,comm others,coal,share-weight,2010,2015,0.05896625,0.05896625,fixed
AR,comm others,coal,share-weight,2010,2015,0.35,0.35,fixed
AS,comm others,coal,share-weight,2010,2015,0.0439194,0.0439194,fixed
BR,comm others,coal,share-weight,2010,2015,0.35,0.35,fixed
CG,comm others,coal,share-weight,2010,2015,0.35,0.35,fixed
CH,comm others,coal,share-weight,2010,2015,0.00584773,0.00584773,fixed
DD,comm others,coal,share-weight,2010,2015,0,0,fixed
DL,comm others,coal,share-weight,2010,2015,1.00E-05,1.00E-05,fixed
DN,comm others,coal,share-weight,2010,2015,5.81E-06,5.81E-06,fixed
GA,comm others,coal,share-weight,2010,2015,0.000654353,0.000654353,fixed
GJ,comm others,coal,share-weight,2010,2015,0.35,0.35,fixed
HP,comm others,coal,share-weight,2010,2015,0.0495866,0.0495866,fixed
HR,comm others,coal,share-weight,2010,2015,3.02E-04,3.02E-04,fixed
JH,comm others,coal,share-weight,2010,2015,0.35,0.35,fixed
JK,comm others,coal,share-weight,2010,2015,0.35,0.35,fixed
KA,comm others,coal,share-weight,2010,2015,0.002649682,0.002649682,fixed
KL,comm others,coal,share-weight,2010,2015,0.030787785,0.030787785,fixed
LA,comm others,coal,share-weight,2010,2015,0.35,0.35,fixed
LD,comm others,coal,share-weight,2010,2015,5.15E-05,5.15E-05,fixed
MH,comm others,coal,share-weight,2010,2015,0.03254671,0.03254671,fixed
ML,comm others,coal,share-weight,2010,2015,1.65E-04,1.65E-04,fixed
MN,comm others,coal,share-weight,2010,2015,0.35,0.35,fixed
MP,comm others,coal,share-weight,2010,2015,0.0703661,0.0703661,fixed
MZ,comm others,coal,share-weight,2010,2015,0.05846575,0.05846575,fixed
NL,comm others,coal,share-weight,2010,2015,0.024094735,0.024094735,fixed
OD,comm others,coal,share-weight,2010,2015,0.35,0.35,fixed
PB,comm others,coal,share-weight,2010,2015,0.02309328,0.02309328,fixed
PC,comm others,coal,share-weight,2010,2015,0.001670326,0.001670326,fixed
RJ,comm others,coal,share-weight,2010,2015,0.04290405,0.04290405,fixed
SK,comm others,coal,share-weight,2010,2015,1.24E-04,1.24E-04,fixed
TN,comm others,coal,share-weight,2010,2015,0.005812275,0.005812275,fixed
TR,comm others,coal,share-weight,2010,2015,0.0727874,0.0727874,fixed
TS,comm others,coal,share-weight,2010,2015,0,0,fixed
UK,comm others,coal,share-weight,2010,2015,0.018451265,0.018451265,fixed
UP,comm others,coal,share-weight,2010,2015,0.0843409,0.0843409,fixed
WB,comm others,coal,share-weight,2010,2015,0.35,0.35,fixed
AN,comm others,coal,share-weight,2010,2020,2.10E-04,0.00E+00,linear
AP,comm others,coal,share-weight,2010,2020,0.041276375,0.00E+00,linear
AR,comm others,coal,share-weight,2010,2020,0.245,0.00E+00,linear
AS,comm others,coal,share-weight,2010,2020,0.03074358,0.00E+00,linear
BR,comm others,coal,share-weight,2010,2020,0.245,0.00E+00,linear
CG,comm others,coal,share-weight,2010,2020,0.245,0.00E+00,linear
CH,comm others,coal,share-weight,2010,2020,0.004093411,0.00E+00,linear
DD,comm others,coal,share-weight,2010,2020,0,0.00E+00,linear
DL,comm others,coal,share-weight,2010,2020,7.01E-06,0.00E+00,linear
DN,comm others,coal,share-weight,2010,2020,4.07E-06,0.00E+00,linear
GA,comm others,coal,share-weight,2010,2020,0.000458047,0.00E+00,linear
GJ,comm others,coal,share-weight,2010,2020,0.245,0.00E+00,linear
HP,comm others,coal,share-weight,2010,2020,0.03471062,0.00E+00,linear
HR,comm others,coal,share-weight,2010,2020,2.12E-04,0.00E+00,linear
JH,comm others,coal,share-weight,2010,2020,0.245,0.00E+00,linear
JK,comm others,coal,share-weight,2010,2020,0.245,0.00E+00,linear
KA,comm others,coal,share-weight,2010,2020,0.001854777,0.00E+00,linear
KL,comm others,coal,share-weight,2010,2020,0.02155145,0.00E+00,linear
LA,comm others,coal,share-weight,2010,2020,0.245,0.00E+00,linear
LD,comm others,coal,share-weight,2010,2020,3.60E-05,0.00E+00,linear
MH,comm others,coal,share-weight,2010,2020,0.022782697,0.00E+00,linear
ML,comm others,coal,share-weight,2010,2020,1.15E-04,0.00E+00,linear
MN,comm others,coal,share-weight,2010,2020,0.245,0.00E+00,linear
MP,comm others,coal,share-weight,2010,2020,0.04925627,0.00E+00,linear
MZ,comm others,coal,share-weight,2010,2020,0.040926025,0.00E+00,linear
NL,comm others,coal,share-weight,2010,2020,0.016866315,0.00E+00,linear
OD,comm others,coal,share-weight,2010,2020,0.245,0.00E+00,linear
PB,comm others,coal,share-weight,2010,2020,0.016165296,0.00E+00,linear
PC,comm others,coal,share-weight,2010,2020,0.001169228,0.00E+00,linear
RJ,comm others,coal,share-weight,2010,2020,0.030032835,0.00E+00,linear
SK,comm others,coal,share-weight,2010,2020,8.67E-05,0.00E+00,linear
TN,comm others,coal,share-weight,2010,2020,0.004068593,0.00E+00,linear
TR,comm others,coal,share-weight,2010,2020,0.05095118,0.00E+00,linear
TS,comm others,coal,share-weight,2010,2020,0,0.00E+00,linear
UK,comm others,coal,share-weight,2010,2020,0.012915886,0.00E+00,linear
UP,comm others,coal,share-weight,2010,2020,0.05903863,0.00E+00,linear
WB,comm others,coal,share-weight,2010,2020,0.245,0.00E+00,linear
AN,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
AP,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
AR,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
AS,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
BR,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
CG,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
CH,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
DD,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
DL,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
DN,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
GA,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
GJ,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
HP,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
HR,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
JH,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
JK,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
KA,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
KL,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
LA,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
LD,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
MH,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
ML,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
MN,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
MP,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
MZ,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
NL,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
OD,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
PB,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
PC,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
RJ,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
SK,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
TN,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
TR,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
TS,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
UK,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
UP,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
WB,comm others,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
AN,resid rural apploth,coal,share-weight,2010,2015,7.91E-05,7.91E-05,fixed
AP,resid rural apploth,coal,share-weight,2010,2015,3.21E-07,3.21E-07,fixed
AR,resid rural apploth,coal,share-weight,2010,2015,0,0,fixed
AS,resid rural apploth,coal,share-weight,2010,2015,2.13E-06,2.13E-06,fixed
BR,resid rural apploth,coal,share-weight,2010,2015,1.64E-06,1.64E-06,fixed
CG,resid rural apploth,coal,share-weight,2010,2015,2.47E-07,2.47E-07,fixed
CH,resid rural apploth,coal,share-weight,2010,2015,0.002309202,0.002309202,fixed
DD,resid rural apploth,coal,share-weight,2010,2015,0,0,fixed
DL,resid rural apploth,coal,share-weight,2010,2015,0,0,fixed
DN,resid rural apploth,coal,share-weight,2010,2015,0,0,fixed
GA,resid rural apploth,coal,share-weight,2010,2015,0,0,fixed
GJ,resid rural apploth,coal,share-weight,2010,2015,1.53E-07,1.53E-07,fixed
HP,resid rural apploth,coal,share-weight,2010,2015,3.48E-05,3.48E-05,fixed
HR,resid rural apploth,coal,share-weight,2010,2015,0,0,fixed
JH,resid rural apploth,coal,share-weight,2010,2015,1.36E-06,1.36E-06,fixed
JK,resid rural apploth,coal,share-weight,2010,2015,8.40E-05,8.40E-05,fixed
KA,resid rural apploth,coal,share-weight,2010,2015,1.80E-07,1.80E-07,fixed
KL,resid rural apploth,coal,share-weight,2010,2015,1.13E-06,1.13E-06,fixed
LA,resid rural apploth,coal,share-weight,2010,2015,0.0532679,0.0532679,fixed
LD,resid rural apploth,coal,share-weight,2010,2015,0,0,fixed
MH,resid rural apploth,coal,share-weight,2010,2015,1.11E-07,1.11E-07,fixed
ML,resid rural apploth,coal,share-weight,2010,2015,6.34E-05,6.34E-05,fixed
MN,resid rural apploth,coal,share-weight,2010,2015,1.33E-04,1.33E-04,fixed
MP,resid rural apploth,coal,share-weight,2010,2015,0,0,fixed
MZ,resid rural apploth,coal,share-weight,2010,2015,0.027827485,0.027827485,fixed
NL,resid rural apploth,coal,share-weight,2010,2015,1.65E-04,1.65E-04,fixed
OD,resid rural apploth,coal,share-weight,2010,2015,0,0,fixed
PB,resid rural apploth,coal,share-weight,2010,2015,0,0,fixed
PC,resid rural apploth,coal,share-weight,2010,2015,0,0,fixed
RJ,resid rural apploth,coal,share-weight,2010,2015,5.53E-07,5.53E-07,fixed
SK,resid rural apploth,coal,share-weight,2010,2015,0,0,fixed
TN,resid rural apploth,coal,share-weight,2010,2015,0,0,fixed
TR,resid rural apploth,coal,share-weight,2010,2015,0,0,fixed
TS,resid rural apploth,coal,share-weight,2010,2015,4.38E-09,4.38E-09,fixed
UK,resid rural apploth,coal,share-weight,2010,2015,0,0,fixed
UP,resid rural apploth,coal,share-weight,2010,2015,4.83E-07,4.83E-07,fixed
WB,resid rural apploth,coal,share-weight,2010,2015,3.14E-07,3.14E-07,fixed
AN,resid rural apploth,coal,share-weight,2010,2020,5.54E-05,0.00E+00,linear
AP,resid rural apploth,coal,share-weight,2010,2020,2.24E-07,0.00E+00,linear
AR,resid rural apploth,coal,share-weight,2010,2020,0,0.00E+00,linear
AS,resid rural apploth,coal,share-weight,2010,2020,1.49E-06,0.00E+00,linear
BR,resid rural apploth,coal,share-weight,2010,2020,1.15E-06,0.00E+00,linear
CG,resid rural apploth,coal,share-weight,2010,2020,1.73E-07,0.00E+00,linear
CH,resid rural apploth,coal,share-weight,2010,2020,0.001616441,0.00E+00,linear
DD,resid rural apploth,coal,share-weight,2010,2020,0,0.00E+00,linear
DL,resid rural apploth,coal,share-weight,2010,2020,0,0.00E+00,linear
DN,resid rural apploth,coal,share-weight,2010,2020,0,0.00E+00,linear
GA,resid rural apploth,coal,share-weight,2010,2020,0,0.00E+00,linear
GJ,resid rural apploth,coal,share-weight,2010,2020,1.07E-07,0.00E+00,linear
HP,resid rural apploth,coal,share-weight,2010,2020,2.44E-05,0.00E+00,linear
HR,resid rural apploth,coal,share-weight,2010,2020,0,0.00E+00,linear
JH,resid rural apploth,coal,share-weight,2010,2020,9.51E-07,0.00E+00,linear
JK,resid rural apploth,coal,share-weight,2010,2020,5.88E-05,0.00E+00,linear
KA,resid rural apploth,coal,share-weight,2010,2020,1.26E-07,0.00E+00,linear
KL,resid rural apploth,coal,share-weight,2010,2020,7.94E-07,0.00E+00,linear
LA,resid rural apploth,coal,share-weight,2010,2020,0.03728753,0.00E+00,linear
LD,resid rural apploth,coal,share-weight,2010,2020,0,0.00E+00,linear
MH,resid rural apploth,coal,share-weight,2010,2020,7.74E-08,0.00E+00,linear
ML,resid rural apploth,coal,share-weight,2010,2020,4.43E-05,0.00E+00,linear
MN,resid rural apploth,coal,share-weight,2010,2020,9.31E-05,0.00E+00,linear
MP,resid rural apploth,coal,share-weight,2010,2020,0,0.00E+00,linear
MZ,resid rural apploth,coal,share-weight,2010,2020,0.01947924,0.00E+00,linear
NL,resid rural apploth,coal,share-weight,2010,2020,1.15E-04,0.00E+00,linear
OD,resid rural apploth,coal,share-weight,2010,2020,0,0.00E+00,linear
PB,resid rural apploth,coal,share-weight,2010,2020,0,0.00E+00,linear
PC,resid rural apploth,coal,share-weight,2010,2020,0,0.00E+00,linear
RJ,resid rural apploth,coal,share-weight,2010,2020,3.87E-07,0.00E+00,linear
SK,resid rural apploth,coal,share-weight,2010,2020,0,0.00E+00,linear
TN,resid rural apploth,coal,share-weight,2010,2020,0,0.00E+00,linear
TR,resid rural apploth,coal,share-weight,2010,2020,0,0.00E+00,linear
TS,resid rural apploth,coal,share-weight,2010,2020,3.06E-09,0.00E+00,linear
UK,resid rural apploth,coal,share-weight,2010,2020,0,0.00E+00,linear
UP,resid rural apploth,coal,share-weight,2010,2020,3.38E-07,0.00E+00,linear
WB,resid rural apploth,coal,share-weight,2010,2020,2.20E-07,0.00E+00,linear
AN,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
AP,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
AR,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
AS,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
BR,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
CG,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
CH,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
DD,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
DL,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
DN,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
GA,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
GJ,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
HP,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
HR,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
JH,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
JK,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
KA,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
KL,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
LA,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
LD,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
MH,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
ML,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
MN,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
MP,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
MZ,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
NL,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
OD,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
PB,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
PC,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
RJ,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
SK,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
TN,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
TR,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
TS,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
UK,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
UP,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
WB,resid rural apploth,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
AN,resid rural cooking,coal,share-weight,2010,2015,0.03738315,0.03738315,fixed
AP,resid rural cooking,coal,share-weight,2010,2015,2.79E-04,2.79E-04,fixed
AR,resid rural cooking,coal,share-weight,2010,2015,0,0,fixed
AS,resid rural cooking,coal,share-weight,2010,2015,0.003197992,0.003197992,fixed
BR,resid rural cooking,coal,share-weight,2010,2015,0.01324246,0.01324246,fixed
CG,resid rural cooking,coal,share-weight,2010,2015,0.01241191,0.01241191,fixed
CH,resid rural cooking,coal,share-weight,2010,2015,0.000666831,0.000666831,fixed
DD,resid rural cooking,coal,share-weight,2010,2015,0,0,fixed
DL,resid rural cooking,coal,share-weight,2010,2015,0,0,fixed
DN,resid rural cooking,coal,share-weight,2010,2015,0,0,fixed
GA,resid rural cooking,coal,share-weight,2010,2015,0,0,fixed
GJ,resid rural cooking,coal,share-weight,2010,2015,0.029678285,0.029678285,fixed
HP,resid rural cooking,coal,share-weight,2010,2015,0.003918775,0.003918775,fixed
HR,resid rural cooking,coal,share-weight,2010,2015,0,0,fixed
JH,resid rural cooking,coal,share-weight,2010,2015,0.023593185,0.023593185,fixed
JK,resid rural cooking,coal,share-weight,2010,2015,0.16749145,0.16749145,fixed
KA,resid rural cooking,coal,share-weight,2010,2015,0.000688436,0.000688436,fixed
KL,resid rural cooking,coal,share-weight,2010,2015,0.00067738,0.00067738,fixed
LA,resid rural cooking,coal,share-weight,2010,2015,2.7874595,2.7874595,fixed
LD,resid rural cooking,coal,share-weight,2010,2015,0,0,fixed
MH,resid rural cooking,coal,share-weight,2010,2015,2.77E-04,2.77E-04,fixed
ML,resid rural cooking,coal,share-weight,2010,2015,0.1376564,0.1376564,fixed
MN,resid rural cooking,coal,share-weight,2010,2015,3.903725,3.903725,fixed
MP,resid rural cooking,coal,share-weight,2010,2015,0,0,fixed
MZ,resid rural cooking,coal,share-weight,2010,2015,1.540567,1.540567,fixed
NL,resid rural cooking,coal,share-weight,2010,2015,0.03201632,0.03201632,fixed
OD,resid rural cooking,coal,share-weight,2010,2015,0,0,fixed
PB,resid rural cooking,coal,share-weight,2010,2015,0,0,fixed
PC,resid rural cooking,coal,share-weight,2010,2015,0,0,fixed
RJ,resid rural cooking,coal,share-weight,2010,2015,0.030078055,0.030078055,fixed
SK,resid rural cooking,coal,share-weight,2010,2015,0,0,fixed
TN,resid rural cooking,coal,share-weight,2010,2015,0,0,fixed
TR,resid rural cooking,coal,share-weight,2010,2015,0,0,fixed
TS,resid rural cooking,coal,share-weight,2010,2015,1.61E-04,1.61E-04,fixed
UK,resid rural cooking,coal,share-weight,2010,2015,0,0,fixed
UP,resid rural cooking,coal,share-weight,2010,2015,0.0040467,0.0040467,fixed
WB,resid rural cooking,coal,share-weight,2010,2015,0.018928105,0.018928105,fixed
AN,resid rural cooking,coal,share-weight,2010,2020,0.026168205,0.00E+00,linear
AP,resid rural cooking,coal,share-weight,2010,2020,1.95E-04,0.00E+00,linear
AR,resid rural cooking,coal,share-weight,2010,2020,0,0.00E+00,linear
AS,resid rural cooking,coal,share-weight,2010,2020,0.002238594,0.00E+00,linear
BR,resid rural cooking,coal,share-weight,2010,2020,0.009269722,0.00E+00,linear
CG,resid rural cooking,coal,share-weight,2010,2020,0.008688337,0.00E+00,linear
CH,resid rural cooking,coal,share-weight,2010,2020,0.000466781,0.00E+00,linear
DD,resid rural cooking,coal,share-weight,2010,2020,0,0.00E+00,linear
DL,resid rural cooking,coal,share-weight,2010,2020,0,0.00E+00,linear
DN,resid rural cooking,coal,share-weight,2010,2020,0,0.00E+00,linear
GA,resid rural cooking,coal,share-weight,2010,2020,0,0.00E+00,linear
GJ,resid rural cooking,coal,share-weight,2010,2020,0.0207748,0.00E+00,linear
HP,resid rural cooking,coal,share-weight,2010,2020,0.002743143,0.00E+00,linear
HR,resid rural cooking,coal,share-weight,2010,2020,0,0.00E+00,linear
JH,resid rural cooking,coal,share-weight,2010,2020,0.01651523,0.00E+00,linear
JK,resid rural cooking,coal,share-weight,2010,2020,0.117244015,0.00E+00,linear
KA,resid rural cooking,coal,share-weight,2010,2020,0.000481905,0.00E+00,linear
KL,resid rural cooking,coal,share-weight,2010,2020,0.000474166,0.00E+00,linear
LA,resid rural cooking,coal,share-weight,2010,2020,1.95122165,0.00E+00,linear
LD,resid rural cooking,coal,share-weight,2010,2020,0,0.00E+00,linear
MH,resid rural cooking,coal,share-weight,2010,2020,1.94E-04,0.00E+00,linear
ML,resid rural cooking,coal,share-weight,2010,2020,0.09635948,0.00E+00,linear
MN,resid rural cooking,coal,share-weight,2010,2020,2.7326075,0.00E+00,linear
MP,resid rural cooking,coal,share-weight,2010,2020,0,0.00E+00,linear
MZ,resid rural cooking,coal,share-weight,2010,2020,1.0783969,0.00E+00,linear
NL,resid rural cooking,coal,share-weight,2010,2020,0.022411424,0.00E+00,linear
OD,resid rural cooking,coal,share-weight,2010,2020,0,0.00E+00,linear
PB,resid rural cooking,coal,share-weight,2010,2020,0,0.00E+00,linear
PC,resid rural cooking,coal,share-weight,2010,2020,0,0.00E+00,linear
RJ,resid rural cooking,coal,share-weight,2010,2020,0.021054639,0.00E+00,linear
SK,resid rural cooking,coal,share-weight,2010,2020,0,0.00E+00,linear
TN,resid rural cooking,coal,share-weight,2010,2020,0,0.00E+00,linear
TR,resid rural cooking,coal,share-weight,2010,2020,0,0.00E+00,linear
TS,resid rural cooking,coal,share-weight,2010,2020,1.13E-04,0.00E+00,linear
UK,resid rural cooking,coal,share-weight,2010,2020,0,0.00E+00,linear
UP,resid rural cooking,coal,share-weight,2010,2020,0.00283269,0.00E+00,linear
WB,resid rural cooking,coal,share-weight,2010,2020,0.013249674,0.00E+00,linear
AN,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
AP,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
AR,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
AS,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
BR,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
CG,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
CH,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
DD,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
DL,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
DN,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
GA,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
GJ,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
HP,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
HR,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
JH,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
JK,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
KA,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
KL,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
LA,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
LD,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
MH,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
ML,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
MN,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
MP,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
MZ,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
NL,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
OD,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
PB,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
PC,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
RJ,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
SK,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
TN,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
TR,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
TS,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
UK,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
UP,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
WB,resid rural cooking,coal,share-weight,2015,2100,0.00E+00,0.00E+00,fixed
AN,resid rural space heating,coal,share-weight,2010,2015,0.35,0.35,fixed
AP,resid rural space heating,coal,share-weight,2010,2015,0.35,0.35,fixed
AR,resid rural space heating,coal,share-weight,2010,2015,0,0,fixed
AS,resid rural space heating,coal,share-weight,2010,2015,0.35,0.35,fixed
BR,resid rural space heating,coal,share-weight,2010,2015,0.35,0.35,fixed
CG,resid rural space heating,coal,share-weight,2010,2015,0.35,0.35,fixed
