INPUT_TABLE
Variable ID
RegionIntTechCapital

region,supplysector,subsector,intermittent.technology,year,input.capital,capital.overnight,fixed.charge.rate
KL,electricity,solar,PV_storage,2035,capital,1177,0.090783542
LA,electricity,solar,PV_storage,2035,capital,1177,0.090783542
LD,electricity,solar,PV_storage,2035,capital,1177,0.090783542
MH,electricity,solar,PV_storage,2035,capital,1177,0.090783542
ML,electricity,solar,PV_storage,2035,capital,1177,0.090783542
MN,electricity,solar,PV_storage,2035,capital,1177,0.090783542
MP,electricity,solar,PV_storage,2035,capital,1177,0.090783542
MZ,electricity,solar,PV_storage,2035,capital,1177,0.090783542
NL,electricity,solar,PV_storage,2035,capital,1177,0.090783542
OD,electricity,solar,PV_storage,2035,capital,1177,0.090783542
PB,electricity,solar,PV_storage,2035,capital,1177,0.090783542
PC,electricity,solar,PV_storage,2035,capital,1177,0.090783542
RJ,electricity,solar,PV_storage,2035,capital,1177,0.090783542
SK,electricity,solar,PV_storage,2035,capital,1177,0.090783542
TN,electricity,solar,PV_storage,2035,capital,1177,0.090783542
TR,electricity,solar,PV_storage,2035,capital,1177,0.090783542
TS,electricity,solar,PV_storage,2035,capital,1177,0.090783542
UK,electricity,solar,PV_storage,2035,capital,1177,0.090783542
UP,electricity,solar,PV_storage,2035,capital,1177,0.090783542
WB,electricity,solar,PV_storage,2035,capital,1177,0.090783542
AN,electricity,solar,PV_storage,2040,capital,1145,0.093320724
AP,electricity,solar,PV_storage,2040,capital,1145,0.093320724
AR,electricity,solar,PV_storage,2040,capital,1145,0.093320724
AS,electricity,solar,PV_storage,2040,capital,1145,0.093320724
BR,electricity,solar,PV_storage,2040,capital,1145,0.093320724
CG,electricity,solar,PV_storage,2040,capital,1145,0.093320724
CH,electricity,solar,PV_storage,2040,capital,1145,0.093320724
DD,electricity,solar,PV_storage,2040,capital,1145,0.093320724
DL,electricity,solar,PV_storage,2040,capital,1145,0.093320724
DN,electricity,solar,PV_storage,2040,capital,1145,0.093320724
GA,electricity,solar,PV_storage,2040,capital,1145,0.093320724
GJ,electricity,solar,PV_storage,2040,capital,1145,0.093320724
HP,electricity,solar,PV_storage,2040,capital,1145,0.093320724
HR,electricity,solar,PV_storage,2040,capital,1145,0.093320724
JH,electricity,solar,PV_storage,2040,capital,1145,0.093320724
JK,electricity,solar,PV_storage,2040,capital,1145,0.093320724
KA,electricity,solar,PV_storage,2040,capital,1145,0.093320724
KL,electricity,solar,PV_storage,2040,capital,1145,0.093320724
LA,electricity,solar,PV_storage,2040,capital,1145,0.093320724
LD,electricity,solar,PV_storage,2040,capital,1145,0.093320724
MH,electricity,solar,PV_storage,2040,capital,1145,0.093320724
ML,electricity,solar,PV_storage,2040,capital,1145,0.093320724
MN,electricity,solar,PV_storage,2040,capital,1145,0.093320724
MP,electricity,solar,PV_storage,2040,capital,1145,0.093320724
MZ,electricity,solar,PV_storage,2040,capital,1145,0.093320724
NL,electricity,solar,PV_storage,2040,capital,1145,0.093320724
OD,electricity,solar,PV_storage,2040,capital,1145,0.093320724
PB,electricity,solar,PV_storage,2040,capital,1145,0.093320724
PC,electricity,solar,PV_storage,2040,capital,1145,0.093320724
RJ,electricity,solar,PV_storage,2040,capital,1145,0.093320724
SK,electricity,solar,PV_storage,2040,capital,1145,0.093320724
TN,electricity,solar,PV_storage,2040,capital,1145,0.093320724
TR,electricity,solar,PV_storage,2040,capital,1145,0.093320724
TS,electricity,solar,PV_storage,2040,capital,1145,0.093320724
UK,electricity,solar,PV_storage,2040,capital,1145,0.093320724
UP,electricity,solar,PV_storage,2040,capital,1145,0.093320724
WB,electricity,solar,PV_storage,2040,capital,1145,0.093320724
AN,electricity,solar,PV_storage,2045,capital,1118,0.095574444
AP,electricity,solar,PV_storage,2045,capital,1118,0.095574444
AR,electricity,solar,PV_storage,2045,capital,1118,0.095574444
AS,electricity,solar,PV_storage,2045,capital,1118,0.095574444
BR,electricity,solar,PV_storage,2045,capital,1118,0.095574444
CG,electricity,solar,PV_storage,2045,capital,1118,0.095574444
CH,electricity,solar,PV_storage,2045,capital,1118,0.095574444
DD,electricity,solar,PV_storage,2045,capital,1118,0.095574444
DL,electricity,solar,PV_storage,2045,capital,1118,0.095574444
DN,electricity,solar,PV_storage,2045,capital,1118,0.095574444
GA,electricity,solar,PV_storage,2045,capital,1118,0.095574444
GJ,electricity,solar,PV_storage,2045,capital,1118,0.095574444
HP,electricity,solar,PV_storage,2045,capital,1118,0.095574444
HR,electricity,solar,PV_storage,2045,capital,1118,0.095574444
JH,electricity,solar,PV_storage,2045,capital,1118,0.095574444
JK,electricity,solar,PV_storage,2045,capital,1118,0.095574444
KA,electricity,solar,PV_storage,2045,capital,1118,0.095574444
KL,electricity,solar,PV_storage,2045,capital,1118,0.095574444
LA,electricity,solar,PV_storage,2045,capital,1118,0.095574444
LD,electricity,solar,PV_storage,2045,capital,1118,0.095574444
MH,electricity,solar,PV_storage,2045,capital,1118,0.095574444
ML,electricity,solar,PV_storage,2045,capital,1118,0.095574444
MN,electricity,solar,PV_storage,2045,capital,1118,0.095574444
MP,electricity,solar,PV_storage,2045,capital,1118,0.095574444
MZ,electricity,solar,PV_storage,2045,capital,1118,0.095574444
NL,electricity,solar,PV_storage,2045,capital,1118,0.095574444
OD,electricity,solar,PV_storage,2045,capital,1118,0.095574444
PB,electricity,solar,PV_storage,2045,capital,1118,0.095574444
PC,electricity,solar,PV_storage,2045,capital,1118,0.095574444
RJ,electricity,solar,PV_storage,2045,capital,1118,0.095574444
SK,electricity,solar,PV_storage,2045,capital,1118,0.095574444
TN,electricity,solar,PV_storage,2045,capital,1118,0.095574444
TR,electricity,solar,PV_storage,2045,capital,1118,0.095574444
TS,electricity,solar,PV_storage,2045,capital,1118,0.095574444
UK,electricity,solar,PV_storage,2045,capital,1118,0.095574444
UP,electricity,solar,PV_storage,2045,capital,1118,0.095574444
WB,electricity,solar,PV_storage,2045,capital,1118,0.095574444
AN,electricity,solar,PV_storage,2050,capital,1095,0.097581944
AP,electricity,solar,PV_storage,2050,capital,1095,0.097581944
AR,electricity,solar,PV_storage,2050,capital,1095,0.097581944
AS,electricity,solar,PV_storage,2050,capital,1095,0.097581944
BR,electricity,solar,PV_storage,2050,capital,1095,0.097581944
CG,electricity,solar,PV_storage,2050,capital,1095,0.097581944
CH,electricity,solar,PV_storage,2050,capital,1095,0.097581944
DD,electricity,solar,PV_storage,2050,capital,1095,0.097581944
DL,electricity,solar,PV_storage,2050,capital,1095,0.097581944
DN,electricity,solar,PV_storage,2050,capital,1095,0.097581944
GA,electricity,solar,PV_storage,2050,capital,1095,0.097581944
GJ,electricity,solar,PV_storage,2050,capital,1095,0.097581944
HP,electricity,solar,PV_storage,2050,capital,1095,0.097581944
HR,electricity,solar,PV_storage,2050,capital,1095,0.097581944
JH,electricity,solar,PV_storage,2050,capital,1095,0.097581944
JK,electricity,solar,PV_storage,2050,capital,1095,0.097581944
KA,electricity,solar,PV_storage,2050,capital,1095,0.097581944
KL,electricity,solar,PV_storage,2050,capital,1095,0.097581944
LA,electricity,solar,PV_storage,2050,capital,1095,0.097581944
LD,electricity,solar,PV_storage,2050,capital,1095,0.097581944
MH,electricity,solar,PV_storage,2050,capital,1095,0.097581944
ML,electricity,solar,PV_storage,2050,capital,1095,0.097581944
MN,electricity,solar,PV_storage,2050,capital,1095,0.097581944
MP,electricity,solar,PV_storage,2050,capital,1095,0.097581944
MZ,electricity,solar,PV_storage,2050,capital,1095,0.097581944
NL,electricity,solar,PV_storage,2050,capital,1095,0.097581944
OD,electricity,solar,PV_storage,2050,capital,1095,0.097581944
PB,electricity,solar,PV_storage,2050,capital,1095,0.097581944
PC,electricity,solar,PV_storage,2050,capital,1095,0.097581944
RJ,electricity,solar,PV_storage,2050,capital,1095,0.097581944
SK,electricity,solar,PV_storage,2050,capital,1095,0.097581944
TN,electricity,solar,PV_storage,2050,capital,1095,0.097581944
TR,electricity,solar,PV_storage,2050,capital,1095,0.097581944
TS,electricity,solar,PV_storage,2050,capital,1095,0.097581944
UK,electricity,solar,PV_storage,2050,capital,1095,0.097581944
UP,electricity,solar,PV_storage,2050,capital,1095,0.097581944
WB,electricity,solar,PV_storage,2050,capital,1095,0.097581944
AN,electricity,solar,PV_storage,2055,capital,1075,0.099397422
AP,electricity,solar,PV_storage,2055,capital,1075,0.099397422
AR,electricity,solar,PV_storage,2055,capital,1075,0.099397422
AS,electricity,solar,PV_storage,2055,capital,1075,0.099397422
BR,electricity,solar,PV_storage,2055,capital,1075,0.099397422
CG,electricity,solar,PV_storage,2055,capital,1075,0.099397422
CH,electricity,solar,PV_storage,2055,capital,1075,0.099397422
DD,electricity,solar,PV_storage,2055,capital,1075,0.099397422
DL,electricity,solar,PV_storage,2055,capital,1075,0.099397422
DN,electricity,solar,PV_storage,2055,capital,1075,0.099397422
GA,electricity,solar,PV_storage,2055,capital,1075,0.099397422
GJ,electricity,solar,PV_storage,2055,capital,1075,0.099397422
HP,electricity,solar,PV_storage,2055,capital,1075,0.099397422
HR,electricity,solar,PV_storage,2055,capital,1075,0.099397422
JH,electricity,solar,PV_storage,2055,capital,1075,0.099397422
JK,electricity,solar,PV_storage,2055,capital,1075,0.099397422
KA,electricity,solar,PV_storage,2055,capital,1075,0.099397422
KL,electricity,solar,PV_storage,2055,capital,1075,0.099397422
LA,electricity,solar,PV_storage,2055,capital,1075,0.099397422
LD,electricity,solar,PV_storage,2055,capital,1075,0.099397422
MH,electricity,solar,PV_storage,2055,capital,1075,0.099397422
ML,electricity,solar,PV_storage,2055,capital,1075,0.099397422
MN,electricity,solar,PV_storage,2055,capital,1075,0.099397422
MP,electricity,solar,PV_storage,2055,capital,1075,0.099397422
MZ,electricity,solar,PV_storage,2055,capital,1075,0.099397422
NL,electricity,solar,PV_storage,2055,capital,1075,0.099397422
OD,electricity,solar,PV_storage,2055,capital,1075,0.099397422
PB,electricity,solar,PV_storage,2055,capital,1075,0.099397422
PC,electricity,solar,PV_storage,2055,capital,1075,0.099397422
RJ,electricity,solar,PV_storage,2055,capital,1075,0.099397422
SK,electricity,solar,PV_storage,2055,capital,1075,0.099397422
TN,electricity,solar,PV_storage,2055,capital,1075,0.099397422
TR,electricity,solar,PV_storage,2055,capital,1075,0.099397422
TS,electricity,solar,PV_storage,2055,capital,1075,0.099397422
UK,electricity,solar,PV_storage,2055,capital,1075,0.099397422
UP,electricity,solar,PV_storage,2055,capital,1075,0.099397422
WB,electricity,solar,PV_storage,2055,capital,1075,0.099397422
AN,electricity,solar,PV_storage,2060,capital,1058,0.100994545
AP,electricity,solar,PV_storage,2060,capital,1058,0.100994545
AR,electricity,solar,PV_storage,2060,capital,1058,0.100994545
AS,electricity,solar,PV_storage,2060,capital,1058,0.100994545
BR,electricity,solar,PV_storage,2060,capital,1058,0.100994545
CG,electricity,solar,PV_storage,2060,capital,1058,0.100994545
CH,electricity,solar,PV_storage,2060,capital,1058,0.100994545
DD,electricity,solar,PV_storage,2060,capital,1058,0.100994545
DL,electricity,solar,PV_storage,2060,capital,1058,0.100994545
DN,electricity,solar,PV_storage,2060,capital,1058,0.100994545
GA,electricity,solar,PV_storage,2060,capital,1058,0.100994545
GJ,electricity,solar,PV_storage,2060,capital,1058,0.100994545
HP,electricity,solar,PV_storage,2060,capital,1058,0.100994545
HR,electricity,solar,PV_storage,2060,capital,1058,0.100994545
JH,electricity,solar,PV_storage,2060,capital,1058,0.100994545
JK,electricity,solar,PV_storage,2060,capital,1058,0.100994545
KA,electricity,solar,PV_storage,2060,capital,1058,0.100994545
KL,electricity,solar,PV_storage,2060,capital,1058,0.100994545
LA,electricity,solar,PV_storage,2060,capital,1058,0.100994545
LD,electricity,solar,PV_storage,2060,capital,1058,0.100994545
MH,electricity,solar,PV_storage,2060,capital,1058,0.100994545
ML,electricity,solar,PV_storage,2060,capital,1058,0.100994545
MN,electricity,solar,PV_storage,2060,capital,1058,0.100994545
MP,electricity,solar,PV_storage,2060,capital,1058,0.100994545
MZ,electricity,solar,PV_storage,2060,capital,1058,0.100994545
NL,electricity,solar,PV_storage,2060,capital,1058,0.100994545
OD,electricity,solar,PV_storage,2060,capital,1058,0.100994545
PB,electricity,solar,PV_storage,2060,capital,1058,0.100994545
PC,electricity,solar,PV_storage,2060,capital,1058,0.100994545
RJ,electricity,solar,PV_storage,2060,capital,1058,0.100994545
SK,electricity,solar,PV_storage,2060,capital,1058,0.100994545
TN,electricity,solar,PV_storage,2060,capital,1058,0.100994545
TR,electricity,solar,PV_storage,2060,capital,1058,0.100994545
TS,electricity,solar,PV_storage,2060,capital,1058,0.100994545
UK,electricity,solar,PV_storage,2060,capital,1058,0.100994545
UP,electricity,solar,PV_storage,2060,capital,1058,0.100994545
WB,electricity,solar,PV_storage,2060,capital,1058,0.100994545
AN,electricity,solar,PV_storage,2065,capital,1043,0.102447007
AP,electricity,solar,PV_storage,2065,capital,1043,0.102447007
AR,electricity,solar,PV_storage,2065,capital,1043,0.102447007
AS,electricity,solar,PV_storage,2065,capital,1043,0.102447007
BR,electricity,solar,PV_storage,2065,capital,1043,0.102447007
CG,electricity,solar,PV_storage,2065,capital,1043,0.102447007
CH,electricity,solar,PV_storage,2065,capital,1043,0.102447007
DD,electricity,solar,PV_storage,2065,capital,1043,0.102447007
DL,electricity,solar,PV_storage,2065,capital,1043,0.102447007
DN,electricity,solar,PV_storage,2065,capital,1043,0.102447007
GA,electricity,solar,PV_storage,2065,capital,1043,0.102447007
GJ,electricity,solar,PV_storage,2065,capital,1043,0.102447007
HP,electricity,solar,PV_storage,2065,capital,1043,0.102447007
HR,electricity,solar,PV_storage,2065,capital,1043,0.102447007
JH,electricity,solar,PV_storage,2065,capital,1043,0.102447007
JK,electricity,solar,PV_storage,2065,capital,1043,0.102447007
KA,electricity,solar,PV_storage,2065,capital,1043,0.102447007
KL,electricity,solar,PV_storage,2065,capital,1043,0.102447007
LA,electricity,solar,PV_storage,2065,capital,1043,0.102447007
LD,electricity,solar,PV_storage,2065,capital,1043,0.102447007
MH,electricity,solar,PV_storage,2065,capital,1043,0.102447007
ML,electricity,solar,PV_storage,2065,capital,1043,0.102447007
MN,electricity,solar,PV_storage,2065,capital,1043,0.102447007
MP,electricity,solar,PV_storage,2065,capital,1043,0.102447007
MZ,electricity,solar,PV_storage,2065,capital,1043,0.102447007
NL,electricity,solar,PV_storage,2065,capital,1043,0.102447007
OD,electricity,solar,PV_storage,2065,capital,1043,0.102447007
PB,electricity,solar,PV_storage,2065,capital,1043,0.102447007
PC,electricity,solar,PV_storage,2065,capital,1043,0.102447007
RJ,electricity,solar,PV_storage,2065,capital,1043,0.102447007
SK,electricity,solar,PV_storage,2065,capital,1043,0.102447007
TN,electricity,solar,PV_storage,2065,capital,1043,0.102447007
TR,electricity,solar,PV_storage,2065,capital,1043,0.102447007
TS,electricity,solar,PV_storage,2065,capital,1043,0.102447007
UK,electricity,solar,PV_storage,2065,capital,1043,0.102447007
UP,electricity,solar,PV_storage,2065,capital,1043,0.102447007
WB,electricity,solar,PV_storage,2065,capital,1043,0.102447007
AN,electricity,solar,PV_storage,2070,capital,1031,0.103639407
AP,electricity,solar,PV_storage,2070,capital,1031,0.103639407
AR,electricity,solar,PV_storage,2070,capital,1031,0.103639407
AS,electricity,solar,PV_storage,2070,capital,1031,0.103639407
BR,electricity,solar,PV_storage,2070,capital,1031,0.103639407
CG,electricity,solar,PV_storage,2070,capital,1031,0.103639407
CH,electricity,solar,PV_storage,2070,capital,1031,0.103639407
DD,electricity,solar,PV_storage,2070,capital,1031,0.103639407
DL,electricity,solar,PV_storage,2070,capital,1031,0.103639407
DN,electricity,solar,PV_storage,2070,capital,1031,0.103639407
GA,electricity,solar,PV_storage,2070,capital,1031,0.103639407
GJ,electricity,solar,PV_storage,2070,capital,1031,0.103639407
HP,electricity,solar,PV_storage,2070,capital,1031,0.103639407
HR,electricity,solar,PV_storage,2070,capital,1031,0.103639407
JH,electricity,solar,PV_storage,2070,capital,1031,0.103639407
JK,electricity,solar,PV_storage,2070,capital,1031,0.103639407
KA,electricity,solar,PV_storage,2070,capital,1031,0.103639407
KL,electricity,solar,PV_storage,2070,capital,1031,0.103639407
LA,electricity,solar,PV_storage,2070,capital,1031,0.103639407
LD,electricity,solar,PV_storage,2070,capital,1031,0.103639407
MH,electricity,solar,PV_storage,2070,capital,1031,0.103639407
ML,electricity,solar,PV_storage,2070,capital,1031,0.103639407
MN,electricity,solar,PV_storage,2070,capital,1031,0.103639407
MP,electricity,solar,PV_storage,2070,capital,1031,0.103639407
MZ,electricity,solar,PV_storage,2070,capital,1031,0.103639407
NL,electricity,solar,PV_storage,2070,capital,1031,0.103639407
OD,electricity,solar,PV_storage,2070,capital,1031,0.103639407
PB,electricity,solar,PV_storage,2070,capital,1031,0.103639407
PC,electricity,solar,PV_storage,2070,capital,1031,0.103639407
RJ,electricity,solar,PV_storage,2070,capital,1031,0.103639407
SK,electricity,solar,PV_storage,2070,capital,1031,0.103639407
TN,electricity,solar,PV_storage,2070,capital,1031,0.103639407
TR,electricity,solar,PV_storage,2070,capital,1031,0.103639407
TS,electricity,solar,PV_storage,2070,capital,1031,0.103639407
UK,electricity,solar,PV_storage,2070,capital,1031,0.103639407
UP,electricity,solar,PV_storage,2070,capital,1031,0.103639407
WB,electricity,solar,PV_storage,2070,capital,1031,0.103639407
AN,electricity,solar,PV_storage,2075,capital,1020,0.104757087
AP,electricity,solar,PV_storage,2075,capital,1020,0.104757087
AR,electricity,solar,PV_storage,2075,capital,1020,0.104757087
AS,electricity,solar,PV_storage,2075,capital,1020,0.104757087
BR,electricity,solar,PV_storage,2075,capital,1020,0.104757087
CG,electricity,solar,PV_storage,2075,capital,1020,0.104757087
CH,electricity,solar,PV_storage,2075,capital,1020,0.104757087
DD,electricity,solar,PV_storage,2075,capital,1020,0.104757087
DL,electricity,solar,PV_storage,2075,capital,1020,0.104757087
DN,electricity,solar,PV_storage,2075,capital,1020,0.104757087
GA,electricity,solar,PV_storage,2075,capital,1020,0.104757087
GJ,electricity,solar,PV_storage,2075,capital,1020,0.104757087
HP,electricity,solar,PV_storage,2075,capital,1020,0.104757087
HR,electricity,solar,PV_storage,2075,capital,1020,0.104757087
JH,electricity,solar,PV_storage,2075,capital,1020,0.104757087
JK,electricity,solar,PV_storage,2075,capital,1020,0.104757087
KA,electricity,solar,PV_storage,2075,capital,1020,0.104757087
KL,electricity,solar,PV_storage,2075,capital,1020,0.104757087
LA,electricity,solar,PV_storage,2075,capital,1020,0.104757087
LD,electricity,solar,PV_storage,2075,capital,1020,0.104757087
MH,electricity,solar,PV_storage,2075,capital,1020,0.104757087
ML,electricity,solar,PV_storage,2075,capital,1020,0.104757087
MN,electricity,solar,PV_storage,2075,capital,1020,0.104757087
MP,electricity,solar,PV_storage,2075,capital,1020,0.104757087
MZ,electricity,solar,PV_storage,2075,capital,1020,0.104757087
NL,electricity,solar,PV_storage,2075,capital,1020,0.104757087
OD,electricity,solar,PV_storage,2075,capital,1020,0.104757087
PB,electricity,solar,PV_storage,2075,capital,1020,0.104757087
PC,electricity,solar,PV_storage,2075,capital,1020,0.104757087
RJ,electricity,solar,PV_storage,2075,capital,1020,0.104757087
SK,electricity,solar,PV_storage,2075,capital,1020,0.104757087
TN,electricity,solar,PV_storage,2075,capital,1020,0.104757087
TR,electricity,solar,PV_storage,2075,capital,1020,0.104757087
TS,electricity,solar,PV_storage,2075,capital,1020,0.104757087
UK,electricity,solar,PV_storage,2075,capital,1020,0.104757087
UP,electricity,solar,PV_storage,2075,capital,1020,0.104757087
WB,electricity,solar,PV_storage,2075,capital,1020,0.104757087
AN,electricity,solar,PV_storage,2080,capital,1011,0.105689642
AP,electricity,solar,PV_storage,2080,capital,1011,0.105689642
AR,electricity,solar,PV_storage,2080,capital,1011,0.105689642
AS,electricity,solar,PV_storage,2080,capital,1011,0.105689642
BR,electricity,solar,PV_storage,2080,capital,1011,0.105689642
CG,electricity,solar,PV_storage,2080,capital,1011,0.105689642
CH,electricity,solar,PV_storage,2080,capital,1011,0.105689642
DD,electricity,solar,PV_storage,2080,capital,1011,0.105689642
DL,electricity,solar,PV_storage,2080,capital,1011,0.105689642
DN,electricity,solar,PV_storage,2080,capital,1011,0.105689642
GA,electricity,solar,PV_storage,2080,capital,1011,0.105689642
GJ,electricity,solar,PV_storage,2080,capital,1011,0.105689642
HP,electricity,solar,PV_storage,2080,capital,1011,0.105689642
HR,electricity,solar,PV_storage,2080,capital,1011,0.105689642
JH,electricity,solar,PV_storage,2080,capital,1011,0.105689642
JK,electricity,solar,PV_storage,2080,capital,1011,0.105689642
KA,electricity,solar,PV_storage,2080,capital,1011,0.105689642
KL,electricity,solar,PV_storage,2080,capital,1011,0.105689642
LA,electricity,solar,PV_storage,2080,capital,1011,0.105689642
LD,electricity,solar,PV_storage,2080,capital,1011,0.105689642
MH,electricity,solar,PV_storage,2080,capital,1011,0.105689642
ML,electricity,solar,PV_storage,2080,capital,1011,0.105689642
MN,electricity,solar,PV_storage,2080,capital,1011,0.105689642
MP,electricity,solar,PV_storage,2080,capital,1011,0.105689642
MZ,electricity,solar,PV_storage,2080,capital,1011,0.105689642
NL,electricity,solar,PV_storage,2080,capital,1011,0.105689642
OD,electricity,solar,PV_storage,2080,capital,1011,0.105689642
PB,electricity,solar,PV_storage,2080,capital,1011,0.105689642
PC,electricity,solar,PV_storage,2080,capital,1011,0.105689642
RJ,electricity,solar,PV_storage,2080,capital,1011,0.105689642
SK,electricity,solar,PV_storage,2080,capital,1011,0.105689642
TN,electricity,solar,PV_storage,2080,capital,1011,0.105689642
TR,electricity,solar,PV_storage,2080,capital,1011,0.105689642
TS,electricity,solar,PV_storage,2080,capital,1011,0.105689642
UK,electricity,solar,PV_storage,2080,capital,1011,0.105689642
UP,electricity,solar,PV_storage,2080,capital,1011,0.105689642
WB,electricity,solar,PV_storage,2080,capital,1011,0.105689642
AN,electricity,solar,PV_storage,2085,capital,1003,0.106532631
AP,electricity,solar,PV_storage,2085,capital,1003,0.106532631
AR,electricity,solar,PV_storage,2085,capital,1003,0.106532631
AS,electricity,solar,PV_storage,2085,capital,1003,0.106532631
BR,electricity,solar,PV_storage,2085,capital,1003,0.106532631
CG,electricity,solar,PV_storage,2085,capital,1003,0.106532631
CH,electricity,solar,PV_storage,2085,capital,1003,0.106532631
DD,electricity,solar,PV_storage,2085,capital,1003,0.106532631
DL,electricity,solar,PV_storage,2085,capital,1003,0.106532631
DN,electricity,solar,PV_storage,2085,capital,1003,0.106532631
GA,electricity,solar,PV_storage,2085,capital,1003,0.106532631
GJ,electricity,solar,PV_storage,2085,capital,1003,0.106532631
HP,electricity,solar,PV_storage,2085,capital,1003,0.106532631
HR,electricity,solar,PV_storage,2085,capital,1003,0.106532631
JH,electricity,solar,PV_storage,2085,capital,1003,0.106532631
JK,electricity,solar,PV_storage,2085,capital,1003,0.106532631
KA,electricity,solar,PV_storage,2085,capital,1003,0.106532631
KL,electricity,solar,PV_storage,2085,capital,1003,0.106532631
LA,electricity,solar,PV_storage,2085,capital,1003,0.106532631
LD,electricity,solar,PV_storage,2085,capital,1003,0.106532631
MH,electricity,solar,PV_storage,2085,capital,1003,0.106532631
ML,electricity,solar,PV_storage,2085,capital,1003,0.106532631
MN,electricity,solar,PV_storage,2085,capital,1003,0.106532631
MP,electricity,solar,PV_storage,2085,capital,1003,0.106532631
MZ,electricity,solar,PV_storage,2085,capital,1003,0.106532631
NL,electricity,solar,PV_storage,2085,capital,1003,0.106532631
OD,electricity,solar,PV_storage,2085,capital,1003,0.106532631
PB,electricity,solar,PV_storage,2085,capital,1003,0.106532631
PC,electricity,solar,PV_storage,2085,capital,1003,0.106532631
RJ,electricity,solar,PV_storage,2085,capital,1003,0.106532631
SK,electricity,solar,PV_storage,2085,capital,1003,0.106532631
TN,electricity,solar,PV_storage,2085,capital,1003,0.106532631
TR,electricity,solar,PV_storage,2085,capital,1003,0.106532631
TS,electricity,solar,PV_storage,2085,capital,1003,0.106532631
UK,electricity,solar,PV_storage,2085,capital,1003,0.106532631
UP,electricity,solar,PV_storage,2085,capital,1003,0.106532631
WB,electricity,solar,PV_storage,2085,capital,1003,0.106532631
AN,electricity,solar,PV_storage,2090,capital,996,0.107281354
AP,electricity,solar,PV_storage,2090,capital,996,0.107281354
AR,electricity,solar,PV_storage,2090,capital,996,0.107281354
AS,electricity,solar,PV_storage,2090,capital,996,0.107281354
BR,electricity,solar,PV_storage,2090,capital,996,0.107281354
CG,electricity,solar,PV_storage,2090,capital,996,0.107281354
CH,electricity,solar,PV_storage,2090,capital,996,0.107281354
DD,electricity,solar,PV_storage,2090,capital,996,0.107281354
DL,electricity,solar,PV_storage,2090,capital,996,0.107281354
DN,electricity,solar,PV_storage,2090,capital,996,0.107281354
GA,electricity,solar,PV_storage,2090,capital,996,0.107281354
GJ,electricity,solar,PV_storage,2090,capital,996,0.107281354
HP,electricity,solar,PV_storage,2090,capital,996,0.107281354
HR,electricity,solar,PV_storage,2090,capital,996,0.107281354
JH,electricity,solar,PV_storage,2090,capital,996,0.107281354
JK,electricity,solar,PV_storage,2090,capital,996,0.107281354
KA,electricity,solar,PV_storage,2090,capital,996,0.107281354
KL,electricity,solar,PV_storage,2090,capital,996,0.107281354
LA,electricity,solar,PV_storage,2090,capital,996,0.107281354
LD,electricity,solar,PV_storage,2090,capital,996,0.107281354
MH,electricity,solar,PV_storage,2090,capital,996,0.107281354
ML,electricity,solar,PV_storage,2090,capital,996,0.107281354
MN,electricity,solar,PV_storage,2090,capital,996,0.107281354
MP,electricity,solar,PV_storage,2090,capital,996,0.107281354
MZ,electricity,solar,PV_storage,2090,capital,996,0.107281354
NL,electricity,solar,PV_storage,2090,capital,996,0.107281354
OD,electricity,solar,PV_storage,2090,capital,996,0.107281354
PB,electricity,solar,PV_storage,2090,capital,996,0.107281354
PC,electricity,solar,PV_storage,2090,capital,996,0.107281354
RJ,electricity,solar,PV_storage,2090,capital,996,0.107281354
SK,electricity,solar,PV_storage,2090,capital,996,0.107281354
TN,electricity,solar,PV_storage,2090,capital,996,0.107281354
TR,electricity,solar,PV_storage,2090,capital,996,0.107281354
TS,electricity,solar,PV_storage,2090,capital,996,0.107281354
UK,electricity,solar,PV_storage,2090,capital,996,0.107281354
UP,electricity,solar,PV_storage,2090,capital,996,0.107281354
WB,electricity,solar,PV_storage,2090,capital,996,0.107281354
AN,electricity,solar,PV_storage,2095,capital,990,0.107931544
AP,electricity,solar,PV_storage,2095,capital,990,0.107931544
AR,electricity,solar,PV_storage,2095,capital,990,0.107931544
AS,electricity,solar,PV_storage,2095,capital,990,0.107931544
BR,electricity,solar,PV_storage,2095,capital,990,0.107931544
CG,electricity,solar,PV_storage,2095,capital,990,0.107931544
CH,electricity,solar,PV_storage,2095,capital,990,0.107931544
DD,electricity,solar,PV_storage,2095,capital,990,0.107931544
DL,electricity,solar,PV_storage,2095,capital,990,0.107931544
DN,electricity,solar,PV_storage,2095,capital,990,0.107931544
GA,electricity,solar,PV_storage,2095,capital,990,0.107931544
GJ,electricity,solar,PV_storage,2095,capital,990,0.107931544
HP,electricity,solar,PV_storage,2095,capital,990,0.107931544
HR,electricity,solar,PV_storage,2095,capital,990,0.107931544
JH,electricity,solar,PV_storage,2095,capital,990,0.107931544
JK,electricity,solar,PV_storage,2095,capital,990,0.107931544
KA,electricity,solar,PV_storage,2095,capital,990,0.107931544
KL,electricity,solar,PV_storage,2095,capital,990,0.107931544
LA,electricity,solar,PV_storage,2095,capital,990,0.107931544
LD,electricity,solar,PV_storage,2095,capital,990,0.107931544
MH,electricity,solar,PV_storage,2095,capital,990,0.107931544
ML,electricity,solar,PV_storage,2095,capital,990,0.107931544
MN,electricity,solar,PV_storage,2095,capital,990,0.107931544
