INPUT_TABLE,,,,,,
Variable ID,,,,,,
RegionTechOMfixed,,,,,,
,,,,,,
region,supplysector,subsector,stub.technology,year,input.OM.fixed,OM.fixed
GA,electricity,refined liquids,refined liquids (CC),2060,OM-fixed,0
GA,electricity,refined liquids,refined liquids (CC),2065,OM-fixed,0
GA,electricity,refined liquids,refined liquids (CC),2070,OM-fixed,0
GA,electricity,refined liquids,refined liquids (CC),2075,OM-fixed,0
GA,electricity,refined liquids,refined liquids (CC),2080,OM-fixed,0
GA,electricity,refined liquids,refined liquids (CC),2085,OM-fixed,0
GA,electricity,refined liquids,refined liquids (CC),2090,OM-fixed,0
GA,electricity,refined liquids,refined liquids (CC),2095,OM-fixed,0
GA,electricity,refined liquids,refined liquids (CC),2100,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),1975,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),1990,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),2005,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),2010,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),2015,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),2020,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),2025,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),2030,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),2035,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),2040,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),2045,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),2050,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),2055,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),2060,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),2065,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),2070,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),2075,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),2080,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),2085,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),2090,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),2095,OM-fixed,0
GJ,electricity,refined liquids,refined liquids (CC),2100,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),1975,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),1990,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),2005,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),2010,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),2015,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),2020,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),2025,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),2030,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),2035,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),2040,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),2045,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),2050,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),2055,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),2060,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),2065,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),2070,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),2075,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),2080,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),2085,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),2090,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),2095,OM-fixed,0
HR,electricity,refined liquids,refined liquids (CC),2100,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),1975,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),1990,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),2005,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),2010,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),2015,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),2020,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),2025,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),2030,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),2035,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),2040,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),2045,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),2050,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),2055,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),2060,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),2065,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),2070,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),2075,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),2080,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),2085,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),2090,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),2095,OM-fixed,0
HP,electricity,refined liquids,refined liquids (CC),2100,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),1975,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),1990,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),2005,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),2010,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),2015,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),2020,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),2025,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),2030,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),2035,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),2040,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),2045,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),2050,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),2055,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),2060,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),2065,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),2070,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),2075,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),2080,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),2085,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),2090,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),2095,OM-fixed,0
JK,electricity,refined liquids,refined liquids (CC),2100,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),1975,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),1990,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),2005,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),2010,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),2015,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),2020,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),2025,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),2030,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),2035,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),2040,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),2045,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),2050,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),2055,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),2060,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),2065,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),2070,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),2075,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),2080,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),2085,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),2090,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),2095,OM-fixed,0
JH,electricity,refined liquids,refined liquids (CC),2100,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),1975,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),1990,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),2005,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),2010,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),2015,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),2020,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),2025,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),2030,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),2035,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),2040,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),2045,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),2050,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),2055,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),2060,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),2065,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),2070,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),2075,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),2080,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),2085,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),2090,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),2095,OM-fixed,0
LA,electricity,refined liquids,refined liquids (CC),2100,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),1975,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),1990,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),2005,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),2010,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),2015,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),2020,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),2025,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),2030,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),2035,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),2040,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),2045,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),2050,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),2055,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),2060,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),2065,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),2070,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),2075,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),2080,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),2085,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),2090,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),2095,OM-fixed,0
LD,electricity,refined liquids,refined liquids (CC),2100,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),1975,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),1990,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),2005,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),2010,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),2015,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),2020,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),2025,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),2030,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),2035,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),2040,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),2045,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),2050,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),2055,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),2060,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),2065,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),2070,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),2075,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),2080,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),2085,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),2090,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),2095,OM-fixed,0
KA,electricity,refined liquids,refined liquids (CC),2100,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),1975,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),1990,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),2005,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),2010,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),2015,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),2020,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),2025,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),2030,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),2035,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),2040,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),2045,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),2050,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),2055,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),2060,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),2065,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),2070,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),2075,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),2080,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),2085,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),2090,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),2095,OM-fixed,0
KL,electricity,refined liquids,refined liquids (CC),2100,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),1975,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),1990,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),2005,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),2010,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),2015,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),2020,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),2025,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),2030,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),2035,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),2040,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),2045,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),2050,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),2055,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),2060,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),2065,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),2070,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),2075,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),2080,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),2085,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),2090,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),2095,OM-fixed,0
MH,electricity,refined liquids,refined liquids (CC),2100,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),1975,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),1990,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),2005,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),2010,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),2015,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),2020,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),2025,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),2030,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),2035,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),2040,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),2045,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),2050,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),2055,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),2060,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),2065,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),2070,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),2075,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),2080,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),2085,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),2090,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),2095,OM-fixed,0
ML,electricity,refined liquids,refined liquids (CC),2100,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),1975,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),1990,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),2005,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),2010,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),2015,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),2020,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),2025,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),2030,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),2035,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),2040,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),2045,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),2050,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),2055,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),2060,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),2065,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),2070,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),2075,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),2080,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),2085,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),2090,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),2095,OM-fixed,0
MN,electricity,refined liquids,refined liquids (CC),2100,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),1975,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),1990,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),2005,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),2010,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),2015,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),2020,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),2025,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),2030,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),2035,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),2040,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),2045,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),2050,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),2055,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),2060,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),2065,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),2070,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),2075,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),2080,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),2085,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),2090,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),2095,OM-fixed,0
MZ,electricity,refined liquids,refined liquids (CC),2100,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),1975,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),1990,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),2005,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),2010,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),2015,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),2020,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),2025,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),2030,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),2035,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),2040,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),2045,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),2050,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),2055,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),2060,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),2065,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),2070,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),2075,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),2080,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),2085,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),2090,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),2095,OM-fixed,0
MP,electricity,refined liquids,refined liquids (CC),2100,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),1975,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),1990,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),2005,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),2010,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),2015,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),2020,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),2025,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),2030,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),2035,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),2040,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),2045,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),2050,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),2055,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),2060,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),2065,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),2070,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),2075,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),2080,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),2085,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),2090,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),2095,OM-fixed,0
NL,electricity,refined liquids,refined liquids (CC),2100,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),1975,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),1990,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),2005,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),2010,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),2015,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),2020,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),2025,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),2030,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),2035,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),2040,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),2045,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),2050,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),2055,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),2060,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),2065,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),2070,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),2075,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),2080,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),2085,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),2090,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),2095,OM-fixed,0
OD,electricity,refined liquids,refined liquids (CC),2100,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),1975,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),1990,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),2005,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),2010,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),2015,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),2020,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),2025,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),2030,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),2035,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),2040,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),2045,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),2050,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),2055,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),2060,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),2065,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),2070,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),2075,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),2080,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),2085,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),2090,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),2095,OM-fixed,0
PB,electricity,refined liquids,refined liquids (CC),2100,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),1975,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),1990,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),2005,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),2010,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),2015,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),2020,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),2025,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),2030,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),2035,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),2040,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),2045,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),2050,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),2055,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),2060,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),2065,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),2070,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),2075,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),2080,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),2085,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),2090,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),2095,OM-fixed,0
PC,electricity,refined liquids,refined liquids (CC),2100,OM-fixed,0
RJ,electricity,refined liquids,refined liquids (CC),1975,OM-fixed,0
RJ,electricity,refined liquids,refined liquids (CC),1990,OM-fixed,0
