INPUT_TABLE
Variable ID
RegionTechCapital

region,supplysector,subsector,technology,year,input.capital,capital.overnight,fixed.charge.rate
DN,electricity,coal,coal (conv pul),2020,capital,302,1645.530732
GA,electricity,coal,coal (conv pul),2020,capital,302,1138.09964
GJ,electricity,coal,coal (conv pul),2020,capital,302,1653.634146
HP,electricity,coal,coal (conv pul),2020,capital,302,1657.117595
HR,electricity,coal,coal (conv pul),2020,capital,302,1645.530732
JK,electricity,coal,coal (conv pul),2020,capital,302,1653.634146
JH,electricity,coal,coal (conv pul),2020,capital,302,1645.530732
KA,electricity,coal,coal (conv pul),2020,capital,302,2339.135596
KL,electricity,coal,coal (conv pul),2020,capital,302,1645.530732
LA,electricity,coal,coal (conv pul),2020,capital,302,1982.517426
LD,electricity,coal,coal (conv pul),2020,capital,302,1982.517426
MH,electricity,coal,coal (conv pul),2020,capital,302,1645.530732
ML,electricity,coal,coal (conv pul),2020,capital,302,3703.026671
MN,electricity,coal,coal (conv pul),2020,capital,302,3889.239629
MP,electricity,coal,coal (conv pul),2020,capital,302,1645.530732
MZ,electricity,coal,coal (conv pul),2020,capital,302,1813.127589
NL,electricity,coal,coal (conv pul),2020,capital,302,1813.378132
OD,electricity,coal,coal (conv pul),2020,capital,302,828.0198565
PB,electricity,coal,coal (conv pul),2020,capital,302,1645.530732
PC,electricity,coal,coal (conv pul),2020,capital,302,2135.916918
RJ,electricity,coal,coal (conv pul),2020,capital,302,1653.634146
SK,electricity,coal,coal (conv pul),2020,capital,302,2081.620814
TN,electricity,coal,coal (conv pul),2020,capital,302,1645.530732
TS,electricity,coal,coal (conv pul),2020,capital,302,4440.119628
TR,electricity,coal,coal (conv pul),2020,capital,302,1645.530732
UK,electricity,coal,coal (conv pul),2020,capital,302,1645.530732
UP,electricity,coal,coal (conv pul),2020,capital,302,1645.530732
WB,electricity,coal,coal (conv pul),2020,capital,302,2465.121583
AN,electricity,coal,coal (conv pul),2025,capital,302,1697.474201
AP,electricity,coal,coal (conv pul),2025,capital,302,1467.305033
AS,electricity,coal,coal (conv pul),2025,capital,302,1777.960353
AR,electricity,coal,coal (conv pul),2025,capital,302,1880.46738
BR,electricity,coal,coal (conv pul),2025,capital,302,1777.960353
CG,electricity,coal,coal (conv pul),2025,capital,302,1280.878621
CH,electricity,coal,coal (conv pul),2025,capital,302,1013.89281
DD,electricity,coal,coal (conv pul),2025,capital,302,1113.481013
DL,electricity,coal,coal (conv pul),2025,capital,302,1474.775265
DN,electricity,coal,coal (conv pul),2025,capital,302,1467.305033
GA,electricity,coal,coal (conv pul),2025,capital,302,999.5234543
GJ,electricity,coal,coal (conv pul),2025,capital,302,1474.775265
HP,electricity,coal,coal (conv pul),2025,capital,302,1477.986525
HR,electricity,coal,coal (conv pul),2025,capital,302,1467.305033
JK,electricity,coal,coal (conv pul),2025,capital,302,1474.775265
JH,electricity,coal,coal (conv pul),2025,capital,302,1467.305033
KA,electricity,coal,coal (conv pul),2025,capital,302,2106.713189
KL,electricity,coal,coal (conv pul),2025,capital,302,1467.305033
LA,electricity,coal,coal (conv pul),2025,capital,302,1777.960353
LD,electricity,coal,coal (conv pul),2025,capital,302,1777.960353
MH,electricity,coal,coal (conv pul),2025,capital,302,1467.305033
ML,electricity,coal,coal (conv pul),2025,capital,302,3364.032914
MN,electricity,coal,coal (conv pul),2025,capital,302,3535.695614
MP,electricity,coal,coal (conv pul),2025,capital,302,1467.305033
MZ,electricity,coal,coal (conv pul),2025,capital,302,1621.806253
NL,electricity,coal,coal (conv pul),2025,capital,302,1622.037219
OD,electricity,coal,coal (conv pul),2025,capital,302,713.6726009
PB,electricity,coal,coal (conv pul),2025,capital,302,1467.305033
PC,electricity,coal,coal (conv pul),2025,capital,302,1919.373557
RJ,electricity,coal,coal (conv pul),2025,capital,302,1474.775265
SK,electricity,coal,coal (conv pul),2025,capital,302,1869.320027
TN,electricity,coal,coal (conv pul),2025,capital,302,1467.305033
TS,electricity,coal,coal (conv pul),2025,capital,302,4043.531101
TR,electricity,coal,coal (conv pul),2025,capital,302,1467.305033
UK,electricity,coal,coal (conv pul),2025,capital,302,1467.305033
UP,electricity,coal,coal (conv pul),2025,capital,302,1467.305033
WB,electricity,coal,coal (conv pul),2025,capital,302,2222.854917
AN,electricity,coal,coal (conv pul),2030,capital,302,1825.667983
AP,electricity,coal,coal (conv pul),2030,capital,302,1609.942193
AS,electricity,coal,coal (conv pul),2030,capital,302,1901.103537
AR,electricity,coal,coal (conv pul),2030,capital,302,1997.178131
BR,electricity,coal,coal (conv pul),2030,capital,302,1901.103537
CG,electricity,coal,coal (conv pul),2030,capital,302,1435.21425
CH,electricity,coal,coal (conv pul),2030,capital,302,1184.982103
DD,electricity,coal,coal (conv pul),2030,capital,302,1278.321033
DL,electricity,coal,coal (conv pul),2030,capital,302,1616.943659
DN,electricity,coal,coal (conv pul),2030,capital,302,1609.942193
GA,electricity,coal,coal (conv pul),2030,capital,302,1171.514441
GJ,electricity,coal,coal (conv pul),2030,capital,302,1616.943659
HP,electricity,coal,coal (conv pul),2030,capital,302,1619.953409
HR,electricity,coal,coal (conv pul),2030,capital,302,1609.942193
JK,electricity,coal,coal (conv pul),2030,capital,302,1616.943659
JH,electricity,coal,coal (conv pul),2030,capital,302,1609.942193
KA,electricity,coal,coal (conv pul),2030,capital,302,2209.226758
KL,electricity,coal,coal (conv pul),2030,capital,302,1609.942193
LA,electricity,coal,coal (conv pul),2030,capital,302,1901.103537
LD,electricity,coal,coal (conv pul),2030,capital,302,1901.103537
MH,electricity,coal,coal (conv pul),2030,capital,302,1609.942193
ML,electricity,coal,coal (conv pul),2030,capital,302,3387.648238
MN,electricity,coal,coal (conv pul),2030,capital,302,3548.538908
MP,electricity,coal,coal (conv pul),2030,capital,302,1609.942193
MZ,electricity,coal,coal (conv pul),2030,capital,302,1754.748285
NL,electricity,coal,coal (conv pul),2030,capital,302,1754.964757
OD,electricity,coal,coal (conv pul),2030,capital,302,903.6010543
PB,electricity,coal,coal (conv pul),2030,capital,302,1609.942193
PC,electricity,coal,coal (conv pul),2030,capital,302,2033.642902
RJ,electricity,coal,coal (conv pul),2030,capital,302,1616.943659
SK,electricity,coal,coal (conv pul),2030,capital,302,1986.730288
TN,electricity,coal,coal (conv pul),2030,capital,302,1609.942193
TS,electricity,coal,coal (conv pul),2030,capital,302,4024.50714
TR,electricity,coal,coal (conv pul),2030,capital,302,1609.942193
UK,electricity,coal,coal (conv pul),2030,capital,302,1609.942193
UP,electricity,coal,coal (conv pul),2030,capital,302,1609.942193
WB,electricity,coal,coal (conv pul),2030,capital,302,2318.08046
AN,electricity,coal,coal (conv pul),2035,capital,302,1772.749167
AP,electricity,coal,coal (conv pul),2035,capital,302,1564.378443
AS,electricity,coal,coal (conv pul),2035,capital,302,1845.612783
AR,electricity,coal,coal (conv pul),2035,capital,302,1938.41176
BR,electricity,coal,coal (conv pul),2035,capital,302,1845.612783
CG,electricity,coal,coal (conv pul),2035,capital,302,1395.607764
CH,electricity,coal,coal (conv pul),2035,capital,302,1153.907161
DD,electricity,coal,coal (conv pul),2035,capital,302,1244.063745
DL,electricity,coal,coal (conv pul),2035,capital,302,1571.141197
DN,electricity,coal,coal (conv pul),2035,capital,302,1564.378443
GA,electricity,coal,coal (conv pul),2035,capital,302,1140.898672
GJ,electricity,coal,coal (conv pul),2035,capital,302,1571.141197
HP,electricity,coal,coal (conv pul),2035,capital,302,1574.048331
HR,electricity,coal,coal (conv pul),2035,capital,302,1564.378443
JK,electricity,coal,coal (conv pul),2035,capital,302,1571.141197
JH,electricity,coal,coal (conv pul),2035,capital,302,1564.378443
KA,electricity,coal,coal (conv pul),2035,capital,302,2143.230692
KL,electricity,coal,coal (conv pul),2035,capital,302,1564.378443
LA,electricity,coal,coal (conv pul),2035,capital,302,1845.612783
LD,electricity,coal,coal (conv pul),2035,capital,302,1845.612783
MH,electricity,coal,coal (conv pul),2035,capital,302,1564.378443
ML,electricity,coal,coal (conv pul),2035,capital,302,3281.474464
MN,electricity,coal,coal (conv pul),2035,capital,302,3436.879645
MP,electricity,coal,coal (conv pul),2035,capital,302,1564.378443
MZ,electricity,coal,coal (conv pul),2035,capital,302,1704.247442
NL,electricity,coal,coal (conv pul),2035,capital,302,1704.456533
OD,electricity,coal,coal (conv pul),2035,capital,302,882.1196619
PB,electricity,coal,coal (conv pul),2035,capital,302,1564.378443
PC,electricity,coal,coal (conv pul),2035,capital,302,1973.633282
RJ,electricity,coal,coal (conv pul),2035,capital,302,1571.141197
SK,electricity,coal,coal (conv pul),2035,capital,302,1928.320131
TN,electricity,coal,coal (conv pul),2035,capital,302,1564.378443
TS,electricity,coal,coal (conv pul),2035,capital,302,3896.619971
TR,electricity,coal,coal (conv pul),2035,capital,302,1564.378443
UK,electricity,coal,coal (conv pul),2035,capital,302,1564.378443
UP,electricity,coal,coal (conv pul),2035,capital,302,1564.378443
WB,electricity,coal,coal (conv pul),2035,capital,302,2248.37308
AN,electricity,coal,coal (conv pul),2040,capital,302,1733.443902
AP,electricity,coal,coal (conv pul),2040,capital,302,1530.178177
AS,electricity,coal,coal (conv pul),2040,capital,302,1804.522389
AR,electricity,coal,coal (conv pul),2040,capital,302,1895.047829
BR,electricity,coal,coal (conv pul),2040,capital,302,1804.522389
CG,electricity,coal,coal (conv pul),2040,capital,302,1365.542312
CH,electricity,coal,coal (conv pul),2040,capital,302,1129.763276
DD,electricity,coal,coal (conv pul),2040,capital,302,1217.71106
DL,electricity,coal,coal (conv pul),2040,capital,302,1536.775247
DN,electricity,coal,coal (conv pul),2040,capital,302,1530.178177
GA,electricity,coal,coal (conv pul),2040,capital,302,1117.07349
GJ,electricity,coal,coal (conv pul),2040,capital,302,1536.775247
HP,electricity,coal,coal (conv pul),2040,capital,302,1539.611157
HR,electricity,coal,coal (conv pul),2040,capital,302,1530.178177
JK,electricity,coal,coal (conv pul),2040,capital,302,1536.775247
JH,electricity,coal,coal (conv pul),2040,capital,302,1530.178177
KA,electricity,coal,coal (conv pul),2040,capital,302,2094.84878
KL,electricity,coal,coal (conv pul),2040,capital,302,1530.178177
LA,electricity,coal,coal (conv pul),2040,capital,302,1804.522389
LD,electricity,coal,coal (conv pul),2040,capital,302,1804.522389
MH,electricity,coal,coal (conv pul),2040,capital,302,1530.178177
ML,electricity,coal,coal (conv pul),2040,capital,302,3205.206038
MN,electricity,coal,coal (conv pul),2040,capital,302,3356.803854
MP,electricity,coal,coal (conv pul),2040,capital,302,1530.178177
MZ,electricity,coal,coal (conv pul),2040,capital,302,1666.620442
NL,electricity,coal,coal (conv pul),2040,capital,302,1666.824411
OD,electricity,coal,coal (conv pul),2040,capital,302,864.6344614
PB,electricity,coal,coal (conv pul),2040,capital,302,1530.178177
PC,electricity,coal,coal (conv pul),2040,capital,302,1929.406437
RJ,electricity,coal,coal (conv pul),2040,capital,302,1536.775247
SK,electricity,coal,coal (conv pul),2040,capital,302,1885.20344
TN,electricity,coal,coal (conv pul),2040,capital,302,1530.178177
TS,electricity,coal,coal (conv pul),2040,capital,302,3805.280728
TR,electricity,coal,coal (conv pul),2040,capital,302,1530.178177
UK,electricity,coal,coal (conv pul),2040,capital,302,1530.178177
UP,electricity,coal,coal (conv pul),2040,capital,302,1530.178177
WB,electricity,coal,coal (conv pul),2040,capital,302,2197.415222
AN,electricity,coal,coal (conv pul),2045,capital,302,1686.776987
AP,electricity,coal,coal (conv pul),2045,capital,302,1489.034993
AS,electricity,coal,coal (conv pul),2045,capital,302,1755.923921
AR,electricity,coal,coal (conv pul),2045,capital,302,1843.989338
BR,electricity,coal,coal (conv pul),2045,capital,302,1755.923921
CG,electricity,coal,coal (conv pul),2045,capital,302,1328.873096
CH,electricity,coal,coal (conv pul),2045,capital,302,1099.501338
DD,electricity,coal,coal (conv pul),2045,capital,302,1185.059148
DL,electricity,coal,coal (conv pul),2045,capital,302,1495.452788
DN,electricity,coal,coal (conv pul),2045,capital,302,1489.034993
GA,electricity,coal,coal (conv pul),2045,capital,302,1087.156396
GJ,electricity,coal,coal (conv pul),2045,capital,302,1495.452788
HP,electricity,coal,coal (conv pul),2045,capital,302,1498.211632
HR,electricity,coal,coal (conv pul),2045,capital,302,1489.034993
JK,electricity,coal,coal (conv pul),2045,capital,302,1495.452788
JH,electricity,coal,coal (conv pul),2045,capital,302,1489.034993
KA,electricity,coal,coal (conv pul),2045,capital,302,2038.360712
KL,electricity,coal,coal (conv pul),2045,capital,302,1489.034993
LA,electricity,coal,coal (conv pul),2045,capital,302,1755.923921
LD,electricity,coal,coal (conv pul),2045,capital,302,1755.923921
MH,electricity,coal,coal (conv pul),2045,capital,302,1489.034993
ML,electricity,coal,coal (conv pul),2045,capital,302,3118.544092
MN,electricity,coal,coal (conv pul),2045,capital,302,3266.022249
MP,electricity,coal,coal (conv pul),2045,capital,302,1489.034993
MZ,electricity,coal,coal (conv pul),2045,capital,302,1621.769449
NL,electricity,coal,coal (conv pul),2045,capital,302,1621.967875
OD,electricity,coal,coal (conv pul),2045,capital,302,841.5773797
PB,electricity,coal,coal (conv pul),2045,capital,302,1489.034993
PC,electricity,coal,coal (conv pul),2045,capital,302,1877.414254
RJ,electricity,coal,coal (conv pul),2045,capital,302,1495.452788
SK,electricity,coal,coal (conv pul),2045,capital,302,1834.41247
TN,electricity,coal,coal (conv pul),2045,capital,302,1489.034993
TS,electricity,coal,coal (conv pul),2045,capital,302,3702.311796
TR,electricity,coal,coal (conv pul),2045,capital,302,1489.034993
UK,electricity,coal,coal (conv pul),2045,capital,302,1489.034993
UP,electricity,coal,coal (conv pul),2045,capital,302,1489.034993
WB,electricity,coal,coal (conv pul),2045,capital,302,2138.139919
AN,electricity,coal,coal (conv pul),2050,capital,302,1650.808938
AP,electricity,coal,coal (conv pul),2050,capital,302,1457.299525
AS,electricity,coal,coal (conv pul),2050,capital,302,1718.475811
AR,electricity,coal,coal (conv pul),2050,capital,302,1804.656227
BR,electricity,coal,coal (conv pul),2050,capital,302,1718.475811
CG,electricity,coal,coal (conv pul),2050,capital,302,1300.565823
CH,electricity,coal,coal (conv pul),2050,capital,302,1076.103669
DD,electricity,coal,coal (conv pul),2050,capital,302,1159.83015
DL,electricity,coal,coal (conv pul),2050,capital,302,1463.57995
DN,electricity,coal,coal (conv pul),2050,capital,302,1457.299525
GA,electricity,coal,coal (conv pul),2050,capital,302,1064.022964
GJ,electricity,coal,coal (conv pul),2050,capital,302,1463.57995
HP,electricity,coal,coal (conv pul),2050,capital,302,1466.279743
HR,electricity,coal,coal (conv pul),2050,capital,302,1457.299525
JK,electricity,coal,coal (conv pul),2050,capital,302,1463.57995
JH,electricity,coal,coal (conv pul),2050,capital,302,1457.299525
KA,electricity,coal,coal (conv pul),2050,capital,302,1994.867167
KL,electricity,coal,coal (conv pul),2050,capital,302,1457.299525
LA,electricity,coal,coal (conv pul),2050,capital,302,1718.475811
LD,electricity,coal,coal (conv pul),2050,capital,302,1718.475811
MH,electricity,coal,coal (conv pul),2050,capital,302,1457.299525
ML,electricity,coal,coal (conv pul),2050,capital,302,3051.929691
MN,electricity,coal,coal (conv pul),2050,capital,302,3196.251142
MP,electricity,coal,coal (conv pul),2050,capital,302,1457.299525
MZ,electricity,coal,coal (conv pul),2050,capital,302,1587.192858
NL,electricity,coal,coal (conv pul),2050,capital,302,1587.387037
OD,electricity,coal,coal (conv pul),2050,capital,302,823.7004604
PB,electricity,coal,coal (conv pul),2050,capital,302,1457.299525
PC,electricity,coal,coal (conv pul),2050,capital,302,1837.365697
RJ,electricity,coal,coal (conv pul),2050,capital,302,1463.57995
SK,electricity,coal,coal (conv pul),2050,capital,302,1795.284348
TN,electricity,coal,coal (conv pul),2050,capital,302,1457.299525
TS,electricity,coal,coal (conv pul),2050,capital,302,3623.202101
TR,electricity,coal,coal (conv pul),2050,capital,302,1457.299525
UK,electricity,coal,coal (conv pul),2050,capital,302,1457.299525
UP,electricity,coal,coal (conv pul),2050,capital,302,1457.299525
WB,electricity,coal,coal (conv pul),2050,capital,302,2092.510642
AN,electricity,coal,coal (conv pul),2055,capital,302,1607.353651
AP,electricity,coal,coal (conv pul),2055,capital,302,1419.180436
AS,electricity,coal,coal (conv pul),2055,capital,302,1673.154549
AR,electricity,coal,coal (conv pul),2055,capital,302,1756.958462
BR,electricity,coal,coal (conv pul),2055,capital,302,1673.154549
CG,electricity,coal,coal (conv pul),2055,capital,302,1266.768808
CH,electricity,coal,coal (conv pul),2055,capital,302,1048.496401
