INPUT_TABLE,,,,,,
Variable ID,,,,,,
RegionTechEff,,,,,,
,,,,,,
Region,sector.name,subsector.name,technology,year,minicam.energy.input,efficiency
AP,electricity,coal,coal (conv pul),2025,regional coal,0.4
AR,electricity,coal,coal (conv pul),2025,regional coal,0.4
AS,electricity,coal,coal (conv pul),2025,regional coal,0.4
BR,electricity,coal,coal (conv pul),2025,regional coal,0.4
CG,electricity,coal,coal (conv pul),2025,regional coal,0.4
CH,electricity,coal,coal (conv pul),2025,regional coal,0.4
DD,electricity,coal,coal (conv pul),2025,regional coal,0.4
DL,electricity,coal,coal (conv pul),2025,regional coal,0.4
DN,electricity,coal,coal (conv pul),2025,regional coal,0.4
GA,electricity,coal,coal (conv pul),2025,regional coal,0.4
GJ,electricity,coal,coal (conv pul),2025,regional coal,0.4
HP,electricity,coal,coal (conv pul),2025,regional coal,0.4
HR,electricity,coal,coal (conv pul),2025,regional coal,0.4
JH,electricity,coal,coal (conv pul),2025,regional coal,0.4
JK,electricity,coal,coal (conv pul),2025,regional coal,0.4
KA,electricity,coal,coal (conv pul),2025,regional coal,0.4
KL,electricity,coal,coal (conv pul),2025,regional coal,0.4
LA,electricity,coal,coal (conv pul),2025,regional coal,0.4
LD,electricity,coal,coal (conv pul),2025,regional coal,0.4
MH,electricity,coal,coal (conv pul),2025,regional coal,0.4
ML,electricity,coal,coal (conv pul),2025,regional coal,0.4
MN,electricity,coal,coal (conv pul),2025,regional coal,0.4
MP,electricity,coal,coal (conv pul),2025,regional coal,0.4
MZ,electricity,coal,coal (conv pul),2025,regional coal,0.4
NL,electricity,coal,coal (conv pul),2025,regional coal,0.4
OD,electricity,coal,coal (conv pul),2025,regional coal,0.4
PB,electricity,coal,coal (conv pul),2025,regional coal,0.4
PC,electricity,coal,coal (conv pul),2025,regional coal,0.4
RJ,electricity,coal,coal (conv pul),2025,regional coal,0.4
SK,electricity,coal,coal (conv pul),2025,regional coal,0.4
TN,electricity,coal,coal (conv pul),2025,regional coal,0.4
TR,electricity,coal,coal (conv pul),2025,regional coal,0.4
TS,electricity,coal,coal (conv pul),2025,regional coal,0.4
UK,electricity,coal,coal (conv pul),2025,regional coal,0.4
UP,electricity,coal,coal (conv pul),2025,regional coal,0.4
WB,electricity,coal,coal (conv pul),2025,regional coal,0.4
AN,electricity,coal,coal (conv pul),2030,regional coal,0.4
AP,electricity,coal,coal (conv pul),2030,regional coal,0.4
AR,electricity,coal,coal (conv pul),2030,regional coal,0.4
AS,electricity,coal,coal (conv pul),2030,regional coal,0.4
BR,electricity,coal,coal (conv pul),2030,regional coal,0.4
CG,electricity,coal,coal (conv pul),2030,regional coal,0.4
CH,electricity,coal,coal (conv pul),2030,regional coal,0.4
DD,electricity,coal,coal (conv pul),2030,regional coal,0.4
DL,electricity,coal,coal (conv pul),2030,regional coal,0.4
DN,electricity,coal,coal (conv pul),2030,regional coal,0.4
GA,electricity,coal,coal (conv pul),2030,regional coal,0.4
GJ,electricity,coal,coal (conv pul),2030,regional coal,0.4
HP,electricity,coal,coal (conv pul),2030,regional coal,0.4
HR,electricity,coal,coal (conv pul),2030,regional coal,0.4
JH,electricity,coal,coal (conv pul),2030,regional coal,0.4
JK,electricity,coal,coal (conv pul),2030,regional coal,0.4
KA,electricity,coal,coal (conv pul),2030,regional coal,0.4
KL,electricity,coal,coal (conv pul),2030,regional coal,0.4
LA,electricity,coal,coal (conv pul),2030,regional coal,0.4
LD,electricity,coal,coal (conv pul),2030,regional coal,0.4
MH,electricity,coal,coal (conv pul),2030,regional coal,0.4
ML,electricity,coal,coal (conv pul),2030,regional coal,0.4
MN,electricity,coal,coal (conv pul),2030,regional coal,0.4
MP,electricity,coal,coal (conv pul),2030,regional coal,0.4
MZ,electricity,coal,coal (conv pul),2030,regional coal,0.4
NL,electricity,coal,coal (conv pul),2030,regional coal,0.4
OD,electricity,coal,coal (conv pul),2030,regional coal,0.4
PB,electricity,coal,coal (conv pul),2030,regional coal,0.4
PC,electricity,coal,coal (conv pul),2030,regional coal,0.4
RJ,electricity,coal,coal (conv pul),2030,regional coal,0.4
SK,electricity,coal,coal (conv pul),2030,regional coal,0.4
TN,electricity,coal,coal (conv pul),2030,regional coal,0.4
TR,electricity,coal,coal (conv pul),2030,regional coal,0.4
TS,electricity,coal,coal (conv pul),2030,regional coal,0.4
UK,electricity,coal,coal (conv pul),2030,regional coal,0.4
UP,electricity,coal,coal (conv pul),2030,regional coal,0.4
WB,electricity,coal,coal (conv pul),2030,regional coal,0.4
AN,electricity,coal,coal (conv pul),2035,regional coal,0.4
AP,electricity,coal,coal (conv pul),2035,regional coal,0.4
AR,electricity,coal,coal (conv pul),2035,regional coal,0.4
AS,electricity,coal,coal (conv pul),2035,regional coal,0.4
BR,electricity,coal,coal (conv pul),2035,regional coal,0.4
CG,electricity,coal,coal (conv pul),2035,regional coal,0.4
CH,electricity,coal,coal (conv pul),2035,regional coal,0.4
DD,electricity,coal,coal (conv pul),2035,regional coal,0.4
DL,electricity,coal,coal (conv pul),2035,regional coal,0.4
DN,electricity,coal,coal (conv pul),2035,regional coal,0.4
GA,electricity,coal,coal (conv pul),2035,regional coal,0.4
GJ,electricity,coal,coal (conv pul),2035,regional coal,0.4
HP,electricity,coal,coal (conv pul),2035,regional coal,0.4
HR,electricity,coal,coal (conv pul),2035,regional coal,0.4
JH,electricity,coal,coal (conv pul),2035,regional coal,0.4
JK,electricity,coal,coal (conv pul),2035,regional coal,0.4
KA,electricity,coal,coal (conv pul),2035,regional coal,0.4
KL,electricity,coal,coal (conv pul),2035,regional coal,0.4
LA,electricity,coal,coal (conv pul),2035,regional coal,0.4
LD,electricity,coal,coal (conv pul),2035,regional coal,0.4
MH,electricity,coal,coal (conv pul),2035,regional coal,0.4
ML,electricity,coal,coal (conv pul),2035,regional coal,0.4
MN,electricity,coal,coal (conv pul),2035,regional coal,0.4
MP,electricity,coal,coal (conv pul),2035,regional coal,0.4
MZ,electricity,coal,coal (conv pul),2035,regional coal,0.4
NL,electricity,coal,coal (conv pul),2035,regional coal,0.4
OD,electricity,coal,coal (conv pul),2035,regional coal,0.4
PB,electricity,coal,coal (conv pul),2035,regional coal,0.4
PC,electricity,coal,coal (conv pul),2035,regional coal,0.4
RJ,electricity,coal,coal (conv pul),2035,regional coal,0.4
SK,electricity,coal,coal (conv pul),2035,regional coal,0.4
TN,electricity,coal,coal (conv pul),2035,regional coal,0.4
TR,electricity,coal,coal (conv pul),2035,regional coal,0.4
TS,electricity,coal,coal (conv pul),2035,regional coal,0.4
UK,electricity,coal,coal (conv pul),2035,regional coal,0.4
UP,electricity,coal,coal (conv pul),2035,regional coal,0.4
WB,electricity,coal,coal (conv pul),2035,regional coal,0.4
AN,electricity,coal,coal (conv pul),2040,regional coal,0.4
AP,electricity,coal,coal (conv pul),2040,regional coal,0.4
AR,electricity,coal,coal (conv pul),2040,regional coal,0.4
AS,electricity,coal,coal (conv pul),2040,regional coal,0.4
BR,electricity,coal,coal (conv pul),2040,regional coal,0.4
CG,electricity,coal,coal (conv pul),2040,regional coal,0.4
CH,electricity,coal,coal (conv pul),2040,regional coal,0.4
DD,electricity,coal,coal (conv pul),2040,regional coal,0.4
DL,electricity,coal,coal (conv pul),2040,regional coal,0.4
DN,electricity,coal,coal (conv pul),2040,regional coal,0.4
GA,electricity,coal,coal (conv pul),2040,regional coal,0.4
GJ,electricity,coal,coal (conv pul),2040,regional coal,0.4
HP,electricity,coal,coal (conv pul),2040,regional coal,0.4
HR,electricity,coal,coal (conv pul),2040,regional coal,0.4
JH,electricity,coal,coal (conv pul),2040,regional coal,0.4
JK,electricity,coal,coal (conv pul),2040,regional coal,0.4
KA,electricity,coal,coal (conv pul),2040,regional coal,0.4
KL,electricity,coal,coal (conv pul),2040,regional coal,0.4
LA,electricity,coal,coal (conv pul),2040,regional coal,0.4
LD,electricity,coal,coal (conv pul),2040,regional coal,0.4
MH,electricity,coal,coal (conv pul),2040,regional coal,0.4
ML,electricity,coal,coal (conv pul),2040,regional coal,0.4
MN,electricity,coal,coal (conv pul),2040,regional coal,0.4
MP,electricity,coal,coal (conv pul),2040,regional coal,0.4
MZ,electricity,coal,coal (conv pul),2040,regional coal,0.4
NL,electricity,coal,coal (conv pul),2040,regional coal,0.4
OD,electricity,coal,coal (conv pul),2040,regional coal,0.4
PB,electricity,coal,coal (conv pul),2040,regional coal,0.4
PC,electricity,coal,coal (conv pul),2040,regional coal,0.4
RJ,electricity,coal,coal (conv pul),2040,regional coal,0.4
SK,electricity,coal,coal (conv pul),2040,regional coal,0.4
TN,electricity,coal,coal (conv pul),2040,regional coal,0.4
TR,electricity,coal,coal (conv pul),2040,regional coal,0.4
TS,electricity,coal,coal (conv pul),2040,regional coal,0.4
UK,electricity,coal,coal (conv pul),2040,regional coal,0.4
UP,electricity,coal,coal (conv pul),2040,regional coal,0.4
WB,electricity,coal,coal (conv pul),2040,regional coal,0.4
AN,electricity,coal,coal (conv pul),2045,regional coal,0.4
AP,electricity,coal,coal (conv pul),2045,regional coal,0.4
AR,electricity,coal,coal (conv pul),2045,regional coal,0.4
AS,electricity,coal,coal (conv pul),2045,regional coal,0.4
BR,electricity,coal,coal (conv pul),2045,regional coal,0.4
CG,electricity,coal,coal (conv pul),2045,regional coal,0.4
CH,electricity,coal,coal (conv pul),2045,regional coal,0.4
DD,electricity,coal,coal (conv pul),2045,regional coal,0.4
DL,electricity,coal,coal (conv pul),2045,regional coal,0.4
DN,electricity,coal,coal (conv pul),2045,regional coal,0.4
GA,electricity,coal,coal (conv pul),2045,regional coal,0.4
GJ,electricity,coal,coal (conv pul),2045,regional coal,0.4
HP,electricity,coal,coal (conv pul),2045,regional coal,0.4
HR,electricity,coal,coal (conv pul),2045,regional coal,0.4
JH,electricity,coal,coal (conv pul),2045,regional coal,0.4
JK,electricity,coal,coal (conv pul),2045,regional coal,0.4
KA,electricity,coal,coal (conv pul),2045,regional coal,0.4
KL,electricity,coal,coal (conv pul),2045,regional coal,0.4
LA,electricity,coal,coal (conv pul),2045,regional coal,0.4
LD,electricity,coal,coal (conv pul),2045,regional coal,0.4
MH,electricity,coal,coal (conv pul),2045,regional coal,0.4
ML,electricity,coal,coal (conv pul),2045,regional coal,0.4
MN,electricity,coal,coal (conv pul),2045,regional coal,0.4
MP,electricity,coal,coal (conv pul),2045,regional coal,0.4
MZ,electricity,coal,coal (conv pul),2045,regional coal,0.4
NL,electricity,coal,coal (conv pul),2045,regional coal,0.4
OD,electricity,coal,coal (conv pul),2045,regional coal,0.4
PB,electricity,coal,coal (conv pul),2045,regional coal,0.4
PC,electricity,coal,coal (conv pul),2045,regional coal,0.4
RJ,electricity,coal,coal (conv pul),2045,regional coal,0.4
SK,electricity,coal,coal (conv pul),2045,regional coal,0.4
TN,electricity,coal,coal (conv pul),2045,regional coal,0.4
TR,electricity,coal,coal (conv pul),2045,regional coal,0.4
TS,electricity,coal,coal (conv pul),2045,regional coal,0.4
UK,electricity,coal,coal (conv pul),2045,regional coal,0.4
UP,electricity,coal,coal (conv pul),2045,regional coal,0.4
WB,electricity,coal,coal (conv pul),2045,regional coal,0.4
AN,electricity,coal,coal (conv pul),2050,regional coal,0.4
AP,electricity,coal,coal (conv pul),2050,regional coal,0.4
AR,electricity,coal,coal (conv pul),2050,regional coal,0.4
AS,electricity,coal,coal (conv pul),2050,regional coal,0.4
BR,electricity,coal,coal (conv pul),2050,regional coal,0.4
CG,electricity,coal,coal (conv pul),2050,regional coal,0.4
CH,electricity,coal,coal (conv pul),2050,regional coal,0.4
DD,electricity,coal,coal (conv pul),2050,regional coal,0.4
DL,electricity,coal,coal (conv pul),2050,regional coal,0.4
DN,electricity,coal,coal (conv pul),2050,regional coal,0.4
GA,electricity,coal,coal (conv pul),2050,regional coal,0.4
GJ,electricity,coal,coal (conv pul),2050,regional coal,0.4
HP,electricity,coal,coal (conv pul),2050,regional coal,0.4
HR,electricity,coal,coal (conv pul),2050,regional coal,0.4
JH,electricity,coal,coal (conv pul),2050,regional coal,0.4
JK,electricity,coal,coal (conv pul),2050,regional coal,0.4
KA,electricity,coal,coal (conv pul),2050,regional coal,0.4
KL,electricity,coal,coal (conv pul),2050,regional coal,0.4
LA,electricity,coal,coal (conv pul),2050,regional coal,0.4
LD,electricity,coal,coal (conv pul),2050,regional coal,0.4
MH,electricity,coal,coal (conv pul),2050,regional coal,0.4
ML,electricity,coal,coal (conv pul),2050,regional coal,0.4
MN,electricity,coal,coal (conv pul),2050,regional coal,0.4
MP,electricity,coal,coal (conv pul),2050,regional coal,0.4
MZ,electricity,coal,coal (conv pul),2050,regional coal,0.4
NL,electricity,coal,coal (conv pul),2050,regional coal,0.4
OD,electricity,coal,coal (conv pul),2050,regional coal,0.4
PB,electricity,coal,coal (conv pul),2050,regional coal,0.4
PC,electricity,coal,coal (conv pul),2050,regional coal,0.4
RJ,electricity,coal,coal (conv pul),2050,regional coal,0.4
SK,electricity,coal,coal (conv pul),2050,regional coal,0.4
TN,electricity,coal,coal (conv pul),2050,regional coal,0.4
TR,electricity,coal,coal (conv pul),2050,regional coal,0.4
TS,electricity,coal,coal (conv pul),2050,regional coal,0.4
UK,electricity,coal,coal (conv pul),2050,regional coal,0.4
UP,electricity,coal,coal (conv pul),2050,regional coal,0.4
WB,electricity,coal,coal (conv pul),2050,regional coal,0.4
AN,electricity,coal,coal (conv pul),2055,regional coal,0.4
AP,electricity,coal,coal (conv pul),2055,regional coal,0.4
AR,electricity,coal,coal (conv pul),2055,regional coal,0.4
AS,electricity,coal,coal (conv pul),2055,regional coal,0.4
BR,electricity,coal,coal (conv pul),2055,regional coal,0.4
CG,electricity,coal,coal (conv pul),2055,regional coal,0.4
CH,electricity,coal,coal (conv pul),2055,regional coal,0.4
DD,electricity,coal,coal (conv pul),2055,regional coal,0.4
DL,electricity,coal,coal (conv pul),2055,regional coal,0.4
DN,electricity,coal,coal (conv pul),2055,regional coal,0.4
GA,electricity,coal,coal (conv pul),2055,regional coal,0.4
GJ,electricity,coal,coal (conv pul),2055,regional coal,0.4
HP,electricity,coal,coal (conv pul),2055,regional coal,0.4
HR,electricity,coal,coal (conv pul),2055,regional coal,0.4
JH,electricity,coal,coal (conv pul),2055,regional coal,0.4
JK,electricity,coal,coal (conv pul),2055,regional coal,0.4
KA,electricity,coal,coal (conv pul),2055,regional coal,0.4
KL,electricity,coal,coal (conv pul),2055,regional coal,0.4
LA,electricity,coal,coal (conv pul),2055,regional coal,0.4
LD,electricity,coal,coal (conv pul),2055,regional coal,0.4
MH,electricity,coal,coal (conv pul),2055,regional coal,0.4
ML,electricity,coal,coal (conv pul),2055,regional coal,0.4
MN,electricity,coal,coal (conv pul),2055,regional coal,0.4
MP,electricity,coal,coal (conv pul),2055,regional coal,0.4
MZ,electricity,coal,coal (conv pul),2055,regional coal,0.4
NL,electricity,coal,coal (conv pul),2055,regional coal,0.4
OD,electricity,coal,coal (conv pul),2055,regional coal,0.4
PB,electricity,coal,coal (conv pul),2055,regional coal,0.4
PC,electricity,coal,coal (conv pul),2055,regional coal,0.4
RJ,electricity,coal,coal (conv pul),2055,regional coal,0.4
SK,electricity,coal,coal (conv pul),2055,regional coal,0.4
TN,electricity,coal,coal (conv pul),2055,regional coal,0.4
TR,electricity,coal,coal (conv pul),2055,regional coal,0.4
TS,electricity,coal,coal (conv pul),2055,regional coal,0.4
UK,electricity,coal,coal (conv pul),2055,regional coal,0.4
UP,electricity,coal,coal (conv pul),2055,regional coal,0.4
WB,electricity,coal,coal (conv pul),2055,regional coal,0.4
AN,electricity,coal,coal (conv pul),2060,regional coal,0.4
AP,electricity,coal,coal (conv pul),2060,regional coal,0.4
AR,electricity,coal,coal (conv pul),2060,regional coal,0.4
AS,electricity,coal,coal (conv pul),2060,regional coal,0.4
BR,electricity,coal,coal (conv pul),2060,regional coal,0.4
CG,electricity,coal,coal (conv pul),2060,regional coal,0.4
CH,electricity,coal,coal (conv pul),2060,regional coal,0.4
DD,electricity,coal,coal (conv pul),2060,regional coal,0.4
DL,electricity,coal,coal (conv pul),2060,regional coal,0.4
DN,electricity,coal,coal (conv pul),2060,regional coal,0.4
GA,electricity,coal,coal (conv pul),2060,regional coal,0.4
GJ,electricity,coal,coal (conv pul),2060,regional coal,0.4
HP,electricity,coal,coal (conv pul),2060,regional coal,0.4
HR,electricity,coal,coal (conv pul),2060,regional coal,0.4
JH,electricity,coal,coal (conv pul),2060,regional coal,0.4
JK,electricity,coal,coal (conv pul),2060,regional coal,0.4
KA,electricity,coal,coal (conv pul),2060,regional coal,0.4
KL,electricity,coal,coal (conv pul),2060,regional coal,0.4
LA,electricity,coal,coal (conv pul),2060,regional coal,0.4
LD,electricity,coal,coal (conv pul),2060,regional coal,0.4
MH,electricity,coal,coal (conv pul),2060,regional coal,0.4
ML,electricity,coal,coal (conv pul),2060,regional coal,0.4
MN,electricity,coal,coal (conv pul),2060,regional coal,0.4
MP,electricity,coal,coal (conv pul),2060,regional coal,0.4
MZ,electricity,coal,coal (conv pul),2060,regional coal,0.4
NL,electricity,coal,coal (conv pul),2060,regional coal,0.4
OD,electricity,coal,coal (conv pul),2060,regional coal,0.4
PB,electricity,coal,coal (conv pul),2060,regional coal,0.4
PC,electricity,coal,coal (conv pul),2060,regional coal,0.4
RJ,electricity,coal,coal (conv pul),2060,regional coal,0.4
SK,electricity,coal,coal (conv pul),2060,regional coal,0.4
TN,electricity,coal,coal (conv pul),2060,regional coal,0.4
TR,electricity,coal,coal (conv pul),2060,regional coal,0.4
TS,electricity,coal,coal (conv pul),2060,regional coal,0.4
UK,electricity,coal,coal (conv pul),2060,regional coal,0.4
UP,electricity,coal,coal (conv pul),2060,regional coal,0.4
WB,electricity,coal,coal (conv pul),2060,regional coal,0.4
AN,electricity,coal,coal (conv pul),2065,regional coal,0.4
AP,electricity,coal,coal (conv pul),2065,regional coal,0.4
AR,electricity,coal,coal (conv pul),2065,regional coal,0.4
AS,electricity,coal,coal (conv pul),2065,regional coal,0.4
BR,electricity,coal,coal (conv pul),2065,regional coal,0.4
CG,electricity,coal,coal (conv pul),2065,regional coal,0.4
CH,electricity,coal,coal (conv pul),2065,regional coal,0.4
DD,electricity,coal,coal (conv pul),2065,regional coal,0.4
DL,electricity,coal,coal (conv pul),2065,regional coal,0.4
DN,electricity,coal,coal (conv pul),2065,regional coal,0.4
GA,electricity,coal,coal (conv pul),2065,regional coal,0.4
GJ,electricity,coal,coal (conv pul),2065,regional coal,0.4
HP,electricity,coal,coal (conv pul),2065,regional coal,0.4
HR,electricity,coal,coal (conv pul),2065,regional coal,0.4
JH,electricity,coal,coal (conv pul),2065,regional coal,0.4
JK,electricity,coal,coal (conv pul),2065,regional coal,0.4
KA,electricity,coal,coal (conv pul),2065,regional coal,0.4
KL,electricity,coal,coal (conv pul),2065,regional coal,0.4
LA,electricity,coal,coal (conv pul),2065,regional coal,0.4
LD,electricity,coal,coal (conv pul),2065,regional coal,0.4
MH,electricity,coal,coal (conv pul),2065,regional coal,0.4
ML,electricity,coal,coal (conv pul),2065,regional coal,0.4
MN,electricity,coal,coal (conv pul),2065,regional coal,0.4
MP,electricity,coal,coal (conv pul),2065,regional coal,0.4
MZ,electricity,coal,coal (conv pul),2065,regional coal,0.4
NL,electricity,coal,coal (conv pul),2065,regional coal,0.4
OD,electricity,coal,coal (conv pul),2065,regional coal,0.4
PB,electricity,coal,coal (conv pul),2065,regional coal,0.4
PC,electricity,coal,coal (conv pul),2065,regional coal,0.4
RJ,electricity,coal,coal (conv pul),2065,regional coal,0.4
SK,electricity,coal,coal (conv pul),2065,regional coal,0.4
TN,electricity,coal,coal (conv pul),2065,regional coal,0.4
TR,electricity,coal,coal (conv pul),2065,regional coal,0.4
TS,electricity,coal,coal (conv pul),2065,regional coal,0.4
UK,electricity,coal,coal (conv pul),2065,regional coal,0.4
UP,electricity,coal,coal (conv pul),2065,regional coal,0.4
WB,electricity,coal,coal (conv pul),2065,regional coal,0.4
AN,electricity,coal,coal (conv pul),2070,regional coal,0.4
AP,electricity,coal,coal (conv pul),2070,regional coal,0.4
AR,electricity,coal,coal (conv pul),2070,regional coal,0.4
AS,electricity,coal,coal (conv pul),2070,regional coal,0.4
BR,electricity,coal,coal (conv pul),2070,regional coal,0.4
CG,electricity,coal,coal (conv pul),2070,regional coal,0.4
CH,electricity,coal,coal (conv pul),2070,regional coal,0.4
DD,electricity,coal,coal (conv pul),2070,regional coal,0.4
DL,electricity,coal,coal (conv pul),2070,regional coal,0.4
DN,electricity,coal,coal (conv pul),2070,regional coal,0.4
GA,electricity,coal,coal (conv pul),2070,regional coal,0.4
GJ,electricity,coal,coal (conv pul),2070,regional coal,0.4
HP,electricity,coal,coal (conv pul),2070,regional coal,0.4
HR,electricity,coal,coal (conv pul),2070,regional coal,0.4
JH,electricity,coal,coal (conv pul),2070,regional coal,0.4
JK,electricity,coal,coal (conv pul),2070,regional coal,0.4
KA,electricity,coal,coal (conv pul),2070,regional coal,0.4
KL,electricity,coal,coal (conv pul),2070,regional coal,0.4
LA,electricity,coal,coal (conv pul),2070,regional coal,0.4
LD,electricity,coal,coal (conv pul),2070,regional coal,0.4
MH,electricity,coal,coal (conv pul),2070,regional coal,0.4
ML,electricity,coal,coal (conv pul),2070,regional coal,0.4
MN,electricity,coal,coal (conv pul),2070,regional coal,0.4
MP,electricity,coal,coal (conv pul),2070,regional coal,0.4
MZ,electricity,coal,coal (conv pul),2070,regional coal,0.4
NL,electricity,coal,coal (conv pul),2070,regional coal,0.4
OD,electricity,coal,coal (conv pul),2070,regional coal,0.4
PB,electricity,coal,coal (conv pul),2070,regional coal,0.4
PC,electricity,coal,coal (conv pul),2070,regional coal,0.4
RJ,electricity,coal,coal (conv pul),2070,regional coal,0.4
SK,electricity,coal,coal (conv pul),2070,regional coal,0.4
TN,electricity,coal,coal (conv pul),2070,regional coal,0.4
TR,electricity,coal,coal (conv pul),2070,regional coal,0.4
TS,electricity,coal,coal (conv pul),2070,regional coal,0.4
UK,electricity,coal,coal (conv pul),2070,regional coal,0.4
UP,electricity,coal,coal (conv pul),2070,regional coal,0.4
WB,electricity,coal,coal (conv pul),2070,regional coal,0.4
AN,electricity,coal,coal (conv pul),2075,regional coal,0.4
AP,electricity,coal,coal (conv pul),2075,regional coal,0.4
AR,electricity,coal,coal (conv pul),2075,regional coal,0.4
AS,electricity,coal,coal (conv pul),2075,regional coal,0.4
BR,electricity,coal,coal (conv pul),2075,regional coal,0.4
CG,electricity,coal,coal (conv pul),2075,regional coal,0.4
CH,electricity,coal,coal (conv pul),2075,regional coal,0.4
DD,electricity,coal,coal (conv pul),2075,regional coal,0.4
DL,electricity,coal,coal (conv pul),2075,regional coal,0.4
DN,electricity,coal,coal (conv pul),2075,regional coal,0.4
GA,electricity,coal,coal (conv pul),2075,regional coal,0.4
GJ,electricity,coal,coal (conv pul),2075,regional coal,0.4
HP,electricity,coal,coal (conv pul),2075,regional coal,0.4
HR,electricity,coal,coal (conv pul),2075,regional coal,0.4
JH,electricity,coal,coal (conv pul),2075,regional coal,0.4
JK,electricity,coal,coal (conv pul),2075,regional coal,0.4
KA,electricity,coal,coal (conv pul),2075,regional coal,0.4
KL,electricity,coal,coal (conv pul),2075,regional coal,0.4
LA,electricity,coal,coal (conv pul),2075,regional coal,0.4
LD,electricity,coal,coal (conv pul),2075,regional coal,0.4
MH,electricity,coal,coal (conv pul),2075,regional coal,0.4
ML,electricity,coal,coal (conv pul),2075,regional coal,0.4
MN,electricity,coal,coal (conv pul),2075,regional coal,0.4
MP,electricity,coal,coal (conv pul),2075,regional coal,0.4
MZ,electricity,coal,coal (conv pul),2075,regional coal,0.4
NL,electricity,coal,coal (conv pul),2075,regional coal,0.4
OD,electricity,coal,coal (conv pul),2075,regional coal,0.4
PB,electricity,coal,coal (conv pul),2075,regional coal,0.4
PC,electricity,coal,coal (conv pul),2075,regional coal,0.4
RJ,electricity,coal,coal (conv pul),2075,regional coal,0.4
SK,electricity,coal,coal (conv pul),2075,regional coal,0.4
TN,electricity,coal,coal (conv pul),2075,regional coal,0.4
TR,electricity,coal,coal (conv pul),2075,regional coal,0.4
TS,electricity,coal,coal (conv pul),2075,regional coal,0.4
UK,electricity,coal,coal (conv pul),2075,regional coal,0.4
UP,electricity,coal,coal (conv pul),2075,regional coal,0.4
WB,electricity,coal,coal (conv pul),2075,regional coal,0.4
AN,electricity,coal,coal (conv pul),2080,regional coal,0.4
AP,electricity,coal,coal (conv pul),2080,regional coal,0.4
AR,electricity,coal,coal (conv pul),2080,regional coal,0.4
AS,electricity,coal,coal (conv pul),2080,regional coal,0.4
BR,electricity,coal,coal (conv pul),2080,regional coal,0.4
CG,electricity,coal,coal (conv pul),2080,regional coal,0.4
CH,electricity,coal,coal (conv pul),2080,regional coal,0.4
DD,electricity,coal,coal (conv pul),2080,regional coal,0.4
DL,electricity,coal,coal (conv pul),2080,regional coal,0.4
DN,electricity,coal,coal (conv pul),2080,regional coal,0.4
GA,electricity,coal,coal (conv pul),2080,regional coal,0.4
GJ,electricity,coal,coal (conv pul),2080,regional coal,0.4
HP,electricity,coal,coal (conv pul),2080,regional coal,0.4
HR,electricity,coal,coal (conv pul),2080,regional coal,0.4
JH,electricity,coal,coal (conv pul),2080,regional coal,0.4
JK,electricity,coal,coal (conv pul),2080,regional coal,0.4
KA,electricity,coal,coal (conv pul),2080,regional coal,0.4
KL,electricity,coal,coal (conv pul),2080,regional coal,0.4
LA,electricity,coal,coal (conv pul),2080,regional coal,0.4
LD,electricity,coal,coal (conv pul),2080,regional coal,0.4
MH,electricity,coal,coal (conv pul),2080,regional coal,0.4
ML,electricity,coal,coal (conv pul),2080,regional coal,0.4
MN,electricity,coal,coal (conv pul),2080,regional coal,0.4
MP,electricity,coal,coal (conv pul),2080,regional coal,0.4
MZ,electricity,coal,coal (conv pul),2080,regional coal,0.4
NL,electricity,coal,coal (conv pul),2080,regional coal,0.4
OD,electricity,coal,coal (conv pul),2080,regional coal,0.4
PB,electricity,coal,coal (conv pul),2080,regional coal,0.4
PC,electricity,coal,coal (conv pul),2080,regional coal,0.4
RJ,electricity,coal,coal (conv pul),2080,regional coal,0.4
SK,electricity,coal,coal (conv pul),2080,regional coal,0.4
TN,electricity,coal,coal (conv pul),2080,regional coal,0.4
TR,electricity,coal,coal (conv pul),2080,regional coal,0.4
TS,electricity,coal,coal (conv pul),2080,regional coal,0.4
UK,electricity,coal,coal (conv pul),2080,regional coal,0.4
UP,electricity,coal,coal (conv pul),2080,regional coal,0.4
WB,electricity,coal,coal (conv pul),2080,regional coal,0.4
AN,electricity,coal,coal (conv pul),2085,regional coal,0.4
AP,electricity,coal,coal (conv pul),2085,regional coal,0.4
AR,electricity,coal,coal (conv pul),2085,regional coal,0.4
AS,electricity,coal,coal (conv pul),2085,regional coal,0.4
BR,electricity,coal,coal (conv pul),2085,regional coal,0.4
CG,electricity,coal,coal (conv pul),2085,regional coal,0.4
CH,electricity,coal,coal (conv pul),2085,regional coal,0.4
DD,electricity,coal,coal (conv pul),2085,regional coal,0.4
DL,electricity,coal,coal (conv pul),2085,regional coal,0.4
DN,electricity,coal,coal (conv pul),2085,regional coal,0.4
GA,electricity,coal,coal (conv pul),2085,regional coal,0.4
GJ,electricity,coal,coal (conv pul),2085,regional coal,0.4
HP,electricity,coal,coal (conv pul),2085,regional coal,0.4
HR,electricity,coal,coal (conv pul),2085,regional coal,0.4
JH,electricity,coal,coal (conv pul),2085,regional coal,0.4
JK,electricity,coal,coal (conv pul),2085,regional coal,0.4
KA,electricity,coal,coal (conv pul),2085,regional coal,0.4
KL,electricity,coal,coal (conv pul),2085,regional coal,0.4
LA,electricity,coal,coal (conv pul),2085,regional coal,0.4
