INPUT_TABLE,,,,,,
Variable ID,,,,,,
RegionTechEff,,,,,,
,,,,,,
Region,sector.name,subsector.name,technology,year,minicam.energy.input,efficiency
AR,electricity,solar,PV_storage,2070,global solar resource,0.96
AS,electricity,solar,PV_storage,2070,global solar resource,0.96
BR,electricity,solar,PV_storage,2070,global solar resource,0.96
CG,electricity,solar,PV_storage,2070,global solar resource,0.96
CH,electricity,solar,PV_storage,2070,global solar resource,0.96
DD,electricity,solar,PV_storage,2070,global solar resource,0.96
DL,electricity,solar,PV_storage,2070,global solar resource,0.96
DN,electricity,solar,PV_storage,2070,global solar resource,0.96
GA,electricity,solar,PV_storage,2070,global solar resource,0.96
GJ,electricity,solar,PV_storage,2070,global solar resource,0.96
HP,electricity,solar,PV_storage,2070,global solar resource,0.96
HR,electricity,solar,PV_storage,2070,global solar resource,0.96
JH,electricity,solar,PV_storage,2070,global solar resource,0.96
JK,electricity,solar,PV_storage,2070,global solar resource,0.96
KA,electricity,solar,PV_storage,2070,global solar resource,0.96
KL,electricity,solar,PV_storage,2070,global solar resource,0.96
LA,electricity,solar,PV_storage,2070,global solar resource,0.96
LD,electricity,solar,PV_storage,2070,global solar resource,0.96
MH,electricity,solar,PV_storage,2070,global solar resource,0.96
ML,electricity,solar,PV_storage,2070,global solar resource,0.96
MN,electricity,solar,PV_storage,2070,global solar resource,0.96
MP,electricity,solar,PV_storage,2070,global solar resource,0.96
MZ,electricity,solar,PV_storage,2070,global solar resource,0.96
NL,electricity,solar,PV_storage,2070,global solar resource,0.96
OD,electricity,solar,PV_storage,2070,global solar resource,0.96
PB,electricity,solar,PV_storage,2070,global solar resource,0.96
PC,electricity,solar,PV_storage,2070,global solar resource,0.96
RJ,electricity,solar,PV_storage,2070,global solar resource,0.96
SK,electricity,solar,PV_storage,2070,global solar resource,0.96
TN,electricity,solar,PV_storage,2070,global solar resource,0.96
TR,electricity,solar,PV_storage,2070,global solar resource,0.96
TS,electricity,solar,PV_storage,2070,global solar resource,0.96
UK,electricity,solar,PV_storage,2070,global solar resource,0.96
UP,electricity,solar,PV_storage,2070,global solar resource,0.96
WB,electricity,solar,PV_storage,2070,global solar resource,0.96
AN,electricity,solar,PV_storage,2075,global solar resource,0.96
AP,electricity,solar,PV_storage,2075,global solar resource,0.96
AR,electricity,solar,PV_storage,2075,global solar resource,0.96
AS,electricity,solar,PV_storage,2075,global solar resource,0.96
BR,electricity,solar,PV_storage,2075,global solar resource,0.96
CG,electricity,solar,PV_storage,2075,global solar resource,0.96
CH,electricity,solar,PV_storage,2075,global solar resource,0.96
DD,electricity,solar,PV_storage,2075,global solar resource,0.96
DL,electricity,solar,PV_storage,2075,global solar resource,0.96
DN,electricity,solar,PV_storage,2075,global solar resource,0.96
GA,electricity,solar,PV_storage,2075,global solar resource,0.96
GJ,electricity,solar,PV_storage,2075,global solar resource,0.96
HP,electricity,solar,PV_storage,2075,global solar resource,0.96
HR,electricity,solar,PV_storage,2075,global solar resource,0.96
JH,electricity,solar,PV_storage,2075,global solar resource,0.96
JK,electricity,solar,PV_storage,2075,global solar resource,0.96
KA,electricity,solar,PV_storage,2075,global solar resource,0.96
KL,electricity,solar,PV_storage,2075,global solar resource,0.96
LA,electricity,solar,PV_storage,2075,global solar resource,0.96
LD,electricity,solar,PV_storage,2075,global solar resource,0.96
MH,electricity,solar,PV_storage,2075,global solar resource,0.96
ML,electricity,solar,PV_storage,2075,global solar resource,0.96
MN,electricity,solar,PV_storage,2075,global solar resource,0.96
MP,electricity,solar,PV_storage,2075,global solar resource,0.96
MZ,electricity,solar,PV_storage,2075,global solar resource,0.96
NL,electricity,solar,PV_storage,2075,global solar resource,0.96
OD,electricity,solar,PV_storage,2075,global solar resource,0.96
PB,electricity,solar,PV_storage,2075,global solar resource,0.96
PC,electricity,solar,PV_storage,2075,global solar resource,0.96
RJ,electricity,solar,PV_storage,2075,global solar resource,0.96
SK,electricity,solar,PV_storage,2075,global solar resource,0.96
TN,electricity,solar,PV_storage,2075,global solar resource,0.96
TR,electricity,solar,PV_storage,2075,global solar resource,0.96
TS,electricity,solar,PV_storage,2075,global solar resource,0.96
UK,electricity,solar,PV_storage,2075,global solar resource,0.96
UP,electricity,solar,PV_storage,2075,global solar resource,0.96
WB,electricity,solar,PV_storage,2075,global solar resource,0.96
AN,electricity,solar,PV_storage,2080,global solar resource,0.96
AP,electricity,solar,PV_storage,2080,global solar resource,0.96
AR,electricity,solar,PV_storage,2080,global solar resource,0.96
AS,electricity,solar,PV_storage,2080,global solar resource,0.96
BR,electricity,solar,PV_storage,2080,global solar resource,0.96
CG,electricity,solar,PV_storage,2080,global solar resource,0.96
CH,electricity,solar,PV_storage,2080,global solar resource,0.96
DD,electricity,solar,PV_storage,2080,global solar resource,0.96
DL,electricity,solar,PV_storage,2080,global solar resource,0.96
DN,electricity,solar,PV_storage,2080,global solar resource,0.96
GA,electricity,solar,PV_storage,2080,global solar resource,0.96
GJ,electricity,solar,PV_storage,2080,global solar resource,0.96
HP,electricity,solar,PV_storage,2080,global solar resource,0.96
HR,electricity,solar,PV_storage,2080,global solar resource,0.96
JH,electricity,solar,PV_storage,2080,global solar resource,0.96
JK,electricity,solar,PV_storage,2080,global solar resource,0.96
KA,electricity,solar,PV_storage,2080,global solar resource,0.96
KL,electricity,solar,PV_storage,2080,global solar resource,0.96
LA,electricity,solar,PV_storage,2080,global solar resource,0.96
LD,electricity,solar,PV_storage,2080,global solar resource,0.96
MH,electricity,solar,PV_storage,2080,global solar resource,0.96
ML,electricity,solar,PV_storage,2080,global solar resource,0.96
MN,electricity,solar,PV_storage,2080,global solar resource,0.96
MP,electricity,solar,PV_storage,2080,global solar resource,0.96
MZ,electricity,solar,PV_storage,2080,global solar resource,0.96
NL,electricity,solar,PV_storage,2080,global solar resource,0.96
OD,electricity,solar,PV_storage,2080,global solar resource,0.96
PB,electricity,solar,PV_storage,2080,global solar resource,0.96
PC,electricity,solar,PV_storage,2080,global solar resource,0.96
RJ,electricity,solar,PV_storage,2080,global solar resource,0.96
SK,electricity,solar,PV_storage,2080,global solar resource,0.96
TN,electricity,solar,PV_storage,2080,global solar resource,0.96
TR,electricity,solar,PV_storage,2080,global solar resource,0.96
TS,electricity,solar,PV_storage,2080,global solar resource,0.96
UK,electricity,solar,PV_storage,2080,global solar resource,0.96
UP,electricity,solar,PV_storage,2080,global solar resource,0.96
WB,electricity,solar,PV_storage,2080,global solar resource,0.96
AN,electricity,solar,PV_storage,2085,global solar resource,0.96
AP,electricity,solar,PV_storage,2085,global solar resource,0.96
AR,electricity,solar,PV_storage,2085,global solar resource,0.96
AS,electricity,solar,PV_storage,2085,global solar resource,0.96
BR,electricity,solar,PV_storage,2085,global solar resource,0.96
CG,electricity,solar,PV_storage,2085,global solar resource,0.96
CH,electricity,solar,PV_storage,2085,global solar resource,0.96
DD,electricity,solar,PV_storage,2085,global solar resource,0.96
DL,electricity,solar,PV_storage,2085,global solar resource,0.96
DN,electricity,solar,PV_storage,2085,global solar resource,0.96
GA,electricity,solar,PV_storage,2085,global solar resource,0.96
GJ,electricity,solar,PV_storage,2085,global solar resource,0.96
HP,electricity,solar,PV_storage,2085,global solar resource,0.96
HR,electricity,solar,PV_storage,2085,global solar resource,0.96
JH,electricity,solar,PV_storage,2085,global solar resource,0.96
JK,electricity,solar,PV_storage,2085,global solar resource,0.96
KA,electricity,solar,PV_storage,2085,global solar resource,0.96
KL,electricity,solar,PV_storage,2085,global solar resource,0.96
LA,electricity,solar,PV_storage,2085,global solar resource,0.96
LD,electricity,solar,PV_storage,2085,global solar resource,0.96
MH,electricity,solar,PV_storage,2085,global solar resource,0.96
ML,electricity,solar,PV_storage,2085,global solar resource,0.96
MN,electricity,solar,PV_storage,2085,global solar resource,0.96
MP,electricity,solar,PV_storage,2085,global solar resource,0.96
MZ,electricity,solar,PV_storage,2085,global solar resource,0.96
NL,electricity,solar,PV_storage,2085,global solar resource,0.96
OD,electricity,solar,PV_storage,2085,global solar resource,0.96
PB,electricity,solar,PV_storage,2085,global solar resource,0.96
PC,electricity,solar,PV_storage,2085,global solar resource,0.96
RJ,electricity,solar,PV_storage,2085,global solar resource,0.96
SK,electricity,solar,PV_storage,2085,global solar resource,0.96
TN,electricity,solar,PV_storage,2085,global solar resource,0.96
TR,electricity,solar,PV_storage,2085,global solar resource,0.96
TS,electricity,solar,PV_storage,2085,global solar resource,0.96
UK,electricity,solar,PV_storage,2085,global solar resource,0.96
UP,electricity,solar,PV_storage,2085,global solar resource,0.96
WB,electricity,solar,PV_storage,2085,global solar resource,0.96
AN,electricity,solar,PV_storage,2090,global solar resource,0.96
AP,electricity,solar,PV_storage,2090,global solar resource,0.96
AR,electricity,solar,PV_storage,2090,global solar resource,0.96
AS,electricity,solar,PV_storage,2090,global solar resource,0.96
BR,electricity,solar,PV_storage,2090,global solar resource,0.96
CG,electricity,solar,PV_storage,2090,global solar resource,0.96
CH,electricity,solar,PV_storage,2090,global solar resource,0.96
DD,electricity,solar,PV_storage,2090,global solar resource,0.96
DL,electricity,solar,PV_storage,2090,global solar resource,0.96
DN,electricity,solar,PV_storage,2090,global solar resource,0.96
GA,electricity,solar,PV_storage,2090,global solar resource,0.96
GJ,electricity,solar,PV_storage,2090,global solar resource,0.96
HP,electricity,solar,PV_storage,2090,global solar resource,0.96
HR,electricity,solar,PV_storage,2090,global solar resource,0.96
JH,electricity,solar,PV_storage,2090,global solar resource,0.96
JK,electricity,solar,PV_storage,2090,global solar resource,0.96
KA,electricity,solar,PV_storage,2090,global solar resource,0.96
KL,electricity,solar,PV_storage,2090,global solar resource,0.96
LA,electricity,solar,PV_storage,2090,global solar resource,0.96
LD,electricity,solar,PV_storage,2090,global solar resource,0.96
MH,electricity,solar,PV_storage,2090,global solar resource,0.96
ML,electricity,solar,PV_storage,2090,global solar resource,0.96
MN,electricity,solar,PV_storage,2090,global solar resource,0.96
MP,electricity,solar,PV_storage,2090,global solar resource,0.96
MZ,electricity,solar,PV_storage,2090,global solar resource,0.96
NL,electricity,solar,PV_storage,2090,global solar resource,0.96
OD,electricity,solar,PV_storage,2090,global solar resource,0.96
PB,electricity,solar,PV_storage,2090,global solar resource,0.96
PC,electricity,solar,PV_storage,2090,global solar resource,0.96
RJ,electricity,solar,PV_storage,2090,global solar resource,0.96
SK,electricity,solar,PV_storage,2090,global solar resource,0.96
TN,electricity,solar,PV_storage,2090,global solar resource,0.96
TR,electricity,solar,PV_storage,2090,global solar resource,0.96
TS,electricity,solar,PV_storage,2090,global solar resource,0.96
UK,electricity,solar,PV_storage,2090,global solar resource,0.96
UP,electricity,solar,PV_storage,2090,global solar resource,0.96
WB,electricity,solar,PV_storage,2090,global solar resource,0.96
AN,electricity,solar,PV_storage,2095,global solar resource,0.96
AP,electricity,solar,PV_storage,2095,global solar resource,0.96
AR,electricity,solar,PV_storage,2095,global solar resource,0.96
AS,electricity,solar,PV_storage,2095,global solar resource,0.96
BR,electricity,solar,PV_storage,2095,global solar resource,0.96
CG,electricity,solar,PV_storage,2095,global solar resource,0.96
CH,electricity,solar,PV_storage,2095,global solar resource,0.96
DD,electricity,solar,PV_storage,2095,global solar resource,0.96
DL,electricity,solar,PV_storage,2095,global solar resource,0.96
DN,electricity,solar,PV_storage,2095,global solar resource,0.96
GA,electricity,solar,PV_storage,2095,global solar resource,0.96
GJ,electricity,solar,PV_storage,2095,global solar resource,0.96
HP,electricity,solar,PV_storage,2095,global solar resource,0.96
HR,electricity,solar,PV_storage,2095,global solar resource,0.96
JH,electricity,solar,PV_storage,2095,global solar resource,0.96
JK,electricity,solar,PV_storage,2095,global solar resource,0.96
KA,electricity,solar,PV_storage,2095,global solar resource,0.96
KL,electricity,solar,PV_storage,2095,global solar resource,0.96
LA,electricity,solar,PV_storage,2095,global solar resource,0.96
LD,electricity,solar,PV_storage,2095,global solar resource,0.96
MH,electricity,solar,PV_storage,2095,global solar resource,0.96
ML,electricity,solar,PV_storage,2095,global solar resource,0.96
MN,electricity,solar,PV_storage,2095,global solar resource,0.96
MP,electricity,solar,PV_storage,2095,global solar resource,0.96
MZ,electricity,solar,PV_storage,2095,global solar resource,0.96
NL,electricity,solar,PV_storage,2095,global solar resource,0.96
OD,electricity,solar,PV_storage,2095,global solar resource,0.96
PB,electricity,solar,PV_storage,2095,global solar resource,0.96
PC,electricity,solar,PV_storage,2095,global solar resource,0.96
RJ,electricity,solar,PV_storage,2095,global solar resource,0.96
SK,electricity,solar,PV_storage,2095,global solar resource,0.96
TN,electricity,solar,PV_storage,2095,global solar resource,0.96
TR,electricity,solar,PV_storage,2095,global solar resource,0.96
TS,electricity,solar,PV_storage,2095,global solar resource,0.96
UK,electricity,solar,PV_storage,2095,global solar resource,0.96
UP,electricity,solar,PV_storage,2095,global solar resource,0.96
WB,electricity,solar,PV_storage,2095,global solar resource,0.96
AN,electricity,solar,PV_storage,2100,global solar resource,0.96
AP,electricity,solar,PV_storage,2100,global solar resource,0.96
AR,electricity,solar,PV_storage,2100,global solar resource,0.96
AS,electricity,solar,PV_storage,2100,global solar resource,0.96
BR,electricity,solar,PV_storage,2100,global solar resource,0.96
CG,electricity,solar,PV_storage,2100,global solar resource,0.96
CH,electricity,solar,PV_storage,2100,global solar resource,0.96
DD,electricity,solar,PV_storage,2100,global solar resource,0.96
DL,electricity,solar,PV_storage,2100,global solar resource,0.96
DN,electricity,solar,PV_storage,2100,global solar resource,0.96
GA,electricity,solar,PV_storage,2100,global solar resource,0.96
GJ,electricity,solar,PV_storage,2100,global solar resource,0.96
HP,electricity,solar,PV_storage,2100,global solar resource,0.96
HR,electricity,solar,PV_storage,2100,global solar resource,0.96
JH,electricity,solar,PV_storage,2100,global solar resource,0.96
JK,electricity,solar,PV_storage,2100,global solar resource,0.96
KA,electricity,solar,PV_storage,2100,global solar resource,0.96
KL,electricity,solar,PV_storage,2100,global solar resource,0.96
LA,electricity,solar,PV_storage,2100,global solar resource,0.96
LD,electricity,solar,PV_storage,2100,global solar resource,0.96
MH,electricity,solar,PV_storage,2100,global solar resource,0.96
ML,electricity,solar,PV_storage,2100,global solar resource,0.96
MN,electricity,solar,PV_storage,2100,global solar resource,0.96
MP,electricity,solar,PV_storage,2100,global solar resource,0.96
MZ,electricity,solar,PV_storage,2100,global solar resource,0.96
NL,electricity,solar,PV_storage,2100,global solar resource,0.96
OD,electricity,solar,PV_storage,2100,global solar resource,0.96
PB,electricity,solar,PV_storage,2100,global solar resource,0.96
PC,electricity,solar,PV_storage,2100,global solar resource,0.96
RJ,electricity,solar,PV_storage,2100,global solar resource,0.96
SK,electricity,solar,PV_storage,2100,global solar resource,0.96
TN,electricity,solar,PV_storage,2100,global solar resource,0.96
TR,electricity,solar,PV_storage,2100,global solar resource,0.96
TS,electricity,solar,PV_storage,2100,global solar resource,0.96
UK,electricity,solar,PV_storage,2100,global solar resource,0.96
UP,electricity,solar,PV_storage,2100,global solar resource,0.96
WB,electricity,solar,PV_storage,2100,global solar resource,0.96
AN,electricity,wind,wind_storage,2015,onshore wind resource,0.96
AP,electricity,wind,wind_storage,2015,onshore wind resource,0.96
AR,electricity,wind,wind_storage,2015,onshore wind resource,0.96
AS,electricity,wind,wind_storage,2015,onshore wind resource,0.96
BR,electricity,wind,wind_storage,2015,onshore wind resource,0.96
CG,electricity,wind,wind_storage,2015,onshore wind resource,0.96
CH,electricity,wind,wind_storage,2015,onshore wind resource,0.96
DD,electricity,wind,wind_storage,2015,onshore wind resource,0.96
DL,electricity,wind,wind_storage,2015,onshore wind resource,0.96
DN,electricity,wind,wind_storage,2015,onshore wind resource,0.96
GA,electricity,wind,wind_storage,2015,onshore wind resource,0.96
GJ,electricity,wind,wind_storage,2015,onshore wind resource,0.96
HP,electricity,wind,wind_storage,2015,onshore wind resource,0.96
HR,electricity,wind,wind_storage,2015,onshore wind resource,0.96
JH,electricity,wind,wind_storage,2015,onshore wind resource,0.96
JK,electricity,wind,wind_storage,2015,onshore wind resource,0.96
KA,electricity,wind,wind_storage,2015,onshore wind resource,0.96
KL,electricity,wind,wind_storage,2015,onshore wind resource,0.96
LA,electricity,wind,wind_storage,2015,onshore wind resource,0.96
LD,electricity,wind,wind_storage,2015,onshore wind resource,0.96
MH,electricity,wind,wind_storage,2015,onshore wind resource,0.96
ML,electricity,wind,wind_storage,2015,onshore wind resource,0.96
MN,electricity,wind,wind_storage,2015,onshore wind resource,0.96
MP,electricity,wind,wind_storage,2015,onshore wind resource,0.96
MZ,electricity,wind,wind_storage,2015,onshore wind resource,0.96
NL,electricity,wind,wind_storage,2015,onshore wind resource,0.96
OD,electricity,wind,wind_storage,2015,onshore wind resource,0.96
PB,electricity,wind,wind_storage,2015,onshore wind resource,0.96
PC,electricity,wind,wind_storage,2015,onshore wind resource,0.96
RJ,electricity,wind,wind_storage,2015,onshore wind resource,0.96
SK,electricity,wind,wind_storage,2015,onshore wind resource,0.96
TN,electricity,wind,wind_storage,2015,onshore wind resource,0.96
TR,electricity,wind,wind_storage,2015,onshore wind resource,0.96
TS,electricity,wind,wind_storage,2015,onshore wind resource,0.96
UK,electricity,wind,wind_storage,2015,onshore wind resource,0.96
UP,electricity,wind,wind_storage,2015,onshore wind resource,0.96
WB,electricity,wind,wind_storage,2015,onshore wind resource,0.96
AN,electricity,wind,wind_storage,2020,onshore wind resource,0.96
AP,electricity,wind,wind_storage,2020,onshore wind resource,0.96
AR,electricity,wind,wind_storage,2020,onshore wind resource,0.96
AS,electricity,wind,wind_storage,2020,onshore wind resource,0.96
BR,electricity,wind,wind_storage,2020,onshore wind resource,0.96
CG,electricity,wind,wind_storage,2020,onshore wind resource,0.96
CH,electricity,wind,wind_storage,2020,onshore wind resource,0.96
DD,electricity,wind,wind_storage,2020,onshore wind resource,0.96
DL,electricity,wind,wind_storage,2020,onshore wind resource,0.96
DN,electricity,wind,wind_storage,2020,onshore wind resource,0.96
GA,electricity,wind,wind_storage,2020,onshore wind resource,0.96
GJ,electricity,wind,wind_storage,2020,onshore wind resource,0.96
HP,electricity,wind,wind_storage,2020,onshore wind resource,0.96
HR,electricity,wind,wind_storage,2020,onshore wind resource,0.96
JH,electricity,wind,wind_storage,2020,onshore wind resource,0.96
JK,electricity,wind,wind_storage,2020,onshore wind resource,0.96
KA,electricity,wind,wind_storage,2020,onshore wind resource,0.96
KL,electricity,wind,wind_storage,2020,onshore wind resource,0.96
LA,electricity,wind,wind_storage,2020,onshore wind resource,0.96
LD,electricity,wind,wind_storage,2020,onshore wind resource,0.96
MH,electricity,wind,wind_storage,2020,onshore wind resource,0.96
ML,electricity,wind,wind_storage,2020,onshore wind resource,0.96
MN,electricity,wind,wind_storage,2020,onshore wind resource,0.96
MP,electricity,wind,wind_storage,2020,onshore wind resource,0.96
MZ,electricity,wind,wind_storage,2020,onshore wind resource,0.96
NL,electricity,wind,wind_storage,2020,onshore wind resource,0.96
OD,electricity,wind,wind_storage,2020,onshore wind resource,0.96
PB,electricity,wind,wind_storage,2020,onshore wind resource,0.96
PC,electricity,wind,wind_storage,2020,onshore wind resource,0.96
RJ,electricity,wind,wind_storage,2020,onshore wind resource,0.96
SK,electricity,wind,wind_storage,2020,onshore wind resource,0.96
TN,electricity,wind,wind_storage,2020,onshore wind resource,0.96
TR,electricity,wind,wind_storage,2020,onshore wind resource,0.96
TS,electricity,wind,wind_storage,2020,onshore wind resource,0.96
UK,electricity,wind,wind_storage,2020,onshore wind resource,0.96
UP,electricity,wind,wind_storage,2020,onshore wind resource,0.96
WB,electricity,wind,wind_storage,2020,onshore wind resource,0.96
AN,electricity,wind,wind_storage,2025,onshore wind resource,0.96
AP,electricity,wind,wind_storage,2025,onshore wind resource,0.96
AR,electricity,wind,wind_storage,2025,onshore wind resource,0.96
AS,electricity,wind,wind_storage,2025,onshore wind resource,0.96
BR,electricity,wind,wind_storage,2025,onshore wind resource,0.96
CG,electricity,wind,wind_storage,2025,onshore wind resource,0.96
CH,electricity,wind,wind_storage,2025,onshore wind resource,0.96
DD,electricity,wind,wind_storage,2025,onshore wind resource,0.96
DL,electricity,wind,wind_storage,2025,onshore wind resource,0.96
DN,electricity,wind,wind_storage,2025,onshore wind resource,0.96
GA,electricity,wind,wind_storage,2025,onshore wind resource,0.96
GJ,electricity,wind,wind_storage,2025,onshore wind resource,0.96
HP,electricity,wind,wind_storage,2025,onshore wind resource,0.96
HR,electricity,wind,wind_storage,2025,onshore wind resource,0.96
JH,electricity,wind,wind_storage,2025,onshore wind resource,0.96
JK,electricity,wind,wind_storage,2025,onshore wind resource,0.96
KA,electricity,wind,wind_storage,2025,onshore wind resource,0.96
KL,electricity,wind,wind_storage,2025,onshore wind resource,0.96
LA,electricity,wind,wind_storage,2025,onshore wind resource,0.96
LD,electricity,wind,wind_storage,2025,onshore wind resource,0.96
MH,electricity,wind,wind_storage,2025,onshore wind resource,0.96
ML,electricity,wind,wind_storage,2025,onshore wind resource,0.96
MN,electricity,wind,wind_storage,2025,onshore wind resource,0.96
MP,electricity,wind,wind_storage,2025,onshore wind resource,0.96
MZ,electricity,wind,wind_storage,2025,onshore wind resource,0.96
NL,electricity,wind,wind_storage,2025,onshore wind resource,0.96
OD,electricity,wind,wind_storage,2025,onshore wind resource,0.96
PB,electricity,wind,wind_storage,2025,onshore wind resource,0.96
PC,electricity,wind,wind_storage,2025,onshore wind resource,0.96
RJ,electricity,wind,wind_storage,2025,onshore wind resource,0.96
SK,electricity,wind,wind_storage,2025,onshore wind resource,0.96
TN,electricity,wind,wind_storage,2025,onshore wind resource,0.96
TR,electricity,wind,wind_storage,2025,onshore wind resource,0.96
TS,electricity,wind,wind_storage,2025,onshore wind resource,0.96
UK,electricity,wind,wind_storage,2025,onshore wind resource,0.96
UP,electricity,wind,wind_storage,2025,onshore wind resource,0.96
WB,electricity,wind,wind_storage,2025,onshore wind resource,0.96
AN,electricity,wind,wind_storage,2030,onshore wind resource,0.96
AP,electricity,wind,wind_storage,2030,onshore wind resource,0.96
AR,electricity,wind,wind_storage,2030,onshore wind resource,0.96
AS,electricity,wind,wind_storage,2030,onshore wind resource,0.96
BR,electricity,wind,wind_storage,2030,onshore wind resource,0.96
CG,electricity,wind,wind_storage,2030,onshore wind resource,0.96
CH,electricity,wind,wind_storage,2030,onshore wind resource,0.96
DD,electricity,wind,wind_storage,2030,onshore wind resource,0.96
DL,electricity,wind,wind_storage,2030,onshore wind resource,0.96
DN,electricity,wind,wind_storage,2030,onshore wind resource,0.96
GA,electricity,wind,wind_storage,2030,onshore wind resource,0.96
GJ,electricity,wind,wind_storage,2030,onshore wind resource,0.96
HP,electricity,wind,wind_storage,2030,onshore wind resource,0.96
HR,electricity,wind,wind_storage,2030,onshore wind resource,0.96
JH,electricity,wind,wind_storage,2030,onshore wind resource,0.96
JK,electricity,wind,wind_storage,2030,onshore wind resource,0.96
KA,electricity,wind,wind_storage,2030,onshore wind resource,0.96
KL,electricity,wind,wind_storage,2030,onshore wind resource,0.96
LA,electricity,wind,wind_storage,2030,onshore wind resource,0.96
LD,electricity,wind,wind_storage,2030,onshore wind resource,0.96
MH,electricity,wind,wind_storage,2030,onshore wind resource,0.96
ML,electricity,wind,wind_storage,2030,onshore wind resource,0.96
MN,electricity,wind,wind_storage,2030,onshore wind resource,0.96
MP,electricity,wind,wind_storage,2030,onshore wind resource,0.96
MZ,electricity,wind,wind_storage,2030,onshore wind resource,0.96
NL,electricity,wind,wind_storage,2030,onshore wind resource,0.96
OD,electricity,wind,wind_storage,2030,onshore wind resource,0.96
PB,electricity,wind,wind_storage,2030,onshore wind resource,0.96
PC,electricity,wind,wind_storage,2030,onshore wind resource,0.96
RJ,electricity,wind,wind_storage,2030,onshore wind resource,0.96
SK,electricity,wind,wind_storage,2030,onshore wind resource,0.96
TN,electricity,wind,wind_storage,2030,onshore wind resource,0.96
TR,electricity,wind,wind_storage,2030,onshore wind resource,0.96
TS,electricity,wind,wind_storage,2030,onshore wind resource,0.96
UK,electricity,wind,wind_storage,2030,onshore wind resource,0.96
UP,electricity,wind,wind_storage,2030,onshore wind resource,0.96
WB,electricity,wind,wind_storage,2030,onshore wind resource,0.96
AN,electricity,wind,wind_storage,2035,onshore wind resource,0.96
AP,electricity,wind,wind_storage,2035,onshore wind resource,0.96
AR,electricity,wind,wind_storage,2035,onshore wind resource,0.96
AS,electricity,wind,wind_storage,2035,onshore wind resource,0.96
BR,electricity,wind,wind_storage,2035,onshore wind resource,0.96
CG,electricity,wind,wind_storage,2035,onshore wind resource,0.96
CH,electricity,wind,wind_storage,2035,onshore wind resource,0.96
DD,electricity,wind,wind_storage,2035,onshore wind resource,0.96
DL,electricity,wind,wind_storage,2035,onshore wind resource,0.96
DN,electricity,wind,wind_storage,2035,onshore wind resource,0.96
GA,electricity,wind,wind_storage,2035,onshore wind resource,0.96
GJ,electricity,wind,wind_storage,2035,onshore wind resource,0.96
HP,electricity,wind,wind_storage,2035,onshore wind resource,0.96
HR,electricity,wind,wind_storage,2035,onshore wind resource,0.96
JH,electricity,wind,wind_storage,2035,onshore wind resource,0.96
JK,electricity,wind,wind_storage,2035,onshore wind resource,0.96
KA,electricity,wind,wind_storage,2035,onshore wind resource,0.96
KL,electricity,wind,wind_storage,2035,onshore wind resource,0.96
LA,electricity,wind,wind_storage,2035,onshore wind resource,0.96
LD,electricity,wind,wind_storage,2035,onshore wind resource,0.96
MH,electricity,wind,wind_storage,2035,onshore wind resource,0.96
ML,electricity,wind,wind_storage,2035,onshore wind resource,0.96
MN,electricity,wind,wind_storage,2035,onshore wind resource,0.96
MP,electricity,wind,wind_storage,2035,onshore wind resource,0.96
MZ,electricity,wind,wind_storage,2035,onshore wind resource,0.96
NL,electricity,wind,wind_storage,2035,onshore wind resource,0.96
OD,electricity,wind,wind_storage,2035,onshore wind resource,0.96
PB,electricity,wind,wind_storage,2035,onshore wind resource,0.96
PC,electricity,wind,wind_storage,2035,onshore wind resource,0.96
RJ,electricity,wind,wind_storage,2035,onshore wind resource,0.96
SK,electricity,wind,wind_storage,2035,onshore wind resource,0.96
TN,electricity,wind,wind_storage,2035,onshore wind resource,0.96
TR,electricity,wind,wind_storage,2035,onshore wind resource,0.96
TS,electricity,wind,wind_storage,2035,onshore wind resource,0.96
UK,electricity,wind,wind_storage,2035,onshore wind resource,0.96
UP,electricity,wind,wind_storage,2035,onshore wind resource,0.96
WB,electricity,wind,wind_storage,2035,onshore wind resource,0.96
AN,electricity,wind,wind_storage,2040,onshore wind resource,0.96
AP,electricity,wind,wind_storage,2040,onshore wind resource,0.96
AR,electricity,wind,wind_storage,2040,onshore wind resource,0.96
AS,electricity,wind,wind_storage,2040,onshore wind resource,0.96
BR,electricity,wind,wind_storage,2040,onshore wind resource,0.96
CG,electricity,wind,wind_storage,2040,onshore wind resource,0.96
CH,electricity,wind,wind_storage,2040,onshore wind resource,0.96
DD,electricity,wind,wind_storage,2040,onshore wind resource,0.96
DL,electricity,wind,wind_storage,2040,onshore wind resource,0.96
DN,electricity,wind,wind_storage,2040,onshore wind resource,0.96
GA,electricity,wind,wind_storage,2040,onshore wind resource,0.96
GJ,electricity,wind,wind_storage,2040,onshore wind resource,0.96
HP,electricity,wind,wind_storage,2040,onshore wind resource,0.96
HR,electricity,wind,wind_storage,2040,onshore wind resource,0.96
JH,electricity,wind,wind_storage,2040,onshore wind resource,0.96
JK,electricity,wind,wind_storage,2040,onshore wind resource,0.96
KA,electricity,wind,wind_storage,2040,onshore wind resource,0.96
KL,electricity,wind,wind_storage,2040,onshore wind resource,0.96
LA,electricity,wind,wind_storage,2040,onshore wind resource,0.96
LD,electricity,wind,wind_storage,2040,onshore wind resource,0.96
MH,electricity,wind,wind_storage,2040,onshore wind resource,0.96
ML,electricity,wind,wind_storage,2040,onshore wind resource,0.96
