INPUT_TABLE,,,,,
Variable ID,,,,,
RegionTechCF,,,,,
,,,,,
region,supplysector,subsector,technology,year,capacity.factor
PB,electricity,solar,CSP_storage,2085,0.65
PB,electricity,solar,CSP_storage,2090,0.65
PB,electricity,solar,CSP_storage,2095,0.65
PB,electricity,solar,CSP_storage,2100,0.65
PC,electricity,solar,CSP_storage,2010,0.65
PC,electricity,solar,CSP_storage,2015,0.65
PC,electricity,solar,CSP_storage,2020,0.65
PC,electricity,solar,CSP_storage,2025,0.65
PC,electricity,solar,CSP_storage,2030,0.65
PC,electricity,solar,CSP_storage,2035,0.65
PC,electricity,solar,CSP_storage,2040,0.65
PC,electricity,solar,CSP_storage,2045,0.65
PC,electricity,solar,CSP_storage,2050,0.65
PC,electricity,solar,CSP_storage,2055,0.65
PC,electricity,solar,CSP_storage,2060,0.65
PC,electricity,solar,CSP_storage,2065,0.65
PC,electricity,solar,CSP_storage,2070,0.65
PC,electricity,solar,CSP_storage,2075,0.65
PC,electricity,solar,CSP_storage,2080,0.65
PC,electricity,solar,CSP_storage,2085,0.65
PC,electricity,solar,CSP_storage,2090,0.65
PC,electricity,solar,CSP_storage,2095,0.65
PC,electricity,solar,CSP_storage,2100,0.65
RJ,electricity,solar,CSP_storage,2010,0.65
RJ,electricity,solar,CSP_storage,2015,0.65
RJ,electricity,solar,CSP_storage,2020,0.65
RJ,electricity,solar,CSP_storage,2025,0.65
RJ,electricity,solar,CSP_storage,2030,0.65
RJ,electricity,solar,CSP_storage,2035,0.65
RJ,electricity,solar,CSP_storage,2040,0.65
RJ,electricity,solar,CSP_storage,2045,0.65
RJ,electricity,solar,CSP_storage,2050,0.65
RJ,electricity,solar,CSP_storage,2055,0.65
RJ,electricity,solar,CSP_storage,2060,0.65
RJ,electricity,solar,CSP_storage,2065,0.65
RJ,electricity,solar,CSP_storage,2070,0.65
RJ,electricity,solar,CSP_storage,2075,0.65
RJ,electricity,solar,CSP_storage,2080,0.65
RJ,electricity,solar,CSP_storage,2085,0.65
RJ,electricity,solar,CSP_storage,2090,0.65
RJ,electricity,solar,CSP_storage,2095,0.65
RJ,electricity,solar,CSP_storage,2100,0.65
SK,electricity,solar,CSP_storage,2010,0.65
SK,electricity,solar,CSP_storage,2015,0.65
SK,electricity,solar,CSP_storage,2020,0.65
SK,electricity,solar,CSP_storage,2025,0.65
SK,electricity,solar,CSP_storage,2030,0.65
SK,electricity,solar,CSP_storage,2035,0.65
SK,electricity,solar,CSP_storage,2040,0.65
SK,electricity,solar,CSP_storage,2045,0.65
SK,electricity,solar,CSP_storage,2050,0.65
SK,electricity,solar,CSP_storage,2055,0.65
SK,electricity,solar,CSP_storage,2060,0.65
SK,electricity,solar,CSP_storage,2065,0.65
SK,electricity,solar,CSP_storage,2070,0.65
SK,electricity,solar,CSP_storage,2075,0.65
SK,electricity,solar,CSP_storage,2080,0.65
SK,electricity,solar,CSP_storage,2085,0.65
SK,electricity,solar,CSP_storage,2090,0.65
SK,electricity,solar,CSP_storage,2095,0.65
SK,electricity,solar,CSP_storage,2100,0.65
TN,electricity,solar,CSP_storage,2010,0.65
TN,electricity,solar,CSP_storage,2015,0.65
TN,electricity,solar,CSP_storage,2020,0.65
TN,electricity,solar,CSP_storage,2025,0.65
TN,electricity,solar,CSP_storage,2030,0.65
TN,electricity,solar,CSP_storage,2035,0.65
TN,electricity,solar,CSP_storage,2040,0.65
TN,electricity,solar,CSP_storage,2045,0.65
TN,electricity,solar,CSP_storage,2050,0.65
TN,electricity,solar,CSP_storage,2055,0.65
TN,electricity,solar,CSP_storage,2060,0.65
TN,electricity,solar,CSP_storage,2065,0.65
TN,electricity,solar,CSP_storage,2070,0.65
TN,electricity,solar,CSP_storage,2075,0.65
TN,electricity,solar,CSP_storage,2080,0.65
TN,electricity,solar,CSP_storage,2085,0.65
TN,electricity,solar,CSP_storage,2090,0.65
TN,electricity,solar,CSP_storage,2095,0.65
TN,electricity,solar,CSP_storage,2100,0.65
TR,electricity,solar,CSP_storage,2010,0.65
TR,electricity,solar,CSP_storage,2015,0.65
TR,electricity,solar,CSP_storage,2020,0.65
TR,electricity,solar,CSP_storage,2025,0.65
TR,electricity,solar,CSP_storage,2030,0.65
TR,electricity,solar,CSP_storage,2035,0.65
TR,electricity,solar,CSP_storage,2040,0.65
TR,electricity,solar,CSP_storage,2045,0.65
TR,electricity,solar,CSP_storage,2050,0.65
TR,electricity,solar,CSP_storage,2055,0.65
TR,electricity,solar,CSP_storage,2060,0.65
TR,electricity,solar,CSP_storage,2065,0.65
TR,electricity,solar,CSP_storage,2070,0.65
TR,electricity,solar,CSP_storage,2075,0.65
TR,electricity,solar,CSP_storage,2080,0.65
TR,electricity,solar,CSP_storage,2085,0.65
TR,electricity,solar,CSP_storage,2090,0.65
TR,electricity,solar,CSP_storage,2095,0.65
TR,electricity,solar,CSP_storage,2100,0.65
TS,electricity,solar,CSP_storage,2010,0.65
TS,electricity,solar,CSP_storage,2015,0.65
TS,electricity,solar,CSP_storage,2020,0.65
TS,electricity,solar,CSP_storage,2025,0.65
TS,electricity,solar,CSP_storage,2030,0.65
TS,electricity,solar,CSP_storage,2035,0.65
TS,electricity,solar,CSP_storage,2040,0.65
TS,electricity,solar,CSP_storage,2045,0.65
TS,electricity,solar,CSP_storage,2050,0.65
TS,electricity,solar,CSP_storage,2055,0.65
TS,electricity,solar,CSP_storage,2060,0.65
TS,electricity,solar,CSP_storage,2065,0.65
TS,electricity,solar,CSP_storage,2070,0.65
TS,electricity,solar,CSP_storage,2075,0.65
TS,electricity,solar,CSP_storage,2080,0.65
TS,electricity,solar,CSP_storage,2085,0.65
TS,electricity,solar,CSP_storage,2090,0.65
TS,electricity,solar,CSP_storage,2095,0.65
TS,electricity,solar,CSP_storage,2100,0.65
UK,electricity,solar,CSP_storage,2010,0.65
UK,electricity,solar,CSP_storage,2015,0.65
UK,electricity,solar,CSP_storage,2020,0.65
UK,electricity,solar,CSP_storage,2025,0.65
UK,electricity,solar,CSP_storage,2030,0.65
UK,electricity,solar,CSP_storage,2035,0.65
UK,electricity,solar,CSP_storage,2040,0.65
UK,electricity,solar,CSP_storage,2045,0.65
UK,electricity,solar,CSP_storage,2050,0.65
UK,electricity,solar,CSP_storage,2055,0.65
UK,electricity,solar,CSP_storage,2060,0.65
UK,electricity,solar,CSP_storage,2065,0.65
UK,electricity,solar,CSP_storage,2070,0.65
UK,electricity,solar,CSP_storage,2075,0.65
UK,electricity,solar,CSP_storage,2080,0.65
UK,electricity,solar,CSP_storage,2085,0.65
UK,electricity,solar,CSP_storage,2090,0.65
UK,electricity,solar,CSP_storage,2095,0.65
UK,electricity,solar,CSP_storage,2100,0.65
UP,electricity,solar,CSP_storage,2010,0.65
UP,electricity,solar,CSP_storage,2015,0.65
UP,electricity,solar,CSP_storage,2020,0.65
UP,electricity,solar,CSP_storage,2025,0.65
UP,electricity,solar,CSP_storage,2030,0.65
UP,electricity,solar,CSP_storage,2035,0.65
UP,electricity,solar,CSP_storage,2040,0.65
UP,electricity,solar,CSP_storage,2045,0.65
UP,electricity,solar,CSP_storage,2050,0.65
UP,electricity,solar,CSP_storage,2055,0.65
UP,electricity,solar,CSP_storage,2060,0.65
UP,electricity,solar,CSP_storage,2065,0.65
UP,electricity,solar,CSP_storage,2070,0.65
UP,electricity,solar,CSP_storage,2075,0.65
UP,electricity,solar,CSP_storage,2080,0.65
UP,electricity,solar,CSP_storage,2085,0.65
UP,electricity,solar,CSP_storage,2090,0.65
UP,electricity,solar,CSP_storage,2095,0.65
UP,electricity,solar,CSP_storage,2100,0.65
WB,electricity,solar,CSP_storage,2010,0.65
WB,electricity,solar,CSP_storage,2015,0.65
WB,electricity,solar,CSP_storage,2020,0.65
WB,electricity,solar,CSP_storage,2025,0.65
WB,electricity,solar,CSP_storage,2030,0.65
WB,electricity,solar,CSP_storage,2035,0.65
WB,electricity,solar,CSP_storage,2040,0.65
WB,electricity,solar,CSP_storage,2045,0.65
WB,electricity,solar,CSP_storage,2050,0.65
WB,electricity,solar,CSP_storage,2055,0.65
WB,electricity,solar,CSP_storage,2060,0.65
WB,electricity,solar,CSP_storage,2065,0.65
WB,electricity,solar,CSP_storage,2070,0.65
WB,electricity,solar,CSP_storage,2075,0.65
WB,electricity,solar,CSP_storage,2080,0.65
WB,electricity,solar,CSP_storage,2085,0.65
WB,electricity,solar,CSP_storage,2090,0.65
WB,electricity,solar,CSP_storage,2095,0.65
WB,electricity,solar,CSP_storage,2100,0.65
AN,electricity,gas,gas (CC CCS),2010,0.8
AN,electricity,gas,gas (CC CCS),2015,0.8
AN,electricity,gas,gas (CC CCS),2020,0.8
AN,electricity,gas,gas (CC CCS),2025,0.8
AN,electricity,gas,gas (CC CCS),2030,0.8
AN,electricity,gas,gas (CC CCS),2035,0.8
AN,electricity,gas,gas (CC CCS),2040,0.8
AN,electricity,gas,gas (CC CCS),2045,0.8
AN,electricity,gas,gas (CC CCS),2050,0.8
AN,electricity,gas,gas (CC CCS),2055,0.8
AN,electricity,gas,gas (CC CCS),2060,0.8
AN,electricity,gas,gas (CC CCS),2065,0.8
AN,electricity,gas,gas (CC CCS),2070,0.8
AN,electricity,gas,gas (CC CCS),2075,0.8
AN,electricity,gas,gas (CC CCS),2080,0.8
AN,electricity,gas,gas (CC CCS),2085,0.8
AN,electricity,gas,gas (CC CCS),2090,0.8
AN,electricity,gas,gas (CC CCS),2095,0.8
AN,electricity,gas,gas (CC CCS),2100,0.8
AP,electricity,gas,gas (CC CCS),2010,0.8
AP,electricity,gas,gas (CC CCS),2015,0.8
AP,electricity,gas,gas (CC CCS),2020,0.8
AP,electricity,gas,gas (CC CCS),2025,0.8
AP,electricity,gas,gas (CC CCS),2030,0.8
AP,electricity,gas,gas (CC CCS),2035,0.8
AP,electricity,gas,gas (CC CCS),2040,0.8
AP,electricity,gas,gas (CC CCS),2045,0.8
AP,electricity,gas,gas (CC CCS),2050,0.8
AP,electricity,gas,gas (CC CCS),2055,0.8
AP,electricity,gas,gas (CC CCS),2060,0.8
AP,electricity,gas,gas (CC CCS),2065,0.8
AP,electricity,gas,gas (CC CCS),2070,0.8
AP,electricity,gas,gas (CC CCS),2075,0.8
AP,electricity,gas,gas (CC CCS),2080,0.8
AP,electricity,gas,gas (CC CCS),2085,0.8
AP,electricity,gas,gas (CC CCS),2090,0.8
AP,electricity,gas,gas (CC CCS),2095,0.8
AP,electricity,gas,gas (CC CCS),2100,0.8
AR,electricity,gas,gas (CC CCS),2010,0.8
AR,electricity,gas,gas (CC CCS),2015,0.8
AR,electricity,gas,gas (CC CCS),2020,0.8
AR,electricity,gas,gas (CC CCS),2025,0.8
AR,electricity,gas,gas (CC CCS),2030,0.8
AR,electricity,gas,gas (CC CCS),2035,0.8
AR,electricity,gas,gas (CC CCS),2040,0.8
AR,electricity,gas,gas (CC CCS),2045,0.8
AR,electricity,gas,gas (CC CCS),2050,0.8
AR,electricity,gas,gas (CC CCS),2055,0.8
AR,electricity,gas,gas (CC CCS),2060,0.8
AR,electricity,gas,gas (CC CCS),2065,0.8
AR,electricity,gas,gas (CC CCS),2070,0.8
AR,electricity,gas,gas (CC CCS),2075,0.8
AR,electricity,gas,gas (CC CCS),2080,0.8
AR,electricity,gas,gas (CC CCS),2085,0.8
AR,electricity,gas,gas (CC CCS),2090,0.8
AR,electricity,gas,gas (CC CCS),2095,0.8
AR,electricity,gas,gas (CC CCS),2100,0.8
AS,electricity,gas,gas (CC CCS),2010,0.8
AS,electricity,gas,gas (CC CCS),2015,0.8
AS,electricity,gas,gas (CC CCS),2020,0.8
AS,electricity,gas,gas (CC CCS),2025,0.8
AS,electricity,gas,gas (CC CCS),2030,0.8
AS,electricity,gas,gas (CC CCS),2035,0.8
AS,electricity,gas,gas (CC CCS),2040,0.8
AS,electricity,gas,gas (CC CCS),2045,0.8
AS,electricity,gas,gas (CC CCS),2050,0.8
AS,electricity,gas,gas (CC CCS),2055,0.8
AS,electricity,gas,gas (CC CCS),2060,0.8
AS,electricity,gas,gas (CC CCS),2065,0.8
AS,electricity,gas,gas (CC CCS),2070,0.8
AS,electricity,gas,gas (CC CCS),2075,0.8
AS,electricity,gas,gas (CC CCS),2080,0.8
AS,electricity,gas,gas (CC CCS),2085,0.8
AS,electricity,gas,gas (CC CCS),2090,0.8
AS,electricity,gas,gas (CC CCS),2095,0.8
AS,electricity,gas,gas (CC CCS),2100,0.8
BR,electricity,gas,gas (CC CCS),2010,0.8
BR,electricity,gas,gas (CC CCS),2015,0.8
BR,electricity,gas,gas (CC CCS),2020,0.8
BR,electricity,gas,gas (CC CCS),2025,0.8
BR,electricity,gas,gas (CC CCS),2030,0.8
BR,electricity,gas,gas (CC CCS),2035,0.8
BR,electricity,gas,gas (CC CCS),2040,0.8
BR,electricity,gas,gas (CC CCS),2045,0.8
BR,electricity,gas,gas (CC CCS),2050,0.8
BR,electricity,gas,gas (CC CCS),2055,0.8
BR,electricity,gas,gas (CC CCS),2060,0.8
BR,electricity,gas,gas (CC CCS),2065,0.8
BR,electricity,gas,gas (CC CCS),2070,0.8
BR,electricity,gas,gas (CC CCS),2075,0.8
BR,electricity,gas,gas (CC CCS),2080,0.8
BR,electricity,gas,gas (CC CCS),2085,0.8
BR,electricity,gas,gas (CC CCS),2090,0.8
BR,electricity,gas,gas (CC CCS),2095,0.8
BR,electricity,gas,gas (CC CCS),2100,0.8
CG,electricity,gas,gas (CC CCS),2010,0.8
CG,electricity,gas,gas (CC CCS),2015,0.8
CG,electricity,gas,gas (CC CCS),2020,0.8
CG,electricity,gas,gas (CC CCS),2025,0.8
CG,electricity,gas,gas (CC CCS),2030,0.8
CG,electricity,gas,gas (CC CCS),2035,0.8
CG,electricity,gas,gas (CC CCS),2040,0.8
CG,electricity,gas,gas (CC CCS),2045,0.8
CG,electricity,gas,gas (CC CCS),2050,0.8
CG,electricity,gas,gas (CC CCS),2055,0.8
CG,electricity,gas,gas (CC CCS),2060,0.8
CG,electricity,gas,gas (CC CCS),2065,0.8
CG,electricity,gas,gas (CC CCS),2070,0.8
CG,electricity,gas,gas (CC CCS),2075,0.8
CG,electricity,gas,gas (CC CCS),2080,0.8
CG,electricity,gas,gas (CC CCS),2085,0.8
CG,electricity,gas,gas (CC CCS),2090,0.8
CG,electricity,gas,gas (CC CCS),2095,0.8
CG,electricity,gas,gas (CC CCS),2100,0.8
CH,electricity,gas,gas (CC CCS),2010,0.8
CH,electricity,gas,gas (CC CCS),2015,0.8
CH,electricity,gas,gas (CC CCS),2020,0.8
CH,electricity,gas,gas (CC CCS),2025,0.8
CH,electricity,gas,gas (CC CCS),2030,0.8
CH,electricity,gas,gas (CC CCS),2035,0.8
CH,electricity,gas,gas (CC CCS),2040,0.8
CH,electricity,gas,gas (CC CCS),2045,0.8
CH,electricity,gas,gas (CC CCS),2050,0.8
CH,electricity,gas,gas (CC CCS),2055,0.8
CH,electricity,gas,gas (CC CCS),2060,0.8
CH,electricity,gas,gas (CC CCS),2065,0.8
CH,electricity,gas,gas (CC CCS),2070,0.8
CH,electricity,gas,gas (CC CCS),2075,0.8
CH,electricity,gas,gas (CC CCS),2080,0.8
CH,electricity,gas,gas (CC CCS),2085,0.8
CH,electricity,gas,gas (CC CCS),2090,0.8
CH,electricity,gas,gas (CC CCS),2095,0.8
CH,electricity,gas,gas (CC CCS),2100,0.8
DD,electricity,gas,gas (CC CCS),2010,0.8
DD,electricity,gas,gas (CC CCS),2015,0.8
DD,electricity,gas,gas (CC CCS),2020,0.8
DD,electricity,gas,gas (CC CCS),2025,0.8
DD,electricity,gas,gas (CC CCS),2030,0.8
DD,electricity,gas,gas (CC CCS),2035,0.8
DD,electricity,gas,gas (CC CCS),2040,0.8
DD,electricity,gas,gas (CC CCS),2045,0.8
DD,electricity,gas,gas (CC CCS),2050,0.8
DD,electricity,gas,gas (CC CCS),2055,0.8
DD,electricity,gas,gas (CC CCS),2060,0.8
DD,electricity,gas,gas (CC CCS),2065,0.8
DD,electricity,gas,gas (CC CCS),2070,0.8
DD,electricity,gas,gas (CC CCS),2075,0.8
DD,electricity,gas,gas (CC CCS),2080,0.8
DD,electricity,gas,gas (CC CCS),2085,0.8
DD,electricity,gas,gas (CC CCS),2090,0.8
DD,electricity,gas,gas (CC CCS),2095,0.8
DD,electricity,gas,gas (CC CCS),2100,0.8
DL,electricity,gas,gas (CC CCS),2010,0.8
DL,electricity,gas,gas (CC CCS),2015,0.8
DL,electricity,gas,gas (CC CCS),2020,0.8
DL,electricity,gas,gas (CC CCS),2025,0.8
DL,electricity,gas,gas (CC CCS),2030,0.8
DL,electricity,gas,gas (CC CCS),2035,0.8
DL,electricity,gas,gas (CC CCS),2040,0.8
DL,electricity,gas,gas (CC CCS),2045,0.8
DL,electricity,gas,gas (CC CCS),2050,0.8
DL,electricity,gas,gas (CC CCS),2055,0.8
DL,electricity,gas,gas (CC CCS),2060,0.8
DL,electricity,gas,gas (CC CCS),2065,0.8
DL,electricity,gas,gas (CC CCS),2070,0.8
DL,electricity,gas,gas (CC CCS),2075,0.8
DL,electricity,gas,gas (CC CCS),2080,0.8
DL,electricity,gas,gas (CC CCS),2085,0.8
DL,electricity,gas,gas (CC CCS),2090,0.8
DL,electricity,gas,gas (CC CCS),2095,0.8
DL,electricity,gas,gas (CC CCS),2100,0.8
DN,electricity,gas,gas (CC CCS),2010,0.8
DN,electricity,gas,gas (CC CCS),2015,0.8
DN,electricity,gas,gas (CC CCS),2020,0.8
DN,electricity,gas,gas (CC CCS),2025,0.8
DN,electricity,gas,gas (CC CCS),2030,0.8
DN,electricity,gas,gas (CC CCS),2035,0.8
DN,electricity,gas,gas (CC CCS),2040,0.8
DN,electricity,gas,gas (CC CCS),2045,0.8
DN,electricity,gas,gas (CC CCS),2050,0.8
DN,electricity,gas,gas (CC CCS),2055,0.8
DN,electricity,gas,gas (CC CCS),2060,0.8
DN,electricity,gas,gas (CC CCS),2065,0.8
DN,electricity,gas,gas (CC CCS),2070,0.8
DN,electricity,gas,gas (CC CCS),2075,0.8
DN,electricity,gas,gas (CC CCS),2080,0.8
DN,electricity,gas,gas (CC CCS),2085,0.8
DN,electricity,gas,gas (CC CCS),2090,0.8
DN,electricity,gas,gas (CC CCS),2095,0.8
DN,electricity,gas,gas (CC CCS),2100,0.8
GA,electricity,gas,gas (CC CCS),2010,0.8
GA,electricity,gas,gas (CC CCS),2015,0.8
GA,electricity,gas,gas (CC CCS),2020,0.8
GA,electricity,gas,gas (CC CCS),2025,0.8
GA,electricity,gas,gas (CC CCS),2030,0.8
GA,electricity,gas,gas (CC CCS),2035,0.8
GA,electricity,gas,gas (CC CCS),2040,0.8
GA,electricity,gas,gas (CC CCS),2045,0.8
GA,electricity,gas,gas (CC CCS),2050,0.8
GA,electricity,gas,gas (CC CCS),2055,0.8
GA,electricity,gas,gas (CC CCS),2060,0.8
GA,electricity,gas,gas (CC CCS),2065,0.8
GA,electricity,gas,gas (CC CCS),2070,0.8
GA,electricity,gas,gas (CC CCS),2075,0.8
GA,electricity,gas,gas (CC CCS),2080,0.8
GA,electricity,gas,gas (CC CCS),2085,0.8
GA,electricity,gas,gas (CC CCS),2090,0.8
GA,electricity,gas,gas (CC CCS),2095,0.8
GA,electricity,gas,gas (CC CCS),2100,0.8
GJ,electricity,gas,gas (CC CCS),2010,0.8
GJ,electricity,gas,gas (CC CCS),2015,0.8
GJ,electricity,gas,gas (CC CCS),2020,0.8
GJ,electricity,gas,gas (CC CCS),2025,0.8
GJ,electricity,gas,gas (CC CCS),2030,0.8
GJ,electricity,gas,gas (CC CCS),2035,0.8
GJ,electricity,gas,gas (CC CCS),2040,0.8
GJ,electricity,gas,gas (CC CCS),2045,0.8
GJ,electricity,gas,gas (CC CCS),2050,0.8
GJ,electricity,gas,gas (CC CCS),2055,0.8
GJ,electricity,gas,gas (CC CCS),2060,0.8
GJ,electricity,gas,gas (CC CCS),2065,0.8
GJ,electricity,gas,gas (CC CCS),2070,0.8
GJ,electricity,gas,gas (CC CCS),2075,0.8
GJ,electricity,gas,gas (CC CCS),2080,0.8
GJ,electricity,gas,gas (CC CCS),2085,0.8
GJ,electricity,gas,gas (CC CCS),2090,0.8
GJ,electricity,gas,gas (CC CCS),2095,0.8
GJ,electricity,gas,gas (CC CCS),2100,0.8
HP,electricity,gas,gas (CC CCS),2010,0.8
HP,electricity,gas,gas (CC CCS),2015,0.8
HP,electricity,gas,gas (CC CCS),2020,0.8
HP,electricity,gas,gas (CC CCS),2025,0.8
HP,electricity,gas,gas (CC CCS),2030,0.8
HP,electricity,gas,gas (CC CCS),2035,0.8
HP,electricity,gas,gas (CC CCS),2040,0.8
HP,electricity,gas,gas (CC CCS),2045,0.8
HP,electricity,gas,gas (CC CCS),2050,0.8
HP,electricity,gas,gas (CC CCS),2055,0.8
HP,electricity,gas,gas (CC CCS),2060,0.8
HP,electricity,gas,gas (CC CCS),2065,0.8
HP,electricity,gas,gas (CC CCS),2070,0.8
HP,electricity,gas,gas (CC CCS),2075,0.8
HP,electricity,gas,gas (CC CCS),2080,0.8
HP,electricity,gas,gas (CC CCS),2085,0.8
HP,electricity,gas,gas (CC CCS),2090,0.8
HP,electricity,gas,gas (CC CCS),2095,0.8
HP,electricity,gas,gas (CC CCS),2100,0.8
HR,electricity,gas,gas (CC CCS),2010,0.8
HR,electricity,gas,gas (CC CCS),2015,0.8
HR,electricity,gas,gas (CC CCS),2020,0.8
HR,electricity,gas,gas (CC CCS),2025,0.8
HR,electricity,gas,gas (CC CCS),2030,0.8
HR,electricity,gas,gas (CC CCS),2035,0.8
HR,electricity,gas,gas (CC CCS),2040,0.8
HR,electricity,gas,gas (CC CCS),2045,0.8
HR,electricity,gas,gas (CC CCS),2050,0.8
HR,electricity,gas,gas (CC CCS),2055,0.8
HR,electricity,gas,gas (CC CCS),2060,0.8
HR,electricity,gas,gas (CC CCS),2065,0.8
HR,electricity,gas,gas (CC CCS),2070,0.8
HR,electricity,gas,gas (CC CCS),2075,0.8
HR,electricity,gas,gas (CC CCS),2080,0.8
HR,electricity,gas,gas (CC CCS),2085,0.8
HR,electricity,gas,gas (CC CCS),2090,0.8
HR,electricity,gas,gas (CC CCS),2095,0.8
HR,electricity,gas,gas (CC CCS),2100,0.8
JH,electricity,gas,gas (CC CCS),2010,0.8
JH,electricity,gas,gas (CC CCS),2015,0.8
JH,electricity,gas,gas (CC CCS),2020,0.8
JH,electricity,gas,gas (CC CCS),2025,0.8
JH,electricity,gas,gas (CC CCS),2030,0.8
JH,electricity,gas,gas (CC CCS),2035,0.8
JH,electricity,gas,gas (CC CCS),2040,0.8
JH,electricity,gas,gas (CC CCS),2045,0.8
JH,electricity,gas,gas (CC CCS),2050,0.8
JH,electricity,gas,gas (CC CCS),2055,0.8
JH,electricity,gas,gas (CC CCS),2060,0.8
JH,electricity,gas,gas (CC CCS),2065,0.8
JH,electricity,gas,gas (CC CCS),2070,0.8
JH,electricity,gas,gas (CC CCS),2075,0.8
JH,electricity,gas,gas (CC CCS),2080,0.8
JH,electricity,gas,gas (CC CCS),2085,0.8
JH,electricity,gas,gas (CC CCS),2090,0.8
JH,electricity,gas,gas (CC CCS),2095,0.8
JH,electricity,gas,gas (CC CCS),2100,0.8
JK,electricity,gas,gas (CC CCS),2010,0.8
JK,electricity,gas,gas (CC CCS),2015,0.8
JK,electricity,gas,gas (CC CCS),2020,0.8
JK,electricity,gas,gas (CC CCS),2025,0.8
JK,electricity,gas,gas (CC CCS),2030,0.8
JK,electricity,gas,gas (CC CCS),2035,0.8
JK,electricity,gas,gas (CC CCS),2040,0.8
JK,electricity,gas,gas (CC CCS),2045,0.8
JK,electricity,gas,gas (CC CCS),2050,0.8
JK,electricity,gas,gas (CC CCS),2055,0.8
JK,electricity,gas,gas (CC CCS),2060,0.8
JK,electricity,gas,gas (CC CCS),2065,0.8
JK,electricity,gas,gas (CC CCS),2070,0.8
JK,electricity,gas,gas (CC CCS),2075,0.8
JK,electricity,gas,gas (CC CCS),2080,0.8
JK,electricity,gas,gas (CC CCS),2085,0.8
JK,electricity,gas,gas (CC CCS),2090,0.8
JK,electricity,gas,gas (CC CCS),2095,0.8
JK,electricity,gas,gas (CC CCS),2100,0.8
KA,electricity,gas,gas (CC CCS),2010,0.8
KA,electricity,gas,gas (CC CCS),2015,0.8
KA,electricity,gas,gas (CC CCS),2020,0.8
KA,electricity,gas,gas (CC CCS),2025,0.8
KA,electricity,gas,gas (CC CCS),2030,0.8
KA,electricity,gas,gas (CC CCS),2035,0.8
KA,electricity,gas,gas (CC CCS),2040,0.8
KA,electricity,gas,gas (CC CCS),2045,0.8
KA,electricity,gas,gas (CC CCS),2050,0.8
KA,electricity,gas,gas (CC CCS),2055,0.8
KA,electricity,gas,gas (CC CCS),2060,0.8
KA,electricity,gas,gas (CC CCS),2065,0.8
KA,electricity,gas,gas (CC CCS),2070,0.8
KA,electricity,gas,gas (CC CCS),2075,0.8
KA,electricity,gas,gas (CC CCS),2080,0.8
KA,electricity,gas,gas (CC CCS),2085,0.8
KA,electricity,gas,gas (CC CCS),2090,0.8
KA,electricity,gas,gas (CC CCS),2095,0.8
KA,electricity,gas,gas (CC CCS),2100,0.8
KL,electricity,gas,gas (CC CCS),2010,0.8
KL,electricity,gas,gas (CC CCS),2015,0.8
KL,electricity,gas,gas (CC CCS),2020,0.8
KL,electricity,gas,gas (CC CCS),2025,0.8
KL,electricity,gas,gas (CC CCS),2030,0.8
KL,electricity,gas,gas (CC CCS),2035,0.8
KL,electricity,gas,gas (CC CCS),2040,0.8
KL,electricity,gas,gas (CC CCS),2045,0.8
KL,electricity,gas,gas (CC CCS),2050,0.8
KL,electricity,gas,gas (CC CCS),2055,0.8
KL,electricity,gas,gas (CC CCS),2060,0.8
KL,electricity,gas,gas (CC CCS),2065,0.8
KL,electricity,gas,gas (CC CCS),2070,0.8
KL,electricity,gas,gas (CC CCS),2075,0.8
KL,electricity,gas,gas (CC CCS),2080,0.8
KL,electricity,gas,gas (CC CCS),2085,0.8
KL,electricity,gas,gas (CC CCS),2090,0.8
KL,electricity,gas,gas (CC CCS),2095,0.8
KL,electricity,gas,gas (CC CCS),2100,0.8
LA,electricity,gas,gas (CC CCS),2010,0.8
LA,electricity,gas,gas (CC CCS),2015,0.8
LA,electricity,gas,gas (CC CCS),2020,0.8
LA,electricity,gas,gas (CC CCS),2025,0.8
LA,electricity,gas,gas (CC CCS),2030,0.8
LA,electricity,gas,gas (CC CCS),2035,0.8
LA,electricity,gas,gas (CC CCS),2040,0.8
LA,electricity,gas,gas (CC CCS),2045,0.8
LA,electricity,gas,gas (CC CCS),2050,0.8
LA,electricity,gas,gas (CC CCS),2055,0.8
LA,electricity,gas,gas (CC CCS),2060,0.8
LA,electricity,gas,gas (CC CCS),2065,0.8
LA,electricity,gas,gas (CC CCS),2070,0.8
LA,electricity,gas,gas (CC CCS),2075,0.8
LA,electricity,gas,gas (CC CCS),2080,0.8
LA,electricity,gas,gas (CC CCS),2085,0.8
LA,electricity,gas,gas (CC CCS),2090,0.8
LA,electricity,gas,gas (CC CCS),2095,0.8
LA,electricity,gas,gas (CC CCS),2100,0.8
LD,electricity,gas,gas (CC CCS),2010,0.8
LD,electricity,gas,gas (CC CCS),2015,0.8
LD,electricity,gas,gas (CC CCS),2020,0.8
LD,electricity,gas,gas (CC CCS),2025,0.8
LD,electricity,gas,gas (CC CCS),2030,0.8
LD,electricity,gas,gas (CC CCS),2035,0.8
LD,electricity,gas,gas (CC CCS),2040,0.8
LD,electricity,gas,gas (CC CCS),2045,0.8
LD,electricity,gas,gas (CC CCS),2050,0.8
LD,electricity,gas,gas (CC CCS),2055,0.8
LD,electricity,gas,gas (CC CCS),2060,0.8
