INPUT_TABLE,,,,,
Variable ID,,,,,
RegionTechCF,,,,,
,,,,,
region,supplysector,subsector,technology,year,capacity.factor
GJ,electricity,coal,coal (conv pul),2085,0.85
GJ,electricity,coal,coal (conv pul),2090,0.85
GJ,electricity,coal,coal (conv pul),2095,0.85
GJ,electricity,coal,coal (conv pul),2100,0.85
HP,electricity,coal,coal (conv pul),2010,0.85
HP,electricity,coal,coal (conv pul),2015,0.85
HP,electricity,coal,coal (conv pul),2020,0.85
HP,electricity,coal,coal (conv pul),2025,0.85
HP,electricity,coal,coal (conv pul),2030,0.85
HP,electricity,coal,coal (conv pul),2035,0.85
HP,electricity,coal,coal (conv pul),2040,0.85
HP,electricity,coal,coal (conv pul),2045,0.85
HP,electricity,coal,coal (conv pul),2050,0.85
HP,electricity,coal,coal (conv pul),2055,0.85
HP,electricity,coal,coal (conv pul),2060,0.85
HP,electricity,coal,coal (conv pul),2065,0.85
HP,electricity,coal,coal (conv pul),2070,0.85
HP,electricity,coal,coal (conv pul),2075,0.85
HP,electricity,coal,coal (conv pul),2080,0.85
HP,electricity,coal,coal (conv pul),2085,0.85
HP,electricity,coal,coal (conv pul),2090,0.85
HP,electricity,coal,coal (conv pul),2095,0.85
HP,electricity,coal,coal (conv pul),2100,0.85
HR,electricity,coal,coal (conv pul),2010,0.85
HR,electricity,coal,coal (conv pul),2015,0.85
HR,electricity,coal,coal (conv pul),2020,0.85
HR,electricity,coal,coal (conv pul),2025,0.85
HR,electricity,coal,coal (conv pul),2030,0.85
HR,electricity,coal,coal (conv pul),2035,0.85
HR,electricity,coal,coal (conv pul),2040,0.85
HR,electricity,coal,coal (conv pul),2045,0.85
HR,electricity,coal,coal (conv pul),2050,0.85
HR,electricity,coal,coal (conv pul),2055,0.85
HR,electricity,coal,coal (conv pul),2060,0.85
HR,electricity,coal,coal (conv pul),2065,0.85
HR,electricity,coal,coal (conv pul),2070,0.85
HR,electricity,coal,coal (conv pul),2075,0.85
HR,electricity,coal,coal (conv pul),2080,0.85
HR,electricity,coal,coal (conv pul),2085,0.85
HR,electricity,coal,coal (conv pul),2090,0.85
HR,electricity,coal,coal (conv pul),2095,0.85
HR,electricity,coal,coal (conv pul),2100,0.85
JH,electricity,coal,coal (conv pul),2010,0.85
JH,electricity,coal,coal (conv pul),2015,0.85
JH,electricity,coal,coal (conv pul),2020,0.85
JH,electricity,coal,coal (conv pul),2025,0.85
JH,electricity,coal,coal (conv pul),2030,0.85
JH,electricity,coal,coal (conv pul),2035,0.85
JH,electricity,coal,coal (conv pul),2040,0.85
JH,electricity,coal,coal (conv pul),2045,0.85
JH,electricity,coal,coal (conv pul),2050,0.85
JH,electricity,coal,coal (conv pul),2055,0.85
JH,electricity,coal,coal (conv pul),2060,0.85
JH,electricity,coal,coal (conv pul),2065,0.85
JH,electricity,coal,coal (conv pul),2070,0.85
JH,electricity,coal,coal (conv pul),2075,0.85
JH,electricity,coal,coal (conv pul),2080,0.85
JH,electricity,coal,coal (conv pul),2085,0.85
JH,electricity,coal,coal (conv pul),2090,0.85
JH,electricity,coal,coal (conv pul),2095,0.85
JH,electricity,coal,coal (conv pul),2100,0.85
JK,electricity,coal,coal (conv pul),2010,0.85
JK,electricity,coal,coal (conv pul),2015,0.85
JK,electricity,coal,coal (conv pul),2020,0.85
JK,electricity,coal,coal (conv pul),2025,0.85
JK,electricity,coal,coal (conv pul),2030,0.85
JK,electricity,coal,coal (conv pul),2035,0.85
JK,electricity,coal,coal (conv pul),2040,0.85
JK,electricity,coal,coal (conv pul),2045,0.85
JK,electricity,coal,coal (conv pul),2050,0.85
JK,electricity,coal,coal (conv pul),2055,0.85
JK,electricity,coal,coal (conv pul),2060,0.85
JK,electricity,coal,coal (conv pul),2065,0.85
JK,electricity,coal,coal (conv pul),2070,0.85
JK,electricity,coal,coal (conv pul),2075,0.85
JK,electricity,coal,coal (conv pul),2080,0.85
JK,electricity,coal,coal (conv pul),2085,0.85
JK,electricity,coal,coal (conv pul),2090,0.85
JK,electricity,coal,coal (conv pul),2095,0.85
JK,electricity,coal,coal (conv pul),2100,0.85
KA,electricity,coal,coal (conv pul),2010,0.85
KA,electricity,coal,coal (conv pul),2015,0.85
KA,electricity,coal,coal (conv pul),2020,0.85
KA,electricity,coal,coal (conv pul),2025,0.85
KA,electricity,coal,coal (conv pul),2030,0.85
KA,electricity,coal,coal (conv pul),2035,0.85
KA,electricity,coal,coal (conv pul),2040,0.85
KA,electricity,coal,coal (conv pul),2045,0.85
KA,electricity,coal,coal (conv pul),2050,0.85
KA,electricity,coal,coal (conv pul),2055,0.85
KA,electricity,coal,coal (conv pul),2060,0.85
KA,electricity,coal,coal (conv pul),2065,0.85
KA,electricity,coal,coal (conv pul),2070,0.85
KA,electricity,coal,coal (conv pul),2075,0.85
KA,electricity,coal,coal (conv pul),2080,0.85
KA,electricity,coal,coal (conv pul),2085,0.85
KA,electricity,coal,coal (conv pul),2090,0.85
KA,electricity,coal,coal (conv pul),2095,0.85
KA,electricity,coal,coal (conv pul),2100,0.85
KL,electricity,coal,coal (conv pul),2010,0.85
KL,electricity,coal,coal (conv pul),2015,0.85
KL,electricity,coal,coal (conv pul),2020,0.85
KL,electricity,coal,coal (conv pul),2025,0.85
KL,electricity,coal,coal (conv pul),2030,0.85
KL,electricity,coal,coal (conv pul),2035,0.85
KL,electricity,coal,coal (conv pul),2040,0.85
KL,electricity,coal,coal (conv pul),2045,0.85
KL,electricity,coal,coal (conv pul),2050,0.85
KL,electricity,coal,coal (conv pul),2055,0.85
KL,electricity,coal,coal (conv pul),2060,0.85
KL,electricity,coal,coal (conv pul),2065,0.85
KL,electricity,coal,coal (conv pul),2070,0.85
KL,electricity,coal,coal (conv pul),2075,0.85
KL,electricity,coal,coal (conv pul),2080,0.85
KL,electricity,coal,coal (conv pul),2085,0.85
KL,electricity,coal,coal (conv pul),2090,0.85
KL,electricity,coal,coal (conv pul),2095,0.85
KL,electricity,coal,coal (conv pul),2100,0.85
LA,electricity,coal,coal (conv pul),2010,0.85
LA,electricity,coal,coal (conv pul),2015,0.85
LA,electricity,coal,coal (conv pul),2020,0.85
LA,electricity,coal,coal (conv pul),2025,0.85
LA,electricity,coal,coal (conv pul),2030,0.85
LA,electricity,coal,coal (conv pul),2035,0.85
LA,electricity,coal,coal (conv pul),2040,0.85
LA,electricity,coal,coal (conv pul),2045,0.85
LA,electricity,coal,coal (conv pul),2050,0.85
LA,electricity,coal,coal (conv pul),2055,0.85
LA,electricity,coal,coal (conv pul),2060,0.85
LA,electricity,coal,coal (conv pul),2065,0.85
LA,electricity,coal,coal (conv pul),2070,0.85
LA,electricity,coal,coal (conv pul),2075,0.85
LA,electricity,coal,coal (conv pul),2080,0.85
LA,electricity,coal,coal (conv pul),2085,0.85
LA,electricity,coal,coal (conv pul),2090,0.85
LA,electricity,coal,coal (conv pul),2095,0.85
LA,electricity,coal,coal (conv pul),2100,0.85
LD,electricity,coal,coal (conv pul),2010,0.85
LD,electricity,coal,coal (conv pul),2015,0.85
LD,electricity,coal,coal (conv pul),2020,0.85
LD,electricity,coal,coal (conv pul),2025,0.85
LD,electricity,coal,coal (conv pul),2030,0.85
LD,electricity,coal,coal (conv pul),2035,0.85
LD,electricity,coal,coal (conv pul),2040,0.85
LD,electricity,coal,coal (conv pul),2045,0.85
LD,electricity,coal,coal (conv pul),2050,0.85
LD,electricity,coal,coal (conv pul),2055,0.85
LD,electricity,coal,coal (conv pul),2060,0.85
LD,electricity,coal,coal (conv pul),2065,0.85
LD,electricity,coal,coal (conv pul),2070,0.85
LD,electricity,coal,coal (conv pul),2075,0.85
LD,electricity,coal,coal (conv pul),2080,0.85
LD,electricity,coal,coal (conv pul),2085,0.85
LD,electricity,coal,coal (conv pul),2090,0.85
LD,electricity,coal,coal (conv pul),2095,0.85
LD,electricity,coal,coal (conv pul),2100,0.85
MH,electricity,coal,coal (conv pul),2010,0.85
MH,electricity,coal,coal (conv pul),2015,0.85
MH,electricity,coal,coal (conv pul),2020,0.85
MH,electricity,coal,coal (conv pul),2025,0.85
MH,electricity,coal,coal (conv pul),2030,0.85
MH,electricity,coal,coal (conv pul),2035,0.85
MH,electricity,coal,coal (conv pul),2040,0.85
MH,electricity,coal,coal (conv pul),2045,0.85
MH,electricity,coal,coal (conv pul),2050,0.85
MH,electricity,coal,coal (conv pul),2055,0.85
MH,electricity,coal,coal (conv pul),2060,0.85
MH,electricity,coal,coal (conv pul),2065,0.85
MH,electricity,coal,coal (conv pul),2070,0.85
MH,electricity,coal,coal (conv pul),2075,0.85
MH,electricity,coal,coal (conv pul),2080,0.85
MH,electricity,coal,coal (conv pul),2085,0.85
MH,electricity,coal,coal (conv pul),2090,0.85
MH,electricity,coal,coal (conv pul),2095,0.85
MH,electricity,coal,coal (conv pul),2100,0.85
ML,electricity,coal,coal (conv pul),2010,0.85
ML,electricity,coal,coal (conv pul),2015,0.85
ML,electricity,coal,coal (conv pul),2020,0.85
ML,electricity,coal,coal (conv pul),2025,0.85
ML,electricity,coal,coal (conv pul),2030,0.85
ML,electricity,coal,coal (conv pul),2035,0.85
ML,electricity,coal,coal (conv pul),2040,0.85
ML,electricity,coal,coal (conv pul),2045,0.85
ML,electricity,coal,coal (conv pul),2050,0.85
ML,electricity,coal,coal (conv pul),2055,0.85
ML,electricity,coal,coal (conv pul),2060,0.85
ML,electricity,coal,coal (conv pul),2065,0.85
ML,electricity,coal,coal (conv pul),2070,0.85
ML,electricity,coal,coal (conv pul),2075,0.85
ML,electricity,coal,coal (conv pul),2080,0.85
ML,electricity,coal,coal (conv pul),2085,0.85
ML,electricity,coal,coal (conv pul),2090,0.85
ML,electricity,coal,coal (conv pul),2095,0.85
ML,electricity,coal,coal (conv pul),2100,0.85
MN,electricity,coal,coal (conv pul),2010,0.85
MN,electricity,coal,coal (conv pul),2015,0.85
MN,electricity,coal,coal (conv pul),2020,0.85
MN,electricity,coal,coal (conv pul),2025,0.85
MN,electricity,coal,coal (conv pul),2030,0.85
MN,electricity,coal,coal (conv pul),2035,0.85
MN,electricity,coal,coal (conv pul),2040,0.85
MN,electricity,coal,coal (conv pul),2045,0.85
MN,electricity,coal,coal (conv pul),2050,0.85
MN,electricity,coal,coal (conv pul),2055,0.85
MN,electricity,coal,coal (conv pul),2060,0.85
MN,electricity,coal,coal (conv pul),2065,0.85
MN,electricity,coal,coal (conv pul),2070,0.85
MN,electricity,coal,coal (conv pul),2075,0.85
MN,electricity,coal,coal (conv pul),2080,0.85
MN,electricity,coal,coal (conv pul),2085,0.85
MN,electricity,coal,coal (conv pul),2090,0.85
MN,electricity,coal,coal (conv pul),2095,0.85
MN,electricity,coal,coal (conv pul),2100,0.85
MP,electricity,coal,coal (conv pul),2010,0.85
MP,electricity,coal,coal (conv pul),2015,0.85
MP,electricity,coal,coal (conv pul),2020,0.85
MP,electricity,coal,coal (conv pul),2025,0.85
MP,electricity,coal,coal (conv pul),2030,0.85
MP,electricity,coal,coal (conv pul),2035,0.85
MP,electricity,coal,coal (conv pul),2040,0.85
MP,electricity,coal,coal (conv pul),2045,0.85
MP,electricity,coal,coal (conv pul),2050,0.85
MP,electricity,coal,coal (conv pul),2055,0.85
MP,electricity,coal,coal (conv pul),2060,0.85
MP,electricity,coal,coal (conv pul),2065,0.85
MP,electricity,coal,coal (conv pul),2070,0.85
MP,electricity,coal,coal (conv pul),2075,0.85
MP,electricity,coal,coal (conv pul),2080,0.85
MP,electricity,coal,coal (conv pul),2085,0.85
MP,electricity,coal,coal (conv pul),2090,0.85
MP,electricity,coal,coal (conv pul),2095,0.85
MP,electricity,coal,coal (conv pul),2100,0.85
MZ,electricity,coal,coal (conv pul),2010,0.85
MZ,electricity,coal,coal (conv pul),2015,0.85
MZ,electricity,coal,coal (conv pul),2020,0.85
MZ,electricity,coal,coal (conv pul),2025,0.85
MZ,electricity,coal,coal (conv pul),2030,0.85
MZ,electricity,coal,coal (conv pul),2035,0.85
MZ,electricity,coal,coal (conv pul),2040,0.85
MZ,electricity,coal,coal (conv pul),2045,0.85
MZ,electricity,coal,coal (conv pul),2050,0.85
MZ,electricity,coal,coal (conv pul),2055,0.85
MZ,electricity,coal,coal (conv pul),2060,0.85
MZ,electricity,coal,coal (conv pul),2065,0.85
MZ,electricity,coal,coal (conv pul),2070,0.85
MZ,electricity,coal,coal (conv pul),2075,0.85
MZ,electricity,coal,coal (conv pul),2080,0.85
MZ,electricity,coal,coal (conv pul),2085,0.85
MZ,electricity,coal,coal (conv pul),2090,0.85
MZ,electricity,coal,coal (conv pul),2095,0.85
MZ,electricity,coal,coal (conv pul),2100,0.85
NL,electricity,coal,coal (conv pul),2010,0.85
NL,electricity,coal,coal (conv pul),2015,0.85
NL,electricity,coal,coal (conv pul),2020,0.85
NL,electricity,coal,coal (conv pul),2025,0.85
NL,electricity,coal,coal (conv pul),2030,0.85
NL,electricity,coal,coal (conv pul),2035,0.85
NL,electricity,coal,coal (conv pul),2040,0.85
NL,electricity,coal,coal (conv pul),2045,0.85
NL,electricity,coal,coal (conv pul),2050,0.85
NL,electricity,coal,coal (conv pul),2055,0.85
NL,electricity,coal,coal (conv pul),2060,0.85
NL,electricity,coal,coal (conv pul),2065,0.85
NL,electricity,coal,coal (conv pul),2070,0.85
NL,electricity,coal,coal (conv pul),2075,0.85
NL,electricity,coal,coal (conv pul),2080,0.85
NL,electricity,coal,coal (conv pul),2085,0.85
NL,electricity,coal,coal (conv pul),2090,0.85
NL,electricity,coal,coal (conv pul),2095,0.85
NL,electricity,coal,coal (conv pul),2100,0.85
OD,electricity,coal,coal (conv pul),2010,0.85
OD,electricity,coal,coal (conv pul),2015,0.85
OD,electricity,coal,coal (conv pul),2020,0.85
OD,electricity,coal,coal (conv pul),2025,0.85
OD,electricity,coal,coal (conv pul),2030,0.85
OD,electricity,coal,coal (conv pul),2035,0.85
OD,electricity,coal,coal (conv pul),2040,0.85
OD,electricity,coal,coal (conv pul),2045,0.85
OD,electricity,coal,coal (conv pul),2050,0.85
OD,electricity,coal,coal (conv pul),2055,0.85
OD,electricity,coal,coal (conv pul),2060,0.85
OD,electricity,coal,coal (conv pul),2065,0.85
OD,electricity,coal,coal (conv pul),2070,0.85
OD,electricity,coal,coal (conv pul),2075,0.85
OD,electricity,coal,coal (conv pul),2080,0.85
OD,electricity,coal,coal (conv pul),2085,0.85
OD,electricity,coal,coal (conv pul),2090,0.85
OD,electricity,coal,coal (conv pul),2095,0.85
OD,electricity,coal,coal (conv pul),2100,0.85
PB,electricity,coal,coal (conv pul),2010,0.85
PB,electricity,coal,coal (conv pul),2015,0.85
PB,electricity,coal,coal (conv pul),2020,0.85
PB,electricity,coal,coal (conv pul),2025,0.85
PB,electricity,coal,coal (conv pul),2030,0.85
PB,electricity,coal,coal (conv pul),2035,0.85
PB,electricity,coal,coal (conv pul),2040,0.85
PB,electricity,coal,coal (conv pul),2045,0.85
PB,electricity,coal,coal (conv pul),2050,0.85
PB,electricity,coal,coal (conv pul),2055,0.85
PB,electricity,coal,coal (conv pul),2060,0.85
PB,electricity,coal,coal (conv pul),2065,0.85
PB,electricity,coal,coal (conv pul),2070,0.85
PB,electricity,coal,coal (conv pul),2075,0.85
PB,electricity,coal,coal (conv pul),2080,0.85
PB,electricity,coal,coal (conv pul),2085,0.85
PB,electricity,coal,coal (conv pul),2090,0.85
PB,electricity,coal,coal (conv pul),2095,0.85
PB,electricity,coal,coal (conv pul),2100,0.85
PC,electricity,coal,coal (conv pul),2010,0.85
PC,electricity,coal,coal (conv pul),2015,0.85
PC,electricity,coal,coal (conv pul),2020,0.85
PC,electricity,coal,coal (conv pul),2025,0.85
PC,electricity,coal,coal (conv pul),2030,0.85
PC,electricity,coal,coal (conv pul),2035,0.85
PC,electricity,coal,coal (conv pul),2040,0.85
PC,electricity,coal,coal (conv pul),2045,0.85
PC,electricity,coal,coal (conv pul),2050,0.85
PC,electricity,coal,coal (conv pul),2055,0.85
PC,electricity,coal,coal (conv pul),2060,0.85
PC,electricity,coal,coal (conv pul),2065,0.85
PC,electricity,coal,coal (conv pul),2070,0.85
PC,electricity,coal,coal (conv pul),2075,0.85
PC,electricity,coal,coal (conv pul),2080,0.85
PC,electricity,coal,coal (conv pul),2085,0.85
PC,electricity,coal,coal (conv pul),2090,0.85
PC,electricity,coal,coal (conv pul),2095,0.85
PC,electricity,coal,coal (conv pul),2100,0.85
RJ,electricity,coal,coal (conv pul),2010,0.85
RJ,electricity,coal,coal (conv pul),2015,0.85
RJ,electricity,coal,coal (conv pul),2020,0.85
RJ,electricity,coal,coal (conv pul),2025,0.85
RJ,electricity,coal,coal (conv pul),2030,0.85
RJ,electricity,coal,coal (conv pul),2035,0.85
RJ,electricity,coal,coal (conv pul),2040,0.85
RJ,electricity,coal,coal (conv pul),2045,0.85
RJ,electricity,coal,coal (conv pul),2050,0.85
RJ,electricity,coal,coal (conv pul),2055,0.85
RJ,electricity,coal,coal (conv pul),2060,0.85
RJ,electricity,coal,coal (conv pul),2065,0.85
RJ,electricity,coal,coal (conv pul),2070,0.85
RJ,electricity,coal,coal (conv pul),2075,0.85
RJ,electricity,coal,coal (conv pul),2080,0.85
RJ,electricity,coal,coal (conv pul),2085,0.85
RJ,electricity,coal,coal (conv pul),2090,0.85
RJ,electricity,coal,coal (conv pul),2095,0.85
RJ,electricity,coal,coal (conv pul),2100,0.85
SK,electricity,coal,coal (conv pul),2010,0.85
SK,electricity,coal,coal (conv pul),2015,0.85
SK,electricity,coal,coal (conv pul),2020,0.85
SK,electricity,coal,coal (conv pul),2025,0.85
SK,electricity,coal,coal (conv pul),2030,0.85
SK,electricity,coal,coal (conv pul),2035,0.85
SK,electricity,coal,coal (conv pul),2040,0.85
SK,electricity,coal,coal (conv pul),2045,0.85
SK,electricity,coal,coal (conv pul),2050,0.85
SK,electricity,coal,coal (conv pul),2055,0.85
SK,electricity,coal,coal (conv pul),2060,0.85
SK,electricity,coal,coal (conv pul),2065,0.85
SK,electricity,coal,coal (conv pul),2070,0.85
SK,electricity,coal,coal (conv pul),2075,0.85
SK,electricity,coal,coal (conv pul),2080,0.85
SK,electricity,coal,coal (conv pul),2085,0.85
SK,electricity,coal,coal (conv pul),2090,0.85
SK,electricity,coal,coal (conv pul),2095,0.85
SK,electricity,coal,coal (conv pul),2100,0.85
TN,electricity,coal,coal (conv pul),2010,0.85
TN,electricity,coal,coal (conv pul),2015,0.85
TN,electricity,coal,coal (conv pul),2020,0.85
TN,electricity,coal,coal (conv pul),2025,0.85
TN,electricity,coal,coal (conv pul),2030,0.85
TN,electricity,coal,coal (conv pul),2035,0.85
TN,electricity,coal,coal (conv pul),2040,0.85
TN,electricity,coal,coal (conv pul),2045,0.85
TN,electricity,coal,coal (conv pul),2050,0.85
TN,electricity,coal,coal (conv pul),2055,0.85
TN,electricity,coal,coal (conv pul),2060,0.85
TN,electricity,coal,coal (conv pul),2065,0.85
TN,electricity,coal,coal (conv pul),2070,0.85
TN,electricity,coal,coal (conv pul),2075,0.85
TN,electricity,coal,coal (conv pul),2080,0.85
TN,electricity,coal,coal (conv pul),2085,0.85
TN,electricity,coal,coal (conv pul),2090,0.85
TN,electricity,coal,coal (conv pul),2095,0.85
TN,electricity,coal,coal (conv pul),2100,0.85
TR,electricity,coal,coal (conv pul),2010,0.85
TR,electricity,coal,coal (conv pul),2015,0.85
TR,electricity,coal,coal (conv pul),2020,0.85
TR,electricity,coal,coal (conv pul),2025,0.85
TR,electricity,coal,coal (conv pul),2030,0.85
TR,electricity,coal,coal (conv pul),2035,0.85
TR,electricity,coal,coal (conv pul),2040,0.85
TR,electricity,coal,coal (conv pul),2045,0.85
TR,electricity,coal,coal (conv pul),2050,0.85
TR,electricity,coal,coal (conv pul),2055,0.85
TR,electricity,coal,coal (conv pul),2060,0.85
TR,electricity,coal,coal (conv pul),2065,0.85
TR,electricity,coal,coal (conv pul),2070,0.85
TR,electricity,coal,coal (conv pul),2075,0.85
TR,electricity,coal,coal (conv pul),2080,0.85
TR,electricity,coal,coal (conv pul),2085,0.85
TR,electricity,coal,coal (conv pul),2090,0.85
TR,electricity,coal,coal (conv pul),2095,0.85
TR,electricity,coal,coal (conv pul),2100,0.85
TS,electricity,coal,coal (conv pul),2010,0.85
TS,electricity,coal,coal (conv pul),2015,0.85
TS,electricity,coal,coal (conv pul),2020,0.85
TS,electricity,coal,coal (conv pul),2025,0.85
TS,electricity,coal,coal (conv pul),2030,0.85
TS,electricity,coal,coal (conv pul),2035,0.85
TS,electricity,coal,coal (conv pul),2040,0.85
TS,electricity,coal,coal (conv pul),2045,0.85
TS,electricity,coal,coal (conv pul),2050,0.85
TS,electricity,coal,coal (conv pul),2055,0.85
TS,electricity,coal,coal (conv pul),2060,0.85
TS,electricity,coal,coal (conv pul),2065,0.85
TS,electricity,coal,coal (conv pul),2070,0.85
TS,electricity,coal,coal (conv pul),2075,0.85
TS,electricity,coal,coal (conv pul),2080,0.85
TS,electricity,coal,coal (conv pul),2085,0.85
TS,electricity,coal,coal (conv pul),2090,0.85
TS,electricity,coal,coal (conv pul),2095,0.85
TS,electricity,coal,coal (conv pul),2100,0.85
UK,electricity,coal,coal (conv pul),2010,0.85
UK,electricity,coal,coal (conv pul),2015,0.85
UK,electricity,coal,coal (conv pul),2020,0.85
UK,electricity,coal,coal (conv pul),2025,0.85
UK,electricity,coal,coal (conv pul),2030,0.85
UK,electricity,coal,coal (conv pul),2035,0.85
UK,electricity,coal,coal (conv pul),2040,0.85
UK,electricity,coal,coal (conv pul),2045,0.85
UK,electricity,coal,coal (conv pul),2050,0.85
UK,electricity,coal,coal (conv pul),2055,0.85
UK,electricity,coal,coal (conv pul),2060,0.85
UK,electricity,coal,coal (conv pul),2065,0.85
UK,electricity,coal,coal (conv pul),2070,0.85
UK,electricity,coal,coal (conv pul),2075,0.85
UK,electricity,coal,coal (conv pul),2080,0.85
UK,electricity,coal,coal (conv pul),2085,0.85
UK,electricity,coal,coal (conv pul),2090,0.85
UK,electricity,coal,coal (conv pul),2095,0.85
UK,electricity,coal,coal (conv pul),2100,0.85
UP,electricity,coal,coal (conv pul),2010,0.85
UP,electricity,coal,coal (conv pul),2015,0.85
UP,electricity,coal,coal (conv pul),2020,0.85
UP,electricity,coal,coal (conv pul),2025,0.85
UP,electricity,coal,coal (conv pul),2030,0.85
UP,electricity,coal,coal (conv pul),2035,0.85
UP,electricity,coal,coal (conv pul),2040,0.85
UP,electricity,coal,coal (conv pul),2045,0.85
UP,electricity,coal,coal (conv pul),2050,0.85
UP,electricity,coal,coal (conv pul),2055,0.85
UP,electricity,coal,coal (conv pul),2060,0.85
UP,electricity,coal,coal (conv pul),2065,0.85
UP,electricity,coal,coal (conv pul),2070,0.85
UP,electricity,coal,coal (conv pul),2075,0.85
UP,electricity,coal,coal (conv pul),2080,0.85
UP,electricity,coal,coal (conv pul),2085,0.85
UP,electricity,coal,coal (conv pul),2090,0.85
UP,electricity,coal,coal (conv pul),2095,0.85
UP,electricity,coal,coal (conv pul),2100,0.85
WB,electricity,coal,coal (conv pul),2010,0.85
WB,electricity,coal,coal (conv pul),2015,0.85
WB,electricity,coal,coal (conv pul),2020,0.85
WB,electricity,coal,coal (conv pul),2025,0.85
WB,electricity,coal,coal (conv pul),2030,0.85
WB,electricity,coal,coal (conv pul),2035,0.85
WB,electricity,coal,coal (conv pul),2040,0.85
WB,electricity,coal,coal (conv pul),2045,0.85
WB,electricity,coal,coal (conv pul),2050,0.85
WB,electricity,coal,coal (conv pul),2055,0.85
WB,electricity,coal,coal (conv pul),2060,0.85
WB,electricity,coal,coal (conv pul),2065,0.85
WB,electricity,coal,coal (conv pul),2070,0.85
WB,electricity,coal,coal (conv pul),2075,0.85
WB,electricity,coal,coal (conv pul),2080,0.85
WB,electricity,coal,coal (conv pul),2085,0.85
WB,electricity,coal,coal (conv pul),2090,0.85
WB,electricity,coal,coal (conv pul),2095,0.85
WB,electricity,coal,coal (conv pul),2100,0.85
AN,electricity,coal,coal (IGCC CCS),2010,0.8
AN,electricity,coal,coal (IGCC CCS),2015,0.8
AN,electricity,coal,coal (IGCC CCS),2020,0.8
AN,electricity,coal,coal (IGCC CCS),2025,0.8
AN,electricity,coal,coal (IGCC CCS),2030,0.8
AN,electricity,coal,coal (IGCC CCS),2035,0.8
AN,electricity,coal,coal (IGCC CCS),2040,0.8
AN,electricity,coal,coal (IGCC CCS),2045,0.8
AN,electricity,coal,coal (IGCC CCS),2050,0.8
AN,electricity,coal,coal (IGCC CCS),2055,0.8
AN,electricity,coal,coal (IGCC CCS),2060,0.8
AN,electricity,coal,coal (IGCC CCS),2065,0.8
AN,electricity,coal,coal (IGCC CCS),2070,0.8
AN,electricity,coal,coal (IGCC CCS),2075,0.8
AN,electricity,coal,coal (IGCC CCS),2080,0.8
AN,electricity,coal,coal (IGCC CCS),2085,0.8
AN,electricity,coal,coal (IGCC CCS),2090,0.8
AN,electricity,coal,coal (IGCC CCS),2095,0.8
AN,electricity,coal,coal (IGCC CCS),2100,0.8
AP,electricity,coal,coal (IGCC CCS),2010,0.8
AP,electricity,coal,coal (IGCC CCS),2015,0.8
AP,electricity,coal,coal (IGCC CCS),2020,0.8
AP,electricity,coal,coal (IGCC CCS),2025,0.8
AP,electricity,coal,coal (IGCC CCS),2030,0.8
AP,electricity,coal,coal (IGCC CCS),2035,0.8
AP,electricity,coal,coal (IGCC CCS),2040,0.8
AP,electricity,coal,coal (IGCC CCS),2045,0.8
AP,electricity,coal,coal (IGCC CCS),2050,0.8
AP,electricity,coal,coal (IGCC CCS),2055,0.8
AP,electricity,coal,coal (IGCC CCS),2060,0.8
AP,electricity,coal,coal (IGCC CCS),2065,0.8
AP,electricity,coal,coal (IGCC CCS),2070,0.8
AP,electricity,coal,coal (IGCC CCS),2075,0.8
AP,electricity,coal,coal (IGCC CCS),2080,0.8
AP,electricity,coal,coal (IGCC CCS),2085,0.8
AP,electricity,coal,coal (IGCC CCS),2090,0.8
AP,electricity,coal,coal (IGCC CCS),2095,0.8
AP,electricity,coal,coal (IGCC CCS),2100,0.8
AR,electricity,coal,coal (IGCC CCS),2010,0.8
AR,electricity,coal,coal (IGCC CCS),2015,0.8
AR,electricity,coal,coal (IGCC CCS),2020,0.8
AR,electricity,coal,coal (IGCC CCS),2025,0.8
AR,electricity,coal,coal (IGCC CCS),2030,0.8
AR,electricity,coal,coal (IGCC CCS),2035,0.8
AR,electricity,coal,coal (IGCC CCS),2040,0.8
AR,electricity,coal,coal (IGCC CCS),2045,0.8
AR,electricity,coal,coal (IGCC CCS),2050,0.8
AR,electricity,coal,coal (IGCC CCS),2055,0.8
AR,electricity,coal,coal (IGCC CCS),2060,0.8
AR,electricity,coal,coal (IGCC CCS),2065,0.8
AR,electricity,coal,coal (IGCC CCS),2070,0.8
AR,electricity,coal,coal (IGCC CCS),2075,0.8
AR,electricity,coal,coal (IGCC CCS),2080,0.8
AR,electricity,coal,coal (IGCC CCS),2085,0.8
AR,electricity,coal,coal (IGCC CCS),2090,0.8
AR,electricity,coal,coal (IGCC CCS),2095,0.8
AR,electricity,coal,coal (IGCC CCS),2100,0.8
AS,electricity,coal,coal (IGCC CCS),2010,0.8
AS,electricity,coal,coal (IGCC CCS),2015,0.8
AS,electricity,coal,coal (IGCC CCS),2020,0.8
AS,electricity,coal,coal (IGCC CCS),2025,0.8
AS,electricity,coal,coal (IGCC CCS),2030,0.8
AS,electricity,coal,coal (IGCC CCS),2035,0.8
AS,electricity,coal,coal (IGCC CCS),2040,0.8
AS,electricity,coal,coal (IGCC CCS),2045,0.8
AS,electricity,coal,coal (IGCC CCS),2050,0.8
AS,electricity,coal,coal (IGCC CCS),2055,0.8
AS,electricity,coal,coal (IGCC CCS),2060,0.8
