INPUT_TABLE
Variable ID
RegionIntTechCapital

region,supplysector,subsector,intermittent.technology,year,input.capital,capital.overnight,fixed.charge.rate
KL,electricity,wind,wind,2020,capital,1024.016266,0.073192419
LA,electricity,wind,wind,2020,capital,1024.016266,0.073192419
LD,electricity,wind,wind,2020,capital,1024.016266,0.073192419
MH,electricity,wind,wind,2020,capital,277.4995826,0.073192419
ML,electricity,wind,wind,2020,capital,669.0422348,0.073192419
MN,electricity,wind,wind,2020,capital,336.6284628,0.073192419
MP,electricity,wind,wind,2020,capital,378.3820874,0.073192419
MZ,electricity,wind,wind,2020,capital,666.1525954,0.073192419
NL,electricity,wind,wind,2020,capital,673.61765,0.073192419
OD,electricity,wind,wind,2020,capital,546.8525758,0.073192419
PB,electricity,wind,wind,2020,capital,494.582628,0.073192419
PC,electricity,wind,wind,2020,capital,1024.016266,0.073192419
RJ,electricity,wind,wind,2020,capital,303.7652722,0.073192419
SK,electricity,wind,wind,2020,capital,512.1464384,0.073192419
TN,electricity,wind,wind,2020,capital,105.614468,0.073192419
TR,electricity,wind,wind,2020,capital,716.3733324,0.073192419
TS,electricity,wind,wind,2020,capital,382.240541,0.073192419
UK,electricity,wind,wind,2020,capital,1024.01738,0.073192419
UP,electricity,wind,wind,2020,capital,171.9437273,0.073192419
WB,electricity,wind,wind,2020,capital,52.15355362,0.073192419
AN,electricity,wind,wind,2025,capital,676.7336848,0.073192419
AP,electricity,wind,wind,2025,capital,107.3717073,0.073192419
AR,electricity,wind,wind,2025,capital,676.7336848,0.073192419
AS,electricity,wind,wind,2025,capital,25.47924392,0.073192419
BR,electricity,wind,wind,2025,capital,229.5036102,0.073192419
CG,electricity,wind,wind,2025,capital,112.5459756,0.073192419
CH,electricity,wind,wind,2025,capital,676.7336848,0.073192419
DD,electricity,wind,wind,2025,capital,287.7497222,0.073192419
DL,electricity,wind,wind,2025,capital,322.327349,0.073192419
DN,electricity,wind,wind,2025,capital,292.0700026,0.073192419
GA,electricity,wind,wind,2025,capital,288.7441684,0.073192419
GJ,electricity,wind,wind,2025,capital,2.069828274,0.043192419
HP,electricity,wind,wind,2025,capital,97.79735886,0.073192419
HR,electricity,wind,wind,2025,capital,20.67358318,0.073192419
JH,electricity,wind,wind,2025,capital,249.2041214,0.073192419
JK,electricity,wind,wind,2025,capital,5.563622214,0.073192419
KA,electricity,wind,wind,2025,capital,4.92235953,0.073192419
KL,electricity,wind,wind,2025,capital,676.7336848,0.073192419
LA,electricity,wind,wind,2025,capital,676.7336848,0.073192419
LD,electricity,wind,wind,2025,capital,676.7336848,0.073192419
MH,electricity,wind,wind,2025,capital,3.875407404,0.073192419
ML,electricity,wind,wind,2025,capital,312.3222884,0.073192419
MN,electricity,wind,wind,2025,capital,42.22450314,0.073192419
MP,electricity,wind,wind,2025,capital,66.83589312,0.073192419
MZ,electricity,wind,wind,2025,capital,305.5118988,0.073192419
NL,electricity,wind,wind,2025,capital,313.3825392,0.073192419
OD,electricity,wind,wind,2025,capital,149.608803,0.073192419
PB,electricity,wind,wind,2025,capital,156.2589865,0.073192419
PC,electricity,wind,wind,2025,capital,676.7336848,0.073192419
RJ,electricity,wind,wind,2025,capital,34.26131422,0.073192419
SK,electricity,wind,wind,2025,capital,140.3789998,0.073192419
TN,electricity,wind,wind,2025,capital,3.098699612,0.043192419
TR,electricity,wind,wind,2025,capital,357.091946,0.073192419
TS,electricity,wind,wind,2025,capital,80.61012606,0.073192419
UK,electricity,wind,wind,2025,capital,11.18196635,0.073192419
UP,electricity,wind,wind,2025,capital,5.181867592,0.073192419
WB,electricity,wind,wind,2025,capital,1.685969336,0.043192419
AN,electricity,wind,wind,2030,capital,676.7336848,0.073192419
AP,electricity,wind,wind,2030,capital,107.3717073,0.073192419
AR,electricity,wind,wind,2030,capital,676.7336848,0.073192419
AS,electricity,wind,wind,2030,capital,25.47924392,0.073192419
BR,electricity,wind,wind,2030,capital,229.5036102,0.073192419
CG,electricity,wind,wind,2030,capital,112.5459756,0.073192419
CH,electricity,wind,wind,2030,capital,676.7336848,0.073192419
DD,electricity,wind,wind,2030,capital,287.7497222,0.073192419
DL,electricity,wind,wind,2030,capital,322.327349,0.073192419
DN,electricity,wind,wind,2030,capital,292.0700026,0.073192419
GA,electricity,wind,wind,2030,capital,288.7441684,0.073192419
GJ,electricity,wind,wind,2030,capital,2.069828274,0.073192419
HP,electricity,wind,wind,2030,capital,97.79735886,0.073192419
HR,electricity,wind,wind,2030,capital,20.67358318,0.073192419
JH,electricity,wind,wind,2030,capital,249.2041214,0.073192419
JK,electricity,wind,wind,2030,capital,5.563622214,0.073192419
KA,electricity,wind,wind,2030,capital,4.92235953,0.073192419
KL,electricity,wind,wind,2030,capital,676.7336848,0.073192419
LA,electricity,wind,wind,2030,capital,676.7336848,0.073192419
LD,electricity,wind,wind,2030,capital,676.7336848,0.073192419
MH,electricity,wind,wind,2030,capital,3.875407404,0.073192419
ML,electricity,wind,wind,2030,capital,312.3222884,0.073192419
MN,electricity,wind,wind,2030,capital,42.22450314,0.073192419
MP,electricity,wind,wind,2030,capital,66.83589312,0.073192419
MZ,electricity,wind,wind,2030,capital,305.5118988,0.073192419
NL,electricity,wind,wind,2030,capital,313.3825392,0.073192419
OD,electricity,wind,wind,2030,capital,149.608803,0.073192419
PB,electricity,wind,wind,2030,capital,156.2589865,0.073192419
PC,electricity,wind,wind,2030,capital,676.7336848,0.073192419
RJ,electricity,wind,wind,2030,capital,34.26131422,0.073192419
SK,electricity,wind,wind,2030,capital,140.3789998,0.073192419
TN,electricity,wind,wind,2030,capital,3.098699612,0.073192419
TR,electricity,wind,wind,2030,capital,357.091946,0.073192419
TS,electricity,wind,wind,2030,capital,80.61012606,0.073192419
UK,electricity,wind,wind,2030,capital,11.18196635,0.073192419
UP,electricity,wind,wind,2030,capital,5.181867592,0.073192419
WB,electricity,wind,wind,2030,capital,1.685969336,0.073192419
AN,electricity,wind,wind,2035,capital,676.7336848,0.073192419
AP,electricity,wind,wind,2035,capital,107.3717073,0.073192419
AR,electricity,wind,wind,2035,capital,676.7336848,0.073192419
AS,electricity,wind,wind,2035,capital,25.47924392,0.073192419
BR,electricity,wind,wind,2035,capital,229.5036102,0.073192419
CG,electricity,wind,wind,2035,capital,112.5459756,0.073192419
CH,electricity,wind,wind,2035,capital,676.7336848,0.073192419
DD,electricity,wind,wind,2035,capital,287.7497222,0.073192419
DL,electricity,wind,wind,2035,capital,322.327349,0.073192419
DN,electricity,wind,wind,2035,capital,292.0700026,0.073192419
GA,electricity,wind,wind,2035,capital,288.7441684,0.073192419
GJ,electricity,wind,wind,2035,capital,2.069828274,0.073192419
HP,electricity,wind,wind,2035,capital,97.79735886,0.073192419
HR,electricity,wind,wind,2035,capital,20.67358318,0.073192419
JH,electricity,wind,wind,2035,capital,249.2041214,0.073192419
JK,electricity,wind,wind,2035,capital,5.563622214,0.073192419
KA,electricity,wind,wind,2035,capital,4.92235953,0.073192419
KL,electricity,wind,wind,2035,capital,676.7336848,0.073192419
LA,electricity,wind,wind,2035,capital,676.7336848,0.073192419
LD,electricity,wind,wind,2035,capital,676.7336848,0.073192419
MH,electricity,wind,wind,2035,capital,3.875407404,0.073192419
ML,electricity,wind,wind,2035,capital,312.3222884,0.073192419
MN,electricity,wind,wind,2035,capital,42.22450314,0.073192419
MP,electricity,wind,wind,2035,capital,66.83589312,0.073192419
MZ,electricity,wind,wind,2035,capital,305.5118988,0.073192419
NL,electricity,wind,wind,2035,capital,313.3825392,0.073192419
OD,electricity,wind,wind,2035,capital,149.608803,0.073192419
PB,electricity,wind,wind,2035,capital,156.2589865,0.073192419
PC,electricity,wind,wind,2035,capital,676.7336848,0.073192419
RJ,electricity,wind,wind,2035,capital,34.26131422,0.073192419
SK,electricity,wind,wind,2035,capital,140.3789998,0.073192419
TN,electricity,wind,wind,2035,capital,3.098699612,0.073192419
TR,electricity,wind,wind,2035,capital,357.091946,0.073192419
TS,electricity,wind,wind,2035,capital,80.61012606,0.073192419
UK,electricity,wind,wind,2035,capital,11.18196635,0.073192419
UP,electricity,wind,wind,2035,capital,5.181867592,0.073192419
WB,electricity,wind,wind,2035,capital,1.685969336,0.073192419
AN,electricity,wind,wind,2040,capital,676.7336848,0.073192419
AP,electricity,wind,wind,2040,capital,107.3717073,0.073192419
AR,electricity,wind,wind,2040,capital,676.7336848,0.073192419
AS,electricity,wind,wind,2040,capital,25.47924392,0.073192419
BR,electricity,wind,wind,2040,capital,229.5036102,0.073192419
CG,electricity,wind,wind,2040,capital,112.5459756,0.073192419
CH,electricity,wind,wind,2040,capital,676.7336848,0.073192419
DD,electricity,wind,wind,2040,capital,287.7497222,0.073192419
DL,electricity,wind,wind,2040,capital,322.327349,0.073192419
DN,electricity,wind,wind,2040,capital,292.0700026,0.073192419
GA,electricity,wind,wind,2040,capital,288.7441684,0.073192419
GJ,electricity,wind,wind,2040,capital,2.069828274,0.073192419
HP,electricity,wind,wind,2040,capital,97.79735886,0.073192419
HR,electricity,wind,wind,2040,capital,20.67358318,0.073192419
JH,electricity,wind,wind,2040,capital,249.2041214,0.073192419
JK,electricity,wind,wind,2040,capital,5.563622214,0.073192419
KA,electricity,wind,wind,2040,capital,4.92235953,0.073192419
KL,electricity,wind,wind,2040,capital,676.7336848,0.073192419
LA,electricity,wind,wind,2040,capital,676.7336848,0.073192419
LD,electricity,wind,wind,2040,capital,676.7336848,0.073192419
MH,electricity,wind,wind,2040,capital,3.875407404,0.073192419
ML,electricity,wind,wind,2040,capital,312.3222884,0.073192419
MN,electricity,wind,wind,2040,capital,42.22450314,0.073192419
MP,electricity,wind,wind,2040,capital,66.83589312,0.073192419
MZ,electricity,wind,wind,2040,capital,305.5118988,0.073192419
NL,electricity,wind,wind,2040,capital,313.3825392,0.073192419
OD,electricity,wind,wind,2040,capital,149.608803,0.073192419
PB,electricity,wind,wind,2040,capital,156.2589865,0.073192419
PC,electricity,wind,wind,2040,capital,676.7336848,0.073192419
RJ,electricity,wind,wind,2040,capital,34.26131422,0.073192419
SK,electricity,wind,wind,2040,capital,140.3789998,0.073192419
TN,electricity,wind,wind,2040,capital,3.098699612,0.073192419
TR,electricity,wind,wind,2040,capital,357.091946,0.073192419
TS,electricity,wind,wind,2040,capital,80.61012606,0.073192419
UK,electricity,wind,wind,2040,capital,11.18196635,0.073192419
UP,electricity,wind,wind,2040,capital,5.181867592,0.073192419
WB,electricity,wind,wind,2040,capital,1.685969336,0.073192419
AN,electricity,wind,wind,2045,capital,676.7336848,0.073192419
AP,electricity,wind,wind,2045,capital,107.3717073,0.073192419
AR,electricity,wind,wind,2045,capital,676.7336848,0.073192419
AS,electricity,wind,wind,2045,capital,25.47924392,0.073192419
BR,electricity,wind,wind,2045,capital,229.5036102,0.073192419
CG,electricity,wind,wind,2045,capital,112.5459756,0.073192419
CH,electricity,wind,wind,2045,capital,676.7336848,0.073192419
DD,electricity,wind,wind,2045,capital,287.7497222,0.073192419
DL,electricity,wind,wind,2045,capital,322.327349,0.073192419
DN,electricity,wind,wind,2045,capital,292.0700026,0.073192419
GA,electricity,wind,wind,2045,capital,288.7441684,0.073192419
GJ,electricity,wind,wind,2045,capital,2.069828274,0.073192419
HP,electricity,wind,wind,2045,capital,97.79735886,0.073192419
HR,electricity,wind,wind,2045,capital,20.67358318,0.073192419
JH,electricity,wind,wind,2045,capital,249.2041214,0.073192419
JK,electricity,wind,wind,2045,capital,5.563622214,0.073192419
KA,electricity,wind,wind,2045,capital,4.92235953,0.073192419
KL,electricity,wind,wind,2045,capital,676.7336848,0.073192419
LA,electricity,wind,wind,2045,capital,676.7336848,0.073192419
LD,electricity,wind,wind,2045,capital,676.7336848,0.073192419
MH,electricity,wind,wind,2045,capital,3.875407404,0.073192419
ML,electricity,wind,wind,2045,capital,312.3222884,0.073192419
MN,electricity,wind,wind,2045,capital,42.22450314,0.073192419
MP,electricity,wind,wind,2045,capital,66.83589312,0.073192419
MZ,electricity,wind,wind,2045,capital,305.5118988,0.073192419
NL,electricity,wind,wind,2045,capital,313.3825392,0.073192419
OD,electricity,wind,wind,2045,capital,149.608803,0.073192419
PB,electricity,wind,wind,2045,capital,156.2589865,0.073192419
PC,electricity,wind,wind,2045,capital,676.7336848,0.073192419
RJ,electricity,wind,wind,2045,capital,34.26131422,0.073192419
SK,electricity,wind,wind,2045,capital,140.3789998,0.073192419
TN,electricity,wind,wind,2045,capital,3.098699612,0.073192419
TR,electricity,wind,wind,2045,capital,357.091946,0.073192419
TS,electricity,wind,wind,2045,capital,80.61012606,0.073192419
UK,electricity,wind,wind,2045,capital,11.18196635,0.073192419
UP,electricity,wind,wind,2045,capital,5.181867592,0.073192419
WB,electricity,wind,wind,2045,capital,1.685969336,0.073192419
AN,electricity,wind,wind,2050,capital,676.7336848,0.073192419
AP,electricity,wind,wind,2050,capital,107.3717073,0.073192419
AR,electricity,wind,wind,2050,capital,676.7336848,0.073192419
AS,electricity,wind,wind,2050,capital,25.47924392,0.073192419
BR,electricity,wind,wind,2050,capital,229.5036102,0.073192419
CG,electricity,wind,wind,2050,capital,112.5459756,0.073192419
CH,electricity,wind,wind,2050,capital,676.7336848,0.073192419
DD,electricity,wind,wind,2050,capital,287.7497222,0.073192419
DL,electricity,wind,wind,2050,capital,322.327349,0.073192419
DN,electricity,wind,wind,2050,capital,292.0700026,0.073192419
GA,electricity,wind,wind,2050,capital,288.7441684,0.073192419
GJ,electricity,wind,wind,2050,capital,2.069828274,0.073192419
HP,electricity,wind,wind,2050,capital,97.79735886,0.073192419
HR,electricity,wind,wind,2050,capital,20.67358318,0.073192419
JH,electricity,wind,wind,2050,capital,249.2041214,0.073192419
JK,electricity,wind,wind,2050,capital,5.563622214,0.073192419
KA,electricity,wind,wind,2050,capital,4.92235953,0.073192419
KL,electricity,wind,wind,2050,capital,676.7336848,0.073192419
LA,electricity,wind,wind,2050,capital,676.7336848,0.073192419
LD,electricity,wind,wind,2050,capital,676.7336848,0.073192419
MH,electricity,wind,wind,2050,capital,3.875407404,0.073192419
ML,electricity,wind,wind,2050,capital,312.3222884,0.073192419
MN,electricity,wind,wind,2050,capital,42.22450314,0.073192419
MP,electricity,wind,wind,2050,capital,66.83589312,0.073192419
MZ,electricity,wind,wind,2050,capital,305.5118988,0.073192419
NL,electricity,wind,wind,2050,capital,313.3825392,0.073192419
OD,electricity,wind,wind,2050,capital,149.608803,0.073192419
PB,electricity,wind,wind,2050,capital,156.2589865,0.073192419
PC,electricity,wind,wind,2050,capital,676.7336848,0.073192419
RJ,electricity,wind,wind,2050,capital,34.26131422,0.073192419
SK,electricity,wind,wind,2050,capital,140.3789998,0.073192419
TN,electricity,wind,wind,2050,capital,3.098699612,0.073192419
TR,electricity,wind,wind,2050,capital,357.091946,0.073192419
TS,electricity,wind,wind,2050,capital,80.61012606,0.073192419
UK,electricity,wind,wind,2050,capital,11.18196635,0.073192419
UP,electricity,wind,wind,2050,capital,5.181867592,0.073192419
WB,electricity,wind,wind,2050,capital,1.685969336,0.073192419
AN,electricity,wind,wind,2055,capital,676.7336848,0.073192419
AP,electricity,wind,wind,2055,capital,107.3717073,0.073192419
AR,electricity,wind,wind,2055,capital,676.7336848,0.073192419
AS,electricity,wind,wind,2055,capital,25.47924392,0.073192419
BR,electricity,wind,wind,2055,capital,229.5036102,0.073192419
CG,electricity,wind,wind,2055,capital,112.5459756,0.073192419
CH,electricity,wind,wind,2055,capital,676.7336848,0.073192419
DD,electricity,wind,wind,2055,capital,287.7497222,0.073192419
DL,electricity,wind,wind,2055,capital,322.327349,0.073192419
DN,electricity,wind,wind,2055,capital,292.0700026,0.073192419
GA,electricity,wind,wind,2055,capital,288.7441684,0.073192419
GJ,electricity,wind,wind,2055,capital,2.069828274,0.073192419
HP,electricity,wind,wind,2055,capital,97.79735886,0.073192419
HR,electricity,wind,wind,2055,capital,20.67358318,0.073192419
JH,electricity,wind,wind,2055,capital,249.2041214,0.073192419
JK,electricity,wind,wind,2055,capital,5.563622214,0.073192419
KA,electricity,wind,wind,2055,capital,4.92235953,0.073192419
KL,electricity,wind,wind,2055,capital,676.7336848,0.073192419
LA,electricity,wind,wind,2055,capital,676.7336848,0.073192419
LD,electricity,wind,wind,2055,capital,676.7336848,0.073192419
MH,electricity,wind,wind,2055,capital,3.875407404,0.073192419
ML,electricity,wind,wind,2055,capital,312.3222884,0.073192419
MN,electricity,wind,wind,2055,capital,42.22450314,0.073192419
MP,electricity,wind,wind,2055,capital,66.83589312,0.073192419
MZ,electricity,wind,wind,2055,capital,305.5118988,0.073192419
NL,electricity,wind,wind,2055,capital,313.3825392,0.073192419
OD,electricity,wind,wind,2055,capital,149.608803,0.073192419
PB,electricity,wind,wind,2055,capital,156.2589865,0.073192419
PC,electricity,wind,wind,2055,capital,676.7336848,0.073192419
RJ,electricity,wind,wind,2055,capital,34.26131422,0.073192419
SK,electricity,wind,wind,2055,capital,140.3789998,0.073192419
TN,electricity,wind,wind,2055,capital,3.098699612,0.073192419
TR,electricity,wind,wind,2055,capital,357.091946,0.073192419
TS,electricity,wind,wind,2055,capital,80.61012606,0.073192419
UK,electricity,wind,wind,2055,capital,11.18196635,0.073192419
UP,electricity,wind,wind,2055,capital,5.181867592,0.073192419
WB,electricity,wind,wind,2055,capital,1.685969336,0.073192419
AN,electricity,wind,wind,2060,capital,676.7336848,0.073192419
AP,electricity,wind,wind,2060,capital,107.3717073,0.073192419
AR,electricity,wind,wind,2060,capital,676.7336848,0.073192419
AS,electricity,wind,wind,2060,capital,25.47924392,0.073192419
BR,electricity,wind,wind,2060,capital,229.5036102,0.073192419
CG,electricity,wind,wind,2060,capital,112.5459756,0.073192419
CH,electricity,wind,wind,2060,capital,676.7336848,0.073192419
DD,electricity,wind,wind,2060,capital,287.7497222,0.073192419
DL,electricity,wind,wind,2060,capital,322.327349,0.073192419
DN,electricity,wind,wind,2060,capital,292.0700026,0.073192419
GA,electricity,wind,wind,2060,capital,288.7441684,0.073192419
GJ,electricity,wind,wind,2060,capital,2.069828274,0.073192419
HP,electricity,wind,wind,2060,capital,97.79735886,0.073192419
HR,electricity,wind,wind,2060,capital,20.67358318,0.073192419
JH,electricity,wind,wind,2060,capital,249.2041214,0.073192419
JK,electricity,wind,wind,2060,capital,5.563622214,0.073192419
KA,electricity,wind,wind,2060,capital,4.92235953,0.073192419
KL,electricity,wind,wind,2060,capital,676.7336848,0.073192419
LA,electricity,wind,wind,2060,capital,676.7336848,0.073192419
LD,electricity,wind,wind,2060,capital,676.7336848,0.073192419
MH,electricity,wind,wind,2060,capital,3.875407404,0.073192419
ML,electricity,wind,wind,2060,capital,312.3222884,0.073192419
MN,electricity,wind,wind,2060,capital,42.22450314,0.073192419
MP,electricity,wind,wind,2060,capital,66.83589312,0.073192419
MZ,electricity,wind,wind,2060,capital,305.5118988,0.073192419
NL,electricity,wind,wind,2060,capital,313.3825392,0.073192419
OD,electricity,wind,wind,2060,capital,149.608803,0.073192419
PB,electricity,wind,wind,2060,capital,156.2589865,0.073192419
PC,electricity,wind,wind,2060,capital,676.7336848,0.073192419
RJ,electricity,wind,wind,2060,capital,34.26131422,0.073192419
SK,electricity,wind,wind,2060,capital,140.3789998,0.073192419
TN,electricity,wind,wind,2060,capital,3.098699612,0.073192419
TR,electricity,wind,wind,2060,capital,357.091946,0.073192419
TS,electricity,wind,wind,2060,capital,80.61012606,0.073192419
UK,electricity,wind,wind,2060,capital,11.18196635,0.073192419
UP,electricity,wind,wind,2060,capital,5.181867592,0.073192419
WB,electricity,wind,wind,2060,capital,1.685969336,0.073192419
AN,electricity,wind,wind,2065,capital,676.7336848,0.073192419
AP,electricity,wind,wind,2065,capital,107.3717073,0.073192419
AR,electricity,wind,wind,2065,capital,676.7336848,0.073192419
AS,electricity,wind,wind,2065,capital,25.47924392,0.073192419
BR,electricity,wind,wind,2065,capital,229.5036102,0.073192419
CG,electricity,wind,wind,2065,capital,112.5459756,0.073192419
CH,electricity,wind,wind,2065,capital,676.7336848,0.073192419
DD,electricity,wind,wind,2065,capital,287.7497222,0.073192419
DL,electricity,wind,wind,2065,capital,322.327349,0.073192419
DN,electricity,wind,wind,2065,capital,292.0700026,0.073192419
GA,electricity,wind,wind,2065,capital,288.7441684,0.073192419
GJ,electricity,wind,wind,2065,capital,2.069828274,0.073192419
HP,electricity,wind,wind,2065,capital,97.79735886,0.073192419
HR,electricity,wind,wind,2065,capital,20.67358318,0.073192419
JH,electricity,wind,wind,2065,capital,249.2041214,0.073192419
JK,electricity,wind,wind,2065,capital,5.563622214,0.073192419
KA,electricity,wind,wind,2065,capital,4.92235953,0.073192419
KL,electricity,wind,wind,2065,capital,676.7336848,0.073192419
LA,electricity,wind,wind,2065,capital,676.7336848,0.073192419
LD,electricity,wind,wind,2065,capital,676.7336848,0.073192419
MH,electricity,wind,wind,2065,capital,3.875407404,0.073192419
ML,electricity,wind,wind,2065,capital,312.3222884,0.073192419
MN,electricity,wind,wind,2065,capital,42.22450314,0.073192419
MP,electricity,wind,wind,2065,capital,66.83589312,0.073192419
MZ,electricity,wind,wind,2065,capital,305.5118988,0.073192419
NL,electricity,wind,wind,2065,capital,313.3825392,0.073192419
OD,electricity,wind,wind,2065,capital,149.608803,0.073192419
PB,electricity,wind,wind,2065,capital,156.2589865,0.073192419
PC,electricity,wind,wind,2065,capital,676.7336848,0.073192419
RJ,electricity,wind,wind,2065,capital,34.26131422,0.073192419
SK,electricity,wind,wind,2065,capital,140.3789998,0.073192419
TN,electricity,wind,wind,2065,capital,3.098699612,0.073192419
TR,electricity,wind,wind,2065,capital,357.091946,0.073192419
TS,electricity,wind,wind,2065,capital,80.61012606,0.073192419
UK,electricity,wind,wind,2065,capital,11.18196635,0.073192419
UP,electricity,wind,wind,2065,capital,5.181867592,0.073192419
WB,electricity,wind,wind,2065,capital,1.685969336,0.073192419
AN,electricity,wind,wind,2070,capital,676.7336848,0.073192419
AP,electricity,wind,wind,2070,capital,107.3717073,0.073192419
AR,electricity,wind,wind,2070,capital,676.7336848,0.073192419
AS,electricity,wind,wind,2070,capital,25.47924392,0.073192419
BR,electricity,wind,wind,2070,capital,229.5036102,0.073192419
CG,electricity,wind,wind,2070,capital,112.5459756,0.073192419
CH,electricity,wind,wind,2070,capital,676.7336848,0.073192419
DD,electricity,wind,wind,2070,capital,287.7497222,0.073192419
DL,electricity,wind,wind,2070,capital,322.327349,0.073192419
DN,electricity,wind,wind,2070,capital,292.0700026,0.073192419
GA,electricity,wind,wind,2070,capital,288.7441684,0.073192419
GJ,electricity,wind,wind,2070,capital,2.069828274,0.073192419
HP,electricity,wind,wind,2070,capital,97.79735886,0.073192419
HR,electricity,wind,wind,2070,capital,20.67358318,0.073192419
JH,electricity,wind,wind,2070,capital,249.2041214,0.073192419
JK,electricity,wind,wind,2070,capital,5.563622214,0.073192419
KA,electricity,wind,wind,2070,capital,4.92235953,0.073192419
KL,electricity,wind,wind,2070,capital,676.7336848,0.073192419
LA,electricity,wind,wind,2070,capital,676.7336848,0.073192419
LD,electricity,wind,wind,2070,capital,676.7336848,0.073192419
MH,electricity,wind,wind,2070,capital,3.875407404,0.073192419
ML,electricity,wind,wind,2070,capital,312.3222884,0.073192419
MN,electricity,wind,wind,2070,capital,42.22450314,0.073192419
MP,electricity,wind,wind,2070,capital,66.83589312,0.073192419
MZ,electricity,wind,wind,2070,capital,305.5118988,0.073192419
NL,electricity,wind,wind,2070,capital,313.3825392,0.073192419
OD,electricity,wind,wind,2070,capital,149.608803,0.073192419
PB,electricity,wind,wind,2070,capital,156.2589865,0.073192419
PC,electricity,wind,wind,2070,capital,676.7336848,0.073192419
RJ,electricity,wind,wind,2070,capital,34.26131422,0.073192419
SK,electricity,wind,wind,2070,capital,140.3789998,0.073192419
TN,electricity,wind,wind,2070,capital,3.098699612,0.073192419
TR,electricity,wind,wind,2070,capital,357.091946,0.073192419
TS,electricity,wind,wind,2070,capital,80.61012606,0.073192419
UK,electricity,wind,wind,2070,capital,11.18196635,0.073192419
UP,electricity,wind,wind,2070,capital,5.181867592,0.073192419
WB,electricity,wind,wind,2070,capital,1.685969336,0.073192419
AN,electricity,wind,wind,2075,capital,676.7336848,0.073192419
AP,electricity,wind,wind,2075,capital,107.3717073,0.073192419
AR,electricity,wind,wind,2075,capital,676.7336848,0.073192419
AS,electricity,wind,wind,2075,capital,25.47924392,0.073192419
BR,electricity,wind,wind,2075,capital,229.5036102,0.073192419
CG,electricity,wind,wind,2075,capital,112.5459756,0.073192419
CH,electricity,wind,wind,2075,capital,676.7336848,0.073192419
DD,electricity,wind,wind,2075,capital,287.7497222,0.073192419
DL,electricity,wind,wind,2075,capital,322.327349,0.073192419
DN,electricity,wind,wind,2075,capital,292.0700026,0.073192419
GA,electricity,wind,wind,2075,capital,288.7441684,0.073192419
GJ,electricity,wind,wind,2075,capital,2.069828274,0.073192419
HP,electricity,wind,wind,2075,capital,97.79735886,0.073192419
HR,electricity,wind,wind,2075,capital,20.67358318,0.073192419
JH,electricity,wind,wind,2075,capital,249.2041214,0.073192419
JK,electricity,wind,wind,2075,capital,5.563622214,0.073192419
KA,electricity,wind,wind,2075,capital,4.92235953,0.073192419
KL,electricity,wind,wind,2075,capital,676.7336848,0.073192419
LA,electricity,wind,wind,2075,capital,676.7336848,0.073192419
LD,electricity,wind,wind,2075,capital,676.7336848,0.073192419
MH,electricity,wind,wind,2075,capital,3.875407404,0.073192419
ML,electricity,wind,wind,2075,capital,312.3222884,0.073192419
MN,electricity,wind,wind,2075,capital,42.22450314,0.073192419
MP,electricity,wind,wind,2075,capital,66.83589312,0.073192419
MZ,electricity,wind,wind,2075,capital,305.5118988,0.073192419
NL,electricity,wind,wind,2075,capital,313.3825392,0.073192419
OD,electricity,wind,wind,2075,capital,149.608803,0.073192419
PB,electricity,wind,wind,2075,capital,156.2589865,0.073192419
PC,electricity,wind,wind,2075,capital,676.7336848,0.073192419
RJ,electricity,wind,wind,2075,capital,34.26131422,0.073192419
SK,electricity,wind,wind,2075,capital,140.3789998,0.073192419
TN,electricity,wind,wind,2075,capital,3.098699612,0.073192419
TR,electricity,wind,wind,2075,capital,357.091946,0.073192419
TS,electricity,wind,wind,2075,capital,80.61012606,0.073192419
UK,electricity,wind,wind,2075,capital,11.18196635,0.073192419
UP,electricity,wind,wind,2075,capital,5.181867592,0.073192419
WB,electricity,wind,wind,2075,capital,1.685969336,0.073192419
AN,electricity,wind,wind,2080,capital,676.7336848,0.073192419
AP,electricity,wind,wind,2080,capital,107.3717073,0.073192419
AR,electricity,wind,wind,2080,capital,676.7336848,0.073192419
AS,electricity,wind,wind,2080,capital,25.47924392,0.073192419
BR,electricity,wind,wind,2080,capital,229.5036102,0.073192419
CG,electricity,wind,wind,2080,capital,112.5459756,0.073192419
CH,electricity,wind,wind,2080,capital,676.7336848,0.073192419
DD,electricity,wind,wind,2080,capital,287.7497222,0.073192419
DL,electricity,wind,wind,2080,capital,322.327349,0.073192419
DN,electricity,wind,wind,2080,capital,292.0700026,0.073192419
GA,electricity,wind,wind,2080,capital,288.7441684,0.073192419
GJ,electricity,wind,wind,2080,capital,2.069828274,0.073192419
HP,electricity,wind,wind,2080,capital,97.79735886,0.073192419
HR,electricity,wind,wind,2080,capital,20.67358318,0.073192419
JH,electricity,wind,wind,2080,capital,249.2041214,0.073192419
JK,electricity,wind,wind,2080,capital,5.563622214,0.073192419
KA,electricity,wind,wind,2080,capital,4.92235953,0.073192419
KL,electricity,wind,wind,2080,capital,676.7336848,0.073192419
LA,electricity,wind,wind,2080,capital,676.7336848,0.073192419
LD,electricity,wind,wind,2080,capital,676.7336848,0.073192419
MH,electricity,wind,wind,2080,capital,3.875407404,0.073192419
ML,electricity,wind,wind,2080,capital,312.3222884,0.073192419
