INPUT_TABLE
Variable ID
RegionIntTechCapital

region,supplysector,subsector,intermittent.technology,year,input.capital,capital.overnight,fixed.charge.rate
TR,electricity,solar,CSP,2060,capital,416,0.17
TS,electricity,solar,CSP,2060,capital,416,0.17
UK,electricity,solar,CSP,2060,capital,416,0.17
UP,electricity,solar,CSP,2060,capital,416,0.17
WB,electricity,solar,CSP,2060,capital,416,0.17
AN,electricity,solar,CSP,2065,capital,412,0.17
AP,electricity,solar,CSP,2065,capital,412,0.17
AR,electricity,solar,CSP,2065,capital,412,0.17
AS,electricity,solar,CSP,2065,capital,412,0.17
BR,electricity,solar,CSP,2065,capital,412,0.17
CG,electricity,solar,CSP,2065,capital,412,0.17
CH,electricity,solar,CSP,2065,capital,412,0.17
DD,electricity,solar,CSP,2065,capital,412,0.17
DL,electricity,solar,CSP,2065,capital,412,0.17
DN,electricity,solar,CSP,2065,capital,412,0.17
GA,electricity,solar,CSP,2065,capital,412,0.17
GJ,electricity,solar,CSP,2065,capital,412,0.17
HP,electricity,solar,CSP,2065,capital,412,0.17
HR,electricity,solar,CSP,2065,capital,412,0.17
JH,electricity,solar,CSP,2065,capital,412,0.17
JK,electricity,solar,CSP,2065,capital,412,0.17
KA,electricity,solar,CSP,2065,capital,412,0.17
KL,electricity,solar,CSP,2065,capital,412,0.17
LA,electricity,solar,CSP,2065,capital,412,0.17
LD,electricity,solar,CSP,2065,capital,412,0.17
MH,electricity,solar,CSP,2065,capital,412,0.17
ML,electricity,solar,CSP,2065,capital,412,0.17
MN,electricity,solar,CSP,2065,capital,412,0.17
MP,electricity,solar,CSP,2065,capital,412,0.17
MZ,electricity,solar,CSP,2065,capital,412,0.17
NL,electricity,solar,CSP,2065,capital,412,0.17
OD,electricity,solar,CSP,2065,capital,412,0.17
PB,electricity,solar,CSP,2065,capital,412,0.17
PC,electricity,solar,CSP,2065,capital,412,0.17
RJ,electricity,solar,CSP,2065,capital,412,0.17
SK,electricity,solar,CSP,2065,capital,412,0.17
TN,electricity,solar,CSP,2065,capital,412,0.17
TR,electricity,solar,CSP,2065,capital,412,0.17
TS,electricity,solar,CSP,2065,capital,412,0.17
UK,electricity,solar,CSP,2065,capital,412,0.17
UP,electricity,solar,CSP,2065,capital,412,0.17
WB,electricity,solar,CSP,2065,capital,412,0.17
AN,electricity,solar,CSP,2070,capital,408,0.17
AP,electricity,solar,CSP,2070,capital,408,0.17
AR,electricity,solar,CSP,2070,capital,408,0.17
AS,electricity,solar,CSP,2070,capital,408,0.17
BR,electricity,solar,CSP,2070,capital,408,0.17
CG,electricity,solar,CSP,2070,capital,408,0.17
CH,electricity,solar,CSP,2070,capital,408,0.17
DD,electricity,solar,CSP,2070,capital,408,0.17
DL,electricity,solar,CSP,2070,capital,408,0.17
DN,electricity,solar,CSP,2070,capital,408,0.17
GA,electricity,solar,CSP,2070,capital,408,0.17
GJ,electricity,solar,CSP,2070,capital,408,0.17
HP,electricity,solar,CSP,2070,capital,408,0.17
HR,electricity,solar,CSP,2070,capital,408,0.17
JH,electricity,solar,CSP,2070,capital,408,0.17
JK,electricity,solar,CSP,2070,capital,408,0.17
KA,electricity,solar,CSP,2070,capital,408,0.17
KL,electricity,solar,CSP,2070,capital,408,0.17
LA,electricity,solar,CSP,2070,capital,408,0.17
LD,electricity,solar,CSP,2070,capital,408,0.17
MH,electricity,solar,CSP,2070,capital,408,0.17
ML,electricity,solar,CSP,2070,capital,408,0.17
MN,electricity,solar,CSP,2070,capital,408,0.17
MP,electricity,solar,CSP,2070,capital,408,0.17
MZ,electricity,solar,CSP,2070,capital,408,0.17
NL,electricity,solar,CSP,2070,capital,408,0.17
OD,electricity,solar,CSP,2070,capital,408,0.17
PB,electricity,solar,CSP,2070,capital,408,0.17
PC,electricity,solar,CSP,2070,capital,408,0.17
RJ,electricity,solar,CSP,2070,capital,408,0.17
SK,electricity,solar,CSP,2070,capital,408,0.17
TN,electricity,solar,CSP,2070,capital,408,0.17
TR,electricity,solar,CSP,2070,capital,408,0.17
TS,electricity,solar,CSP,2070,capital,408,0.17
UK,electricity,solar,CSP,2070,capital,408,0.17
UP,electricity,solar,CSP,2070,capital,408,0.17
WB,electricity,solar,CSP,2070,capital,408,0.17
AN,electricity,solar,CSP,2075,capital,404,0.17
AP,electricity,solar,CSP,2075,capital,404,0.17
AR,electricity,solar,CSP,2075,capital,404,0.17
AS,electricity,solar,CSP,2075,capital,404,0.17
BR,electricity,solar,CSP,2075,capital,404,0.17
CG,electricity,solar,CSP,2075,capital,404,0.17
CH,electricity,solar,CSP,2075,capital,404,0.17
DD,electricity,solar,CSP,2075,capital,404,0.17
DL,electricity,solar,CSP,2075,capital,404,0.17
DN,electricity,solar,CSP,2075,capital,404,0.17
GA,electricity,solar,CSP,2075,capital,404,0.17
GJ,electricity,solar,CSP,2075,capital,404,0.17
HP,electricity,solar,CSP,2075,capital,404,0.17
HR,electricity,solar,CSP,2075,capital,404,0.17
JH,electricity,solar,CSP,2075,capital,404,0.17
JK,electricity,solar,CSP,2075,capital,404,0.17
KA,electricity,solar,CSP,2075,capital,404,0.17
KL,electricity,solar,CSP,2075,capital,404,0.17
LA,electricity,solar,CSP,2075,capital,404,0.17
LD,electricity,solar,CSP,2075,capital,404,0.17
MH,electricity,solar,CSP,2075,capital,404,0.17
ML,electricity,solar,CSP,2075,capital,404,0.17
MN,electricity,solar,CSP,2075,capital,404,0.17
MP,electricity,solar,CSP,2075,capital,404,0.17
MZ,electricity,solar,CSP,2075,capital,404,0.17
NL,electricity,solar,CSP,2075,capital,404,0.17
OD,electricity,solar,CSP,2075,capital,404,0.17
PB,electricity,solar,CSP,2075,capital,404,0.17
PC,electricity,solar,CSP,2075,capital,404,0.17
RJ,electricity,solar,CSP,2075,capital,404,0.17
SK,electricity,solar,CSP,2075,capital,404,0.17
TN,electricity,solar,CSP,2075,capital,404,0.17
TR,electricity,solar,CSP,2075,capital,404,0.17
TS,electricity,solar,CSP,2075,capital,404,0.17
UK,electricity,solar,CSP,2075,capital,404,0.17
UP,electricity,solar,CSP,2075,capital,404,0.17
WB,electricity,solar,CSP,2075,capital,404,0.17
AN,electricity,solar,CSP,2080,capital,400,0.17
AP,electricity,solar,CSP,2080,capital,400,0.17
AR,electricity,solar,CSP,2080,capital,400,0.17
AS,electricity,solar,CSP,2080,capital,400,0.17
BR,electricity,solar,CSP,2080,capital,400,0.17
CG,electricity,solar,CSP,2080,capital,400,0.17
CH,electricity,solar,CSP,2080,capital,400,0.17
DD,electricity,solar,CSP,2080,capital,400,0.17
DL,electricity,solar,CSP,2080,capital,400,0.17
DN,electricity,solar,CSP,2080,capital,400,0.17
GA,electricity,solar,CSP,2080,capital,400,0.17
GJ,electricity,solar,CSP,2080,capital,400,0.17
HP,electricity,solar,CSP,2080,capital,400,0.17
HR,electricity,solar,CSP,2080,capital,400,0.17
JH,electricity,solar,CSP,2080,capital,400,0.17
JK,electricity,solar,CSP,2080,capital,400,0.17
KA,electricity,solar,CSP,2080,capital,400,0.17
KL,electricity,solar,CSP,2080,capital,400,0.17
LA,electricity,solar,CSP,2080,capital,400,0.17
LD,electricity,solar,CSP,2080,capital,400,0.17
MH,electricity,solar,CSP,2080,capital,400,0.17
ML,electricity,solar,CSP,2080,capital,400,0.17
MN,electricity,solar,CSP,2080,capital,400,0.17
MP,electricity,solar,CSP,2080,capital,400,0.17
MZ,electricity,solar,CSP,2080,capital,400,0.17
NL,electricity,solar,CSP,2080,capital,400,0.17
OD,electricity,solar,CSP,2080,capital,400,0.17
PB,electricity,solar,CSP,2080,capital,400,0.17
PC,electricity,solar,CSP,2080,capital,400,0.17
RJ,electricity,solar,CSP,2080,capital,400,0.17
SK,electricity,solar,CSP,2080,capital,400,0.17
TN,electricity,solar,CSP,2080,capital,400,0.17
TR,electricity,solar,CSP,2080,capital,400,0.17
TS,electricity,solar,CSP,2080,capital,400,0.17
UK,electricity,solar,CSP,2080,capital,400,0.17
UP,electricity,solar,CSP,2080,capital,400,0.17
WB,electricity,solar,CSP,2080,capital,400,0.17
AN,electricity,solar,CSP,2085,capital,396,0.17
AP,electricity,solar,CSP,2085,capital,396,0.17
AR,electricity,solar,CSP,2085,capital,396,0.17
AS,electricity,solar,CSP,2085,capital,396,0.17
BR,electricity,solar,CSP,2085,capital,396,0.17
CG,electricity,solar,CSP,2085,capital,396,0.17
CH,electricity,solar,CSP,2085,capital,396,0.17
DD,electricity,solar,CSP,2085,capital,396,0.17
DL,electricity,solar,CSP,2085,capital,396,0.17
DN,electricity,solar,CSP,2085,capital,396,0.17
GA,electricity,solar,CSP,2085,capital,396,0.17
GJ,electricity,solar,CSP,2085,capital,396,0.17
HP,electricity,solar,CSP,2085,capital,396,0.17
HR,electricity,solar,CSP,2085,capital,396,0.17
JH,electricity,solar,CSP,2085,capital,396,0.17
JK,electricity,solar,CSP,2085,capital,396,0.17
KA,electricity,solar,CSP,2085,capital,396,0.17
KL,electricity,solar,CSP,2085,capital,396,0.17
LA,electricity,solar,CSP,2085,capital,396,0.17
LD,electricity,solar,CSP,2085,capital,396,0.17
MH,electricity,solar,CSP,2085,capital,396,0.17
ML,electricity,solar,CSP,2085,capital,396,0.17
MN,electricity,solar,CSP,2085,capital,396,0.17
MP,electricity,solar,CSP,2085,capital,396,0.17
MZ,electricity,solar,CSP,2085,capital,396,0.17
NL,electricity,solar,CSP,2085,capital,396,0.17
OD,electricity,solar,CSP,2085,capital,396,0.17
PB,electricity,solar,CSP,2085,capital,396,0.17
PC,electricity,solar,CSP,2085,capital,396,0.17
RJ,electricity,solar,CSP,2085,capital,396,0.17
SK,electricity,solar,CSP,2085,capital,396,0.17
TN,electricity,solar,CSP,2085,capital,396,0.17
TR,electricity,solar,CSP,2085,capital,396,0.17
TS,electricity,solar,CSP,2085,capital,396,0.17
UK,electricity,solar,CSP,2085,capital,396,0.17
UP,electricity,solar,CSP,2085,capital,396,0.17
WB,electricity,solar,CSP,2085,capital,396,0.17
AN,electricity,solar,CSP,2090,capital,392,0.17
AP,electricity,solar,CSP,2090,capital,392,0.17
AR,electricity,solar,CSP,2090,capital,392,0.17
AS,electricity,solar,CSP,2090,capital,392,0.17
BR,electricity,solar,CSP,2090,capital,392,0.17
CG,electricity,solar,CSP,2090,capital,392,0.17
CH,electricity,solar,CSP,2090,capital,392,0.17
DD,electricity,solar,CSP,2090,capital,392,0.17
DL,electricity,solar,CSP,2090,capital,392,0.17
DN,electricity,solar,CSP,2090,capital,392,0.17
GA,electricity,solar,CSP,2090,capital,392,0.17
GJ,electricity,solar,CSP,2090,capital,392,0.17
HP,electricity,solar,CSP,2090,capital,392,0.17
HR,electricity,solar,CSP,2090,capital,392,0.17
JH,electricity,solar,CSP,2090,capital,392,0.17
JK,electricity,solar,CSP,2090,capital,392,0.17
KA,electricity,solar,CSP,2090,capital,392,0.17
KL,electricity,solar,CSP,2090,capital,392,0.17
LA,electricity,solar,CSP,2090,capital,392,0.17
LD,electricity,solar,CSP,2090,capital,392,0.17
MH,electricity,solar,CSP,2090,capital,392,0.17
ML,electricity,solar,CSP,2090,capital,392,0.17
MN,electricity,solar,CSP,2090,capital,392,0.17
MP,electricity,solar,CSP,2090,capital,392,0.17
MZ,electricity,solar,CSP,2090,capital,392,0.17
NL,electricity,solar,CSP,2090,capital,392,0.17
OD,electricity,solar,CSP,2090,capital,392,0.17
PB,electricity,solar,CSP,2090,capital,392,0.17
PC,electricity,solar,CSP,2090,capital,392,0.17
RJ,electricity,solar,CSP,2090,capital,392,0.17
SK,electricity,solar,CSP,2090,capital,392,0.17
TN,electricity,solar,CSP,2090,capital,392,0.17
TR,electricity,solar,CSP,2090,capital,392,0.17
TS,electricity,solar,CSP,2090,capital,392,0.17
UK,electricity,solar,CSP,2090,capital,392,0.17
UP,electricity,solar,CSP,2090,capital,392,0.17
WB,electricity,solar,CSP,2090,capital,392,0.17
AN,electricity,solar,CSP,2095,capital,388,0.17
AP,electricity,solar,CSP,2095,capital,388,0.17
AR,electricity,solar,CSP,2095,capital,388,0.17
AS,electricity,solar,CSP,2095,capital,388,0.17
BR,electricity,solar,CSP,2095,capital,388,0.17
CG,electricity,solar,CSP,2095,capital,388,0.17
CH,electricity,solar,CSP,2095,capital,388,0.17
DD,electricity,solar,CSP,2095,capital,388,0.17
DL,electricity,solar,CSP,2095,capital,388,0.17
DN,electricity,solar,CSP,2095,capital,388,0.17
GA,electricity,solar,CSP,2095,capital,388,0.17
GJ,electricity,solar,CSP,2095,capital,388,0.17
HP,electricity,solar,CSP,2095,capital,388,0.17
HR,electricity,solar,CSP,2095,capital,388,0.17
JH,electricity,solar,CSP,2095,capital,388,0.17
JK,electricity,solar,CSP,2095,capital,388,0.17
KA,electricity,solar,CSP,2095,capital,388,0.17
KL,electricity,solar,CSP,2095,capital,388,0.17
LA,electricity,solar,CSP,2095,capital,388,0.17
LD,electricity,solar,CSP,2095,capital,388,0.17
MH,electricity,solar,CSP,2095,capital,388,0.17
ML,electricity,solar,CSP,2095,capital,388,0.17
MN,electricity,solar,CSP,2095,capital,388,0.17
MP,electricity,solar,CSP,2095,capital,388,0.17
MZ,electricity,solar,CSP,2095,capital,388,0.17
NL,electricity,solar,CSP,2095,capital,388,0.17
OD,electricity,solar,CSP,2095,capital,388,0.17
PB,electricity,solar,CSP,2095,capital,388,0.17
PC,electricity,solar,CSP,2095,capital,388,0.17
RJ,electricity,solar,CSP,2095,capital,388,0.17
SK,electricity,solar,CSP,2095,capital,388,0.17
TN,electricity,solar,CSP,2095,capital,388,0.17
TR,electricity,solar,CSP,2095,capital,388,0.17
TS,electricity,solar,CSP,2095,capital,388,0.17
UK,electricity,solar,CSP,2095,capital,388,0.17
UP,electricity,solar,CSP,2095,capital,388,0.17
WB,electricity,solar,CSP,2095,capital,388,0.17
AN,electricity,solar,CSP,2100,capital,384,0.17
AP,electricity,solar,CSP,2100,capital,384,0.17
AR,electricity,solar,CSP,2100,capital,384,0.17
AS,electricity,solar,CSP,2100,capital,384,0.17
BR,electricity,solar,CSP,2100,capital,384,0.17
CG,electricity,solar,CSP,2100,capital,384,0.17
CH,electricity,solar,CSP,2100,capital,384,0.17
DD,electricity,solar,CSP,2100,capital,384,0.17
DL,electricity,solar,CSP,2100,capital,384,0.17
DN,electricity,solar,CSP,2100,capital,384,0.17
GA,electricity,solar,CSP,2100,capital,384,0.17
GJ,electricity,solar,CSP,2100,capital,384,0.17
HP,electricity,solar,CSP,2100,capital,384,0.17
HR,electricity,solar,CSP,2100,capital,384,0.17
JH,electricity,solar,CSP,2100,capital,384,0.17
JK,electricity,solar,CSP,2100,capital,384,0.17
KA,electricity,solar,CSP,2100,capital,384,0.17
KL,electricity,solar,CSP,2100,capital,384,0.17
LA,electricity,solar,CSP,2100,capital,384,0.17
LD,electricity,solar,CSP,2100,capital,384,0.17
MH,electricity,solar,CSP,2100,capital,384,0.17
ML,electricity,solar,CSP,2100,capital,384,0.17
MN,electricity,solar,CSP,2100,capital,384,0.17
MP,electricity,solar,CSP,2100,capital,384,0.17
MZ,electricity,solar,CSP,2100,capital,384,0.17
NL,electricity,solar,CSP,2100,capital,384,0.17
OD,electricity,solar,CSP,2100,capital,384,0.17
PB,electricity,solar,CSP,2100,capital,384,0.17
PC,electricity,solar,CSP,2100,capital,384,0.17
RJ,electricity,solar,CSP,2100,capital,384,0.17
SK,electricity,solar,CSP,2100,capital,384,0.17
TN,electricity,solar,CSP,2100,capital,384,0.17
TR,electricity,solar,CSP,2100,capital,384,0.17
TS,electricity,solar,CSP,2100,capital,384,0.17
UK,electricity,solar,CSP,2100,capital,384,0.17
UP,electricity,solar,CSP,2100,capital,384,0.17
WB,electricity,solar,CSP,2100,capital,384,0.17
AN,electricity,wind,wind,1975,capital,975.3544,0.1125
AP,electricity,wind,wind,1975,capital,975.3544,0.1125
AR,electricity,wind,wind,1975,capital,975.3544,0.1125
AS,electricity,wind,wind,1975,capital,975.3544,0.1125
BR,electricity,wind,wind,1975,capital,975.3544,0.1125
CG,electricity,wind,wind,1975,capital,975.3544,0.1125
CH,electricity,wind,wind,1975,capital,975.3544,0.1125
DD,electricity,wind,wind,1975,capital,975.3544,0.1125
DL,electricity,wind,wind,1975,capital,975.3544,0.1125
DN,electricity,wind,wind,1975,capital,975.3544,0.1125
GA,electricity,wind,wind,1975,capital,975.3544,0.1125
GJ,electricity,wind,wind,1975,capital,975.3544,0.1125
HP,electricity,wind,wind,1975,capital,975.3544,0.1125
HR,electricity,wind,wind,1975,capital,975.3544,0.1125
JH,electricity,wind,wind,1975,capital,975.3544,0.1125
JK,electricity,wind,wind,1975,capital,975.3544,0.1125
KA,electricity,wind,wind,1975,capital,975.3544,0.1125
KL,electricity,wind,wind,1975,capital,975.3544,0.1125
LA,electricity,wind,wind,1975,capital,975.3544,0.1125
LD,electricity,wind,wind,1975,capital,975.3544,0.1125
MH,electricity,wind,wind,1975,capital,975.3544,0.1125
ML,electricity,wind,wind,1975,capital,975.3544,0.1125
MN,electricity,wind,wind,1975,capital,975.3544,0.1125
MP,electricity,wind,wind,1975,capital,975.3544,0.1125
MZ,electricity,wind,wind,1975,capital,975.3544,0.1125
NL,electricity,wind,wind,1975,capital,975.3544,0.1125
OD,electricity,wind,wind,1975,capital,975.3544,0.1125
PB,electricity,wind,wind,1975,capital,975.3544,0.1125
PC,electricity,wind,wind,1975,capital,975.3544,0.1125
RJ,electricity,wind,wind,1975,capital,975.3544,0.1125
SK,electricity,wind,wind,1975,capital,975.3544,0.1125
TN,electricity,wind,wind,1975,capital,975.3544,0.1125
TR,electricity,wind,wind,1975,capital,975.3544,0.1125
TS,electricity,wind,wind,1975,capital,975.3544,0.1125
UK,electricity,wind,wind,1975,capital,975.3544,0.1125
UP,electricity,wind,wind,1975,capital,975.3544,0.1125
WB,electricity,wind,wind,1975,capital,975.3544,0.1125
AN,electricity,wind,wind,1990,capital,975.3544,0.1125
AP,electricity,wind,wind,1990,capital,975.3544,0.1125
AR,electricity,wind,wind,1990,capital,975.3544,0.1125
AS,electricity,wind,wind,1990,capital,975.3544,0.1125
BR,electricity,wind,wind,1990,capital,975.3544,0.1125
CG,electricity,wind,wind,1990,capital,975.3544,0.1125
CH,electricity,wind,wind,1990,capital,975.3544,0.1125
DD,electricity,wind,wind,1990,capital,975.3544,0.1125
DL,electricity,wind,wind,1990,capital,975.3544,0.1125
DN,electricity,wind,wind,1990,capital,975.3544,0.1125
GA,electricity,wind,wind,1990,capital,975.3544,0.1125
GJ,electricity,wind,wind,1990,capital,975.3544,0.1125
HP,electricity,wind,wind,1990,capital,975.3544,0.1125
HR,electricity,wind,wind,1990,capital,975.3544,0.1125
JH,electricity,wind,wind,1990,capital,975.3544,0.1125
JK,electricity,wind,wind,1990,capital,975.3544,0.1125
KA,electricity,wind,wind,1990,capital,975.3544,0.1125
KL,electricity,wind,wind,1990,capital,975.3544,0.1125
LA,electricity,wind,wind,1990,capital,975.3544,0.1125
LD,electricity,wind,wind,1990,capital,975.3544,0.1125
MH,electricity,wind,wind,1990,capital,975.3544,0.1125
ML,electricity,wind,wind,1990,capital,975.3544,0.1125
MN,electricity,wind,wind,1990,capital,975.3544,0.1125
MP,electricity,wind,wind,1990,capital,975.3544,0.1125
MZ,electricity,wind,wind,1990,capital,975.3544,0.1125
NL,electricity,wind,wind,1990,capital,975.3544,0.1125
OD,electricity,wind,wind,1990,capital,975.3544,0.1125
PB,electricity,wind,wind,1990,capital,975.3544,0.1125
PC,electricity,wind,wind,1990,capital,975.3544,0.1125
RJ,electricity,wind,wind,1990,capital,975.3544,0.1125
SK,electricity,wind,wind,1990,capital,975.3544,0.1125
TN,electricity,wind,wind,1990,capital,975.3544,0.1125
TR,electricity,wind,wind,1990,capital,975.3544,0.1125
TS,electricity,wind,wind,1990,capital,975.3544,0.1125
UK,electricity,wind,wind,1990,capital,975.3544,0.1125
UP,electricity,wind,wind,1990,capital,975.3544,0.1125
WB,electricity,wind,wind,1990,capital,975.3544,0.1125
AN,electricity,wind,wind,2005,capital,975.3544,0.1125
AP,electricity,wind,wind,2005,capital,975.3544,0.1125
AR,electricity,wind,wind,2005,capital,975.3544,0.1125
AS,electricity,wind,wind,2005,capital,975.3544,0.1125
BR,electricity,wind,wind,2005,capital,975.3544,0.1125
CG,electricity,wind,wind,2005,capital,975.3544,0.1125
CH,electricity,wind,wind,2005,capital,975.3544,0.1125
DD,electricity,wind,wind,2005,capital,975.3544,0.1125
DL,electricity,wind,wind,2005,capital,975.3544,0.1125
DN,electricity,wind,wind,2005,capital,975.3544,0.1125
GA,electricity,wind,wind,2005,capital,975.3544,0.1125
GJ,electricity,wind,wind,2005,capital,975.3544,0.1125
HP,electricity,wind,wind,2005,capital,975.3544,0.1125
HR,electricity,wind,wind,2005,capital,975.3544,0.1125
JH,electricity,wind,wind,2005,capital,975.3544,0.1125
JK,electricity,wind,wind,2005,capital,975.3544,0.1125
KA,electricity,wind,wind,2005,capital,975.3544,0.1125
KL,electricity,wind,wind,2005,capital,975.3544,0.1125
LA,electricity,wind,wind,2005,capital,975.3544,0.1125
LD,electricity,wind,wind,2005,capital,975.3544,0.1125
MH,electricity,wind,wind,2005,capital,975.3544,0.1125
ML,electricity,wind,wind,2005,capital,975.3544,0.1125
MN,electricity,wind,wind,2005,capital,975.3544,0.1125
MP,electricity,wind,wind,2005,capital,975.3544,0.1125
MZ,electricity,wind,wind,2005,capital,975.3544,0.1125
NL,electricity,wind,wind,2005,capital,975.3544,0.1125
OD,electricity,wind,wind,2005,capital,975.3544,0.1125
PB,electricity,wind,wind,2005,capital,975.3544,0.1125
PC,electricity,wind,wind,2005,capital,975.3544,0.1125
RJ,electricity,wind,wind,2005,capital,975.3544,0.1125
SK,electricity,wind,wind,2005,capital,975.3544,0.1125
TN,electricity,wind,wind,2005,capital,975.3544,0.1125
TR,electricity,wind,wind,2005,capital,975.3544,0.1125
TS,electricity,wind,wind,2005,capital,975.3544,0.1125
UK,electricity,wind,wind,2005,capital,975.3544,0.1125
UP,electricity,wind,wind,2005,capital,975.3544,0.1125
WB,electricity,wind,wind,2005,capital,975.3544,0.1125
AN,electricity,wind,wind,2010,capital,1031.793106,0.073192419
AP,electricity,wind,wind,2010,capital,587.4291336,0.073192419
AR,electricity,wind,wind,2010,capital,1031.793106,0.073192419
AS,electricity,wind,wind,2010,capital,1031.793106,0.073192419
BR,electricity,wind,wind,2010,capital,1031.793106,0.073192419
CG,electricity,wind,wind,2010,capital,1031.793106,0.073192419
CH,electricity,wind,wind,2010,capital,1031.793106,0.073192419
DD,electricity,wind,wind,2010,capital,1031.793106,0.073192419
DL,electricity,wind,wind,2010,capital,1031.793106,0.073192419
DN,electricity,wind,wind,2010,capital,1031.793106,0.073192419
GA,electricity,wind,wind,2010,capital,1031.793106,0.073192419
GJ,electricity,wind,wind,2010,capital,286.319165,0.073192419
HP,electricity,wind,wind,2010,capital,1031.793106,0.073192419
HR,electricity,wind,wind,2010,capital,1031.793106,0.073192419
JH,electricity,wind,wind,2010,capital,1031.793106,0.073192419
JK,electricity,wind,wind,2010,capital,1031.793106,0.073192419
KA,electricity,wind,wind,2010,capital,355.9275582,0.073192419
KL,electricity,wind,wind,2010,capital,1031.793106,0.073192419
LA,electricity,wind,wind,2010,capital,1031.793106,0.073192419
LD,electricity,wind,wind,2010,capital,1031.793106,0.073192419
MH,electricity,wind,wind,2010,capital,459.8675328,0.073192419
ML,electricity,wind,wind,2010,capital,1031.793106,0.073192419
MN,electricity,wind,wind,2010,capital,1031.793106,0.073192419
MP,electricity,wind,wind,2010,capital,705.5733086,0.073192419
MZ,electricity,wind,wind,2010,capital,1031.793106,0.073192419
NL,electricity,wind,wind,2010,capital,1031.793106,0.073192419
OD,electricity,wind,wind,2010,capital,1031.793106,0.073192419
PB,electricity,wind,wind,2010,capital,1031.793106,0.073192419
PC,electricity,wind,wind,2010,capital,1031.793106,0.073192419
RJ,electricity,wind,wind,2010,capital,467.1361552,0.073192419
SK,electricity,wind,wind,2010,capital,1031.793106,0.073192419
TN,electricity,wind,wind,2010,capital,106.3734727,0.073192419
TR,electricity,wind,wind,2010,capital,1031.793106,0.073192419
TS,electricity,wind,wind,2010,capital,948.598964,0.073192419
UK,electricity,wind,wind,2010,capital,1031.793106,0.073192419
UP,electricity,wind,wind,2010,capital,790.1172464,0.073192419
WB,electricity,wind,wind,2010,capital,790.1172464,0.073192419
AN,electricity,wind,wind,2015,capital,1024.01738,0.073192419
AP,electricity,wind,wind,2015,capital,490.2330506,0.073192419
AR,electricity,wind,wind,2015,capital,1024.01738,0.073192419
AS,electricity,wind,wind,2015,capital,1024.01738,0.073192419
BR,electricity,wind,wind,2015,capital,1024.01738,0.073192419
CG,electricity,wind,wind,2015,capital,541.9176988,0.073192419
CH,electricity,wind,wind,2015,capital,1024.01738,0.073192419
DD,electricity,wind,wind,2015,capital,1024.01738,0.073192419
DL,electricity,wind,wind,2015,capital,1024.01738,0.073192419
DN,electricity,wind,wind,2015,capital,1024.01738,0.073192419
GA,electricity,wind,wind,2015,capital,1024.01738,0.073192419
GJ,electricity,wind,wind,2015,capital,233.0324992,0.073192419
HP,electricity,wind,wind,2015,capital,1024.01738,0.073192419
HR,electricity,wind,wind,2015,capital,1024.01738,0.073192419
JH,electricity,wind,wind,2015,capital,1024.01738,0.073192419
JK,electricity,wind,wind,2015,capital,1024.01738,0.073192419
KA,electricity,wind,wind,2015,capital,219.1065848,0.073192419
KL,electricity,wind,wind,2015,capital,1024.01738,0.073192419
LA,electricity,wind,wind,2015,capital,1024.01738,0.073192419
LD,electricity,wind,wind,2015,capital,1024.01738,0.073192419
MH,electricity,wind,wind,2015,capital,332.915599,0.073192419
ML,electricity,wind,wind,2015,capital,1024.01738,0.073192419
MN,electricity,wind,wind,2015,capital,1024.01738,0.073192419
MP,electricity,wind,wind,2015,capital,430.2851164,0.073192419
MZ,electricity,wind,wind,2015,capital,1024.01738,0.073192419
NL,electricity,wind,wind,2015,capital,1024.01738,0.073192419
OD,electricity,wind,wind,2015,capital,633.4060638,0.073192419
PB,electricity,wind,wind,2015,capital,646.8657116,0.073192419
PC,electricity,wind,wind,2015,capital,1024.01738,0.073192419
RJ,electricity,wind,wind,2015,capital,410.8041996,0.073192419
SK,electricity,wind,wind,2015,capital,656.4984748,0.073192419
TN,electricity,wind,wind,2015,capital,109.1416349,0.073192419
TR,electricity,wind,wind,2015,capital,1024.01738,0.073192419
TS,electricity,wind,wind,2015,capital,448.645258,0.073192419
UK,electricity,wind,wind,2015,capital,1024.01738,0.073192419
UP,electricity,wind,wind,2015,capital,820.599604,0.073192419
WB,electricity,wind,wind,2015,capital,277.1713298,0.073192419
AN,electricity,wind,wind,2020,capital,1024.016266,0.073192419
AP,electricity,wind,wind,2020,capital,441.5283932,0.073192419
AR,electricity,wind,wind,2020,capital,1024.016266,0.073192419
AS,electricity,wind,wind,2020,capital,297.3999886,0.073192419
BR,electricity,wind,wind,2020,capital,677.5845264,0.073192419
CG,electricity,wind,wind,2020,capital,469.549805,0.073192419
CH,electricity,wind,wind,2020,capital,1024.016266,0.073192419
DD,electricity,wind,wind,2020,capital,645.9647414,0.073192419
DL,electricity,wind,wind,2020,capital,679.8527804,0.073192419
DN,electricity,wind,wind,2020,capital,645.9647414,0.073192419
GA,electricity,wind,wind,2020,capital,645.9647414,0.073192419
GJ,electricity,wind,wind,2020,capital,55.61002936,0.073192419
HP,electricity,wind,wind,2020,capital,408.4514414,0.073192419
HR,electricity,wind,wind,2020,capital,241.0472262,0.073192419
JH,electricity,wind,wind,2020,capital,662.5055238,0.073192419
JK,electricity,wind,wind,2020,capital,182.0444869,0.073192419
KA,electricity,wind,wind,2020,capital,167.8767561,0.073192419
