INPUT_TABLE,,,,,,
Variable ID,,,,,,
RegionTechOMvar,,,,,,
,,,,,,
region,supplysector,subsector,technology,year,input.OM.var,OM.var
MZ,electricity,gas,gas (steam/CT),2085,OM-var,0
NL,electricity,gas,gas (steam/CT),2085,OM-var,0
OD,electricity,gas,gas (steam/CT),2085,OM-var,0
PB,electricity,gas,gas (steam/CT),2085,OM-var,0
PC,electricity,gas,gas (steam/CT),2085,OM-var,0
RJ,electricity,gas,gas (steam/CT),2085,OM-var,0
SK,electricity,gas,gas (steam/CT),2085,OM-var,0
TN,electricity,gas,gas (steam/CT),2085,OM-var,0
TR,electricity,gas,gas (steam/CT),2085,OM-var,0
TS,electricity,gas,gas (steam/CT),2085,OM-var,0
UK,electricity,gas,gas (steam/CT),2085,OM-var,0
UP,electricity,gas,gas (steam/CT),2085,OM-var,0
WB,electricity,gas,gas (steam/CT),2085,OM-var,0
AN,electricity,gas,gas (steam/CT),2090,OM-var,0
AP,electricity,gas,gas (steam/CT),2090,OM-var,0
AR,electricity,gas,gas (steam/CT),2090,OM-var,0
AS,electricity,gas,gas (steam/CT),2090,OM-var,0
BR,electricity,gas,gas (steam/CT),2090,OM-var,0
CG,electricity,gas,gas (steam/CT),2090,OM-var,0
CH,electricity,gas,gas (steam/CT),2090,OM-var,0
DD,electricity,gas,gas (steam/CT),2090,OM-var,0
DL,electricity,gas,gas (steam/CT),2090,OM-var,0
DN,electricity,gas,gas (steam/CT),2090,OM-var,0
GA,electricity,gas,gas (steam/CT),2090,OM-var,0
GJ,electricity,gas,gas (steam/CT),2090,OM-var,0
HP,electricity,gas,gas (steam/CT),2090,OM-var,0
HR,electricity,gas,gas (steam/CT),2090,OM-var,0
JH,electricity,gas,gas (steam/CT),2090,OM-var,0
JK,electricity,gas,gas (steam/CT),2090,OM-var,0
KA,electricity,gas,gas (steam/CT),2090,OM-var,0
KL,electricity,gas,gas (steam/CT),2090,OM-var,0
LA,electricity,gas,gas (steam/CT),2090,OM-var,0
LD,electricity,gas,gas (steam/CT),2090,OM-var,0
MH,electricity,gas,gas (steam/CT),2090,OM-var,0
ML,electricity,gas,gas (steam/CT),2090,OM-var,0
MN,electricity,gas,gas (steam/CT),2090,OM-var,0
MP,electricity,gas,gas (steam/CT),2090,OM-var,0
MZ,electricity,gas,gas (steam/CT),2090,OM-var,0
NL,electricity,gas,gas (steam/CT),2090,OM-var,0
OD,electricity,gas,gas (steam/CT),2090,OM-var,0
PB,electricity,gas,gas (steam/CT),2090,OM-var,0
PC,electricity,gas,gas (steam/CT),2090,OM-var,0
RJ,electricity,gas,gas (steam/CT),2090,OM-var,0
SK,electricity,gas,gas (steam/CT),2090,OM-var,0
TN,electricity,gas,gas (steam/CT),2090,OM-var,0
TR,electricity,gas,gas (steam/CT),2090,OM-var,0
TS,electricity,gas,gas (steam/CT),2090,OM-var,0
UK,electricity,gas,gas (steam/CT),2090,OM-var,0
UP,electricity,gas,gas (steam/CT),2090,OM-var,0
WB,electricity,gas,gas (steam/CT),2090,OM-var,0
AN,electricity,gas,gas (steam/CT),2095,OM-var,0
AP,electricity,gas,gas (steam/CT),2095,OM-var,0
AR,electricity,gas,gas (steam/CT),2095,OM-var,0
AS,electricity,gas,gas (steam/CT),2095,OM-var,0
BR,electricity,gas,gas (steam/CT),2095,OM-var,0
CG,electricity,gas,gas (steam/CT),2095,OM-var,0
CH,electricity,gas,gas (steam/CT),2095,OM-var,0
DD,electricity,gas,gas (steam/CT),2095,OM-var,0
DL,electricity,gas,gas (steam/CT),2095,OM-var,0
DN,electricity,gas,gas (steam/CT),2095,OM-var,0
GA,electricity,gas,gas (steam/CT),2095,OM-var,0
GJ,electricity,gas,gas (steam/CT),2095,OM-var,0
HP,electricity,gas,gas (steam/CT),2095,OM-var,0
HR,electricity,gas,gas (steam/CT),2095,OM-var,0
JH,electricity,gas,gas (steam/CT),2095,OM-var,0
JK,electricity,gas,gas (steam/CT),2095,OM-var,0
KA,electricity,gas,gas (steam/CT),2095,OM-var,0
KL,electricity,gas,gas (steam/CT),2095,OM-var,0
LA,electricity,gas,gas (steam/CT),2095,OM-var,0
LD,electricity,gas,gas (steam/CT),2095,OM-var,0
MH,electricity,gas,gas (steam/CT),2095,OM-var,0
ML,electricity,gas,gas (steam/CT),2095,OM-var,0
MN,electricity,gas,gas (steam/CT),2095,OM-var,0
MP,electricity,gas,gas (steam/CT),2095,OM-var,0
MZ,electricity,gas,gas (steam/CT),2095,OM-var,0
NL,electricity,gas,gas (steam/CT),2095,OM-var,0
OD,electricity,gas,gas (steam/CT),2095,OM-var,0
PB,electricity,gas,gas (steam/CT),2095,OM-var,0
PC,electricity,gas,gas (steam/CT),2095,OM-var,0
RJ,electricity,gas,gas (steam/CT),2095,OM-var,0
SK,electricity,gas,gas (steam/CT),2095,OM-var,0
TN,electricity,gas,gas (steam/CT),2095,OM-var,0
TR,electricity,gas,gas (steam/CT),2095,OM-var,0
TS,electricity,gas,gas (steam/CT),2095,OM-var,0
UK,electricity,gas,gas (steam/CT),2095,OM-var,0
UP,electricity,gas,gas (steam/CT),2095,OM-var,0
WB,electricity,gas,gas (steam/CT),2095,OM-var,0
AN,electricity,gas,gas (steam/CT),2100,OM-var,0
AP,electricity,gas,gas (steam/CT),2100,OM-var,0
AR,electricity,gas,gas (steam/CT),2100,OM-var,0
AS,electricity,gas,gas (steam/CT),2100,OM-var,0
BR,electricity,gas,gas (steam/CT),2100,OM-var,0
CG,electricity,gas,gas (steam/CT),2100,OM-var,0
CH,electricity,gas,gas (steam/CT),2100,OM-var,0
DD,electricity,gas,gas (steam/CT),2100,OM-var,0
DL,electricity,gas,gas (steam/CT),2100,OM-var,0
DN,electricity,gas,gas (steam/CT),2100,OM-var,0
GA,electricity,gas,gas (steam/CT),2100,OM-var,0
GJ,electricity,gas,gas (steam/CT),2100,OM-var,0
HP,electricity,gas,gas (steam/CT),2100,OM-var,0
HR,electricity,gas,gas (steam/CT),2100,OM-var,0
JH,electricity,gas,gas (steam/CT),2100,OM-var,0
JK,electricity,gas,gas (steam/CT),2100,OM-var,0
KA,electricity,gas,gas (steam/CT),2100,OM-var,0
KL,electricity,gas,gas (steam/CT),2100,OM-var,0
LA,electricity,gas,gas (steam/CT),2100,OM-var,0
LD,electricity,gas,gas (steam/CT),2100,OM-var,0
MH,electricity,gas,gas (steam/CT),2100,OM-var,0
ML,electricity,gas,gas (steam/CT),2100,OM-var,0
MN,electricity,gas,gas (steam/CT),2100,OM-var,0
MP,electricity,gas,gas (steam/CT),2100,OM-var,0
MZ,electricity,gas,gas (steam/CT),2100,OM-var,0
NL,electricity,gas,gas (steam/CT),2100,OM-var,0
OD,electricity,gas,gas (steam/CT),2100,OM-var,0
PB,electricity,gas,gas (steam/CT),2100,OM-var,0
PC,electricity,gas,gas (steam/CT),2100,OM-var,0
RJ,electricity,gas,gas (steam/CT),2100,OM-var,0
SK,electricity,gas,gas (steam/CT),2100,OM-var,0
TN,electricity,gas,gas (steam/CT),2100,OM-var,0
TR,electricity,gas,gas (steam/CT),2100,OM-var,0
TS,electricity,gas,gas (steam/CT),2100,OM-var,0
UK,electricity,gas,gas (steam/CT),2100,OM-var,0
UP,electricity,gas,gas (steam/CT),2100,OM-var,0
WB,electricity,gas,gas (steam/CT),2100,OM-var,0
AN,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
AP,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
AR,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
AS,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
BR,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
CG,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
CH,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
DD,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
DL,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
DN,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
GA,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
GJ,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
HP,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
HR,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
JH,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
JK,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
KA,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
KL,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
LA,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
LD,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
MH,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
ML,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
MN,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
MP,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
MZ,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
NL,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
OD,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
PB,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
PC,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
RJ,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
SK,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
TN,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
TR,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
TS,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
UK,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
UP,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
WB,electricity,nuclear,Gen_II_LWR,2010,OM-var,0
AN,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
AP,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
AR,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
AS,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
BR,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
CG,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
CH,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
DD,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
DL,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
DN,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
GA,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
GJ,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
HP,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
HR,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
JH,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
JK,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
KA,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
KL,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
LA,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
LD,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
MH,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
ML,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
MN,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
MP,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
MZ,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
NL,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
OD,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
PB,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
PC,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
RJ,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
SK,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
TN,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
TR,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
TS,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
UK,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
UP,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
WB,electricity,nuclear,Gen_II_LWR,2015,OM-var,0
AN,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
AP,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
AR,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
AS,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
BR,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
CG,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
CH,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
DD,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
DL,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
DN,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
GA,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
GJ,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
HP,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
HR,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
JH,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
JK,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
KA,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
KL,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
LA,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
LD,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
MH,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
ML,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
MN,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
MP,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
MZ,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
NL,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
OD,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
PB,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
PC,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
RJ,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
SK,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
TN,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
TR,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
TS,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
UK,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
UP,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
WB,electricity,nuclear,Gen_II_LWR,2020,OM-var,0
AN,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
AP,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
AR,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
AS,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
BR,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
CG,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
CH,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
DD,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
DL,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
DN,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
GA,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
GJ,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
HP,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
HR,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
JH,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
JK,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
KA,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
KL,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
LA,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
LD,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
MH,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
ML,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
MN,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
MP,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
MZ,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
NL,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
OD,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
PB,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
PC,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
RJ,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
SK,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
TN,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
TR,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
TS,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
UK,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
UP,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
WB,electricity,nuclear,Gen_II_LWR,2025,OM-var,0
AN,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
AP,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
AR,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
AS,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
BR,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
CG,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
CH,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
DD,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
DL,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
DN,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
GA,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
GJ,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
HP,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
HR,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
JH,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
JK,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
KA,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
KL,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
LA,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
LD,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
MH,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
ML,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
MN,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
MP,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
MZ,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
NL,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
OD,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
PB,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
PC,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
RJ,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
SK,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
TN,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
TR,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
TS,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
UK,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
UP,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
WB,electricity,nuclear,Gen_II_LWR,2030,OM-var,0
AN,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
AP,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
AR,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
AS,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
BR,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
CG,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
CH,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
DD,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
DL,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
DN,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
GA,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
GJ,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
HP,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
HR,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
JH,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
JK,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
KA,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
KL,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
LA,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
LD,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
MH,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
ML,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
MN,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
MP,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
MZ,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
NL,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
OD,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
PB,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
PC,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
RJ,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
SK,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
TN,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
TR,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
TS,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
UK,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
UP,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
WB,electricity,nuclear,Gen_II_LWR,2035,OM-var,0
AN,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
AP,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
AR,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
AS,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
BR,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
CG,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
CH,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
DD,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
DL,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
DN,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
GA,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
GJ,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
HP,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
HR,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
JH,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
JK,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
KA,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
KL,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
LA,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
LD,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
MH,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
ML,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
MN,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
MP,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
MZ,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
NL,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
OD,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
PB,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
PC,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
RJ,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
SK,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
TN,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
TR,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
TS,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
UK,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
UP,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
WB,electricity,nuclear,Gen_II_LWR,2040,OM-var,0
AN,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
AP,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
AR,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
AS,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
BR,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
CG,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
CH,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
DD,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
DL,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
DN,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
GA,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
GJ,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
HP,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
HR,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
JH,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
JK,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
KA,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
KL,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
LA,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
LD,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
MH,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
ML,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
MN,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
MP,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
MZ,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
NL,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
OD,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
PB,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
PC,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
RJ,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
SK,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
TN,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
TR,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
TS,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
UK,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
UP,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
WB,electricity,nuclear,Gen_II_LWR,2045,OM-var,0
AN,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
AP,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
AR,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
AS,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
BR,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
CG,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
CH,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
DD,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
DL,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
DN,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
GA,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
GJ,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
HP,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
HR,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
JH,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
JK,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
KA,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
KL,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
LA,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
LD,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
MH,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
ML,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
MN,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
MP,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
MZ,electricity,nuclear,Gen_II_LWR,2050,OM-var,0
